
[00:00:00.000 --> 00:00:01.360]  說起港男港女
[00:00:01.360 --> 00:00:02.880]  我自己一看就想起
[00:00:02.880 --> 00:00:05.520]  我昨天剛剛和別人說起這個
[00:00:05.520 --> 00:00:10.560]  就是想起這個南亞海嘯
[00:00:10.560 --> 00:00:12.680]  知不知道南亞海嘯死了多少人
[00:00:12.680 --> 00:00:15.720]  29萬其實
[00:00:15.720 --> 00:00:18.000]  我昨天再看過是29萬
[00:00:18.000 --> 00:00:20.480]  日本海嘯呢
[00:00:20.480 --> 00:00:22.480]  都死了接近3萬
[00:00:22.480 --> 00:00:26.840]  那關那個港女人什麼事呢
[00:00:26.840 --> 00:00:28.120]  那我發覺想了想
[00:00:28.120 --> 00:00:31.560]  不是的水可以覆舟
[00:00:31.560 --> 00:00:33.080]  但是又能載舟
[00:00:33.080 --> 00:00:34.000]  於是我想一下
[00:00:34.000 --> 00:00:37.440]  哥倫布發現新大陸都是靠同一個海洋
[00:00:37.440 --> 00:00:40.280]  如果你想想
[00:00:40.280 --> 00:00:41.600]  再前一點
[00:00:41.600 --> 00:00:43.080]  我們中國人更厲害
[00:00:43.080 --> 00:00:44.760]  鄭和下西洋
[00:00:44.760 --> 00:00:46.280]  知不知道我有讀書的
[00:00:46.280 --> 00:00:48.840]  鄭和下西洋7次
[00:00:48.840 --> 00:00:51.000]  早過哥倫布70年
[00:00:51.000 --> 00:00:52.120]  厲害了
[00:00:52.120 --> 00:00:54.040]  都是靠這些水
[00:00:54.040 --> 00:00:57.200]  那就是說水的力量有多大呢
[00:00:57.480 --> 00:00:58.320]  那你說水
[00:00:58.320 --> 00:01:01.720]  那關女人和水有什麼關係呢
[00:01:01.720 --> 00:01:03.640]  女人和水有什麼關係
[00:01:03.640 --> 00:01:10.320]  他講了一半不敢講下去
[00:01:10.320 --> 00:01:11.440]  沒錯
[00:01:11.440 --> 00:01:13.480]  紅顏和水
[00:01:13.480 --> 00:01:16.160]  那我就怕別人不知道什麼叫紅顏
[00:01:16.160 --> 00:01:19.560]  所以我就說女人和水
[00:01:19.560 --> 00:01:21.800]  女人和水
[00:01:21.800 --> 00:01:25.240]  每一次歷史上發生事
[00:01:26.320 --> 00:01:28.360]  無論男人還是軍王
[00:01:28.360 --> 00:01:30.360]  這個是楊貴妃
[00:01:30.360 --> 00:01:31.640]  我特意找的
[00:01:31.640 --> 00:01:34.320]  那我不講楊貴妃的細節了
[00:01:34.320 --> 00:01:36.560]  因爲我有很多其他東西要講
[00:01:36.560 --> 00:01:38.080]  不知道爲什麼這個瘦一點
[00:01:38.080 --> 00:01:39.360]  楊貴妃應該肥一點
[00:01:39.360 --> 00:01:44.800]  歷史上發生很多的事
[00:01:44.800 --> 00:01:46.640]  人有爭執
[00:01:46.640 --> 00:01:50.880]  軍王要一個朝代換另一個朝代
[00:01:50.880 --> 00:01:52.840]  除了權力和錢
[00:01:52.840 --> 00:01:54.800]  大多數都是女人的
[00:01:55.720 --> 00:01:58.040]  女人真的很厲害
[00:01:58.040 --> 00:01:59.480]  所以我覺得
[00:01:59.480 --> 00:02:01.120]  男人都是很厲害
[00:02:01.120 --> 00:02:04.480]  但是如果我能夠和女人奉勸一句
[00:02:04.480 --> 00:02:06.480]  我就會講一句話
[00:02:06.480 --> 00:02:08.280]  拜託
[00:02:08.280 --> 00:02:10.640]  拜託幫忙
[00:02:10.640 --> 00:02:13.920]  不幫忙也不要害人
[00:02:13.920 --> 00:02:16.200]  爲什麼這麼說呢
[00:02:16.200 --> 00:02:18.000]  一會兒你就會知道我爲什麼這麼說
[00:02:18.000 --> 00:02:20.160]  拜託女人各位
[00:02:20.160 --> 00:02:23.640]  不幫忙也不要害其他人
[00:02:23.640 --> 00:02:24.480]  爲什麼這麼說呢
[00:02:24.920 --> 00:02:26.000]  一會兒你就會知道
[00:02:26.000 --> 00:02:30.600]  講這個女人的時候
[00:02:30.600 --> 00:02:33.360]  我就想起有很多種類的女人
[00:02:33.360 --> 00:02:36.440]  是會給很多人麻煩的
[00:02:36.440 --> 00:02:39.640]  有麻煩也有好處
[00:02:39.640 --> 00:02:42.400]  坐在那裏大坐的是誰呢
[00:02:42.400 --> 00:02:44.680]  慈禧
[00:02:44.680 --> 00:02:47.080]  慈禧也
[00:02:47.080 --> 00:02:49.000]  其實發現
[00:02:49.000 --> 00:02:52.080]  慈禧是一個很有權力的女人
[00:02:52.080 --> 00:02:53.400]  其實不是很漂亮
[00:02:54.400 --> 00:02:56.760]  所以原來有權力、厲害的女人
[00:02:56.760 --> 00:02:58.080]  和漂亮是沒有關係的
[00:02:58.080 --> 00:02:58.720]  最重要是你厲害
[00:02:58.720 --> 00:03:00.680]  和漂亮是沒有關係的
[00:03:00.680 --> 00:03:04.360]  另外一個你可能沒那麼清楚
[00:03:04.360 --> 00:03:06.960]  在剪人頭髮的那個是誰呢
[00:03:06.960 --> 00:03:10.760]  Delilah
[00:03:10.760 --> 00:03:12.400]  中文是不是Delilah
[00:03:12.400 --> 00:03:14.320]  大利拉是吧
[00:03:14.320 --> 00:03:15.360]  大利拉
[00:03:15.360 --> 00:03:17.960]  在聖經裏面
[00:03:17.960 --> 00:03:20.640]  有一個人叫參孫
[00:03:20.640 --> 00:03:22.120]  參孫是很厲害的
[00:03:22.120 --> 00:03:22.840]  很大力的
[00:03:24.040 --> 00:03:26.200]  很容易就能掙脫繩子
[00:03:26.200 --> 00:03:28.120]  打死很多人
[00:03:28.120 --> 00:03:30.520]  但是因爲這個女人
[00:03:30.520 --> 00:03:32.000]  就敗在他手上了
[00:03:32.000 --> 00:03:33.920]  那個女人剃光他的頭髮
[00:03:33.920 --> 00:03:34.680]  什麼都沒有
[00:03:34.680 --> 00:03:36.680]  下面那個
[00:03:36.680 --> 00:03:38.520]  糟了我真名忘記了
[00:03:38.520 --> 00:03:42.720]  還是無謂講了
[00:03:42.720 --> 00:03:45.200]  那禍水了總之
[00:03:45.200 --> 00:03:47.880]  啊
[00:03:47.880 --> 00:03:51.280]  我不知道
[00:03:51.280 --> 00:03:53.240]  我不可以這麼說
[00:03:53.560 --> 00:03:55.560]  我怕我回不了香港
[00:03:55.560 --> 00:03:57.920]  總之
[00:03:57.920 --> 00:04:01.800]  有些是好的女人
[00:04:01.800 --> 00:04:03.080]  在歷史上
[00:04:03.080 --> 00:04:05.480]  幫助到很大的
[00:04:05.480 --> 00:04:07.080]  但是有時候也有些
[00:04:07.080 --> 00:04:08.160]  幸是
[00:04:08.160 --> 00:04:09.800]  禍水了
[00:04:09.800 --> 00:04:10.640]  爲什麼
[00:04:10.640 --> 00:04:11.720]  那究竟
[00:04:11.720 --> 00:04:12.560]  如果是這樣
[00:04:12.560 --> 00:04:13.080]  哇
[00:04:13.080 --> 00:04:15.120]  那爲什麼那麼多女人那麼麻煩
[00:04:15.120 --> 00:04:16.000]  我自己也是女人
[00:04:16.000 --> 00:04:17.040]  我也很麻煩
[00:04:17.040 --> 00:04:18.400]  那我很想知道
[00:04:18.400 --> 00:04:20.160]  究竟神眼中的女人
[00:04:20.160 --> 00:04:21.840]  是怎樣的呢
[00:04:22.400 --> 00:04:23.760]  神眼中的女人
[00:04:23.760 --> 00:04:24.520]  是不是
[00:04:24.520 --> 00:04:26.840]  我那時問我
[00:04:26.840 --> 00:04:28.720]  我沒有問神眼中的女人
[00:04:28.720 --> 00:04:30.920]  我只是問我老爸眼中的女人
[00:04:30.920 --> 00:04:32.240]  那我問老爸
[00:04:32.240 --> 00:04:33.760]  你其實喜歡
[00:04:33.760 --> 00:04:35.280]  女人
[00:04:35.280 --> 00:04:37.200]  或者你的女兒
[00:04:37.200 --> 00:04:38.600]  我不敢問我媽
[00:04:38.600 --> 00:04:40.600]  那幾大都要說亂頭髮
[00:04:40.600 --> 00:04:41.600]  什麼什麼那些
[00:04:41.600 --> 00:04:44.080]  說了第二句不行了
[00:04:44.080 --> 00:04:46.880]  那我問你女兒是喜歡什麼的呢
[00:04:46.880 --> 00:04:48.600]  她是喜歡
[00:04:48.600 --> 00:04:49.600]  有一個女孩
[00:04:49.600 --> 00:04:50.480]  以前有個明星
[00:04:50.480 --> 00:04:51.120]  我不知道你認不認識
[00:04:51.120 --> 00:04:52.200]  叫陳秀文
[00:04:53.040 --> 00:04:54.400]  做一號黃庭的
[00:04:54.400 --> 00:04:55.600]  是的
[00:04:55.600 --> 00:04:57.840]  如果你稍微有上一年紀的
[00:04:57.840 --> 00:04:59.120]  你就會知道我說什麼
[00:04:59.120 --> 00:05:02.640]  那總之是小小的
[00:05:02.640 --> 00:05:03.840]  斯斯文文
[00:05:03.840 --> 00:05:05.040]  但是也挺硬朗的
[00:05:05.040 --> 00:05:07.720]  就是跟我很大的距離
[00:05:07.720 --> 00:05:11.720]  那我自己覺得很挫敗
[00:05:11.720 --> 00:05:12.160]  因爲
[00:05:12.160 --> 00:05:16.360]  我沒辦法做到我爸心目中的那個女人
[00:05:16.360 --> 00:05:18.680]  那近期發現了一個消息
[00:05:18.680 --> 00:05:19.080]  就是
[00:05:19.080 --> 00:05:22.240]  我媽在這裏看中了一個女人
[00:05:22.240 --> 00:05:24.000]  就覺得那個女人比我好
[00:05:24.000 --> 00:05:25.880]  那個是Cathy
[00:05:25.880 --> 00:05:31.880]  就是她不停地贊她好
[00:05:31.880 --> 00:05:34.240]  我都很開心贊她好
[00:05:34.240 --> 00:05:34.640]  但是
[00:05:34.640 --> 00:05:36.080]  那我呢我心想
[00:05:36.080 --> 00:05:39.280]  我覺得我都OK
[00:05:39.280 --> 00:05:39.920]  就是
[00:05:39.920 --> 00:05:40.400]  是的
[00:05:40.400 --> 00:05:41.400]  小小的
[00:05:41.400 --> 00:05:42.000]  小小的
[00:05:42.000 --> 00:05:43.080]  因爲我犯法了
[00:05:43.080 --> 00:05:44.520]  我就不是這樣的
[00:05:44.520 --> 00:05:44.800]  那
[00:05:44.800 --> 00:05:47.480]  就是
[00:05:47.480 --> 00:05:49.640]  我今天特意穿斯文一點了已經
[00:05:49.640 --> 00:05:51.200]  多怕你不知道我是女人
[00:05:52.360 --> 00:05:52.960]  那所以呢
[00:05:52.960 --> 00:05:53.600]  就是
[00:05:53.600 --> 00:05:54.320]  不同
[00:05:54.320 --> 00:05:58.360]  就是我們每一個人對於女人的看法又不同
[00:05:58.360 --> 00:06:00.200]  但是神眼中的女人呢
[00:06:00.200 --> 00:06:03.360]  神也都是有特定的一個目的
[00:06:03.360 --> 00:06:04.640]  給這個女人的
[00:06:04.640 --> 00:06:07.720]  那如果我們看回聖經我們就會知道了
[00:06:07.720 --> 00:06:08.960]  《創世紀》
[00:06:08.960 --> 00:06:10.560]  一章二十七節
[00:06:10.560 --> 00:06:12.320]  那裏這樣說
[00:06:12.320 --> 00:06:15.920]  神就照着自己的形象做人
[00:06:15.920 --> 00:06:19.400]  乃是照着他的形象做男
[00:06:19.400 --> 00:06:20.320]  做女
[00:06:20.720 --> 00:06:23.360]  其實很清楚的中文呢就很清楚的
[00:06:23.360 --> 00:06:26.400]  英文有時候把人類翻譯爲man
[00:06:26.400 --> 00:06:29.080]  又做man又是his own image
[00:06:29.080 --> 00:06:30.880]  那就好像man纔是his own image
[00:06:30.880 --> 00:06:33.840]  woman呢就不是his own image了這樣
[00:06:33.840 --> 00:06:34.920]  其實不是
[00:06:34.920 --> 00:06:35.880]  那呢
[00:06:35.880 --> 00:06:37.520]  做人
[00:06:37.520 --> 00:06:38.720]  就是所有的人
[00:06:38.720 --> 00:06:40.840]  無論做男人
[00:06:40.840 --> 00:06:42.360]  做女人
[00:06:42.360 --> 00:06:44.880]  都是神創造
[00:06:44.880 --> 00:06:47.880]  用他的方式去創造的時候
[00:06:48.200 --> 00:06:50.920]  是用他自己的形象去創造
[00:06:50.920 --> 00:06:54.240]  就是我們每一個人無論是男人還是女人
[00:06:54.240 --> 00:06:56.840]  在當初神建立的時候
[00:06:56.840 --> 00:06:57.720]  create的時候
[00:06:57.720 --> 00:06:58.640]  做我們的時候
[00:06:58.640 --> 00:07:00.720]  我們都是戴着神的形象
[00:07:00.720 --> 00:07:02.080]  我們有尊貴的形象
[00:07:02.080 --> 00:07:03.360]  我們有尊貴的身份
[00:07:03.360 --> 00:07:04.280]  每一個人都是
