
[00:00:00.000 --> 00:00:02.960]  大家好,又一日了,又一齊讀聖經
[00:00:02.960 --> 00:00:06.440]  《生命說書》的網絡跟大家看聖經人、聖經事
[00:00:06.440 --> 00:00:08.880]  看聖經所講的上帝是怎樣
[00:00:08.880 --> 00:00:11.880]  今次有三個人名
[00:00:11.880 --> 00:00:15.240]  以彼贊、以倫和阿頓
[00:00:15.240 --> 00:00:17.800]  三位都是士師
[00:00:17.800 --> 00:00:20.320]  我講完所有士師記之後
[00:00:20.320 --> 00:00:23.440]  我們再數數各位士師的名
[00:00:23.440 --> 00:00:25.440]  有多少個呢?
[00:00:25.440 --> 00:00:26.840]  因為有不同的數法
[00:00:26.840 --> 00:00:30.160]  有些是十二個,有些是十三個,有些不止
[00:00:30.160 --> 00:00:32.320]  以彼贊、以倫和阿頓
[00:00:32.320 --> 00:00:34.320]  一次講三個?
[00:00:34.320 --> 00:00:35.960]  有沒有這麼多時間?
[00:00:35.960 --> 00:00:38.960]  因為士師記每一次都講很長
[00:00:38.960 --> 00:00:40.560]  今次不是,今次很短
[00:00:40.560 --> 00:00:43.360]  因為他們沒有什麼記載
[00:00:43.360 --> 00:00:46.160]  士師記十二章第八節
[00:00:46.160 --> 00:00:47.760]  耶乏他以後
[00:00:47.760 --> 00:00:50.920]  有百里行人以彼贊
[00:00:50.920 --> 00:00:53.280]  作以識列的士師
[00:00:53.280 --> 00:00:55.280]  第一是講以彼贊
[00:00:55.280 --> 00:00:57.280]  以彼贊
[00:00:57.280 --> 00:00:59.280]  以彼贊
[00:00:59.280 --> 00:01:03.280]  由於B是葉,葉贊
[00:01:03.280 --> 00:01:05.280]  葉就是以彼,IB
[00:01:05.280 --> 00:01:07.280]  贊就是葉贊
[00:01:07.280 --> 00:01:11.280]  很有趣的,他們的贊
[00:01:11.280 --> 00:01:13.280]  這個名的意思
[00:01:13.280 --> 00:01:15.280]  就是他們那些石
[00:01:15.280 --> 00:01:20.280]  那些石,即是漢人的石、金屬
[00:01:20.280 --> 00:01:22.280]  他們的石是白色的
[00:01:22.280 --> 00:01:24.280]  漢人的石是銀色的
[00:01:24.280 --> 00:01:26.280]  不過很多時候都是白色的
[00:01:26.280 --> 00:01:28.280]  他們的石可能是很純
[00:01:28.280 --> 00:01:30.280]  或者很好
[00:01:30.280 --> 00:01:33.280]  他們的石是白色的
[00:01:33.280 --> 00:01:35.280]  葉贊就是這個意思
[00:01:35.280 --> 00:01:37.280]  是作以識列的士師
[00:01:37.280 --> 00:01:39.280]  耶乏他之後
[00:01:39.280 --> 00:01:41.280]  到以彼贊,是百里行人
[00:01:41.280 --> 00:01:43.280]  即是說是比較
[00:01:43.280 --> 00:01:45.280]  在剛才看的二百年
[00:01:45.280 --> 00:01:47.280]  昨天看的二百年
[00:01:47.280 --> 00:01:49.280]  是藍一點點的
[00:01:49.280 --> 00:01:54.280]  這個以彼贊是怎樣的呢?
[00:01:54.280 --> 00:01:56.280]  他的記載就是這麼多
[00:01:56.280 --> 00:01:58.280]  有三十個兒子
[00:01:58.280 --> 00:02:01.280]  嘩,不是吧?三十個兒子這麼多?
[00:02:01.280 --> 00:02:03.280]  還有三十個女兒
[00:02:03.280 --> 00:02:05.280]  嘩,真的生得很癢
[00:02:05.280 --> 00:02:09.280]  三十個兒子,三十個女兒
[00:02:09.280 --> 00:02:12.280]  如果是我,連名字都不記得
[00:02:12.280 --> 00:02:14.280]  三十個兒子,三十個女兒
[00:02:14.280 --> 00:02:17.280]  女兒,留意這個記載很有趣
[00:02:17.280 --> 00:02:20.280]  因為薩姆爾記載他沒有說他跟誰打仗
[00:02:20.280 --> 00:02:22.280]  救了多少人,沒有說
[00:02:22.280 --> 00:02:25.280]  只是說這個以彼贊有三十個兒子,三十個女兒
[00:02:25.280 --> 00:02:28.280]  在薩姆爾來說,他最記得的就是這個
[00:02:28.280 --> 00:02:30.280]  他那三十個兒子,三十個女兒
[00:02:30.280 --> 00:02:33.280]  那三十個女兒都嫁出去
[00:02:33.280 --> 00:02:36.280]  就是嫁了出去,嫁了給別人
[00:02:36.280 --> 00:02:38.280]  然後呢
[00:02:38.280 --> 00:02:41.280]  以彼贊又說他的三十個兒子
[00:02:41.280 --> 00:02:43.280]  在外鄉
[00:02:43.280 --> 00:02:46.280]  這些是嫁出去
[00:02:46.280 --> 00:02:50.280]  然後在外鄉娶了三十個媳婦
[00:02:50.280 --> 00:02:52.280]  這個沒有紅度
[00:02:52.280 --> 00:02:54.280]  娶了三十個媳婦
[00:02:54.280 --> 00:02:57.280]  女兒就嫁出去給外族
[00:02:57.280 --> 00:03:00.280]  不是外族,不一定是外族人
[00:03:00.280 --> 00:03:05.280]  是以色列人,不過不是自己家鄉的人
[00:03:05.280 --> 00:03:09.280]  然後在外面家鄉娶了三十個媳婦
[00:03:09.280 --> 00:03:11.280]  很有趣
[00:03:11.280 --> 00:03:14.280]  他做了以色列的士司七年
[00:03:14.280 --> 00:03:16.280]  然後他死了
[00:03:16.280 --> 00:03:17.280]  葬在伯利恆
[00:03:17.280 --> 00:03:19.280]  伯利恆解釋有個字
[00:03:19.280 --> 00:03:20.280]  Beith
[00:03:20.280 --> 00:03:22.280]  叫伯就Beith
[00:03:22.280 --> 00:03:24.280]  Beithlichem
[00:03:24.280 --> 00:03:25.280]  ch是k
[00:03:25.280 --> 00:03:27.280]  Beithlichem
[00:03:27.280 --> 00:03:29.280]  Lichem是麵包
[00:03:29.280 --> 00:03:30.280]  Lichem
[00:03:30.280 --> 00:03:31.280]  Beith是house
[00:03:31.280 --> 00:03:32.280]  屋
[00:03:32.280 --> 00:03:34.280]  麵包之家
[00:03:34.280 --> 00:03:36.280]  或者叫麵包之屋
[00:03:36.280 --> 00:03:37.280]  都可以
[00:03:37.280 --> 00:03:39.280]  Beith就是麵包之家
[00:03:39.280 --> 00:03:41.280]  麵包之家
[00:03:41.280 --> 00:03:43.280]  家,麵包
[00:03:43.280 --> 00:03:48.280]  他們都是用那個名詞走先
[00:03:48.280 --> 00:03:50.280]  後面那個先形容前面
[00:03:50.280 --> 00:03:52.280]  屋是有很多麵包的
[00:03:52.280 --> 00:03:54.280]  好了
[00:03:54.280 --> 00:03:56.280]  這個以比贊就介紹完了
[00:03:56.280 --> 00:03:58.280]  做了七年士司
[00:03:58.280 --> 00:04:00.280]  死了葬在哪裡
[00:04:00.280 --> 00:04:02.280]  三十個兒子,三十個女兒
[00:04:02.280 --> 00:04:03.280]  很有趣,女兒就嫁出去
[00:04:03.280 --> 00:04:06.280]  娶了三十個外鄉的媳婦
[00:04:06.280 --> 00:04:08.280]  就是以比贊,做了七年
[00:04:08.280 --> 00:04:09.280]  死了
[00:04:09.280 --> 00:04:11.280]  那有什麼特別?
[00:04:11.280 --> 00:04:13.280]  不需要記載
[00:04:13.280 --> 00:04:15.280]  但他是士司,所以要記載
[00:04:15.280 --> 00:04:17.280]  他跟誰打?
[00:04:17.280 --> 00:04:19.280]  不要緊,沒有打嗎?
[00:04:19.280 --> 00:04:21.280]  沒有打也是士司
[00:04:21.280 --> 00:04:23.280]  因為士司是judge
[00:04:23.280 --> 00:04:25.280]  即是說
[00:04:25.280 --> 00:04:27.280]  他德高望重,很受人景仰
[00:04:27.280 --> 00:04:29.280]  大家有什麼事情
[00:04:29.280 --> 00:04:31.280]  就去找他判斷一下
[00:04:31.280 --> 00:04:33.280]  找他問一下
[00:04:33.280 --> 00:04:35.280]  找他給一個答案
[00:04:35.280 --> 00:04:37.280]  給一個解決辦法
[00:04:37.280 --> 00:04:39.280]  做些裁決
[00:04:39.280 --> 00:04:41.280]  士司本身的意思
[00:04:41.280 --> 00:04:43.280]  就是這樣
[00:04:43.280 --> 00:04:45.280]  不過很多時候他都會是民眾英雄
[00:04:45.280 --> 00:04:47.280]  要打仗,很多人都打
[00:04:47.280 --> 00:04:49.280]  不過以比贊
[00:04:49.280 --> 00:04:51.280]  看來是沒什麼打的
[00:04:51.280 --> 00:04:53.280]  做了七年就死了
[00:04:53.280 --> 00:04:55.280]  他的特點是什麼?神好祝福
[00:04:55.280 --> 00:04:57.280]  這個人應該是神好祝福
[00:04:57.280 --> 00:04:59.280]  不然他不會有三十個兒子
[00:04:59.280 --> 00:05:01.280]  三十個女兒
[00:05:01.280 --> 00:05:03.280]  通常幾十個子女
[00:05:03.280 --> 00:05:05.280]  在當時會被認為
[00:05:05.280 --> 00:05:07.280]  上帝好祝福
[00:05:07.280 --> 00:05:09.280]  第十一節
[00:05:09.280 --> 00:05:11.280]  以比贊之後有西部倫人
[00:05:11.280 --> 00:05:13.280]  叫爾倫
[00:05:13.280 --> 00:05:15.280]  叫Elon
[00:05:15.280 --> 00:05:17.280]  Elon這個ow
[00:05:17.280 --> 00:05:19.280]  要讀oo
[00:05:19.280 --> 00:05:21.280]  Elon
[00:05:21.280 --> 00:05:23.280]  名字就有趣了
[00:05:23.280 --> 00:05:25.280]  Elon的名字其實就是蟲折尤
[00:05:25.280 --> 00:05:27.280]  很痛
[00:05:27.280 --> 00:05:29.280]  蟲折尤
[00:05:29.280 --> 00:05:31.280]  或者很強大
[00:05:31.280 --> 00:05:33.280]  可能以前練大隻
[00:05:33.280 --> 00:05:35.280]  變了肌肉很痛
[00:05:35.280 --> 00:05:37.280]  先塗蟲折尤
[00:05:37.280 --> 00:05:39.280]  很大隻
[00:05:39.280 --> 00:05:41.280]  手瓜
[00:05:41.280 --> 00:05:43.280]  Elon
[00:05:43.280 --> 00:05:45.280]  他做了士師十年
[00:05:45.280 --> 00:05:47.280]  有沒有打過仗?沒有記載
[00:05:47.280 --> 00:05:49.280]  似乎可能沒有
[00:05:49.280 --> 00:05:51.280]  我不敢說沒有,可能沒有
[00:05:51.280 --> 00:05:53.280]  但他做士師即是做管治
[00:05:53.280 --> 00:05:55.280]  做判斷
[00:05:55.280 --> 00:05:57.280]  做訴訟等等
[00:05:57.280 --> 00:05:59.280]  講解決方案
[00:05:59.280 --> 00:06:01.280]  做了十年
[00:06:01.280 --> 00:06:03.280]  做了十年之後死了
[00:06:03.280 --> 00:06:05.280]  西部倫
[00:06:05.280 --> 00:06:07.280]  有哪個之後有哪個
[00:06:07.280 --> 00:06:09.280]  哪個人,然後他做了多久
[00:06:09.280 --> 00:06:11.280]  特點是他子女多
[00:06:11.280 --> 00:06:13.280]  神好祝福
[00:06:13.280 --> 00:06:15.280]  死了之後就遇上了
[00:06:15.280 --> 00:06:17.280]  連續這三個士師都是這樣
[00:06:17.280 --> 00:06:19.280]  爾倫之後就有
[00:06:19.280 --> 00:06:21.280]  比拉頓人系列的兒子
[00:06:21.280 --> 00:06:23.280]  阿頓
