
[00:00:00.000 --> 00:00:06.000]  鄧家彪議員
[00:00:30.000 --> 00:00:35.000]  去到現在三月壽福節預備禮的時候
[00:00:35.000 --> 00:00:38.000]  那個過程很快的經歷
[00:00:38.000 --> 00:00:40.000]  很適合我們現代人的口味
[00:00:40.000 --> 00:00:41.000]  要快
[00:00:41.000 --> 00:00:43.000]  亦都很快地去
[00:00:43.000 --> 00:00:45.000]  原來沒多久
[00:00:45.000 --> 00:00:47.000]  他要進耶路撒冷
[00:00:47.000 --> 00:00:52.000]  將會面對釘十字架的酷刑
[00:00:52.000 --> 00:00:56.000]  在當中我們在短短的時間裏面
[00:00:56.000 --> 00:01:00.000]  耐心去感受到
[00:01:00.000 --> 00:01:04.000]  亦都在當中見到主透過一個
[00:01:04.000 --> 00:01:07.000]  很無助很軟弱的鷹蟹
[00:01:07.000 --> 00:01:10.000]  來啟示他自己
[00:01:10.000 --> 00:01:16.000]  然後亦都在當中主耶穌默默無聞地
[00:01:16.000 --> 00:01:18.000]  渡過了他的少年期
[00:01:18.000 --> 00:01:20.000]  渡過了他的成年期
[00:01:20.000 --> 00:01:26.000]  在施浸日學面前以一個懺悔者的身份來去
[00:01:26.000 --> 00:01:28.000]  接受施洗
[00:01:28.000 --> 00:01:30.000]  三十歲人
[00:01:30.000 --> 00:01:34.000]  然後開始在加利利那裏傳道
[00:01:34.000 --> 00:01:36.000]  帶著一班什麼人
[00:01:36.000 --> 00:01:38.000]  帶著一班漁夫
[00:01:38.000 --> 00:01:39.000]  罪人
[00:01:39.000 --> 00:01:41.000]  妓女
[00:01:41.000 --> 00:01:43.000]  和陌生人交談
[00:01:43.000 --> 00:01:46.000]  後來因為得罪了一些權貴
[00:01:46.000 --> 00:01:48.000]  一些權威的人士
[00:01:48.000 --> 00:01:50.000]  被定罪被人遺棄
[00:01:50.000 --> 00:01:55.000]  更加被他自己所愛的子民
[00:01:55.000 --> 00:01:58.000]  當成為一個威脅
[00:01:58.000 --> 00:02:03.000]  主耶穌從掌權有掌聲
[00:02:03.000 --> 00:02:05.000]  走去毫無權力
[00:02:05.000 --> 00:02:08.000]  從偉大走去微小
[00:02:08.000 --> 00:02:12.000]  從成功走去失敗
[00:02:12.000 --> 00:02:15.000]  從強壯走去軟弱
[00:02:15.000 --> 00:02:18.000]  從榮耀走去恥辱
[00:02:18.000 --> 00:02:21.000]  在拿撒勒人耶穌的身上
[00:02:21.000 --> 00:02:24.000]  如果以我們社會的主流價值來去看
[00:02:24.000 --> 00:02:28.000]  你看不到任何向上爬
[00:02:28.000 --> 00:02:31.000]  向上升的移動
[00:02:31.000 --> 00:02:36.000]  而這一切就在進入耶路撒冷
[00:02:36.000 --> 00:02:38.000]  這個場景裏面
[00:02:38.000 --> 00:02:42.000]  進入了一個高峰
[00:02:42.000 --> 00:02:45.000]  一個時空交錯
[00:02:45.000 --> 00:02:52.000]  一個向上流和向下流的交匯點
[00:02:52.000 --> 00:02:56.000]  在和撒勒的歡呼聲的背後
[00:02:56.000 --> 00:02:58.000]  大家看聖經
[00:02:58.000 --> 00:03:00.000]  我想不用我多說
[00:03:00.000 --> 00:03:02.000]  看到那個場景是非常壯大
[00:03:02.000 --> 00:03:04.000]  很歡欣雀躍
[00:03:04.000 --> 00:03:08.000]  耶穌謙謙和和的騎著驢驅子
[00:03:08.000 --> 00:03:10.000]  來進入耶路撒冷
[00:03:10.000 --> 00:03:12.000]  群眾大家可以想像
[00:03:12.000 --> 00:03:16.000]  一個很戲劇性的場景
[00:03:16.000 --> 00:03:19.000]  就是兩道夾道歡呼
[00:03:19.000 --> 00:03:24.000]  駕駛著中樹支來到高牆和撒勒
[00:03:24.000 --> 00:03:28.000]  可能這些歡呼聲的背後
[00:03:28.000 --> 00:03:32.000]  大家再去思想一下
[00:03:32.000 --> 00:03:35.000]  再去解讀一下
[00:03:35.000 --> 00:03:39.000]  可能背後包含著很多不同的想法
[00:03:39.000 --> 00:03:42.000]  有些人想要去作王
[00:03:42.000 --> 00:03:45.000]  來拯救以色列
[00:03:45.000 --> 00:03:48.000]  在當時羅馬的政權底下來復國
[00:03:48.000 --> 00:03:51.000]  我想說了很多次這個訊息
[00:03:51.000 --> 00:03:53.000]  我想大家都會明白
[00:03:53.000 --> 00:03:57.000]  有人想要去展現他的權勢
[00:03:57.000 --> 00:04:00.000]  有人想要分享他的影響力
[00:04:00.000 --> 00:04:03.000]  想要與他一同坐直
[00:04:03.000 --> 00:04:06.000]  來掌權作王
[00:04:06.000 --> 00:04:10.000]  就算連他的大弟子彼得
[00:04:10.000 --> 00:04:14.000]  所以大家之後讀到有關於彼得的經文
[00:04:14.000 --> 00:04:16.000]  在十二個門徒裏面
[00:04:16.000 --> 00:04:20.000]  跟他走得是最遠的一個
[00:04:20.000 --> 00:04:23.000]  但是連他的大弟子彼得
[00:04:23.000 --> 00:04:25.000]  在當時的時候
[00:04:25.000 --> 00:04:27.000]  他還是不明白
[00:04:27.000 --> 00:04:31.000]  不過後來我們現在新約的讀者
[00:04:31.000 --> 00:04:33.000]  我們的信徒去讀的時候
[00:04:33.000 --> 00:04:35.000]  我們又會明白很多的事情
[00:04:35.000 --> 00:04:37.000]  不過在當時
[00:04:37.000 --> 00:04:40.000]  要在那個場景的弟兄姊妹
[00:04:40.000 --> 00:04:42.000]  來去明白
[00:04:42.000 --> 00:04:45.000]  主耶穌去釘上十字架的救恩
[00:04:45.000 --> 00:04:47.000]  實在要他們明白
[00:04:47.000 --> 00:04:49.000]  真的有些難度
[00:04:49.000 --> 00:04:51.000]  不過毫無疑問
[00:04:51.000 --> 00:04:55.000]  彼得他的悟性是非常之高
[00:04:55.000 --> 00:04:56.000]  如果大家去看回
[00:04:56.000 --> 00:04:58.000]  《瑪塔福音》第十六章第十六節
[00:04:58.000 --> 00:05:00.000]  西門彼得回答說
[00:05:00.000 --> 00:05:03.000]  你是基督你是永活神的兒子
[00:05:03.000 --> 00:05:06.000]  在《約翰福音》第六章六十七節
[00:05:06.000 --> 00:05:07.000]  那裏也有說
[00:05:07.000 --> 00:05:09.000]  主啊 你有永生的話語
[00:05:09.000 --> 00:05:10.000]  我們還跟從誰呢
[00:05:10.000 --> 00:05:12.000]  我們已經相信了
[00:05:12.000 --> 00:05:16.000]  也已經知道你是神的聖者
[00:05:16.000 --> 00:05:18.000]  我想已經很破格了
[00:05:18.000 --> 00:05:20.000]  在當時彼得
[00:05:20.000 --> 00:05:23.000]  能夠在以他有限的認知之下
[00:05:23.000 --> 00:05:24.000]  來去說出
