
[00:00:00.000 --> 00:00:02.400]  好,那今天呢,是我們這個叫做
[00:00:02.400 --> 00:00:06.140]  語族不同的公義的系列的第三講啦
[00:00:06.140 --> 00:00:09.820]  那我們呢,繼續講有關神的公義的這個屬性
[00:00:09.820 --> 00:00:12.620]  那上個禮拜呢,其實譚大俠在我們當中分享嘛
[00:00:12.620 --> 00:00:17.440]  他都有提過呢,就是在我們兩個都分別叫做正式落筆之前呢
[00:00:17.440 --> 00:00:19.960]  都有些機會交流下啦
[00:00:19.960 --> 00:00:23.300]  那,講下究竟公義有什麼好講啦
[00:00:23.300 --> 00:00:28.100]  那有趣的是,我們不約而同呢,其實都有一個東西覺得挺有趣的就是
[00:00:28.100 --> 00:00:31.500]  其實我們覺得今天呢,要講公義這個topic呢
[00:00:31.500 --> 00:00:34.060]  其實是一件挺有難度的事來的
[00:00:34.060 --> 00:00:39.060]  那難度不是說我們不懂得講究竟《阿聖經》裏面公義是講什麼
[00:00:39.060 --> 00:00:41.440]  而是呢,公義這個topic呢
[00:00:41.440 --> 00:00:45.120]  在過去幾年呢,其實在教會界裏面呢
[00:00:45.120 --> 00:00:48.440]  一直都是一個很熱門的一個講道題目啦
[00:00:48.440 --> 00:00:51.500]  無論是在不同堂會里面的一些講道啦
[00:00:51.500 --> 00:00:54.900]  教會界那些出版的書籍啦
[00:00:54.900 --> 00:01:00.460]  甚至很多網上的一些討論啦,就是探討信仰的那些媒體平臺呢
[00:01:00.460 --> 00:01:03.860]  都很多講公義的這個topic
[00:01:03.860 --> 00:01:05.820]  有很多不同的嚮導
[00:01:05.820 --> 00:01:11.700]  也都因爲這樣,變相就是公義這個topic好像就是講完又講,講完又講
[00:01:11.700 --> 00:01:14.940]  很多重重複復這樣,這幾年好像是這樣
[00:01:14.940 --> 00:01:17.840]  很少少像我們經拜
[00:01:17.840 --> 00:01:23.840]  有一首詩歌,當我們不斷在不同的聚會,不同的崇拜,不同的活動都會重複唱的時候
[00:01:23.840 --> 00:01:28.340]  我們會覺得,啊,這首詩歌就是唱爛了那樣的一種感覺
[00:01:28.340 --> 00:01:32.920]  我覺得公義有少少類似這樣的情況
[00:01:32.920 --> 00:01:35.220]  不過,講雖然是這樣講
[00:01:35.220 --> 00:01:39.940]  但是我們今年說要講究竟上帝有不同的屬性的時候呢
[00:01:39.940 --> 00:01:46.420]  那的確神的公義呢,其實是我們不可以不提的一個有關於祂的屬性
[00:01:46.420 --> 00:01:50.200]  不過我今天呢並不是想再跟大家再看多一次
[00:01:50.200 --> 00:01:55.160]  究竟聖經裏面究竟講什麼叫公義呢,我不是講這個東西
[00:01:55.160 --> 00:01:57.940]  因爲剛剛都講了,其實講過很多次了
[00:01:57.940 --> 00:02:00.200]  我大概數過一下,其實就是我們
[00:02:00.200 --> 00:02:04.320]  只是這個崇拜,我們YSC的崇拜都有十篇八篇的
[00:02:04.320 --> 00:02:06.980]  關於公義的一些信息
[00:02:06.980 --> 00:02:11.120]  所以呢,我今天想跟大家還原基本步
[00:02:11.120 --> 00:02:15.720]  我跟大家去看一下,究竟上帝是怎麼看待這件事
[00:02:15.720 --> 00:02:19.960]  不過開始之前,我們先一同吐槽
[00:02:19.960 --> 00:02:25.400]  天父上帝,多謝禰,多謝禰,因爲禰的好,禰讓我們可以在禰的殿裏面
[00:02:25.400 --> 00:02:31.760]  我們可以再一次,我們無分你我,我們可以同心去敬拜禰
[00:02:31.760 --> 00:02:35.760]  神啊,我求禰祝福我們,當我們進入到禰的信息裏面的時候
[00:02:35.760 --> 00:02:39.960]  願上帝禰親自去到我們當中,對我們每一個說話,教導我們
[00:02:39.960 --> 00:02:44.280]  以至於我們去明白禰更多,以至於當我們去明白的時候
[00:02:44.280 --> 00:02:47.240]  我們走在禰的心意當中,主我們感謝禰
[00:02:47.240 --> 00:02:50.940]  聽我們吐槽教導,奉耶穌基督得食名字祈求,是嗎?
[00:02:50.940 --> 00:02:56.880]  好,那我選了一段經文,就是羅馬書三章21至26節
[00:02:56.880 --> 00:03:00.640]  想邀請大家幫我讀一讀
[00:03:00.640 --> 00:03:02.960]  好,我們一二三,一二三
[00:03:02.960 --> 00:03:08.800]  但如今,上帝的義在律法以外,已經顯明出了
[00:03:08.800 --> 00:03:13.480]  有律法和先知爲證,就是上帝的義
[00:03:13.480 --> 00:03:19.320]  因信耶穌基督,加級一切相信的人,並沒有分別
[00:03:19.320 --> 00:03:24.480]  因爲世人都犯了罪,規決了上帝的榮耀
[00:03:24.480 --> 00:03:34.200]  如今,卻蒙上帝的恩典,因基督耶穌的救贖,就白白地清二
[00:03:34.200 --> 00:03:39.800]  上帝設立耶穌作還回祭,是噴着耶穌的血
[00:03:39.800 --> 00:03:43.520]  藉着人的信,要顯明上帝的義
[00:03:43.520 --> 00:03:49.200]  因爲他用忍耐的心,寬容人先前所犯的罪
[00:03:49.200 --> 00:03:54.560]  好在今時顯明他的義,使人知道他自己爲義
[00:03:54.560 --> 00:03:58.040]  也清信耶穌的人爲義
[00:03:58.040 --> 00:04:00.360]  是,是不是看完都不知道在說什麼呢?
[00:04:00.360 --> 00:04:03.760]  其實羅馬書本身就是一本蠻難明的書卷
[00:04:03.760 --> 00:04:08.320]  羅馬書是保羅寫給羅馬教會的一封書信
[00:04:08.320 --> 00:04:15.360]  保羅寫這封信的目的其實在基督教界是一個學術題目
[00:04:15.360 --> 00:04:17.720]  是有很多人去研究的
[00:04:17.720 --> 00:04:22.200]  而我個人較爲相信的,就是保羅寫這封信的原因
[00:04:22.200 --> 00:04:26.760]  是因爲羅馬教會不是保羅所建立的
[00:04:26.760 --> 00:04:31.440]  而在保羅寫羅馬書之前,他從來沒有去過羅馬
[00:04:31.440 --> 00:04:37.120]  所以我認爲他理論上是不會很清楚當地的一些教會的情況
[00:04:37.120 --> 00:04:41.240]  雖然我知道有些木者會認爲就算保羅沒去過羅馬
[00:04:41.240 --> 00:04:44.800]  但是他仍然可以靠着他的人際關係、人際網絡
[00:04:44.800 --> 00:04:47.840]  對羅馬教會有一定的瞭解程度
[00:04:47.840 --> 00:04:49.520]  我知道有些人會這樣看的
[00:04:49.520 --> 00:04:51.240]  不過,姑勿論如何
[00:04:51.240 --> 00:04:58.040]  我認爲保羅作爲早期教會其中一個叫標誌性的使徒
[00:04:58.040 --> 00:05:05.040]  他對於要確保早期教會能夠在一個正確的根基下成長
[00:05:05.040 --> 00:05:06.720]  是他的責任
[00:05:06.720 --> 00:05:10.960]  而事實上我們在其他的一些保羅書信裏得知
[00:05:10.960 --> 00:05:14.200]  其實在當時的社會,小阿薩亞的地區
[00:05:14.200 --> 00:05:18.200]  的確有很多人其實已經傳進一些錯誤的教導
[00:05:18.200 --> 00:05:22.000]  去影響其他地區的一些教會
[00:05:22.000 --> 00:05:25.760]  所以保羅寫信要讓羅馬教會的弟兄姐妹知道
[00:05:25.760 --> 00:05:29.520]  究竟什麼叫基督教信仰的真正的根基
[00:05:29.520 --> 00:05:31.960]  他要讓他們知道這件事
[00:05:31.960 --> 00:05:35.520]  同時是爲了防範當那些錯誤的教導
[00:05:35.520 --> 00:05:38.320]  有一天傳了去羅馬教會的時候
[00:05:38.320 --> 00:05:43.400]  他們有能力,又或者他們可以起碼拿着保羅這封信的時候
[00:05:43.400 --> 00:05:44.920]  可以成爲一個依據
[00:05:44.920 --> 00:05:48.560]  去分辨究竟那些教導是對還是不對
[00:05:48.560 --> 00:05:51.160]  以確保他們自己在那個教會里面
[00:05:51.160 --> 00:05:55.440]  真的是在上帝的心意裏面
[00:05:55.440 --> 00:05:57.920]  如果我們看回羅馬書的《書信大綱》
[00:05:57.920 --> 00:06:02.560]  基本上大概我們看到保羅其實只是在做兩件事而已
[00:06:02.560 --> 00:06:06.400]  第一就是要講解清楚基督教的基本教義是什麼
[00:06:06.400 --> 00:06:11.000]  第二就是其實他是在講基督徒應有的生活態度
[00:06:11.000 --> 00:06:13.840]  他讓羅馬教會的弟兄姐妹知道
[00:06:13.840 --> 00:06:15.720]  給他們一個指引
[00:06:15.720 --> 00:06:19.760]  而我們剛剛讀的那個三章二十一至二十六節的經文
[00:06:19.760 --> 00:06:24.360]  是屬於保羅向羅馬教會的信徒
[00:06:24.360 --> 00:06:27.160]  講解基督教基本教義的那部分
[00:06:27.160 --> 00:06:32.480]  而如果根據一個基督教界的一個很重要的神學家
[00:06:32.480 --> 00:06:34.280]  馬丁路德所言
[00:06:34.280 --> 00:06:37.520]  這一段的經文是根據他所說
[00:06:37.520 --> 00:06:40.680]  就是他說的所有的使徒書信
[00:06:40.680 --> 00:06:46.000]  甚至是整本聖經的中心和重點
[00:06:46.000 --> 00:06:49.280]  我不打算花時間分析這句話對不對
[00:06:49.280 --> 00:06:51.200]  因爲這是馬丁路德的看法
[00:06:51.200 --> 00:06:54.160]  在我的立場我會覺得聖經仍然有很多地方
[00:06:54.160 --> 00:06:56.920]  很多上帝的話語同樣都很寶貴
[00:06:56.920 --> 00:06:58.640]  每個人有不同的觀點
[00:06:58.640 --> 00:07:00.440]  但是無可否認的是
[00:07:00.440 --> 00:07:07.520]  這一段經文的確帶出了一個很重要的神學概念給了我們後世的人
[00:07:07.520 --> 00:07:09.240]  可能大家都有聽過
[00:07:09.240 --> 00:07:10.480]  這個概念叫什麼呢
[00:07:10.480 --> 00:07:12.120]  叫做
[00:07:12.120 --> 00:07:14.320]  "因順清義"
[00:07:14.320 --> 00:07:16.240]  什麼叫"因順清義"呢
[00:07:16.240 --> 00:07:18.320]  如果要詳細去講解的話
[00:07:18.320 --> 00:07:22.200]  基本上我是可以寫到一篇甚至很多篇論文出來的
[00:07:22.200 --> 00:07:23.600]  不過我今天時間所限
[00:07:23.600 --> 00:07:26.120]  所以我嘗試用一個簡單的方法
[00:07:26.120 --> 00:07:31.000]  去讓大家對這個概念有多少的認識
[00:07:31.000 --> 00:07:33.840]  就是我嘗試將今天的經文裏面
[00:07:33.840 --> 00:07:37.240]  我在裏面找一些重複性的字眼
[00:07:37.240 --> 00:07:42.320]  去和大家大概瞭解一下什麼叫"因順清義"
[00:07:42.320 --> 00:07:43.760]  那有什麼重複性字眼呢
[00:07:43.760 --> 00:07:44.920]  我已經highlight了
[00:07:44.920 --> 00:07:47.200]  簡單來說是有四個的
[00:07:47.200 --> 00:07:49.640]  出現得最多的就是上帝的"而"
[00:07:49.640 --> 00:07:50.920]  一共有五詞
[00:07:50.920 --> 00:07:53.280]  而第二個同樣多
[00:07:53.280 --> 00:07:54.520]  是"耶穌"
[00:07:54.520 --> 00:07:57.280]  之後有"相信"和"顯明"
[00:07:57.280 --> 00:07:58.960]  如果我將這些字眼
[00:07:58.960 --> 00:08:02.800]  跟着剛纔我們讀經文的意思去排一排的話
[00:08:02.800 --> 00:08:05.840]  可以排成是
[00:08:05.840 --> 00:08:07.240]  相信耶穌
[00:08:07.240 --> 00:08:08.960]  顯明上帝的"而"
[00:08:08.960 --> 00:08:10.440]  什麼意思呢
[00:08:10.440 --> 00:08:12.200]  首先我們要知道的就是
[00:08:12.200 --> 00:08:14.520]  "義"和"清義"這些字眼
[00:08:14.520 --> 00:08:18.000]  其實是取自當時一些法庭的用語
[00:08:18.000 --> 00:08:21.840]  它說的是當法官在一個審判的時候
[00:08:21.840 --> 00:08:24.880]  去宣判一個被告無罪的時候
[00:08:24.880 --> 00:08:27.680]  這個過程就叫做"清義"
[00:08:27.680 --> 00:08:29.560]  所以"因順清義"就是說
[00:08:29.560 --> 00:08:31.640]  當我們去相信耶穌
[00:08:31.640 --> 00:08:35.280]  就可以能夠在上帝的審判臺前
[00:08:35.280 --> 00:08:37.040]  被宣判無罪
[00:08:37.040 --> 00:08:39.240]  得以清義
[00:08:39.240 --> 00:08:41.800]  那我們得以被清義了
[00:08:41.800 --> 00:08:43.120]  是不是就等於下半句
[00:08:43.120 --> 00:08:46.400]  已經顯明瞭上帝的"而"呢
[00:08:46.400 --> 00:08:48.320]  經文裏面的這個顯明
[00:08:48.320 --> 00:08:50.600]  就不是證明的意思
[00:08:50.600 --> 00:08:53.440]  而是要讓其他人知道
[00:08:53.440 --> 00:08:56.160]  要顯明在人前的意思
[00:08:56.160 --> 00:08:57.400]  所以顯明上帝的"而"
[00:08:57.400 --> 00:09:00.440]  不是說我們因爲相信耶穌
[00:09:00.440 --> 00:09:02.400]  就從而能夠在上帝面前
[00:09:02.400 --> 00:09:04.320]  證明自己無罪的那一部分
[00:09:04.320 --> 00:09:05.800]  不是說這件事
[00:09:05.800 --> 00:09:09.560]  而是說上帝設立耶穌基督
[00:09:09.560 --> 00:09:13.080]  爲世人的罪成爲那個話媒的祭
[00:09:13.080 --> 00:09:15.520]  耶穌基督的這一份捨身
[00:09:15.520 --> 00:09:17.280]  這一個救贖的恩典
[00:09:17.280 --> 00:09:20.760]  纔是真正顯明上帝的"而"
[00:09:20.760 --> 00:09:22.880]  真正地讓世人知道
[00:09:22.880 --> 00:09:27.960]  上帝本身是公義的一個緣由所在
[00:09:27.960 --> 00:09:30.080]  我嘗試講解多一點
[00:09:30.080 --> 00:09:32.600]  我想大家都應該知道的就是
[00:09:32.600 --> 00:09:35.240]  人類始早阿當犯罪
[00:09:35.240 --> 00:09:38.000]  罪就進入了這個世界
[00:09:38.000 --> 00:09:40.600]  而阿當的結局在告訴我們
[00:09:40.600 --> 00:09:43.760]  犯罪的刑罰就是要死亡
[00:09:43.760 --> 00:09:46.000]  保羅在《羅馬書》也同樣說過
[00:09:46.000 --> 00:09:48.080]  他在《六章二十三節》也有說
[00:09:48.080 --> 00:09:50.640]  罪的公隔乃是死
[00:09:50.640 --> 00:09:52.160]  但是很有趣的是
[00:09:52.160 --> 00:09:52.960]  我們應該這麼說
[00:09:52.960 --> 00:09:54.640]  我們很慶幸的是
[00:09:54.640 --> 00:09:58.920]  我們這個上帝除了有公義的這個屬性之外
[00:09:58.920 --> 00:10:01.080]  他還有另一個屬性
[00:10:01.080 --> 00:10:02.640]  就是慈愛
[00:10:02.640 --> 00:10:05.400]  他是一個充滿慈愛的神
[00:10:05.400 --> 00:10:08.880]  他不想世人因爲犯罪
[00:10:08.880 --> 00:10:12.320]  或者要擔當自己的罪惡而受到刑罰
[00:10:12.320 --> 00:10:17.000]  所以如果要按照上帝的法則
[00:10:17.000 --> 00:10:19.800]  又或者我們只是講舊約的律法
[00:10:19.800 --> 00:10:23.240]  人基本上是沒有可能完全守到
[00:10:23.240 --> 00:10:25.880]  上帝頒佈的律法的要求
[00:10:25.880 --> 00:10:26.920]  那可能你會想
[00:10:26.920 --> 00:10:28.520]  既然守不了
[00:10:28.520 --> 00:10:34.880]  那爲什麼上帝又要頒佈這些摩西律法下來呢?
[00:10:34.880 --> 00:10:37.440]  在《三章二十字》有這麼說
[00:10:37.440 --> 00:10:38.200]  不讀了
[00:10:38.200 --> 00:10:39.760]  這段經文在告訴我們
[00:10:39.760 --> 00:10:42.240]  其實律法的設立的本意
[00:10:42.240 --> 00:10:44.960]  其實是要叫人知罪
[00:10:44.960 --> 00:10:46.480]  乞兒
[00:10:46.480 --> 00:10:49.640]  叫大家向神認罪
[00:10:49.640 --> 00:10:53.080]  但是人其實是沒有可能靠守律法
[00:10:53.080 --> 00:10:56.880]  而可以在上帝面前得以被稱爲義
[00:10:56.880 --> 00:11:00.360]  保羅其實在《羅馬書》
[00:11:00.360 --> 00:11:03.240]  一章十八節到三章二十節
[00:11:03.240 --> 00:11:08.440]  其實他一直一直解釋着這件事給那幫羅馬信徒聽
[00:11:08.440 --> 00:11:09.800]  所以當我們說
[00:11:09.800 --> 00:11:15.800]  人如果最終都是要各自承擔自己的罪的時候
[00:11:15.800 --> 00:11:18.280]  簡單而言就是
[00:11:18.280 --> 00:11:19.160]  都是死定了
[00:11:19.160 --> 00:11:21.680]  基本上都是死到一條的
[00:11:21.680 --> 00:11:23.200]  但是如果是這樣
[00:11:23.200 --> 00:11:24.400]  那上帝做人
[00:11:24.400 --> 00:11:26.680]  讓人活着在這個世界上
[00:11:26.680 --> 00:11:31.040]  其實是不是就是等待這個最終的死亡來到
[00:11:31.040 --> 00:11:35.480]  他的一生是不是這樣就很沒有盼望地活着呢?
[00:11:35.480 --> 00:11:36.880]  但是剛剛說
[00:11:36.880 --> 00:11:40.960]  因爲上帝另一個屬性是祂是慈愛
[00:11:40.960 --> 00:11:42.680]  祂在盼望的是
[00:11:42.680 --> 00:11:44.760]  人活着是有盼望
[00:11:44.760 --> 00:11:46.720]  祂想的是
[00:11:46.720 --> 00:11:51.040]  人的終局不應該只有死亡
[00:11:51.040 --> 00:11:54.320]  所以這個位置其實很弔詭
[00:11:54.320 --> 00:11:56.040]  就是上帝同時
[00:11:56.040 --> 00:11:57.440]  除了祂是慈愛之外
[00:11:57.440 --> 00:12:00.960]  祂同時又要按照祂是公義的屬性
[00:12:00.960 --> 00:12:02.880]  祂不可以很單純地說
[00:12:02.880 --> 00:12:04.760]  就是說叫你們這幫罪人
[00:12:04.760 --> 00:12:07.120]  那就叫你們做異人算了
[00:12:07.120 --> 00:12:08.840]  我就是暗斃,不管了
[00:12:08.840 --> 00:12:09.680]  我沒理由
[00:12:09.680 --> 00:12:11.080]  不可以做一個就是
[00:12:11.080 --> 00:12:14.520]  祂不能夠完全沒有原因的情況下
[00:12:14.520 --> 00:12:16.840]  就去赦免了人的罪
[00:12:16.840 --> 00:12:18.000]  所以
[00:12:18.000 --> 00:12:20.440]  祂最終就是想了一個
[00:12:20.440 --> 00:12:22.080]  在祂的眼裏面
[00:12:22.080 --> 00:12:24.440]  叫做兩全其美的方法
[00:12:24.440 --> 00:12:28.880]  就是將耶穌成爲了那個挽回祭
[00:12:28.880 --> 00:12:32.480]  因爲耶穌在十字架上流的寶血
[00:12:32.480 --> 00:12:33.880]  以色列人的傳統
[00:12:33.880 --> 00:12:35.480]  流血是代表着死亡
[00:12:35.480 --> 00:12:37.280]  大家有個reference(評價)
[00:12:37.280 --> 00:12:40.000]  祂就替了那幫相信耶穌的人
[00:12:40.000 --> 00:12:42.280]  成爲了那個救贖
[00:12:42.280 --> 00:12:44.720]  抵償了他們的罪
[00:12:44.720 --> 00:12:45.880]  這樣
[00:12:45.880 --> 00:12:49.320]  上帝就可以有一個充分的理由
[00:12:49.320 --> 00:12:52.240]  去赦免世人的罪
[00:12:52.240 --> 00:12:54.680]  耶穌的赦身
[00:12:54.680 --> 00:13:00.000]  成爲了滿足上帝公義屬性的要求
[00:13:00.000 --> 00:13:03.840]  成爲了人可以在上帝面前
[00:13:03.840 --> 00:13:07.440]  得以被稱爲義的一個真正的原因
[00:13:07.440 --> 00:13:09.720]  這個整個大的picture(圖片)
[00:13:09.720 --> 00:13:12.920]  纔是真正顯明
[00:13:12.920 --> 00:13:16.160]  上帝那份公義的核心所在
[00:13:16.160 --> 00:13:20.280]  上帝讓耶穌基督爲世人赦身
[00:13:20.280 --> 00:13:23.280]  將上帝本身的義
[00:13:23.280 --> 00:13:26.720]  很真真正正地顯明出來
[00:13:26.720 --> 00:13:31.760]  這個是欣賞清義整個大概的意思
[00:13:31.760 --> 00:13:32.720]  是有點心的
[00:13:32.720 --> 00:13:35.680]  或者你聽了一兩次其實你也不是很明白的
[00:13:35.680 --> 00:13:38.440]  因爲如果大家對《詩經》有多一點點的研究
[00:13:38.440 --> 00:13:39.800]  或者有點興趣的話
[00:13:39.800 --> 00:13:41.800]  你如果回去找一些《詩經》書
[00:13:41.800 --> 00:13:43.760]  你會找到很多深入的講解
[00:13:43.760 --> 00:13:45.320]  那一堆東西可能是這麼厚的
[00:13:45.320 --> 00:13:45.880]  是的
[00:13:45.880 --> 00:13:46.680]  這樣吧
[00:13:46.680 --> 00:13:47.320]  不過
[00:13:47.320 --> 00:13:49.480]  我今天不是要和大家去
[00:13:49.480 --> 00:13:51.760]  對這個欣賞清義做一個
[00:13:51.760 --> 00:13:52.280]  叫做什麼
[00:13:52.280 --> 00:13:55.240]  在這個真理裏面做一個學術研究
[00:13:55.240 --> 00:13:56.880]  我很想的是
[00:13:56.880 --> 00:14:00.760]  大家對這個欣賞清義有一個概念的時候
[00:14:00.760 --> 00:14:03.080]  我想透過這個概念
[00:14:03.080 --> 00:14:05.520]  上帝要設立這件事
[00:14:05.520 --> 00:14:09.800]  他究竟當中的原則
[00:14:09.800 --> 00:14:11.880]  它裏面有些法則在裏面
[00:14:11.880 --> 00:14:14.240]  究竟怎麼再去想
[00:14:14.240 --> 00:14:18.840]  我們今天去處理公義這個設計
[00:14:18.840 --> 00:14:20.040]  聽起來有點複雜,對嗎?
[00:14:20.040 --> 00:14:21.680]  上星期我和Ivan說完
[00:14:21.680 --> 00:14:23.360]  我會這樣有這個打算的時候
[00:14:23.360 --> 00:14:24.320]  他也無端端問了我
[00:14:24.320 --> 00:14:26.160]  你爲什麼打算打大佬?
[00:14:26.160 --> 00:14:27.320]  接着我做着做着的時候
