
[00:00:00.000 --> 00:00:05.000]  相信大家都知道今天是復活節
[00:00:05.000 --> 00:00:08.000]  復活節就沒理由不講復活
[00:00:08.000 --> 00:00:10.000]  復活節都沒有理由不講復活
[00:00:10.000 --> 00:00:12.000]  但我覺得好像年年都聽
[00:00:12.000 --> 00:00:15.000]  可是也覺得每一年都是在聽
[00:00:15.000 --> 00:00:18.000]  大家都應該很熟悉這個故事
[00:00:18.000 --> 00:00:21.000]  大家也應該很熟悉這個故事
[00:00:21.000 --> 00:00:24.000]  但是不講復活又講什麼好呢
[00:00:24.000 --> 00:00:26.000]  可是不講復活又講什麼好呢
[00:00:26.000 --> 00:00:30.000]  因為復活節是很重要的一天
[00:00:30.000 --> 00:00:33.000]  因為復活節是一個很重要的一天
[00:00:33.000 --> 00:00:37.000]  大部分的國家都會放假
[00:00:37.000 --> 00:00:39.000]  大部分的國家都會有假期
[00:00:39.000 --> 00:00:41.000]  因為是星期日
[00:00:41.000 --> 00:00:43.000]  因為是星期天
[00:00:43.000 --> 00:00:45.000]  而且放幾天假
[00:00:45.000 --> 00:00:48.000]  而且通常是一年幾天的假期
[00:00:48.000 --> 00:00:52.000]  大家知道早兩天我們紀念了壽難節
[00:00:52.000 --> 00:00:55.000]  大家知道前兩天我們紀念了壽難節
[00:00:55.000 --> 00:00:58.000]  也是一個公眾假期
[00:00:58.000 --> 00:01:00.000]  明天又是假期
[00:01:00.000 --> 00:01:01.000]  明天又是假期
[00:01:01.000 --> 00:01:04.000]  很多時候我們見到一年幾天的假期
[00:01:04.000 --> 00:01:06.000]  很多時候我們見到一年幾天的假期
[00:01:06.000 --> 00:01:07.000]  我們都很開心
[00:01:07.000 --> 00:01:08.000]  我們都很開心
[00:01:08.000 --> 00:01:11.000]  但有沒有想過復活的意義是什麼呢
[00:01:11.000 --> 00:01:14.000]  可是沒有想過復活的意義是什麼
[00:01:14.000 --> 00:01:18.000]  為什麼幾千年來都是去慶祝這個復活節
[00:01:18.000 --> 00:01:20.000]  為什麼幾千年來都是在慶祝這個復活節
[00:01:20.000 --> 00:01:23.000]  和我們個人有什麼關係
[00:01:23.000 --> 00:01:25.000]  和我們個人有什麼關係
[00:01:25.000 --> 00:01:27.000]  小朋友當然是很開心
[00:01:27.000 --> 00:01:29.000]  小朋友當然是很開心
[00:01:29.000 --> 00:01:30.000]  因為有幾天的假期
[00:01:30.000 --> 00:01:31.000]  因為有幾天的假期
[00:01:31.000 --> 00:01:33.000]  還有復活蛋
[00:01:33.000 --> 00:01:34.000]  還有復活蛋
[00:01:34.000 --> 00:01:39.000]  糖果的廠很會做生意
[00:01:39.000 --> 00:01:43.000]  糖果的廠非常懂得做生意
[00:01:43.000 --> 00:01:49.000]  各式各樣的復活節蛋都會在這個時候推出
[00:01:49.000 --> 00:01:54.000]  各式各樣的復活節蛋都會在這個時候推出
[00:01:54.000 --> 00:01:57.000]  從一個商業的眼光是完全沒有做錯
[00:01:57.000 --> 00:02:00.000]  從一個商業的眼光是完全沒有做錯
[00:02:00.000 --> 00:02:02.000]  但當小朋友吃復活蛋的時候
[00:02:02.000 --> 00:02:04.000]  他有沒有想起主耶穌基督復活呢
[00:02:04.000 --> 00:02:07.000]  可是當小朋友吃復活蛋的時候
[00:02:07.000 --> 00:02:09.000]  有沒有想到主耶穌復活呢
[00:02:09.000 --> 00:02:11.000]  我相信新一代的小朋友很多都不會這樣想
[00:02:11.000 --> 00:02:14.000]  我相信新一代的小朋友很多都不會這樣想
[00:02:14.000 --> 00:02:16.000]  那復活節有什麼可以做呢
[00:02:16.000 --> 00:02:18.000]  那復活節有什麼可以做呢
[00:02:18.000 --> 00:02:19.000]  那復活節有什麼可以做呢
[00:02:19.000 --> 00:02:21.000]  很多團體就搞一些遊戲
[00:02:21.000 --> 00:02:23.000]  很多團體就搞一些遊戲
[00:02:23.000 --> 00:02:25.000]  叫做尋蛋遊戲
[00:02:25.000 --> 00:02:27.000]  叫做尋蛋遊戲
[00:02:27.000 --> 00:02:30.000]  就是所謂的Easter Egg Hunt
[00:02:30.000 --> 00:02:32.000]  就是把復活蛋藏起來
[00:02:32.000 --> 00:02:37.000]  就是把復活蛋藏起來
[00:02:37.000 --> 00:02:39.000]  叫小朋友去找
[00:02:39.000 --> 00:02:42.000]  大家小時候都玩過這些遊戲
[00:02:42.000 --> 00:02:45.000]  相信大家小時候也玩過這些遊戲
[00:02:45.000 --> 00:02:49.000]  最近有一間很出名的巧克力廠
[00:02:49.000 --> 00:02:52.000]  最近有一間很出名的巧克力廠
[00:02:52.000 --> 00:02:57.000]  相信大家都吃過他們的出品
[00:02:57.000 --> 00:03:02.000]  相信大家都吃過他們的出品
[00:03:02.000 --> 00:03:06.000]  他們每年都會辦尋蛋遊戲
[00:03:06.000 --> 00:03:09.000]  他們每年都會辦尋蛋遊戲
[00:03:09.000 --> 00:03:15.000]  但今年他們雖然沒有提到復活節
[00:03:15.000 --> 00:03:20.000]  但今年他們雖然沒有提到復活節
[00:03:20.000 --> 00:03:22.000]  但今年他們雖然沒有提到復活節
