
[00:00:00.000 --> 00:00:04.060]  今天我要和大家講一個歷史故事
[00:00:04.060 --> 00:00:07.200]  是一段相當有興趣的歷史
[00:00:07.200 --> 00:00:11.460]  就是保羅與巴拿巴的衝突
[00:00:11.460 --> 00:00:13.420]  講起歷史
[00:00:13.420 --> 00:00:20.100]  我就想到我們中國唐朝的皇帝唐太宗
[00:00:20.100 --> 00:00:21.900]  是一個非常好的皇帝
[00:00:21.900 --> 00:00:23.500]  他講過一句話
[00:00:23.500 --> 00:00:27.580]  他說:父以銅為鏡,可以正衣冠
[00:00:27.580 --> 00:00:30.980]  以骨為鏡,可以知輕態
[00:00:30.980 --> 00:00:34.100]  以人為鏡,可以知得失
[00:00:34.100 --> 00:00:35.300]  可以明得失
[00:00:35.300 --> 00:00:38.180]  意思是如果我對著一塊銅鏡
[00:00:38.180 --> 00:00:40.500]  我可以執鏡自己的衣服
[00:00:40.500 --> 00:00:43.180]  如果用歷史做一個鏡子
[00:00:43.180 --> 00:00:44.380]  骨就是歷史
[00:00:44.380 --> 00:00:49.980]  就可以明白國家的興衰的原因
[00:00:49.980 --> 00:00:52.500]  如果我用人做一個鏡子
[00:00:52.500 --> 00:00:55.500]  就可以發現自己有什麼得失
[00:00:55.500 --> 00:00:58.340]  今天我這段歷史故事
[00:00:58.340 --> 00:01:01.700]  這件事件可以說是以骨為鏡
[00:01:01.700 --> 00:01:03.700]  也是以人為鏡
[00:01:03.700 --> 00:01:05.700]  我們要看看這三位神的僕人
[00:01:05.700 --> 00:01:08.900]  保羅、巴拿巴和馬可
[00:01:08.900 --> 00:01:10.900]  究竟他們所做的
[00:01:10.900 --> 00:01:13.100]  有什麼我們學習到
[00:01:13.100 --> 00:01:17.300]  以致幫助到我們在頂姐妹彼此的相交
[00:01:17.300 --> 00:01:21.300]  家庭裡的和合、待人處世
[00:01:21.300 --> 00:01:24.100]  更加重要的是這三個人的後面
[00:01:24.100 --> 00:01:27.500]  我們學習到上帝是一位怎樣的上帝
[00:01:27.500 --> 00:01:30.100]  今天他要透過這個故事
[00:01:30.100 --> 00:01:33.500]  這個事件對你對我講什麼的話
[00:01:33.500 --> 00:01:37.500]  所以是非常好的一段傾文
[00:01:37.500 --> 00:01:41.300]  聖經學者很多年來都在辯駁
[00:01:41.300 --> 00:01:44.300]  究竟是巴拿巴對還是保羅巴對呢?
[00:01:44.300 --> 00:01:46.900]  今天我們不想講誰對誰錯
[00:01:46.900 --> 00:01:48.700]  因為聖經沒有說誰對誰錯
[00:01:48.700 --> 00:01:50.900]  如果聖經說了巴拿巴是對的
[00:01:50.900 --> 00:01:52.300]  那就不用說了
[00:01:52.300 --> 00:01:53.300]  但它沒有說
[00:01:53.300 --> 00:01:55.300]  那個也不是很重要
[00:01:55.300 --> 00:01:59.900]  我們要看看背後學習的是什麼
[00:01:59.900 --> 00:02:03.900]  首先要跟大家講馬可這個人
[00:02:03.900 --> 00:02:06.300]  因為他是引起爭執的人
[00:02:06.300 --> 00:02:08.300]  這個人究竟背景是怎樣呢?
[00:02:08.300 --> 00:02:11.100]  馬可的來頭一點也不簡單
[00:02:11.100 --> 00:02:12.100]  第一
[00:02:12.100 --> 00:02:15.500]  他媽媽很信徒
[00:02:15.500 --> 00:02:18.300]  看一個人就要看他媽媽
[00:02:18.300 --> 00:02:20.100]  你喜歡的女朋友第一件事
[00:02:20.100 --> 00:02:21.500]  或者男朋友第一件事
[00:02:21.500 --> 00:02:23.100]  就是看爸爸媽媽行不行
[00:02:23.100 --> 00:02:24.500]  如果不行的話
[00:02:24.500 --> 00:02:25.700]  就要想清楚
[00:02:25.700 --> 00:02:27.700]  馬可的媽媽行不行呢?
[00:02:27.700 --> 00:02:29.500]  馬可的媽媽是很行的
[00:02:29.500 --> 00:02:30.900]  她是一個很信徒
[00:02:30.900 --> 00:02:31.900]  但是怎樣好呢?
[00:02:31.900 --> 00:02:34.500]  其實她是當時教會中的忠心人物
[00:02:34.500 --> 00:02:36.300]  我怎麼知道呢?
[00:02:36.300 --> 00:02:38.900]  譬如《少群苑十二章》
[00:02:38.900 --> 00:02:41.500]  彼得被人抓在監獄裡
[00:02:41.500 --> 00:02:43.300]  天使就救他出來
[00:02:43.300 --> 00:02:47.300]  他第一時間就去到馬可媽媽家裡
[00:02:47.300 --> 00:02:48.700]  彼得清醒過來
[00:02:48.700 --> 00:02:50.300]  說現在我確實知道
[00:02:50.300 --> 00:02:52.100]  主差他的天使來救我
[00:02:52.100 --> 00:02:53.700]  撤離希律的手
[00:02:53.700 --> 00:02:55.700]  和猶太人所期望的一切
[00:02:55.700 --> 00:02:57.100]  他明白了之後
[00:02:57.100 --> 00:02:59.900]  就到若翰,即是馬可的母親
[00:02:59.900 --> 00:03:01.300]  瑪利亞家裡
[00:03:01.300 --> 00:03:03.900]  原來很多人在她家裡祈禱
[00:03:03.900 --> 00:03:07.700]  如果很多人在你家裡祈禱
[00:03:07.700 --> 00:03:10.500]  就證明你家裡一方面夠大
[00:03:10.500 --> 00:03:12.900]  另一方面人們喜歡來你家裡祈禱
[00:03:12.900 --> 00:03:15.300]  如果你家裡亂七八糟吵架的話
[00:03:15.300 --> 00:03:17.700]  就沒有人來你家裡祈禱
[00:03:17.700 --> 00:03:19.900]  有解經家還認為
[00:03:19.900 --> 00:03:26.100]  其實他家裡就是耶穌最後晚餐的地方
[00:03:26.100 --> 00:03:28.100]  還有
[00:03:28.100 --> 00:03:31.100]  馬可不僅她媽媽重要
[00:03:31.100 --> 00:03:33.900]  她的表哥就是巴拿巴
[00:03:33.900 --> 00:03:36.700]  她是巴拿巴的表弟
[00:03:36.700 --> 00:03:38.100]  羅穆斯你怎麼知道?
[00:03:38.100 --> 00:03:39.300]  是不是自己想出來的?
[00:03:39.300 --> 00:03:40.100]  不是的
[00:03:40.100 --> 00:03:43.100]  保羅在很多年之後
[00:03:43.100 --> 00:03:46.500]  他寫了一封信給哥羅西教會
[00:03:46.500 --> 00:03:52.700]  以我一同坐牢的阿里特古和巴拿巴的表弟馬可問候你們
[00:03:52.700 --> 00:03:54.700]  其實很多年之後
[00:03:54.700 --> 00:03:56.700]  保羅跟馬可在一起
[00:03:56.700 --> 00:04:00.100]  他稱呼馬可是巴拿巴的表弟
[00:04:00.100 --> 00:04:01.700]  還有
[00:04:01.700 --> 00:04:02.700]  你知不知道
[00:04:02.700 --> 00:04:05.100]  他是哪一本福音書的作者?
[00:04:05.100 --> 00:04:07.500]  有沒有人猜得出來?
[00:04:07.500 --> 00:04:09.500]  當然是馬可的福音
[00:04:09.500 --> 00:04:11.700]  穆斯你當我是蠢的嗎?
[00:04:11.700 --> 00:04:12.500]  不是
[00:04:12.500 --> 00:04:14.700]  他真的作了一本福音書
[00:04:14.700 --> 00:04:18.100]  還有一件事你可能不知道
[00:04:18.100 --> 00:04:20.100]  他在馬可福音裡面
[00:04:20.100 --> 00:04:24.500]  曾經描寫過一個少年逃跑
[00:04:24.500 --> 00:04:26.300]  是不穿衣服的
[00:04:26.300 --> 00:04:27.700]  為什麼不穿衣服呢?
[00:04:27.700 --> 00:04:28.700]  我們看看
[00:04:28.700 --> 00:04:30.700]  馬可福音
[00:04:30.700 --> 00:04:31.700]  十四章
[00:04:31.700 --> 00:04:35.700]  有一個青年赤身披著一塊麻布跟著耶穌
[00:04:35.700 --> 00:04:37.300]  眾人捉住他的時候
[00:04:37.300 --> 00:04:41.300]  他就丟掉麻布赤身逃跑了
[00:04:41.300 --> 00:04:44.300]  有人說為什麼不穿多幾件衣服呢?
[00:04:44.300 --> 00:04:47.700]  有些解經家估計他睡覺的時候熱
[00:04:47.700 --> 00:04:49.300]  睡覺的時候就穿麻布
[00:04:49.300 --> 00:04:50.500]  見到有人捉住耶穌
[00:04:50.500 --> 00:04:53.500]  他就馬上起來跟著去看
[00:04:53.500 --> 00:04:55.900]  少年人血氣方剛
[00:04:55.900 --> 00:04:57.700]  或者把持正義
[00:04:57.700 --> 00:04:59.300]  看完發現被人捉住的時候
[00:04:59.300 --> 00:05:01.100]  他就捉住麻布
[00:05:01.100 --> 00:05:02.500]  他又不要麻布
[00:05:02.500 --> 00:05:03.700]  金蟬鐵鱷
[00:05:03.700 --> 00:05:05.700]  跑得快
[00:05:05.700 --> 00:05:08.500]  還很快就走了
[00:05:08.500 --> 00:05:12.700]  這位仁兄原來就是他自己
[00:05:12.700 --> 00:05:16.700]  所以
[00:05:16.700 --> 00:05:19.500]  馬可福音不是第一次逃跑的
[00:05:19.500 --> 00:05:24.100]  他跟巴拿巴和保羅一起侍奉
[00:05:24.100 --> 00:05:24.900]  他也走過
[00:05:24.900 --> 00:05:26.500]  然後他又第二次
[00:05:26.500 --> 00:05:27.100]  那次是第二次
[00:05:27.100 --> 00:05:29.100]  這次是第一次
[00:05:29.100 --> 00:05:32.900]  為什麼保羅不喜歡跟他一起呢?
[00:05:32.900 --> 00:05:37.500]  他原來在《使徒行傳》十三章記載
[00:05:37.500 --> 00:05:44.300]  保羅和他的同伴從百佛開船來到龐菲利亞的別家
[00:05:44.300 --> 00:05:48.100]  約翰·馬可卻離開他們
[00:05:48.100 --> 00:05:49.900]  回耶路撒冷去了
[00:05:49.900 --> 00:05:52.100]  離開他們並不是說我有事做
[00:05:52.100 --> 00:05:53.100]  今晚不來喝茶
[00:05:53.100 --> 00:05:55.100]  而是他發現那裡很艱難
[00:05:55.100 --> 00:05:56.100]  不想做
[00:05:56.100 --> 00:05:57.700]  半途而廢
[00:05:57.700 --> 00:05:58.500]  開小差
[00:05:58.500 --> 00:05:59.300]  就走了
[00:05:59.300 --> 00:06:04.100]  所以令到剛才你讀的經文
[00:06:04.100 --> 00:06:07.700]  36至41節《使徒行傳》十五章
[00:06:07.700 --> 00:06:11.500]  巴拿巴說要再帶馬可出去
[00:06:11.500 --> 00:06:12.500]  保羅說不行
[00:06:12.500 --> 00:06:13.300]  他不行
[00:06:13.300 --> 00:06:14.900]  不要找他
[00:06:14.900 --> 00:06:17.900]  而引起的爭執
[00:06:17.900 --> 00:06:20.100]  結果大家分手
[00:06:20.100 --> 00:06:24.100]  講了馬可的背景
[00:06:24.100 --> 00:06:25.900]  我首先講大結局
[00:06:25.900 --> 00:06:27.100]  講完大結局
[00:06:27.100 --> 00:06:28.900]  再分析那三個人
[00:06:28.900 --> 00:06:30.500]  大結局是怎樣呢?
[00:06:30.500 --> 00:06:38.100]  第一,原本一個宣教團隊變成兩個
[00:06:38.100 --> 00:06:40.500]  原本是巴拿巴和保羅帶一個
[00:06:40.500 --> 00:06:46.500]  現在巴拿巴帶了馬可去塞浦路斯
[00:06:46.500 --> 00:06:49.900]  保羅帶了西拉去敘利亞
[00:06:49.900 --> 00:06:52.300]  一個團隊變成兩個團隊
[00:06:52.300 --> 00:06:54.300]  其實這也是一個祝福
[00:06:54.300 --> 00:06:58.900]  近代的教會發展學發現
[00:06:58.900 --> 00:07:02.900]  很多教會興旺就是因為分裂
[00:07:02.900 --> 00:07:08.700]  大家的意見、看法不同
[00:07:08.700 --> 00:07:10.900]  一分為二
[00:07:10.900 --> 00:07:12.900]  結果兩個都興旺
[00:07:12.900 --> 00:07:16.900]  上帝似乎也使用這個方法
[00:07:16.900 --> 00:07:21.500]  我們播道會也有幾間很出名很大的教會
[00:07:21.500 --> 00:07:24.100]  出來也不是很開心
[00:07:24.100 --> 00:07:25.500]  你怎麼知道羅木斯
[00:07:25.500 --> 00:07:26.300]  我是總幹事
[00:07:26.300 --> 00:07:27.500]  我跟他聊天就知道
[00:07:27.500 --> 00:07:30.300]  以前的原因
[00:07:30.300 --> 00:07:33.100]  以後的歷史其實知道
[00:07:33.100 --> 00:07:34.700]  上帝其實真的很好
[00:07:34.700 --> 00:07:37.500]  有這樣的情況
[00:07:37.500 --> 00:07:40.900]  所以這個結果是非常之好
[00:07:40.900 --> 00:07:41.900]  還有
[00:07:41.900 --> 00:07:43.300]  你或者說
[00:07:43.300 --> 00:07:48.100]  保羅和巴拿巴以後有沒有吵架面左左呢?
[00:07:48.100 --> 00:07:51.500]  尤其是我們中國人比較
[00:07:51.500 --> 00:07:55.900]  講人面、人情多過看事情
[00:07:55.900 --> 00:08:01.300]  西方很多時候真的可以做到對事不對人
[00:08:01.300 --> 00:08:05.700]  我在西方在secular war裏面
[00:08:05.700 --> 00:08:09.900]  大家為公司的前途爭拗得很激烈
[00:08:09.900 --> 00:08:13.100]  但之後一決定了就高興
[00:08:13.100 --> 00:08:15.700]  但在中國就不是的
[00:08:15.700 --> 00:08:16.700]  你喝杯茶聊天
[00:08:16.700 --> 00:08:18.700]  在杯茶裏面千萬不要餓
[00:08:18.700 --> 00:08:20.100]  又要好好相遇
[00:08:20.100 --> 00:08:21.500]  有時候心口不一
[00:08:21.500 --> 00:08:23.500]  看人面多過看事
[00:08:23.500 --> 00:08:26.900]  但保羅和巴拿巴就不同
[00:08:26.900 --> 00:08:29.100]  以後保持良好關係
[00:08:29.100 --> 00:08:30.900]  你怎麼知道羅木斯
[00:08:30.900 --> 00:08:33.700]  在《迦拉太書》
[00:08:33.700 --> 00:08:36.300]  保羅說過了十四年很久以後
[00:08:36.300 --> 00:08:38.300]  我再次去耶路撒冷
[00:08:38.300 --> 00:08:39.900]  這次是跟巴拿巴
[00:08:39.900 --> 00:08:41.900]  帶上提多提去
[00:08:41.900 --> 00:08:43.300]  這是以後發生的
[00:08:43.300 --> 00:08:46.700]  所以其實保羅和巴拿巴分開之後
[00:08:46.700 --> 00:08:47.700]  不是永遠分開的
[00:08:47.700 --> 00:08:49.300]  他們之後再走在一起
[00:08:49.300 --> 00:08:50.500]  再一起同工
[00:08:50.500 --> 00:08:52.100]  還帶上提多
[00:08:52.100 --> 00:08:55.500]  你說保羅和馬可之間
[00:08:55.500 --> 00:08:58.300]  大家這樣講法
[00:08:58.300 --> 00:08:59.700]  馬可就不開心
[00:08:59.700 --> 00:09:00.700]  保羅不開心
[00:09:00.700 --> 00:09:04.300]  以後是否一世會分開不再一起
[00:09:04.300 --> 00:09:05.300]  又不是
[00:09:05.300 --> 00:09:07.900]  保羅後來就欣賞馬可
[00:09:07.900 --> 00:09:10.500]  而且欣賞得很厲害
[00:09:10.500 --> 00:09:12.700]  我有經遺症
[00:09:12.700 --> 00:09:18.300]  譬如在哥羅西書
[00:09:18.300 --> 00:09:19.900]  那時保羅在坐牢
[00:09:19.900 --> 00:09:22.700]  最後幾年
[00:09:22.700 --> 00:09:25.700]  與我一同坐牢的阿里特古
[00:09:25.700 --> 00:09:28.900]  和巴拿巴的表弟馬可問候你們
[00:09:28.900 --> 00:09:30.500]  大家看過了
[00:09:30.500 --> 00:09:33.700]  關於馬可你們已經受了吩咐
[00:09:33.700 --> 00:09:35.300]  他若到你們那裏
[00:09:35.300 --> 00:09:37.100]  你們要接待他
[00:09:37.100 --> 00:09:39.300]  譬如這個馬可離開我們
[00:09:39.300 --> 00:09:40.300]  以後不要理他
[00:09:40.300 --> 00:09:40.900]  不是
[00:09:40.900 --> 00:09:42.100]  叫他接待他
[00:09:42.100 --> 00:09:45.700]  還有他寫《斐利門書》給斐利門
[00:09:45.700 --> 00:09:46.700]  他都提到
[00:09:46.700 --> 00:09:48.500]  我同工的馬可
[00:09:48.500 --> 00:09:49.900]  同工
[00:09:49.900 --> 00:09:52.500]  阿里特古、底馬、路加都問候你
[00:09:52.500 --> 00:09:55.100]  所以看到他之後
[00:09:55.100 --> 00:10:00.300]  他曾經回去與保羅同工
[00:10:00.300 --> 00:10:01.500]  不單止這樣
[00:10:01.500 --> 00:10:02.900]  在提摩泰後書
[00:10:02.900 --> 00:10:03.900]  即是最後
[00:10:03.900 --> 00:10:06.300]  差不多快被斬頭的時候
[00:10:06.300 --> 00:10:08.900]  他寫信給提摩泰
[00:10:08.900 --> 00:10:11.700]  他說只有路加在我這裏
[00:10:11.700 --> 00:10:13.500]  你找到馬可記得叫他來
[00:10:13.500 --> 00:10:16.100]  因為他在聖公上對我有益處
[00:10:16.100 --> 00:10:18.300]  我需要馬可這個弟兄
[00:10:18.300 --> 00:10:20.300]  所以你看到其實
[00:10:20.300 --> 00:10:22.300]  保羅與馬可之間的關係
[00:10:22.300 --> 00:10:23.900]  之後就好了
[00:10:23.900 --> 00:10:25.700]  都比我們值得學習
[00:10:25.700 --> 00:10:32.100]  彼此之間不是吵架以後就一輩子生氣
[00:10:32.100 --> 00:10:37.100]  我們要放下
[00:10:37.100 --> 00:10:39.700]  我們每一個人是完美的
[00:10:39.700 --> 00:10:42.500]  我們要學習彼此接納
[00:10:42.500 --> 00:10:43.700]  還有
[00:10:43.700 --> 00:10:46.100]  馬可不單止和保羅好
[00:10:46.100 --> 00:10:49.300]  他和另一個使徒彼得都很好
[00:10:49.300 --> 00:10:51.300]  和他相處了很久
[00:10:51.300 --> 00:10:55.900]  彼得前書第五章就提到
[00:10:55.900 --> 00:10:58.900]  「在巴比倫與你們同盟揀選的
[00:10:58.900 --> 00:11:01.700]  和我兒子馬可都問候你們」
[00:11:01.700 --> 00:11:05.900]  他因為和彼得一起
[00:11:05.900 --> 00:11:07.700]  最後那個馬可福音
[00:11:07.700 --> 00:11:11.700]  就是彼得給他很多資料、口述寫出來
[00:11:11.700 --> 00:11:13.900]  所以其實你看到
[00:11:13.900 --> 00:11:16.500]  馬可最後成為可用之材
[00:11:16.500 --> 00:11:18.500]  是上帝大大的使用
[00:11:18.500 --> 00:11:21.300]  這個大結局就很好
[00:11:21.300 --> 00:11:22.500]  講完了
[00:11:22.500 --> 00:11:24.300]  又講背景
[00:11:24.300 --> 00:11:25.900]  我們要學到什麼呢
[00:11:25.900 --> 00:11:27.100]  我們現在逐個想
[00:11:27.100 --> 00:11:28.500]  我剛才提到
[00:11:28.500 --> 00:11:32.700]  我們不評論究竟保羅對還是巴拿巴對
[00:11:32.700 --> 00:11:33.900]  這次的爭論
[00:11:33.900 --> 00:11:36.100]  其實誰對誰錯都不重要
[00:11:36.100 --> 00:11:38.900]  因為最後的結果是完美的
[00:11:38.900 --> 00:11:41.300]  但是我們要看到這三個人
[00:11:41.300 --> 00:11:46.300]  怎樣取態、怎樣處理衝突呢
[00:11:46.300 --> 00:11:48.900]  第一我們看保羅
[00:11:48.900 --> 00:11:51.900]  保羅有個很好的優點
[00:11:51.900 --> 00:11:53.500]  他看天國的事
[00:11:53.500 --> 00:11:56.300]  比看個人的情面重要
[00:11:56.300 --> 00:11:58.100]  本來個人的情面就說
[00:11:58.100 --> 00:11:58.900]  算了算了
[00:11:58.900 --> 00:12:00.100]  你要帶巴拿巴去
[00:12:00.100 --> 00:12:00.700]  他是你的表弟
[00:12:00.700 --> 00:12:01.300]  那就算了
[00:12:01.300 --> 00:12:01.900]  無所謂
[00:12:01.900 --> 00:12:03.900]  有他就當作沒有他
[00:12:03.900 --> 00:12:06.300]  但他看天國的事
[00:12:06.300 --> 00:12:07.500]  更需要另一個人
[00:12:07.500 --> 00:12:12.100]  他就執到正去做
[00:12:12.100 --> 00:12:13.700]  這個很難得
[00:12:13.700 --> 00:12:15.300]  尤其是我們中國人
[00:12:15.300 --> 00:12:16.700]  很多時候在教會裏面
[00:12:16.700 --> 00:12:18.500]  所謂sweep under the carpet
[00:12:18.500 --> 00:12:20.900]  壞事就不要說了
[00:12:20.900 --> 00:12:23.500]  我們總之就和和氣氣
[00:12:23.500 --> 00:12:25.700]  無所謂
[00:12:25.700 --> 00:12:26.900]  其實不是
[00:12:26.900 --> 00:12:29.500]  我們應該以天國的事排第一
[00:12:29.500 --> 00:12:32.700]  個人的榮辱才是第二
[00:12:32.700 --> 00:12:35.300]  第二件事
[00:12:35.300 --> 00:12:38.500]  就是保羅願意改變自己的觀點
[00:12:38.500 --> 00:12:39.700]  這個不容易
[00:12:39.700 --> 00:12:42.100]  有時一看死一個人就看死他一世
[00:12:42.100 --> 00:12:44.900]  但保羅後來發現馬可好
[00:12:44.900 --> 00:12:46.500]  他又改變他
[00:12:46.500 --> 00:12:49.900]  這個都值得我們學習的地方
[00:12:49.900 --> 00:12:50.900]  有些人就說
[00:12:50.900 --> 00:12:53.300]  其實巴拿巴和保羅之間
[00:12:53.300 --> 00:12:54.900]  巴拿巴有愛心些
[00:12:54.900 --> 00:12:56.500]  如果沒有巴拿巴挽回
[00:12:56.500 --> 00:12:58.300]  馬可就沒有那麼好
[00:12:58.300 --> 00:13:00.500]  保羅其實是沒有愛心的
[00:13:00.500 --> 00:13:01.300]  是不是呢
[00:13:01.300 --> 00:13:03.100]  保羅是task-oriented
[00:13:03.100 --> 00:13:03.700]  有些人說
[00:13:03.700 --> 00:13:05.700]  這個我覺得是錯的
[00:13:05.700 --> 00:13:06.900]  你看保羅書信
[00:13:06.900 --> 00:13:09.700]  其實看到他很多流露的愛心
[00:13:09.700 --> 00:13:11.900]  他的愛心有時不容易找到
[00:13:11.900 --> 00:13:13.100]  但在書信裏面提到
[00:13:13.100 --> 00:13:15.100]  譬如
[00:13:15.100 --> 00:13:18.100]  如果你看哥倫多後書二章四節
[00:13:18.100 --> 00:13:21.100]  哥倫多教會就有因此很多麻煩
[00:13:21.100 --> 00:13:23.300]  保羅寫信給他們
[00:13:23.300 --> 00:13:26.100]  他說我從前心裏痛苦難過
[00:13:26.100 --> 00:13:28.700]  流著眼淚寫信給你們
[00:13:28.700 --> 00:13:31.100]  並不是要使你們憂愁
[00:13:31.100 --> 00:13:35.500]  而是要使你們知道我是多麼的愛你們
[00:13:35.500 --> 00:13:39.900]  流著眼淚寫信給你們
[00:13:39.900 --> 00:13:41.900]  很多時我們目者
[00:13:41.900 --> 00:13:43.900]  或者現在少寫信
[00:13:43.900 --> 00:13:45.900]  我寫email 寫whatsapp
[00:13:45.900 --> 00:13:47.100]  你知不知道他寫給你
[00:13:47.100 --> 00:13:50.100]  他是流著眼淚寫給你
[00:13:50.100 --> 00:13:51.900]  他或者嚴厲的
[00:13:51.900 --> 00:13:54.700]  他罵哥倫多教會都很嚴厲
[00:13:54.700 --> 00:13:56.500]  但他是愛他們
[00:13:56.500 --> 00:13:58.500]  在另一封信裏面
[00:13:58.500 --> 00:14:01.100]  提摩大前書寫給他的徒弟提摩大
[00:14:01.100 --> 00:14:02.900]  他說這祝福的目的
[00:14:02.900 --> 00:14:04.300]  和合本義做的命令
[00:14:04.300 --> 00:14:05.100]  我命令你
[00:14:05.100 --> 00:14:06.100]  我祝福你
[00:14:06.100 --> 00:14:08.100]  但這個目的是出於愛
[00:14:08.100 --> 00:14:10.700]  這個愛是發自純潔的心
[00:14:10.700 --> 00:14:12.700]  無愧的良心
[00:14:12.700 --> 00:14:14.700]  和無偽的信心
[00:14:14.700 --> 00:14:16.700]  各位弟兄姊妹
[00:14:16.700 --> 00:14:18.300]  聖經教導我們
[00:14:18.300 --> 00:14:20.700]  當我們接受到教會長者的
