
[00:00:00.000 --> 00:00:02.120]  大家好 我是林牧師
[00:00:02.120 --> 00:00:06.640]  這個禮拜我們的網上的市民小組
[00:00:06.640 --> 00:00:10.080]  就是在研讀《創世紀》第一章到第二章
[00:00:10.080 --> 00:00:14.420]  由第一章的尾章去到第二章的頭章《安息日》
[00:00:14.420 --> 00:00:18.260]  所以我今天想跟大家錄一段的總結
[00:00:18.260 --> 00:00:21.920]  也都是形容叫做《安息》的真義
[00:00:21.920 --> 00:00:25.500]  其實講到《安息日》的時候 你會第一樣發現
[00:00:25.500 --> 00:00:29.480]  就是當上帝去介紹第七天的時候
[00:00:29.480 --> 00:00:30.940]  有一個很特別的地方
[00:00:30.940 --> 00:00:34.400]  就是這個第七天其實是永無窮盡的
[00:00:34.400 --> 00:00:37.440]  如果你看回《創世紀》第一章第三章第一節
[00:00:37.440 --> 00:00:40.960]  它這麼說 上帝看一切所做的都非常之好
[00:00:40.960 --> 00:00:44.800]  有晚上、有早晨 這是第六天
[00:00:44.800 --> 00:00:47.600]  如果你讀《創世紀》第一章 你知道其實
[00:00:47.600 --> 00:00:52.420]  有晚上、有早晨這句話是不斷的重複
[00:00:52.420 --> 00:00:53.960]  第一天去到第六天
[00:00:53.960 --> 00:00:57.320]  但是去到第七天 你發現是沒有這句話的
[00:00:57.320 --> 00:01:01.380]  簡單來說 上帝只是創造了七天
[00:01:01.380 --> 00:01:03.720]  第七天是永無窮盡
[00:01:03.720 --> 00:01:06.980]  因為它沒有一個結束的東西
[00:01:06.980 --> 00:01:09.840]  當你在想這個《創世紀》第一章
[00:01:09.840 --> 00:01:11.920]  到第二章的七天裡面
[00:01:11.920 --> 00:01:16.860]  你大概應該不是在想24小時的那些日子
[00:01:16.860 --> 00:01:19.720]  為什麼呢? 因為如果你看一下上帝的創造
[00:01:19.720 --> 00:01:23.660]  是去到第四天才有太陽、月亮的
[00:01:23.660 --> 00:01:26.620]  大家都知道 今天我們所謂的24小時
[00:01:26.620 --> 00:01:29.120]  都是因為地球在旋轉
[00:01:29.120 --> 00:01:32.040]  於是你24小時見太陽
[00:01:32.040 --> 00:01:35.960]  然後才轉回來同一個位置
[00:01:35.960 --> 00:01:38.960]  所以你沒有太陽、沒有月亮的話
[00:01:38.960 --> 00:01:43.000]  其實是沒有這個24小時的概念
[00:01:43.000 --> 00:01:50.260]  就是說 上帝在說的這七天是一個大的日子
[00:01:50.260 --> 00:01:53.680]  上帝只做了七天 祂沒有做第八天的
[00:01:53.680 --> 00:01:56.260]  七天是一個完美的數字
[00:01:56.260 --> 00:02:02.800]  七天是上帝完美的世界的一個開始
[00:02:02.800 --> 00:02:04.240]  第二章第一節這麼說
[00:02:04.240 --> 00:02:07.400]  天和地以及萬象都完成了
[00:02:07.400 --> 00:02:11.060]  到第七天上帝已經完成了造物之功
[00:02:11.060 --> 00:02:16.100]  就在第七天安息了、揭了祂所做的一切
[00:02:16.100 --> 00:02:19.520]  有時我們去看這節聖經 我們有個誤會
[00:02:19.520 --> 00:02:23.040]  我們誤會在第七天上帝就停了工
[00:02:23.040 --> 00:02:25.120]  祂退了休了 祂什麼都不用做了
[00:02:25.120 --> 00:02:27.240]  不知道去了哪裡睡覺
[00:02:27.240 --> 00:02:29.600]  但其實這裡如果你仔細去看
[00:02:29.600 --> 00:02:33.160]  是上帝完成了造物之功
[00:02:33.160 --> 00:02:35.860]  上帝是完成了創造
[00:02:35.860 --> 00:02:38.700]  上帝揭了 揭了是停止的意思
[00:02:38.700 --> 00:02:40.400]  停止了什麼?停止創造
[00:02:40.400 --> 00:02:41.240]  祂不需要再做了
[00:02:41.240 --> 00:02:43.500]  因為祂要做的事情已經在做了
[00:02:43.500 --> 00:02:44.800]  已經做完了
[00:02:44.800 --> 00:02:46.460]  在神學上我們會說
[00:02:46.460 --> 00:02:51.300]  上帝在第七天裡面 祂完成了創造
[00:02:51.300 --> 00:02:55.180]  但是不代表祂不做事
[00:02:55.180 --> 00:02:59.100]  在神學上有個理念叫做Providence
[00:02:59.100 --> 00:03:02.220]  有時我們翻譯做護理
[00:03:02.220 --> 00:03:04.720]  上帝繼續在這個世界裡面
[00:03:04.720 --> 00:03:08.720]  保護、管理這個創造了的世界
[00:03:08.720 --> 00:03:11.580]  所以不要誤會上帝去了退休
[00:03:11.580 --> 00:03:13.500]  上帝做了所有的事情
[00:03:13.500 --> 00:03:16.740]  而是上帝完成了創造
[00:03:16.740 --> 00:03:21.040]  接著開始祂護理的工作
[00:03:21.540 --> 00:03:23.700]  《創世紀》第二章第三節
[00:03:23.700 --> 00:03:27.760]  上帝賜福及第七日將祂分別為聖
[00:03:27.760 --> 00:03:31.300]  就是說第七日和其他六日是不一樣的
[00:03:31.300 --> 00:03:32.380]  是特別的
[00:03:32.380 --> 00:03:35.760]  是其他六日所做的一切事情
[00:03:35.760 --> 00:03:39.560]  都是為了第七日而完成的、而做的
[00:03:39.560 --> 00:03:42.260]  因為在這一日子裡
[00:03:42.260 --> 00:03:47.320]  上帝安息了、揭了祂所做一切創造的功
[00:03:47.320 --> 00:03:48.620]  再強調一樣東西
