
[00:00:00.000 --> 00:00:04.260]  謝天父今天早上在大家中間一同去見拜神
[00:00:04.260 --> 00:00:07.780]  時間過得很快
[00:00:07.780 --> 00:00:12.380]  原來我今天講到是我來了生命堂
[00:00:12.380 --> 00:00:14.460]  足足十五年
[00:00:14.460 --> 00:00:17.060]  我第一次來的時候
[00:00:17.060 --> 00:00:19.420]  就是2004年的11月
[00:00:19.420 --> 00:00:23.580]  現在是2019年的11月
[00:00:23.580 --> 00:00:26.340]  神恩恩典
[00:00:26.340 --> 00:00:29.460]  一個月前我還睡在醫院
[00:00:30.740 --> 00:00:32.340]  但是今天可以在大家中間講到
[00:00:32.340 --> 00:00:34.100]  是分享神恩恩典
[00:00:34.100 --> 00:00:35.820]  人剛剛好
[00:00:35.820 --> 00:00:38.980]  上帝安排給我在領袖上面
[00:00:38.980 --> 00:00:42.340]  準備了一本書叫約拿書
[00:00:42.340 --> 00:00:44.060]  去和大家看
[00:00:44.060 --> 00:00:47.380]  到底誰掌管一切
[00:00:47.380 --> 00:00:50.740]  由於我準備的時候
[00:00:50.740 --> 00:00:52.620]  是分開三大段的
[00:00:52.620 --> 00:00:55.540]  這個我想大家有時間就回到最後功課了
[00:00:55.540 --> 00:00:58.420]  因為你的程序表上寫了三大段
[00:00:59.260 --> 00:01:00.580]  這三大段裡面
[00:01:00.580 --> 00:01:03.260]  主要第一段就講誰掌管一切
[00:01:03.260 --> 00:01:05.260]  第二段就是
[00:01:05.260 --> 00:01:08.660]  到底被神找到的人
[00:01:08.660 --> 00:01:09.780]  留心啊
[00:01:09.780 --> 00:01:11.020]  找到的人
[00:01:11.020 --> 00:01:13.940]  是幸還是不幸
[00:01:13.940 --> 00:01:18.740]  不包括一個很有趣的謎語給你找
[00:01:18.740 --> 00:01:21.340]  當你抽籤抽中你的時候
[00:01:21.340 --> 00:01:23.460]  你覺得是好東西還是壞東西
[00:01:23.460 --> 00:01:25.740]  大家這麼說
[00:01:25.740 --> 00:01:27.820]  在聯歡晚會
[00:01:28.220 --> 00:01:29.900]  抽中一個獎品
[00:01:29.900 --> 00:01:30.740]  抽中了
[00:01:30.740 --> 00:01:32.500]  你覺得是好東西還是壞東西
[00:01:32.500 --> 00:01:34.860]  說啊
[00:01:34.860 --> 00:01:36.460]  好東西
[00:01:36.460 --> 00:01:39.620]  約拿在船上被人抽籤抽中了
[00:01:39.620 --> 00:01:40.620]  是好東西還是壞東西
[00:01:40.620 --> 00:01:43.860]  不要亂講啊
[00:01:43.860 --> 00:01:46.980]  約拿是被抽籤抽中的
[00:01:46.980 --> 00:01:50.420]  抽中之後就要扔他下海的
[00:01:50.420 --> 00:01:52.060]  好東西還是壞東西
[00:01:52.060 --> 00:01:57.060]  所以等於你的眼光和上帝的知識
[00:01:57.060 --> 00:01:58.460]  是兩回事
[00:01:58.460 --> 00:02:00.820]  完全不同的
[00:02:00.820 --> 00:02:03.540]  如果按現在的法律去審判
[00:02:03.540 --> 00:02:05.300]  審判那個船長
[00:02:05.300 --> 00:02:06.700]  他是集體謀殺
[00:02:06.700 --> 00:02:09.740]  按現在人的法律
[00:02:09.740 --> 00:02:11.540]  去審判那件事
[00:02:11.540 --> 00:02:12.700]  是集體謀殺
[00:02:12.700 --> 00:02:13.700]  是不是?
[00:02:13.700 --> 00:02:15.740]  哪有一個船長這麼有膽量
[00:02:15.740 --> 00:02:18.300]  要將乘客
[00:02:18.300 --> 00:02:19.980]  他睡覺而已
[00:02:19.980 --> 00:02:20.860]  是不是?
[00:02:20.860 --> 00:02:21.740]  問清楚之後
[00:02:21.740 --> 00:02:22.500]  哦!這樣啊
[00:02:22.500 --> 00:02:23.860]  扔你下海了
[00:02:23.860 --> 00:02:24.620]  你行不行啊?
[00:02:24.620 --> 00:02:26.220]  行不行啊?
[00:02:26.900 --> 00:02:28.340]  理性是一定不行的
[00:02:28.340 --> 00:02:29.700]  感性也是不行的
[00:02:29.700 --> 00:02:31.980]  但是神的旨意要這麼做就是這麼做的了
[00:02:31.980 --> 00:02:36.340]  這是今天信徒最大的難關要過的地方
[00:02:36.340 --> 00:02:39.220]  你過不了這一輩子都是這樣
[00:02:39.220 --> 00:02:42.020]  是不是?
[00:02:42.020 --> 00:02:43.900]  因為我還給你看幾個例子
[00:02:43.900 --> 00:02:47.060]  所以希望今天透過約拿這本書
[00:02:47.060 --> 00:02:47.620]  我想
[00:02:47.620 --> 00:02:49.540]  因為今天早上我已經盡量克制
[00:02:49.540 --> 00:02:50.460]  都是講一個小時
[00:02:50.460 --> 00:02:53.540]  現在這一段可以好一點
[00:02:53.540 --> 00:02:54.860]  希望不要講得太長
[00:02:54.860 --> 00:02:55.900]  也是半小時左右而已
[00:02:56.620 --> 00:02:57.700]  那跟大家先看一段
[00:02:57.700 --> 00:02:59.100]  我們先祈禱
[00:02:59.100 --> 00:03:00.660]  一同祈禱
[00:03:00.660 --> 00:03:02.340]  天父感謝你
[00:03:02.340 --> 00:03:05.900]  因為我們很深信萬事都互相效力
[00:03:05.900 --> 00:03:09.580]  唯有愛主的人得益處
[00:03:09.580 --> 00:03:12.140]  求你今天早上
[00:03:12.140 --> 00:03:14.140]  藉著你賜聖的真道
[00:03:14.140 --> 00:03:16.620]  不單只開我們的耳朵
[00:03:16.620 --> 00:03:18.140]  開你的眼
[00:03:18.140 --> 00:03:21.180]  使我們能夠看到你律法裡面的奇妙
[00:03:21.180 --> 00:03:23.380]  藉著聖靈的感動
[00:03:23.980 --> 00:03:26.940]  讓我們做一個肯完全信服你的人
[00:03:26.940 --> 00:03:29.100]  因為我們深深知道
[00:03:29.100 --> 00:03:31.380]  你既然創造萬物
[00:03:31.380 --> 00:03:33.140]  創造人
[00:03:33.140 --> 00:03:34.380]  創造一切
[00:03:34.380 --> 00:03:36.820]  不單止萬物是被做的
[00:03:36.820 --> 00:03:38.300]  你是掌管一切
[00:03:38.300 --> 00:03:40.380]  求主席著一下
[00:03:40.380 --> 00:03:42.220]  與你相交的生活
[00:03:42.220 --> 00:03:44.620]  給我們一個很大的反省
[00:03:44.620 --> 00:03:46.580]  看到我們今天的光景如何
[00:03:46.580 --> 00:03:48.620]  求你垂聽我們的禱告
[00:03:48.620 --> 00:03:51.540]  願我們口裡的言語
[00:03:51.540 --> 00:03:53.020]  心裡的意念
[00:03:53.380 --> 00:03:54.420]  都能夠蒙願
[00:03:54.420 --> 00:03:56.860]  奉耶穌基督明事祈求
[00:03:56.860 --> 00:04:01.580]  好,和大家看看今天要看的經文,好嗎?
[00:04:01.580 --> 00:04:05.940]  因為時間問題,我不可能全部讀完
[00:04:05.940 --> 00:04:10.380]  所以我勸大家有時間回到家裡
[00:04:10.380 --> 00:04:12.300]  就將若拿書,只有四張而已
[00:04:12.300 --> 00:04:15.380]  最快五分鐘可以看完
[00:04:15.380 --> 00:04:17.780]  看慢一點,十五分鐘一定看完
[00:04:17.780 --> 00:04:20.500]  原來看半小時就看兩三次了
[00:04:20.500 --> 00:04:22.540]  看完之後發覺原來這本書
[00:04:22.820 --> 00:04:24.540]  不是單單說猜拳的
[00:04:24.540 --> 00:04:29.180]  這本書最奇妙的地方是說人性和神性的對峙
[00:04:29.180 --> 00:04:32.940]  這句詞用得更好聽的就是
[00:04:32.940 --> 00:04:35.620]  人的人性和靈性
[00:04:35.620 --> 00:04:38.620]  在你和我每天生活中間
[00:04:38.620 --> 00:04:40.020]  發生的情況
[00:04:40.020 --> 00:04:41.820]  你看得明白
[00:04:41.820 --> 00:04:43.900]  你就不會像若拿那樣
[00:04:43.900 --> 00:04:45.620]  你猜若拿想怎樣?
[00:04:45.620 --> 00:04:49.860]  若拿一而再再而三想死
[00:04:49.860 --> 00:04:52.500]  想死
[00:04:53.820 --> 00:04:56.500]  到最後看到上帝奇妙的作為的時候
[00:04:56.500 --> 00:04:58.100]  他都說死了就算了
[00:04:58.100 --> 00:05:00.540]  這樣才知道
[00:05:00.540 --> 00:05:02.820]  這樣神就埋人了
[00:05:02.820 --> 00:05:06.700]  不過《聖經》沒有說到結局是怎樣的
[00:05:06.700 --> 00:05:09.620]  所以將來在神的面前見到他的時候
[00:05:09.620 --> 00:05:11.020]  問他:若拿,你在這裡嗎?
