
[00:00:00.000 --> 00:00:02.460]  一個意料之外的回歸
[00:00:02.460 --> 00:00:04.040]  如果我們熟悉的時候
[00:00:04.040 --> 00:00:07.120]  以色列人因為尼泰去敬拜偶像
[00:00:07.120 --> 00:00:09.540]  神差派很多先知勸他們
[00:00:09.540 --> 00:00:10.840]  他們都不聽的時候
[00:00:10.840 --> 00:00:12.320]  神最後出一招是怎樣呢?
[00:00:12.320 --> 00:00:14.920]  讓他們的國家被滅亡
[00:00:14.920 --> 00:00:16.920]  他們要成為俘虜
[00:00:16.920 --> 00:00:18.400]  去到外邦之地
[00:00:18.400 --> 00:00:20.640]  當他們失去了這一切的時候
[00:00:20.640 --> 00:00:23.680]  他們才知道要回歸神的身邊
[00:00:23.680 --> 00:00:26.760]  但是神讓他們的國家滅亡
[00:00:26.760 --> 00:00:28.400]  不是最終的心意
[00:00:28.400 --> 00:00:30.400]  只是想尼泰去反省而已
[00:00:30.400 --> 00:00:33.520]  所以先知耶利米一早已經宣告
[00:00:33.520 --> 00:00:36.000]  你們因為尼泰去敬拜假神
[00:00:36.000 --> 00:00:37.280]  不肯來跟隨神
[00:00:37.280 --> 00:00:38.720]  你們會面對挑戰
[00:00:38.720 --> 00:00:40.320]  你們的國家會被滅亡
[00:00:40.320 --> 00:00:42.320]  也給了一個盼望他們
[00:00:42.320 --> 00:00:44.320]  但是七十年之後
[00:00:44.320 --> 00:00:47.440]  你們會回歸自己的國土
[00:00:47.440 --> 00:00:50.160]  但是當時被擄的人
[00:00:50.160 --> 00:00:51.840]  雖然他們知道
[00:00:51.840 --> 00:00:54.240]  但是他們不會相信這個是事實
[00:00:54.240 --> 00:00:56.400]  當他們成為一個亡國奴
[00:00:56.400 --> 00:00:58.160]  在巴比倫生活的時候
[00:00:58.160 --> 00:01:00.160]  他們是沒有想過有一天
[00:01:00.160 --> 00:01:02.160]  他們可以回到自己的國家裏面
[00:01:02.160 --> 00:01:05.360]  正如耶穌不斷宣告他會復活
[00:01:05.360 --> 00:01:07.360]  但門徒是不會相信的
[00:01:07.360 --> 00:01:10.160]  就算有人說看到耶穌復活他也不相信
[00:01:10.160 --> 00:01:12.480]  大家可以聽聽我復活節那篇的信息
[00:01:12.480 --> 00:01:13.520]  好了
[00:01:13.520 --> 00:01:16.000]  但是誰知很奇妙
[00:01:16.000 --> 00:01:18.320]  巴比倫是一個很強的國家
[00:01:18.320 --> 00:01:21.280]  但是竟然一夜之間滅亡
[00:01:21.280 --> 00:01:24.240]  巴比倫雖然是一個很強大的帝國
[00:01:24.240 --> 00:01:26.560]  但是它的歷史是短短幾十年
[00:01:26.560 --> 00:01:28.560]  就好像中國一樣
[00:01:28.560 --> 00:01:31.040]  秦始皇統一六國很厲害
[00:01:31.040 --> 00:01:34.720]  但是不要忘記秦二世就已經這個國家覆亡了
[00:01:34.720 --> 00:01:36.240]  好了
[00:01:36.240 --> 00:01:38.240]  當新的一個朝代興起
[00:01:38.240 --> 00:01:40.240]  就是馬代波斯
[00:01:40.240 --> 00:01:42.240]  他們有不同的政策
[00:01:42.240 --> 00:01:47.280]  巴比倫把這些人都擄掠回自己的城市裏面
[00:01:47.280 --> 00:01:49.280]  要他們居住要他們做奴隸
[00:01:49.280 --> 00:01:52.160]  但是波斯國就說不是了
[00:01:52.160 --> 00:01:54.160]  你們這班猶太人
[00:01:54.160 --> 00:01:57.200]  可以回歸自己的國土
[00:01:57.200 --> 00:01:59.200]  重建你們的家園
[00:01:59.200 --> 00:02:01.200]  而且好到怎樣呢
[00:02:01.200 --> 00:02:03.200]  去資助他們
[00:02:03.200 --> 00:02:05.200]  給錢他們重建
[00:02:05.200 --> 00:02:07.200]  更加還有一樣東西很特別
[00:02:07.200 --> 00:02:10.240]  把巴比倫在聖殿裏面
[00:02:10.240 --> 00:02:13.600]  擄掠回來的那些獻祭的物品
[00:02:13.600 --> 00:02:15.600]  很貴重的物品
[00:02:15.600 --> 00:02:17.600]  送回給他們
[00:02:17.600 --> 00:02:19.600]  讓他們可以回去
[00:02:19.600 --> 00:02:21.600]  在聖殿裏面獻祭
[00:02:21.600 --> 00:02:23.600]  我們一起來看以色列的第一章
[00:02:23.600 --> 00:02:25.600]  第一、第三和第七節
[00:02:25.600 --> 00:02:27.600]  因為時間問題
[00:02:27.600 --> 00:02:29.600]  我們還要讀第三和第七節
[00:02:29.600 --> 00:02:31.600]  我們一起來讀出
[00:02:53.600 --> 00:02:55.600]  擄掠來
[00:02:55.600 --> 00:02:57.600]  放在自己神之廟中的
[00:02:57.600 --> 00:02:59.600]  我相信當時的那班子民
[00:02:59.600 --> 00:03:01.600]  是完全沒有想過
[00:03:01.600 --> 00:03:03.600]  這件事真的會實現
[00:03:03.600 --> 00:03:05.600]  是意料之外
[00:03:05.600 --> 00:03:07.600]  怎麼可能我們會回到自己的國家裏面
[00:03:07.600 --> 00:03:09.600]  重建呢
[00:03:09.600 --> 00:03:11.600]  但是當他們回歸的時候
[00:03:11.600 --> 00:03:13.600]  這班人的心情是非常的興奮
[00:03:13.600 --> 00:03:15.600]  當我們一回到耶路撒冷的時候
[00:03:15.600 --> 00:03:17.600]  他們就做了一件事
[00:03:17.600 --> 00:03:19.600]  很美麗的一句話
[00:03:19.600 --> 00:03:21.600]  以色列的第三章的第一節
[00:03:21.600 --> 00:03:23.600]  在七月以色列人住在國城
[00:03:23.600 --> 00:03:27.600]  那時他們如同一人聚集在耶路撒冷
[00:03:27.600 --> 00:03:31.600]  他們如同一人聚集在耶路撒冷
[00:03:31.600 --> 00:03:33.600]  萬眾一心
[00:03:33.600 --> 00:03:35.600]  請你記住
[00:03:35.600 --> 00:03:37.600]  因為政府不是逼他們回去的
[00:03:37.600 --> 00:03:39.600]  他們是自願回去的
[00:03:39.600 --> 00:03:41.600]  肯回去的人
[00:03:41.600 --> 00:03:43.600]  真的是很愛自己的國土
[00:03:43.600 --> 00:03:45.600]  因為已經70年了
[00:03:45.600 --> 00:03:47.600]  第二代在巴比倫裏面長大的人
[00:03:47.600 --> 00:03:49.600]  特別有些已經有穩定的生活
[00:03:49.600 --> 00:03:51.600]  也有穩定的工作
[00:03:51.600 --> 00:03:53.600]  甚至有很好的收入
[00:03:53.600 --> 00:03:55.600]  這些人是不會回去
[00:03:55.600 --> 00:03:57.600]  這個故土裏面
[00:03:57.600 --> 00:03:59.600]  肯回去的人
[00:03:59.600 --> 00:04:01.600]  一定是很愛自己的國家
[00:04:01.600 --> 00:04:03.600]  所以他們萬眾一心
[00:04:03.600 --> 00:04:05.600]  回到去
[00:04:05.600 --> 00:04:07.600]  而且他們一回去的時候
[00:04:07.600 --> 00:04:09.600]  做什麼呢
[00:04:09.600 --> 00:04:11.600]  他們立刻來獻祭
[00:04:11.600 --> 00:04:13.600]  第三章的第三節
[00:04:13.600 --> 00:04:15.600]  他們在原有的根基上
[00:04:15.600 --> 00:04:19.600]  我們要想一想
[00:04:19.600 --> 00:04:21.600]  當時的情景
[00:04:21.600 --> 00:04:23.600]  這班人回去的時候
[00:04:23.600 --> 00:04:25.600]  不會有很多的財富
[00:04:25.600 --> 00:04:27.600]  當時耶路撒冷
[00:04:27.600 --> 00:04:29.600]  已經被毀70年
[00:04:29.600 --> 00:04:31.600]  退換敗額
[00:04:31.600 --> 00:04:35.600]  聖殿已經被拆毀
[00:04:35.600 --> 00:04:37.600]  還有很多的
[00:04:37.600 --> 00:04:39.600]  外邦人特別是阿拉伯人
[00:04:39.600 --> 00:04:41.600]  住在當中
[00:04:41.600 --> 00:04:43.600]  他們的前景是很困難的
[00:04:43.600 --> 00:04:45.600]  但在這個時候
[00:04:45.600 --> 00:04:47.600]  他們竟然找回
[00:04:47.600 --> 00:04:49.600]  那個根基在上面
[00:04:49.600 --> 00:04:51.600]  來祝壇獻祭
[00:04:51.600 --> 00:04:53.600]  這是一個
[00:04:53.600 --> 00:04:55.600]  信心的呼喊
[00:04:55.600 --> 00:04:57.600]  這是在逆境裏面
[00:04:57.600 --> 00:04:59.600]  對神發出的歌頌
[00:04:59.600 --> 00:05:01.600]  前景是不明
[00:05:01.600 --> 00:05:03.600]  但他們想一想
[00:05:03.600 --> 00:05:05.600]  我們可以踏足這個故土
[00:05:05.600 --> 00:05:07.600]  豈不是神的恩典呢
[00:05:07.600 --> 00:05:09.600]  於是他們就會
[00:05:09.600 --> 00:05:11.600]  發出這一份愛的呼喊
[00:05:11.600 --> 00:05:13.600]  還有一種很特別的
[00:05:13.600 --> 00:05:15.600]  他們不單單按
[00:05:15.600 --> 00:05:17.600]  律法來獻祭
[00:05:17.600 --> 00:05:19.600]  甚至他們是超乎了
[00:05:19.600 --> 00:05:21.600]  律法的
[00:05:21.600 --> 00:05:23.600]  但我們怎樣看到這段經文呢
[00:05:23.600 --> 00:05:25.600]  如果我們一看的時候
[00:05:25.600 --> 00:05:27.600]  就在以色列記的第三章
[00:05:27.600 --> 00:05:29.600]  第三到第五節裏面
[00:05:29.600 --> 00:05:31.600]  我們看下面第三到第五節
[00:05:31.600 --> 00:05:33.600]  可以按一張嗎
[00:05:33.600 --> 00:05:35.600]  是可以按的
[00:05:35.600 --> 00:05:37.600]  我們來看看
[00:05:37.600 --> 00:05:53.600]  [字幕]
[00:05:53.600 --> 00:05:55.600]  所以你留意到的時候
[00:05:55.600 --> 00:05:57.600]  他們不單單按律法的要求
[00:05:57.600 --> 00:05:59.600]  因為他們經歷到神的愛
[00:05:59.600 --> 00:06:01.600]  所以他們會特別的
[00:06:01.600 --> 00:06:03.600]  是怎樣呢
[00:06:03.600 --> 00:06:05.600]  是出於甘心樂意的
[00:06:05.600 --> 00:06:07.600]  向神獻上祭物
[00:06:07.600 --> 00:06:09.600]  如果我們留意到
[00:06:09.600 --> 00:06:11.600]  他們除了因為要感恩之外
[00:06:11.600 --> 00:06:13.600]  還有一個原因
[00:06:13.600 --> 00:06:15.600]  這個原因是我們剛才沒有讀到的
[00:06:15.600 --> 00:06:17.600]  第三章的第三節
[00:06:17.600 --> 00:06:19.600]  大家聽我讀出
[00:06:19.600 --> 00:06:21.600]  如果大家有手機的
[00:06:21.600 --> 00:06:23.600]  可以開你們的電話來看經文
[00:06:23.600 --> 00:06:25.600]  不要看其他
[00:06:25.600 --> 00:06:27.600]  第三章的第三節
[00:06:27.600 --> 00:06:29.600]  我們一起來看
[00:06:29.600 --> 00:06:37.600]  [字幕]
[00:06:37.600 --> 00:06:39.600]  他們來獻祭
[00:06:39.600 --> 00:06:41.600]  其中一個原因是什麼呢
[00:06:41.600 --> 00:06:43.600]  就是因為怕鄰國的人
[00:06:43.600 --> 00:06:45.600]  你記住他們回去的時候
[00:06:45.600 --> 00:06:47.600]  他們沒有強大的軍力
[00:06:47.600 --> 00:06:49.600]  他們是一班弱民
[00:06:49.600 --> 00:06:51.600]  但是當時已經有
[00:06:51.600 --> 00:06:53.600]  很多的外邦人霸佔了他們的地方
[00:06:53.600 --> 00:06:55.600]  還有就是
[00:06:55.600 --> 00:06:57.600]  周遭有很多的阿拉伯國家
[00:06:57.600 --> 00:06:59.600]  是對他們很不滿意
[00:06:59.600 --> 00:07:01.600]  包圍住他們
[00:07:01.600 --> 00:07:03.600]  其實歷史不斷的重複
[00:07:03.600 --> 00:07:05.600]  今年是以色列復國
[00:07:05.600 --> 00:07:07.600]  70年
[00:07:07.600 --> 00:07:09.600]  剛剛有一個很大的暴動
[00:07:09.600 --> 00:07:11.600]  70年之前是1948年的時候
[00:07:11.600 --> 00:07:13.600]  以色列來復國
[00:07:13.600 --> 00:07:15.600]  但你記得當日
[00:07:15.600 --> 00:07:17.600]  肯回去耶路撒冷
[00:07:17.600 --> 00:07:19.600]  回去這個地方的人是很少的
[00:07:19.600 --> 00:07:21.600]  在美國
[00:07:21.600 --> 00:07:23.600]  在三藩市居住的猶太人
[00:07:23.600 --> 00:07:25.600]  是多過回歸的人
[00:07:25.600 --> 00:07:27.600]  我們一回歸的時候
[00:07:27.600 --> 00:07:29.600]  人們就來對付他們
[00:07:29.600 --> 00:07:31.600]  我們看一張地圖
[00:07:31.600 --> 00:07:33.600]  我們就會看到
[00:07:33.600 --> 00:07:35.600]  當以色列回去的時候
[00:07:35.600 --> 00:07:37.600]  我們這裡是看不到的
[00:07:37.600 --> 00:07:39.600]  我們看到的就是敘利亞
[00:07:39.600 --> 00:07:41.600]  約旦
[00:07:41.600 --> 00:07:43.600]  下面的就是埃及
[00:07:43.600 --> 00:07:45.600]  還有就是伊朗 伊拉克
[00:07:45.600 --> 00:07:47.600]  大家記得當時所有的阿拉伯國家
[00:07:47.600 --> 00:07:49.600]  就來打以色列國
[00:07:49.600 --> 00:07:51.600]  我們回去不到48小時
[00:07:51.600 --> 00:07:53.600]  就要面對攻擊
[00:07:53.600 --> 00:07:55.600]  我們現在回去的時候
[00:07:55.600 --> 00:07:57.600]  同樣是面對很多敵對的勢力
[00:07:57.600 --> 00:07:59.600]  當我們面對這個敵對勢力的時候
[00:07:59.600 --> 00:08:01.600]  他們知道自己沒有辦法
[00:08:01.600 --> 00:08:03.600]  去抗拒
[00:08:03.600 --> 00:08:05.600]  沒有辦法去贏這班人
[00:08:05.600 --> 00:08:07.600]  人的盡頭
[00:08:07.600 --> 00:08:09.600]  是神的工作的起點
[00:08:09.600 --> 00:08:11.600]  所以他們要獻祭
[00:08:11.600 --> 00:08:13.600]  去依靠神
[00:08:13.600 --> 00:08:15.600]  神求你
[00:08:15.600 --> 00:08:17.600]  去憐憫 幫助我們
[00:08:17.600 --> 00:08:19.600]  我們沒有辦法
[00:08:19.600 --> 00:08:21.600]  去面對這個強大敵人的挑戰
[00:08:21.600 --> 00:08:23.600]  所以
[00:08:23.600 --> 00:08:25.600]  我們看到
[00:08:25.600 --> 00:08:27.600]  原來當我們愛我們的神
[00:08:27.600 --> 00:08:29.600]  當我們願意依靠我們的神
[00:08:29.600 --> 00:08:31.600]  我們是樂於呈獻
[00:08:31.600 --> 00:08:33.600]  就不只是看目前的情況
[00:08:33.600 --> 00:08:35.600]  而且我們是
[00:08:35.600 --> 00:08:37.600]  不會只是按照律法的要求
[00:08:37.600 --> 00:08:39.600]  我們是可以
[00:08:39.600 --> 00:08:41.600]  超越了律法的要求
[00:08:41.600 --> 00:08:43.600]  當你有愛做動力的時候
[00:08:43.600 --> 00:08:45.600]  你就不是根根計較
[00:08:45.600 --> 00:08:47.600]  你付出了多少
[00:08:47.600 --> 00:08:49.600]  你只會覺得
[00:08:49.600 --> 00:08:51.600]  仍然不足夠
[00:08:51.600 --> 00:08:53.600]  你要為神擺上更多
[00:08:53.600 --> 00:08:55.600]  今天我們叫教命恩堂
[00:08:55.600 --> 00:08:57.600]  能夠建立一間命恩小學
[00:08:57.600 --> 00:08:59.600]  今年九月的時候
[00:08:59.600 --> 00:09:01.600]  會開課
[00:09:01.600 --> 00:09:03.600]  你有沒有留意到其實同一時間
[00:09:03.600 --> 00:09:05.600]  也有兩間學校
[00:09:05.600 --> 00:09:07.600]  其中一間在深水埗
[00:09:07.600 --> 00:09:09.600]  也有人來學籌辦
[00:09:09.600 --> 00:09:11.600]  但報紙將我們擺在
[00:09:11.600 --> 00:09:13.600]  較顯著的篇幅
[00:09:13.600 --> 00:09:15.600]  是以我們作為一個
[00:09:15.600 --> 00:09:17.600]  頭版
[00:09:17.600 --> 00:09:19.600]  新界富裕福利會在大埔里
[00:09:19.600 --> 00:09:21.600]  擺了一間有時限的小學
[00:09:21.600 --> 00:09:23.600]  但其他那兩間
[00:09:23.600 --> 00:09:25.600]  是很少提及
[00:09:25.600 --> 00:09:27.600]  很奇妙
[00:09:27.600 --> 00:09:29.600]  我們沒有付廣告費
[00:09:29.600 --> 00:09:31.600]  但如果你留意到
