
[00:00:00.000 --> 00:00:02.100]  弟兄姊妹们平安
[00:00:02.100 --> 00:00:05.620]  也谢谢大家给我这个机会来阅语堂讲道
[00:00:05.620 --> 00:00:11.880]  我们基督徒都特别喜欢说敬拜神
[00:00:11.880 --> 00:00:14.460]  常常把这三个字挂在嘴边
[00:00:14.460 --> 00:00:16.460]  但什么叫敬拜神呢
[00:00:16.460 --> 00:00:17.300]  有人如果问你
[00:00:17.300 --> 00:00:18.420]  你该怎么说呢
[00:00:18.420 --> 00:00:22.300]  如果要是对于这个就是
[00:00:24.380 --> 00:00:30.820]  有这个宗教敬拜传统的这样的人
[00:00:30.820 --> 00:00:36.260]  他可能会想说敬拜神就是这样的拜拜嘛
[00:00:36.260 --> 00:00:39.580]  然后或者说像穆斯林这样
[00:00:39.580 --> 00:00:41.380]  他们也是在敬拜神
[00:00:41.380 --> 00:00:46.740]  或者说如果你要是有去灵恩教会
[00:00:46.740 --> 00:00:49.900]  参加了这种所谓的现代敬拜
[00:00:49.900 --> 00:00:52.700]  你可能想说敬拜神就是这样
[00:00:54.220 --> 00:00:57.540]  特别高大上的舞台音乐灯光
[00:00:57.540 --> 00:01:01.660]  到底是什么是敬拜神
[00:01:01.660 --> 00:01:07.180]  其实我们今天Lisa读的这个生命纪十二章
[00:01:07.180 --> 00:01:09.380]  可谓是整本旧约
[00:01:09.380 --> 00:01:13.980]  甚至是整本圣经当中讲敬拜
[00:01:13.980 --> 00:01:17.940]  讲的最全面最透彻的一段经文
[00:01:17.940 --> 00:01:22.900]  这一段经文给我们带来关于敬拜的三个原则
[00:01:22.900 --> 00:01:25.580]  我们闲言少叙
[00:01:25.580 --> 00:01:26.940]  我们进入经文
[00:01:26.940 --> 00:01:29.940]  第一个原则
[00:01:29.940 --> 00:01:34.260]  不能用敬拜假神的方式来拜真神
[00:01:34.260 --> 00:01:39.300]  这个摩西一开篇就给我们说了这些话
[00:01:39.300 --> 00:01:44.500]  他说你们要敬拜尊行的律例典章是这样
[00:01:44.500 --> 00:01:48.020]  你们到了那地
[00:01:48.040 --> 00:01:53.060]  你们赶出的那些国民他们所侍奉的神
[00:01:53.060 --> 00:01:55.180]  各地方各个祭坛
[00:01:55.180 --> 00:01:56.780]  无论在哪里
[00:01:56.780 --> 00:01:58.660]  你们都要毁坏
[00:01:58.660 --> 00:02:00.780]  都要砸碎
[00:02:00.780 --> 00:02:03.820]  尤其是第四节
[00:02:03.820 --> 00:02:08.020]  你们不可照他们那样侍奉耶和华
[00:02:08.020 --> 00:02:08.900]  你们的神
[00:02:08.900 --> 00:02:13.980]  摩西就一连用了好几个动词
[00:02:13.980 --> 00:02:18.840]  你看他的这个拆毁他们的祭坛
[00:02:18.840 --> 00:02:20.940]  打碎他们的像柱
[00:02:20.940 --> 00:02:22.620]  焚烧他们的木偶
[00:02:22.620 --> 00:02:27.420]  砍下他们的雕刻的这些神明
[00:02:27.420 --> 00:02:29.220]  除灭他们的名
[00:02:29.220 --> 00:02:31.740]  所有的这些动词
[00:02:31.740 --> 00:02:33.020]  一连串的动词
[00:02:33.020 --> 00:02:36.980]  最终给我们的一个警示是什么
[00:02:36.980 --> 00:02:39.700]  就是要坚决
[00:02:39.700 --> 00:02:43.500]  不要留一点的退路
[00:02:43.500 --> 00:02:48.580]  不要在心里给假神偶像留任何的位置
[00:02:48.580 --> 00:02:54.980]  你要想真正的让耶和华神悦纳你的敬拜
[00:02:54.980 --> 00:02:57.540]  你必须先离开假神
[00:02:57.540 --> 00:03:04.180]  但是我想大家读这段经文肯定都会有一个疑问
[00:03:04.180 --> 00:03:04.980]  就是
[00:03:04.980 --> 00:03:12.580]  既然上帝给以色列人显了那么多的神迹
[00:03:12.580 --> 00:03:15.780]  既然上帝的律法是那么的公义
[00:03:15.780 --> 00:03:17.020]  那么的良善
[00:03:17.020 --> 00:03:18.940]  那么的先进
[00:03:18.940 --> 00:03:24.900]  为什么以色列人还是禁不住的要去敬拜迦南的假神
[00:03:24.900 --> 00:03:29.220]  难道他们不知道迦南的这些神
[00:03:29.220 --> 00:03:31.620]  他们的仪式是多么的邪恶吗
[00:03:31.620 --> 00:03:34.940]  他们知道的谁好谁坏
[00:03:34.940 --> 00:03:37.060]  不一眼就看清楚了吗
[00:03:37.060 --> 00:03:39.460]  怎么那么容易就备受引诱呢
[00:03:40.860 --> 00:03:43.420]  可能在座的有一些基督徒就会想说
[00:03:43.420 --> 00:03:47.300]  你看我就不会像当年的以色列人那样
[00:03:47.300 --> 00:03:49.780]  我根本就不去庙里
[00:03:49.780 --> 00:03:52.220]  我哪怕作为旅游项目
[00:03:52.220 --> 00:03:56.300]  我都不去庙里有敬拜假神的地方去旅行
[00:03:56.300 --> 00:03:58.500]  如果我们这么想
[00:03:58.500 --> 00:04:03.100]  我们可能就把拜假神这件事想的简单了
[00:04:03.100 --> 00:04:05.300]  你知道吗
[00:04:05.300 --> 00:04:07.340]  偶像真正的吸引力
[00:04:07.340 --> 00:04:13.820]  从来不是那一块木头雕的像那个石头刻的雕的神
[00:04:13.820 --> 00:04:23.900]  而是他们背后所代表的所承诺的那种满足人心欲望的VKP定制
[00:04:23.900 --> 00:04:26.100]  就根据你的喜好
[00:04:26.100 --> 00:04:27.700]  你的欲望来满足你
[00:04:27.700 --> 00:04:29.220]  你看是不是这样
[00:04:29.220 --> 00:04:31.020]  迦南人的假神
[00:04:31.020 --> 00:04:32.300]  各种假神
[00:04:32.300 --> 00:04:36.340]  就是可取所需
[00:04:36.360 --> 00:04:39.780]  巴黎被认为是掌管雨水
[00:04:39.780 --> 00:04:40.500]  农业
[00:04:40.500 --> 00:04:41.620]  丰收
