
[00:00:00.000 --> 00:00:02.300]  首先我們一齊禱告
[00:00:02.300 --> 00:00:11.100]  我們的天父感謝祢
[00:00:11.100 --> 00:00:14.200]  讓我們一同聆聽祢的話語
[00:00:14.200 --> 00:00:19.300]  求主再顯聖靈在我們當中
[00:00:19.300 --> 00:00:22.300]  讓我們明白祢的旨意
[00:00:22.300 --> 00:00:24.800]  以禱告奉主耶穌的名號
[00:00:24.800 --> 00:00:26.100]  Amen
[00:00:29.400 --> 00:00:31.700]  我們禱告的時候
[00:00:31.700 --> 00:00:35.700]  無論是讀主圖文
[00:00:35.700 --> 00:00:39.700]  還是只有形式的禱告
[00:00:39.700 --> 00:00:45.700]  我們為何稱呼上帝為天父
[00:00:45.700 --> 00:00:52.700]  我們知道上帝不是男性
[00:00:52.700 --> 00:00:54.700]  也不是女性
[00:00:55.700 --> 00:01:07.700]  因為性別的概念不適用於上帝的稱呼
[00:01:07.700 --> 00:01:09.700]  但是
[00:01:09.700 --> 00:01:19.700]  我們為何稱呼上帝為天父
[00:01:19.700 --> 00:01:23.700]  不知道大家有沒有想過這個問題
[00:01:25.700 --> 00:01:29.700]  有人認為這樣稱呼上帝
[00:01:29.700 --> 00:01:32.700]  其實不公平
[00:01:32.700 --> 00:01:34.700]  上帝不是男性
[00:01:34.700 --> 00:01:36.700]  也不是女性
[00:01:36.700 --> 00:01:42.700]  但是為何我們還要稱呼上帝為天父
[00:01:42.700 --> 00:01:47.700]  所以有人認為
[00:01:47.700 --> 00:01:49.700]  我們不如說
[00:01:49.700 --> 00:01:55.700]  天上的父母
[00:01:55.700 --> 00:02:00.700]  作為我們父母親的上帝
[00:02:00.700 --> 00:02:04.700]  大家覺得怎樣呢
[00:02:04.700 --> 00:02:09.700]  如果我們稱呼上帝為我們的父母
[00:02:12.700 --> 00:02:21.700]  亦都有人覺得不如稱呼上帝為我們的天母
[00:02:21.700 --> 00:02:31.700]  或者有人不敢用有性別的稱呼
[00:02:31.700 --> 00:02:37.700]  就單單說我們的上帝
[00:02:37.700 --> 00:02:39.700]  或者我們的上主
[00:02:40.700 --> 00:02:45.700]  其實因為上帝的存在超越我們人的概念
[00:02:45.700 --> 00:02:50.700]  所以我們無論怎樣稱呼上帝
[00:02:50.700 --> 00:02:56.700]  都不可以正確描述上帝的存在
[00:02:56.700 --> 00:03:06.700]  我們為何還要稱呼上帝為天父
[00:03:07.700 --> 00:03:10.700]  有些學者指出
[00:03:10.700 --> 00:03:15.700]  古代的以色列周邊的國家
[00:03:15.700 --> 00:03:19.700]  都是所謂的多神論的宗教
[00:03:19.700 --> 00:03:22.700]  有很多不同的上帝
[00:03:22.700 --> 00:03:30.700]  而且敬拜各種女神、女的上帝
[00:03:30.700 --> 00:03:34.700]  所以以色列的人
[00:03:34.700 --> 00:03:39.700]  為了防止那些多神論的影響
[00:03:39.700 --> 00:03:44.700]  他們故意說
[00:03:44.700 --> 00:03:48.700]  我們的上帝是唯一的天父上帝
[00:03:48.700 --> 00:03:54.700]  而不是天母的上帝
[00:03:54.700 --> 00:04:00.700]  學者這樣說確實有道理
[00:04:01.700 --> 00:04:04.700]  但是有人會有疑問
[00:04:04.700 --> 00:04:11.700]  這樣的看法是古代猶太教的理由
[00:04:11.700 --> 00:04:21.700]  今天的基督徒為何還需要稱呼上帝為天父呢
[00:04:21.700 --> 00:04:26.700]  剛才說的學者指出的都是古代時代的理由
[00:04:26.700 --> 00:04:36.700]  今天有人說我們不用接受他們的看法
[00:04:36.700 --> 00:04:41.700]  所以我們還需要考慮
[00:04:41.700 --> 00:04:45.700]  為何稱呼上帝為天父
[00:04:45.700 --> 00:04:52.700]  我相信最重要的理由是
[00:04:53.700 --> 00:05:03.700]  因為耶穌基督稱呼上帝為天上的父、天上的父親
[00:05:03.700 --> 00:05:10.700]  當然耶穌基督知道上帝不是男性也不是女性
[00:05:10.700 --> 00:05:21.700]  但重要的是耶穌仍然特意稱呼上帝為天上的父、天上的父親
[00:05:22.700 --> 00:05:26.700]  如果我們看教育聖經
[00:05:26.700 --> 00:05:33.700]  例如今天我們讀的《馬拉雞書》第四章
[00:05:33.700 --> 00:05:43.700]  我們可以確定當時都有稱呼上帝為父親的說法
[00:05:43.700 --> 00:05:47.700]  但是耶穌基督的時代
[00:05:47.700 --> 00:05:53.700]  很多人已經不會稱呼上帝為天上的父
[00:05:53.700 --> 00:06:03.700]  上帝當時只是法利、催人等宗教精英的上帝
[00:06:03.700 --> 00:06:11.700]  對一般人來說上帝與他們的距離很遠
[00:06:12.700 --> 00:06:18.700]  在這樣的情況下,耶穌為了提醒大家
[00:06:18.700 --> 00:06:23.700]  上帝是很近的存在
[00:06:23.700 --> 00:06:28.700]  就稱呼上帝為天父
[00:06:28.700 --> 00:06:33.700]  而且在叫滿妥祈禱的時候
[00:06:33.700 --> 00:06:39.700]  也說「我們在天上的父,我們是天上的父親」
[00:06:40.700 --> 00:06:47.700]  新約聖經是用希臘文(Hebrew)來寫的
[00:06:47.700 --> 00:06:58.700]  所以在新約聖經裡「父親」這個詞是希臘文的pater
[00:06:58.700 --> 00:07:02.700]  英文的paternalism有關的一個詞
[00:07:02.700 --> 00:07:04.700]  pater
[00:07:04.700 --> 00:07:09.700]  但是耶穌和滿妥他們說的仍然不是希臘文
[00:07:09.700 --> 00:07:16.700]  他們說的語言都是阿拉姆語(Aramaic)
[00:07:16.700 --> 00:07:25.700]  阿拉姆語是跟希伯來文接近的一種方言
[00:07:25.700 --> 00:07:34.700]  所以希伯來文和阿拉姆語是一種親戚的語言
[00:07:35.700 --> 00:07:43.700]  所以當時耶穌基督用的說法應該不是pater不是希臘文
[00:07:43.700 --> 00:07:48.700]  當然是當時他們說的阿拉姆語
[00:07:48.700 --> 00:07:50.700]  就是「阿爸」
[00:07:50.700 --> 00:07:56.700]  耶穌和滿妥他們說的說法是「阿爸父」
[00:07:56.700 --> 00:08:05.700]  「阿爸」是當時小朋友叫父親的時候很親密的說法
[00:08:05.700 --> 00:08:09.700]  就像英文的dad、daddy一樣
[00:08:09.700 --> 00:08:13.700]  所以很多人說
[00:08:13.700 --> 00:08:17.700]  我們現在可以稱呼順帶為「天父」、「阿爸」
[00:08:17.700 --> 00:08:20.700]  而且是很親密的說法
[00:08:20.700 --> 00:08:28.700]  這個東西對一般人來說
[00:08:28.700 --> 00:08:33.700]  真是打開他們的眼睛一樣
[00:08:33.700 --> 00:08:37.700]  是很新鮮的信息
[00:08:37.700 --> 00:08:56.700]  《羅馬書》指出:「因為凡被神的靈引導的都是神的兒子
[00:08:56.700 --> 00:09:04.700]  你們所領受的不是奴僕的靈
[00:09:04.700 --> 00:09:07.700]  你應該害怕
[00:09:07.700 --> 00:09:12.700]  所領受的是兒子名分的靈
[00:09:12.700 --> 00:09:20.700]  因此我們呼叫阿爸父
[00:09:20.700 --> 00:09:23.700]  這也是為了提醒我們
[00:09:23.700 --> 00:09:30.700]  我們每個人是順帶的兒女」
[00:09:30.700 --> 00:09:37.700]  剛才我說的整個聖經是用希臘文來寫的
[00:09:37.700 --> 00:09:39.700]  這兩組
[00:09:39.700 --> 00:09:41.700]  耶穌所說的話
[00:09:41.700 --> 00:09:43.700]  在聖經裡面的耶穌所說的話
[00:09:43.700 --> 00:09:48.700]  都是翻譯的
[00:09:48.700 --> 00:09:55.700]  所以耶穌原本應該說的「阿爸」
[00:09:55.700 --> 00:09:58.700]  阿拉姆要的「阿爸」的部分
[00:09:58.700 --> 00:10:05.700]  大部分基本上翻譯為希臘文的「Pater」
[00:10:05.700 --> 00:10:09.700]  其實在聖約聖經裡面
[00:10:09.700 --> 00:10:18.700]  只有三個地方保留「阿拉姆要阿爸」這個字
[00:10:18.700 --> 00:10:20.700]  其中兩個是保留在
[00:10:20.700 --> 00:10:25.700]  《羅馬書》和《迦拉提書》裡面使用的
[00:10:25.700 --> 00:10:31.700]  第三個就是《馬可福音書》第十四章
[00:10:31.700 --> 00:10:38.700]  第三十二節到三十六節那邊有
[00:10:38.700 --> 00:10:45.700]  這個經文這個部分
[00:10:45.700 --> 00:10:50.700]  是耶穌基督快要背起十字架之前
[00:10:50.700 --> 00:10:54.700]  在一個地方叫「赫西瑪尼」
[00:10:54.700 --> 00:11:03.700]  一個地方禱告的時候的故事
[00:11:03.700 --> 00:11:05.700]  《馬可福音書》是這樣說的
[00:11:05.700 --> 00:11:10.700]  耶穌驚恐其來
[00:11:10.700 --> 00:11:13.700]  極其難過
[00:11:13.700 --> 00:11:16.700]  然後耶穌這樣說
[00:11:16.700 --> 00:11:20.700]  我心裡非常憂傷
[00:11:20.700 --> 00:11:22.700]  幾乎要死
[00:11:22.700 --> 00:11:25.700]  然後他這樣說
