
[00:00:00.000 --> 00:00:05.000]  《錄音》或《錄影》的版權是屬於基督教宣導會不覺堂所有
[00:00:05.000 --> 00:00:09.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:09.000 --> 00:00:13.000]  歡迎你將此《錄音》或《錄影》的連結傳給親友
[00:00:13.000 --> 00:00:19.000]  懇請注意未經授權請勿轉錄或剪輯本《錄音》或《錄影》
[00:00:19.000 --> 00:00:24.000]  甚願好像《使徒行傳》二十章三十二節下所說
[00:00:24.000 --> 00:00:30.000]  「這道能建立你們,叫你們和一切誠誠的人同得基業」
[00:00:54.000 --> 00:00:58.000]  又讓我們知道如何去跟從主你的心意
[00:00:58.000 --> 00:01:01.000]  為我們這個世代去受望
[00:01:01.000 --> 00:01:04.000]  我們從心祈禱是奉耶穌基督的名字
[00:01:04.000 --> 00:01:05.000]  阿們
[00:01:05.000 --> 00:01:08.000]  今天是社關主日
[00:01:08.000 --> 00:01:13.000]  我們會透過時事記十七、十八章的訊息去思想
[00:01:13.000 --> 00:01:16.000]  我們應該或可以怎樣去到
[00:01:16.000 --> 00:01:21.000]  為我們所關心的這個世代去受望、祈禱
[00:01:21.000 --> 00:01:24.000]  講到時事記的時候
[00:01:24.000 --> 00:01:28.000]  大家通常都會記得很多稱為士師的人物
[00:01:28.000 --> 00:01:31.000]  那些人物多數都是一些勇士
[00:01:31.000 --> 00:01:33.000]  很有力量
[00:01:33.000 --> 00:01:35.000]  打仗很厲害
[00:01:35.000 --> 00:01:38.000]  神給他們有這種力量
[00:01:38.000 --> 00:01:43.000]  他們透過神給他們的大能大力
[00:01:43.000 --> 00:01:48.000]  去戰勝那些侵害以色列人的仇敵
[00:01:48.000 --> 00:01:51.000]  但是當以色列人離開上帝的時候
[00:01:51.000 --> 00:01:55.000]  他們就被周圍的敵人攻打
[00:01:55.000 --> 00:01:57.000]  這是神給他們的懲罰
[00:01:57.000 --> 00:01:58.000]  當他們悔改的時候
[00:01:58.000 --> 00:02:02.000]  神就興起士師去拯救他們
[00:02:02.000 --> 00:02:05.000]  但是當以色列人得救之後又犯罪
[00:02:05.000 --> 00:02:07.000]  犯罪之後又悔改
[00:02:07.000 --> 00:02:10.000]  反反覆覆經過很多次的犯罪
[00:02:10.000 --> 00:02:12.000]  很多次的悔改
[00:02:12.000 --> 00:02:14.000]  很多個的事先
[00:02:14.000 --> 00:02:16.000]  這些士師的人物
[00:02:16.000 --> 00:02:18.000]  我們比較熟悉的可能是
[00:02:18.000 --> 00:02:23.000]  基奮、底波拉、貪孫、耶不他、摩托列
[00:02:23.000 --> 00:02:25.000]  其實還有十幾個
