
[00:00:00.000 --> 00:00:05.000]  我們聆聽神的話語之前,再一次在神面前禱告。
[00:00:05.000 --> 00:00:10.000]  慈悲引開天父,求祢指教我們,
[00:00:10.000 --> 00:00:13.000]  從撒瑪利亞這個得救的婦人,
[00:00:13.000 --> 00:00:15.000]  從門徒的身上,
[00:00:15.000 --> 00:00:17.000]  亦從耶穌的身上,
[00:00:17.000 --> 00:00:21.000]  認識祢的救恩是何等偉大。
[00:00:21.000 --> 00:00:25.000]  聖經講到流淚殺腫的必歡呼收割,
[00:00:25.000 --> 00:00:28.000]  主大是我們覺得很軟弱,
[00:00:28.000 --> 00:00:30.000]  因為在那麼多的屬靈操練裡面,
[00:00:30.000 --> 00:00:35.000]  我們覺得最難最難就是要彈全腹音,
[00:00:35.000 --> 00:00:38.000]  因為改變一個人是多麼困難,
[00:00:38.000 --> 00:00:40.000]  我們要先改變自己,
[00:00:40.000 --> 00:00:43.000]  然後才可以有力量去改變人,
[00:00:43.000 --> 00:00:47.000]  有時我們都覺得這些改變是多麼困難,
[00:00:47.000 --> 00:00:50.000]  主有時我們想改變自己都改變不到,
[00:00:50.000 --> 00:00:52.000]  我們沒有信心,
[00:00:52.000 --> 00:00:58.000]  但求祢堅固我們,叫我們學習耶穌的榜樣,
[00:00:58.000 --> 00:01:01.000]  叫我們明白我們的身份,
[00:01:01.000 --> 00:01:03.000]  要知道我們的召命,
[00:01:03.000 --> 00:01:05.000]  求神祢加添我們力量,
[00:01:05.000 --> 00:01:08.000]  懂得把握機會去和人分享福音,
[00:01:08.000 --> 00:01:10.000]  求祢帶領我們,
[00:01:10.000 --> 00:01:13.000]  聽我們同心祈禱奉耶穌基督的聖名。
[00:01:13.000 --> 00:01:18.000]  改變人是很困難的事,
[00:01:18.000 --> 00:01:20.000]  有多少個你認同的請你拍手,
[00:01:20.000 --> 00:01:22.000]  一二三。
[00:01:22.000 --> 00:01:26.000]  改變自己也是很難的事,
[00:01:26.000 --> 00:01:27.000]  如果你認同的請你拍手,
[00:01:27.000 --> 00:01:29.000]  一二三。
[00:01:29.000 --> 00:01:32.000]  這個世界有什麼可以改變呢?
[00:01:32.000 --> 00:01:34.000]  都沒有什麼可以改變,
[00:01:34.000 --> 00:01:41.000]  所以為什麼奧巴馬八年前的競選口號就是改變,
[00:01:41.000 --> 00:01:44.000]  所以八年後有什麼改變?
[00:01:44.000 --> 00:01:47.000]  就變了一個特朗普出來,
[00:01:47.000 --> 00:01:53.000]  所以現在改變好像很難,
[00:01:53.000 --> 00:01:57.000]  大家對香港的未來有沒有期待改變?
[00:01:57.000 --> 00:01:58.000]  有的,
[00:01:58.000 --> 00:02:02.000]  但有多大可能改變呢?
[00:02:02.000 --> 00:02:07.000]  不用說了,我想大家都知道,
[00:02:07.000 --> 00:02:10.000]  改變是一個很特別的課題,
[00:02:10.000 --> 00:02:15.000]  很多人在不同學科都研究關於改變,
[00:02:16.000 --> 00:02:18.000]  我們說傳福音,
[00:02:18.000 --> 00:02:23.000]  就是要幫一個人改變他的一些世界觀,
[00:02:23.000 --> 00:02:25.000]  有時我們覺得很難,
[00:02:25.000 --> 00:02:27.000]  有時想他聽我們說,
[00:02:27.000 --> 00:02:29.000]  不是說他接不接受,
[00:02:29.000 --> 00:02:30.000]  都很困難,
[00:02:30.000 --> 00:02:33.000]  改變一個人是何等的困難呢?
[00:02:33.000 --> 00:02:35.000]  有時我們做婚前輔導,
[00:02:35.000 --> 00:02:37.000]  我們都會跟他說,
[00:02:37.000 --> 00:02:43.000]  你不要想著結了婚對方就會改,
[00:02:43.000 --> 00:02:44.000]  不會的,
[00:02:44.000 --> 00:02:48.000]  你聽過有些爸爸會答應太太說,
[00:02:48.000 --> 00:02:52.000]  行了,你生了孩子我就戒煙,
[00:02:52.000 --> 00:02:53.000]  聽過吧?
[00:02:53.000 --> 00:02:55.000]  生了之後有沒有戒?
[00:02:55.000 --> 00:02:57.000]  當然沒有了,
[00:02:57.000 --> 00:02:59.000]  他大一點我就戒了,
[00:02:59.000 --> 00:03:01.000]  我戒煙,
[00:03:01.000 --> 00:03:03.000]  做不到,
[00:03:03.000 --> 00:03:05.000]  不過最後是戒煙不了,
[00:03:05.000 --> 00:03:06.000]  戒不了,
[00:03:06.000 --> 00:03:13.000]  很多人覺得可以改變,
[00:03:13.000 --> 00:03:16.000]  理性上是可以的,
[00:03:16.000 --> 00:03:17.000]  很容易而已,
[00:03:17.000 --> 00:03:19.000]  也有人做到,
[00:03:19.000 --> 00:03:22.000]  但無奈很多人也是不行,
[00:03:22.000 --> 00:03:24.000]  戒毒難不難?
[00:03:24.000 --> 00:03:26.000]  戒毒更難,
[00:03:26.000 --> 00:03:28.000]  有時我們想像,
[00:03:28.000 --> 00:03:30.000]  如果我們自己吸毒,
[00:03:30.000 --> 00:03:35.000]  萬一自己不慎沾上毒癮,
[00:03:35.000 --> 00:03:37.000]  我們戒不戒到呢?
[00:03:37.000 --> 00:03:39.000]  我們都很難說,
[00:03:39.000 --> 00:03:43.000]  很辛苦,染上毒癮,
[00:03:43.000 --> 00:03:47.000]  要改變是多麼困難,
[00:03:47.000 --> 00:03:50.000]  要改變自己,改變別人是多麼困難,
[00:03:50.000 --> 00:03:51.000]  但你要知道,
[00:03:51.000 --> 00:03:53.000]  福音是神的大能,
[00:03:53.000 --> 00:03:56.000]  或者要拯救一切相信的人,
[00:03:56.000 --> 00:04:01.000]  還有福音有時甚至不在乎我們行不行,
[00:04:01.000 --> 00:04:04.000]  是福音自己有大能,
[00:04:04.000 --> 00:04:09.000]  有一個很出名的報道會牧師,
[00:04:09.000 --> 00:04:11.000]  在50年代,
[00:04:11.000 --> 00:04:14.000]  他開了好幾場報道會,
[00:04:14.000 --> 00:04:16.000]  在旺角的戲院,
[00:04:16.000 --> 00:04:18.000]  傳福音呼召,
[00:04:18.000 --> 00:04:19.000]  很多人信主,
[00:04:19.000 --> 00:04:21.000]  神很使用他,
[00:04:21.000 --> 00:04:22.000]  但有一天,
[00:04:22.000 --> 00:04:25.000]  人們經常讚賞他,
[00:04:25.000 --> 00:04:26.000]  你講道,
[00:04:26.000 --> 00:04:28.000]  你傳福音真有恩賜,真好,
[00:04:28.000 --> 00:04:30.000]  神真使用你,
[00:04:30.000 --> 00:04:33.000]  有一天他突然有個想法,
[00:04:33.000 --> 00:04:35.000]  像剛才那樣,
[00:04:35.000 --> 00:04:36.000]  領完詩,
[00:04:36.000 --> 00:04:38.000]  他不講報道訊息,
[00:04:38.000 --> 00:04:41.000]  他一路叫詩琴彈回應歌,
[00:04:41.000 --> 00:04:43.000]  然後呼召,
[00:04:43.000 --> 00:04:46.000]  很多人出來信主,
[00:04:46.000 --> 00:04:49.000]  最後他發覺其實不用講訊息,
[00:04:49.000 --> 00:04:51.000]  人們已經預備好了,
[00:04:51.000 --> 00:04:53.000]  還不停地,
[00:04:53.000 --> 00:04:54.000]  你知道嗎?
[00:04:54.000 --> 00:04:56.000]  我不知道你有沒有去過賣東西,
[00:04:56.000 --> 00:04:57.000]  那個賣東西給你,
[00:04:57.000 --> 00:04:58.000]  不停地下嘴,
[00:04:58.000 --> 00:04:59.000]  其實你已經決定賣了,
[00:04:59.000 --> 00:05:01.000]  但不用講了,
[00:05:01.000 --> 00:05:03.000]  我還未講完,
[00:05:03.000 --> 00:05:06.000]  不用講了,
[00:05:06.000 --> 00:05:07.000]  我已經預備好信主,
[00:05:07.000 --> 00:05:09.000]  你不用講了,
[00:05:09.000 --> 00:05:10.000]  你不讓我講,
[00:05:10.000 --> 00:05:11.000]  我交不了數,
[00:05:11.000 --> 00:05:15.000]  三福要出十次,
[00:05:15.000 --> 00:05:16.000]  很尷尬,
[00:05:16.000 --> 00:05:17.000]  不是吧,
[00:05:17.000 --> 00:05:18.000]  我信得,
[00:05:18.000 --> 00:05:20.000]  你不用講了,
[00:05:20.000 --> 00:05:21.000]  多好,
[00:05:21.000 --> 00:05:24.000]  但改變一個人,
[00:05:24.000 --> 00:05:25.000]  是很獨特,
[00:05:25.000 --> 00:05:27.000]  是神去改變人,
[00:05:27.000 --> 00:05:28.000]  你記住,
[00:05:28.000 --> 00:05:30.000]  不是我們去改變人,
[00:05:30.000 --> 00:05:32.000]  有一個見證,
[00:05:32.000 --> 00:05:34.000]  在條頸嶺,
[00:05:34.000 --> 00:05:40.000]  在六、七十年代,
[00:05:40.000 --> 00:05:42.000]  什麼時候,
[00:05:42.000 --> 00:05:43.000]  我不記得了,
[00:05:43.000 --> 00:05:47.000]  有一個叫曹姑娘的人,
[00:05:47.000 --> 00:05:48.000]  她是一個老師,
[00:05:48.000 --> 00:05:51.000]  後來她又做了傳道,
[00:05:51.000 --> 00:05:54.000]  她在條頸嶺周圍傳福音,
[00:05:54.000 --> 00:05:55.000]  很熱心,
[00:05:55.000 --> 00:05:56.000]  出了名,
[00:05:56.000 --> 00:05:57.000]  但她最出名,
[00:05:57.000 --> 00:05:58.000]  不只是傳福音,
[00:05:58.000 --> 00:06:00.000]  最出名就是,
[00:06:00.000 --> 00:06:02.000]  每一次她傳福音,
[00:06:02.000 --> 00:06:05.000]  很多街坊都這樣回應她,
[00:06:05.000 --> 00:06:07.000]  回應她什麼?
[00:06:07.000 --> 00:06:09.000]  你先帶著你的兒子信主,
[00:06:09.000 --> 00:06:12.000]  因為她自己做傳道人,
[00:06:12.000 --> 00:06:14.000]  周圍跟街坊傳福音,
[00:06:14.000 --> 00:06:16.000]  她兒子在條頸嶺,
[00:06:16.000 --> 00:06:18.000]  是吸毒的引君子,
[00:06:18.000 --> 00:06:21.000]  又是黑社會的人,
[00:06:21.000 --> 00:06:22.000]  你有沒有想過,
[00:06:22.000 --> 00:06:26.000]  如果我有個兒子,
[00:06:26.000 --> 00:06:28.000]  就好像Ivan,
[00:06:28.000 --> 00:06:30.000]  Ivan這麼帥的兒子,
[00:06:30.000 --> 00:06:32.000]  Ivan應該挺帥的,
[00:06:32.000 --> 00:06:34.000]  對,
[00:06:34.000 --> 00:06:36.000]  對,
[00:06:36.000 --> 00:06:39.000]  這個比較肯定,
[00:06:39.000 --> 00:06:42.000]  如果我有個兒子,
[00:06:42.000 --> 00:06:43.000]  很帥,
[00:06:43.000 --> 00:06:45.000]  但他吸毒,
[00:06:45.000 --> 00:06:47.000]  然後我去跟別人傳福音,
[00:06:47.000 --> 00:06:49.000]  你有什麼感覺?
[00:06:49.000 --> 00:06:50.000]  這個曹姑娘,
[00:06:50.000 --> 00:06:52.000]  在條頸嶺出了名,
[00:06:52.000 --> 00:06:53.000]  很好人,
[00:06:53.000 --> 00:06:55.000]  兩夫妻很好人,
[00:06:55.000 --> 00:06:57.000]  她讀完師範,
[00:06:57.000 --> 00:06:58.000]  教書,
[00:06:58.000 --> 00:06:59.000]  做傳道,
[00:06:59.000 --> 00:07:01.000]  但自己的兒子不肯信主,
[00:07:01.000 --> 00:07:05.000]  還吸毒入黑社會,
[00:07:05.000 --> 00:07:06.000]  最後為了吸毒,
[00:07:06.000 --> 00:07:08.000]  去打劫,
[00:07:08.000 --> 00:07:10.000]  十年時間,
[00:07:10.000 --> 00:07:12.000]  她求了兒子很多次,
[00:07:12.000 --> 00:07:13.000]  幫了很多次,
[00:07:13.000 --> 00:07:14.000]  用盡方法,
[00:07:14.000 --> 00:07:15.000]  兒子被人砍,
