
[00:00:00.000 --> 00:00:05.080]  我會和大家先看尼西米基的第二章,秘而後宣。
[00:00:05.080 --> 00:00:08.280]  一些東西好像很神秘,隱藏著,
[00:00:08.280 --> 00:00:10.760]  但最終其實是會宣告出來。
[00:00:10.760 --> 00:00:13.400]  但可能有些人不是很熟悉尼西米基,
[00:00:13.400 --> 00:00:17.400]  所以我會先和大家看看過去一些的背景。
[00:00:17.400 --> 00:00:20.240]  尼西米基原本是猶太人,
[00:00:20.240 --> 00:00:22.240]  但國家滅亡了,
[00:00:22.240 --> 00:00:25.600]  他是一個亡國奴,在波斯王朝裏面,
[00:00:25.600 --> 00:00:28.400]  但卻被王尼西米基重用,
[00:00:28.400 --> 00:00:30.200]  成為一個酒精,
[00:00:30.200 --> 00:00:32.200]  酒精不只是針酒,
[00:00:32.200 --> 00:00:34.200]  他要來打理王的膳食,
[00:00:34.200 --> 00:00:39.920]  更加要好地保護王,免得王的食物裏面會下毒的。
[00:00:39.920 --> 00:00:42.400]  下一集,衛食奴會講到,
[00:00:42.400 --> 00:00:44.400]  那個皇帝吃的東西是有毒的,
[00:00:44.400 --> 00:00:45.600]  他就會吐出來,
[00:00:45.600 --> 00:00:49.120]  所以酒精是非常重要的。
[00:00:49.120 --> 00:00:51.120]  但是有一天,
[00:00:51.120 --> 00:00:54.880]  尼西米就聽到他的同胞來探望他,
[00:00:54.880 --> 00:01:01.160]  告訴他,他自己的故鄉耶路撒冷城牆被燒毀,
[00:01:01.160 --> 00:01:03.160]  城門也破損了,
[00:01:03.160 --> 00:01:07.080]  他們被外敵挖苦凌辱,
[00:01:07.080 --> 00:01:09.080]  他心裏很難過,
[00:01:09.080 --> 00:01:12.480]  於是他坐下哭泣禁食,
[00:01:12.480 --> 00:01:17.680]  他接著在神面前禱告求神幫助他,
[00:01:17.680 --> 00:01:20.680]  三軍未動,但祈禱先行,
[00:01:20.680 --> 00:01:23.080]  求神引導他。
[00:01:23.080 --> 00:01:27.080]  有一天,他在王的面前視酒,
[00:01:27.080 --> 00:01:30.080]  尼西米應該是一個非常樂觀的人,
[00:01:30.080 --> 00:01:33.080]  但那天他竟然面帶愁容,
[00:01:33.080 --> 00:01:36.080]  他不是刻意刻意告訴王,
[00:01:36.080 --> 00:01:40.080]  而是從心裏流露這種不開心的情況,
[00:01:40.080 --> 00:01:43.080]  王問他,為何你這麼不開心?
[00:01:43.080 --> 00:01:46.080]  他很害怕,聖經記載,
[00:01:46.080 --> 00:01:48.080]  他去回應王的時候,
[00:01:48.080 --> 00:01:52.080]  心裏一直在祈禱,
[00:01:52.080 --> 00:01:56.080]  於是他就說出他國家裏面的需要,
[00:01:56.080 --> 00:01:58.080]  接著他就提出申請,
[00:01:58.080 --> 00:02:00.080]  我可不可以回國,
[00:02:00.080 --> 00:02:06.080]  去重建我已經破壞了的故鄉的城牆呢?
[00:02:06.080 --> 00:02:08.080]  王竟然恩准,
[00:02:08.080 --> 00:02:12.080]  接著就問他,你會拿多久假期?
[00:02:12.080 --> 00:02:15.080]  他又說得出大概要用多少時間,
[00:02:15.080 --> 00:02:17.080]  更加非常聰明,
[00:02:17.080 --> 00:02:21.080]  他要求王給他一份詔書,
[00:02:21.080 --> 00:02:23.080]  即是今日的通行證,
[00:02:23.080 --> 00:02:25.080]  王給完詔書之後,
[00:02:25.080 --> 00:02:29.080]  他又說今日我們的故鄉其實是沒有木材的,
[00:02:29.080 --> 00:02:32.080]  你可不可以給我們一些木材呢?
[00:02:32.080 --> 00:02:34.080]  王又批准,
[00:02:34.080 --> 00:02:39.080]  我們看到這一切其實是事先有計劃的,
[00:02:39.080 --> 00:02:41.080]  他不會只是去想的,
[00:02:41.080 --> 00:02:43.080]  或者不只是去祈禱的,
[00:02:43.080 --> 00:02:45.080]  所以當王一問他的時候,
[00:02:45.080 --> 00:02:48.080]  他可以很詳細地列出來,
[00:02:48.080 --> 00:02:52.080]  所以我們上次看到祈禱不代表我們沒有思想,
[00:02:52.080 --> 00:02:54.080]  祈禱不等於我們沒有計劃,
[00:02:54.080 --> 00:02:57.080]  我們要兩者來帶去並行,
[00:02:57.080 --> 00:03:04.080]  今日我們會看尼西米回到他自己的故鄉耶路撒冷所發生的事,
[00:03:04.080 --> 00:03:06.080]  剛才我所說的那些,
[00:03:06.080 --> 00:03:08.080]  如果你沒有聽過的時候,
[00:03:08.080 --> 00:03:10.080]  你可以上網來聽,
[00:03:10.080 --> 00:03:12.080]  請大家把我們的電話關掉,
[00:03:12.080 --> 00:03:14.080]  轉到震機,
[00:03:14.080 --> 00:03:18.080]  那些音樂聲我很容易隨音樂而起舞,
[00:03:18.080 --> 00:03:20.080]  很影響到我,
[00:03:20.080 --> 00:03:22.080]  因為我的集中力不是很強,
[00:03:22.080 --> 00:03:24.080]  特別如果我們要講電話的話,
[00:03:24.080 --> 00:03:26.080]  就更加要,
[00:03:26.080 --> 00:03:28.080]  有些人特別是老人家,
[00:03:28.080 --> 00:03:30.080]  可能不太懂得怎樣調整震機,
[00:03:30.080 --> 00:03:33.080]  請隔壁的幫他和他打爛就可以了,
[00:03:33.080 --> 00:03:35.080]  就不會有聲音了,
[00:03:35.080 --> 00:03:40.080]  或者可以請他到外面來調整震機,
[00:03:40.080 --> 00:03:47.080]  有沒有同工可不可以和我尼西米帶那些肢體出去外面,
[00:03:47.080 --> 00:03:50.080]  幫他把那部機調整成震機,
[00:03:50.080 --> 00:03:53.080]  我們希望有同工會在我們這個場會裏面來,
[00:03:53.080 --> 00:03:55.080]  就不是在外面,
[00:03:55.080 --> 00:04:02.080]  我們看到尼西米尼大人去搜集一些資料,
[00:04:02.080 --> 00:04:04.080]  神祝福尼西米,
[00:04:04.080 --> 00:04:06.080]  尼西米終於來到起程了,
[00:04:06.080 --> 00:04:08.080]  他回到自己的故鄉,
[00:04:08.080 --> 00:04:11.080]  在尼西米第二章第九第十兩節,
[00:04:11.080 --> 00:04:12.080]  我們不讀,
[00:04:12.080 --> 00:04:13.080]  我們會看到,
[00:04:13.080 --> 00:04:17.080]  王甚至差派一些軍長和馬兵,
[00:04:17.080 --> 00:04:20.080]  去護送他出城,
[00:04:20.080 --> 00:04:23.080]  他到了其中一個省份裏面,
[00:04:23.080 --> 00:04:26.080]  尼西米一早已經預計到,
[00:04:26.080 --> 00:04:28.080]  有人會針對他,
[00:04:28.080 --> 00:04:31.080]  所以他就去問王,
[00:04:31.080 --> 00:04:33.080]  先拿了詔書,
[00:04:33.080 --> 00:04:38.080]  針對他的人不想讓他去過境,
[00:04:38.080 --> 00:04:41.080]  但是尼西米就把這份詔書拿出來,
[00:04:41.080 --> 00:04:44.080]  所以針對他的人就很生氣,
[00:04:44.080 --> 00:04:49.080]  這個就是和倫人參巴拉和阿滿人多比亞,
[00:04:49.080 --> 00:04:50.080]  他雖然生氣,
[00:04:50.080 --> 00:04:52.080]  但是沒有辦法,
[00:04:52.080 --> 00:04:55.080]  因為王已經給了他詔書,
[00:04:55.080 --> 00:04:58.080]  所以我們很清楚看到一個領袖的質素是怎樣,
[00:04:58.080 --> 00:05:03.080]  他是會預計到未來發生什麼問題,
[00:05:03.080 --> 00:05:06.080]  有什麼困難和挑戰,
[00:05:06.080 --> 00:05:08.080]  然後及早作出部署,
[00:05:08.080 --> 00:05:10.080]  這個是很重要,
[00:05:10.080 --> 00:05:13.080]  由巴比倫去到耶路撒冷,
[00:05:13.080 --> 00:05:17.080]  我們不知道大概距離有多遠,
[00:05:17.080 --> 00:05:20.080]  大概要走三百里路,
[00:05:20.080 --> 00:05:22.080]  如果繞道而行的話,
[00:05:22.080 --> 00:05:26.080]  就要雙倍的時間,
[00:05:26.080 --> 00:05:29.080]  不要忘記那時候不是坐飛機,
[00:05:29.080 --> 00:05:30.080]  是走路的,
[00:05:30.080 --> 00:05:34.080]  所以三百里路大概要用多久呢?
[00:05:34.080 --> 00:05:36.080]  是要用四個月的時間,
[00:05:36.080 --> 00:05:41.080]  尼西米由他工作的地方回到故鄉,
[00:05:41.080 --> 00:05:43.080]  用了四個多月的時間,
[00:05:43.080 --> 00:05:45.080]  聖經裡面記載,
[00:05:45.080 --> 00:05:51.080]  他在耶路撒冷住了三天的時間,
[00:05:51.080 --> 00:05:53.080]  在這三天之後,
[00:05:53.080 --> 00:05:54.080]  他做了什麼事呢?
[00:05:54.080 --> 00:05:56.080]  我們一起唸尼西米記第二章,
[00:05:56.080 --> 00:05:59.080]  十二和十六節,
[00:05:59.080 --> 00:06:01.080]  我們一起唸出。
[00:06:24.080 --> 00:06:31.080]  這裏很清楚,
[00:06:31.080 --> 00:06:34.080]  尼西米沒有大鑼大鼓,
[00:06:34.080 --> 00:06:36.080]  招聚一班人,
[00:06:36.080 --> 00:06:40.080]  然後和他一起巡視城牆,
[00:06:40.080 --> 00:06:43.080]  好深體會到一個領袖,
[00:06:43.080 --> 00:06:46.080]  往往是先天下之憂而憂,
[00:06:46.080 --> 00:06:48.080]  後天下之樂而樂,
[00:06:48.080 --> 00:06:52.080]  他背負著的擔子是非常沉重,
[00:06:52.080 --> 00:06:55.080]  他關心自己的子民,
[00:06:55.080 --> 00:06:58.080]  他要去了解那些情況是怎樣,
[00:06:58.080 --> 00:07:01.080]  如果我們熟悉聖經都知道,
[00:07:01.080 --> 00:07:04.080]  當日帶領以色列人出埃及,
[00:07:04.080 --> 00:07:06.080]  摩西離開了,
[00:07:06.080 --> 00:07:08.080]  接著就是約書亞,
[00:07:08.080 --> 00:07:11.080]  約書亞帶領這班群眾去很大的壓力,
[00:07:11.080 --> 00:07:13.080]  因為一個約旦河,
[00:07:13.080 --> 00:07:17.080]  就要面對一個牢不可破的耶利哥城,
[00:07:17.080 --> 00:07:20.080]  約書亞都不知道怎麼辦,
[00:07:20.080 --> 00:07:22.080]  怎樣打這場仗呢?
[00:07:22.080 --> 00:07:24.080]  聖經裏面記載夜晚,
[00:07:24.080 --> 00:07:27.080]  約書亞一個人出來,
[00:07:27.080 --> 00:07:29.080]  尼丹亞去觀察,
[00:07:29.080 --> 00:07:32.080]  他在想怎樣打這場仗,
[00:07:32.080 --> 00:07:36.080]  就在那晚去遇到神,
[00:07:36.080 --> 00:07:41.080]  神就說我要去掌管這隊軍隊,
[00:07:41.080 --> 00:07:44.080]  約書亞甘心樂意交出這個稅印,
[00:07:44.080 --> 00:07:46.080]  然後聽神的指示,
[00:07:46.080 --> 00:07:48.080]  怎樣打這場仗,
[00:07:48.080 --> 00:07:52.080]  所以一個領袖往往有時很孤單地,
