
[00:00:00.000 --> 00:00:01.500]  各位節目友好
[00:00:01.500 --> 00:00:03.600]  我們今天一起看這個課題
[00:00:03.600 --> 00:00:05.400]  對我們很有意思
[00:00:05.400 --> 00:00:08.400]  特別今天我們在香港的時候
[00:00:08.400 --> 00:00:11.400]  請我們一起禱告
[00:00:11.400 --> 00:00:12.400]  慈悲的顛覆
[00:00:12.400 --> 00:00:15.400]  我們求主祢開我們的眼睛
[00:00:15.400 --> 00:00:17.900]  看到祢自己的話語的奇妙
[00:00:17.900 --> 00:00:21.900]  又幫助我們一同去學習這個課題
[00:00:21.900 --> 00:00:24.500]  信徒怎樣去持定我們的生命
[00:00:24.500 --> 00:00:25.500]  一些的特質
[00:00:25.500 --> 00:00:26.900]  我們的身份
[00:00:26.900 --> 00:00:27.900]  我們這樣的祈禱
[00:00:27.900 --> 00:00:29.800]  奉主耶穌基督的名
[00:00:29.800 --> 00:00:30.800]  阿門
[00:00:30.800 --> 00:00:37.300]  我讀書的時候去了美國
[00:00:37.300 --> 00:00:38.300]  讀大學的時候
[00:00:38.300 --> 00:00:40.300]  然後讀完書之後
[00:00:40.300 --> 00:00:43.300]  我就開始去找一份工作
[00:00:43.300 --> 00:00:46.300]  有一個基督教的機構請了我
[00:00:46.300 --> 00:00:49.300]  做一個影音的工作
[00:00:49.300 --> 00:00:50.300]  我讀電影
[00:00:50.300 --> 00:00:55.300]  當時我就開始申請一個叫做實習
[00:00:55.300 --> 00:00:56.300]  就是如果讀完書
[00:00:56.300 --> 00:00:58.300]  你會做一個實習的申請
[00:00:58.300 --> 00:01:03.300]  以至於你能夠居留在這個地方做工
[00:01:03.300 --> 00:01:06.300]  我就填寫這份申請表
[00:01:06.300 --> 00:01:09.300]  有一格就問了一個問題
[00:01:09.300 --> 00:01:12.300]  有沒有在美國犯了法
[00:01:12.300 --> 00:01:14.300]  我想一下有什麼犯法
[00:01:14.300 --> 00:01:16.300]  我想起一件事
[00:01:16.300 --> 00:01:18.300]  就是當我在美國讀書的時候
[00:01:18.300 --> 00:01:24.300]  我希望減輕一些爸爸媽媽的費用
[00:01:24.300 --> 00:01:26.300]  我不如找個工作
[00:01:26.300 --> 00:01:29.300]  大家知道在美國做工是犯法的
[00:01:29.300 --> 00:01:30.300]  是不應該的
[00:01:30.300 --> 00:01:33.300]  我很高興找到一份工作
[00:01:33.300 --> 00:01:35.300]  是做炸辣椒
[00:01:35.300 --> 00:01:39.300]  就是那些辣椒廠
[00:01:39.300 --> 00:01:41.300]  就丟在機器上
[00:01:41.300 --> 00:01:43.300]  一開始我又不懂
[00:01:43.300 --> 00:01:44.300]  沒有帶手套
[00:01:44.300 --> 00:01:48.300]  做完之後整隻手都燒得很厲害
[00:01:48.300 --> 00:01:51.300]  後來我就很高興告訴我媽媽
[00:01:51.300 --> 00:01:53.300]  我找到一份工作
[00:01:53.300 --> 00:01:55.300]  我也有幫補一下家裡
[00:01:55.300 --> 00:01:59.300]  誰知道媽媽說千萬不要再做下去
[00:01:59.300 --> 00:02:03.300]  否則會被人趕回香港
[00:02:03.300 --> 00:02:05.300]  就是這件事
[00:02:05.300 --> 00:02:07.300]  做了半天的工作
[00:02:07.300 --> 00:02:10.300]  我填寫這份申請表的時候
[00:02:10.300 --> 00:02:11.300]  我想一下
[00:02:11.300 --> 00:02:13.300]  如果我填寫了
[00:02:13.300 --> 00:02:14.300]  做的話
[00:02:14.300 --> 00:02:17.300]  看來機會又打折扣了
[00:02:17.300 --> 00:02:18.300]  想了很久
[00:02:18.300 --> 00:02:20.300]  反反覆覆
[00:02:20.300 --> 00:02:25.300]  差不多想了很久
[00:02:25.300 --> 00:02:26.300]  結果都寫了
[00:02:26.300 --> 00:02:27.300]  我有做了
[00:02:27.300 --> 00:02:30.300]  我有半天的非法工作
[00:02:30.300 --> 00:02:32.300]  很單純
[00:02:32.300 --> 00:02:34.300]  寫了一封信
[00:02:34.300 --> 00:02:36.300]  解釋當時的困境
[00:02:36.300 --> 00:02:38.300]  為什麼要做這個工作
[00:02:38.300 --> 00:02:40.300]  寄了回去
[00:02:40.300 --> 00:02:42.300]  結果如是者
[00:02:42.300 --> 00:02:44.300]  公司一直聘請我
[00:02:44.300 --> 00:02:48.300]  接著我就收到政府的信件
[00:02:48.300 --> 00:02:50.300]  給我
[00:02:50.300 --> 00:02:53.300]  你有些資料還不足夠
[00:02:53.300 --> 00:02:55.300]  現在先不收你
[00:02:55.300 --> 00:02:57.300]  結果我就
[00:02:57.300 --> 00:02:58.300]  這個時候做了工作
[00:02:58.300 --> 00:03:01.300]  於是就請了一位律師請教意見
[00:03:01.300 --> 00:03:03.300]  這個律師就很好人
[00:03:03.300 --> 00:03:06.300]  他說Andy你不用申請實習
[00:03:06.300 --> 00:03:09.300]  你直接申請工作證就可以了
[00:03:09.300 --> 00:03:11.300]  你現在已經在做了
[00:03:11.300 --> 00:03:14.300]  結果我就再申請工作證
[00:03:14.300 --> 00:03:17.300]  我又再填表
[00:03:17.300 --> 00:03:19.300]  當我填表的時候
[00:03:19.300 --> 00:03:20.300]  原來沒有這個項目
[00:03:20.300 --> 00:03:21.300]  沒有犯法
[00:03:21.300 --> 00:03:23.300]  結果就留在美國
[00:03:23.300 --> 00:03:26.300]  一段很長的時間讀了實學
[00:03:26.300 --> 00:03:28.300]  現在回到香港
[00:03:28.300 --> 00:03:30.300]  我想在我人生起步的時候
[00:03:30.300 --> 00:03:32.300]  這是一個很重要的關頭
[00:03:32.300 --> 00:03:34.300]  因為我想清度錯
[00:03:34.300 --> 00:03:35.300]  計足代價
[00:03:35.300 --> 00:03:37.300]  我要講真話
[00:03:37.300 --> 00:03:39.300]  無論怎樣都好
[00:03:39.300 --> 00:03:41.300]  我發覺這個對我日後很重要
[00:03:41.300 --> 00:03:44.300]  每逢什麼事我都以這個做原則
[00:03:44.300 --> 00:03:46.300]  其實人生很多時候很多挑戰
[00:03:46.300 --> 00:03:48.300]  其實基督徒的身份
[00:03:48.300 --> 00:03:50.300]  你把持不是在乎你大還是小
[00:03:50.300 --> 00:03:53.300]  而是在乎你有沒有一個
[00:03:53.300 --> 00:03:55.300]  在神裡面的心智
[00:03:55.300 --> 00:03:57.300]  是持守我們的身份
[00:03:57.300 --> 00:04:01.300]  我們也看看我們的信仰是否很認真
[00:04:01.300 --> 00:04:05.300]  如果當我們信仰的時候
[00:04:05.300 --> 00:04:06.300]  我們是認真
[00:04:06.300 --> 00:04:09.300]  我們就不需要怕
[00:04:09.300 --> 00:04:12.300]  我們的身份顯露出來
[00:04:12.300 --> 00:04:15.300]  或者隨時我們做回一個基督徒的品格
[00:04:15.300 --> 00:04:17.300]  過我們的生活
[00:04:17.300 --> 00:04:19.300]  但若然我們沒有這樣做
[00:04:19.300 --> 00:04:21.300]  我們的信仰只不過是
[00:04:21.300 --> 00:04:24.300]  在一個很表面的事情的時候
[00:04:24.300 --> 00:04:27.300]  當有一些危難衝擊的時候
[00:04:27.300 --> 00:04:30.300]  我們就站立不住
[00:04:30.300 --> 00:04:32.300]  或者當有危難來的時候
[00:04:32.300 --> 00:04:35.300]  我們都不知道怎樣去決定
[00:04:35.300 --> 00:04:37.300]  繼續堅守我們的身份
[00:04:37.300 --> 00:04:40.300]  還是我們就算了
[00:04:40.300 --> 00:04:42.300]  不需要那麼堅持
[00:04:42.300 --> 00:04:45.300]  那大家的選擇又是怎樣呢?
[00:04:45.300 --> 00:04:49.300]  基督徒的身份對你們來說又是怎樣的一回事呢?
[00:04:49.300 --> 00:04:51.300]  或者我們看看這段經文
[00:04:51.300 --> 00:04:53.300]  看到《但義理書》
[00:04:53.300 --> 00:04:57.300]  你會發覺《但義理書》是在說一個重要的人物
[00:04:57.300 --> 00:04:58.300]  就是但義理
[00:04:58.300 --> 00:05:02.300]  但最重要是主角也不是但義理
[00:05:02.300 --> 00:05:05.300]  其實是神掌管一切
[00:05:05.300 --> 00:05:07.300]  但義理只不過是憑著一個信心
[00:05:07.300 --> 00:05:11.300]  經歷這些艱難的時候
[00:05:11.300 --> 00:05:14.300]  但是《但義理書》告訴我們
[00:05:14.300 --> 00:05:18.300]  他把持著他自己信徒的身份
[00:05:18.300 --> 00:05:22.300]  讓我們看到他經歷了一個很非凡的人生
[00:05:22.300 --> 00:05:27.300]  或者我們看看《但義理書》第一章
[00:05:27.300 --> 00:05:30.300]  我們首先看第一和第二節
[00:05:30.300 --> 00:05:33.300]  或者我們一起讀
[00:05:33.300 --> 00:05:42.300]  「猶大王約阿敬在位第三年 巴比倫王尼布格尼撒來到耶路撒冷
[00:05:42.300 --> 00:05:50.300]  將成圍困 主張猶大王約阿敬和神殿中的一切器皿交在他手上
[00:05:50.300 --> 00:06:00.300]  他就接拿地神明的妙女 將器皿收入神殿的庫房中」
[00:06:00.300 --> 00:06:06.300]  我們看到這篇經文講到一個很不容易的經歷
[00:06:06.300 --> 00:06:10.300]  這裡講到猶大王約阿敬在位第三年的時候
[00:06:10.300 --> 00:06:14.300]  巴比倫王尼布格尼撒來到耶路撒冷
[00:06:14.300 --> 00:06:17.300]  將成圍困
[00:06:17.300 --> 00:06:24.300]  我們知道當時猶大人在巴勒斯坦
[00:06:24.300 --> 00:06:30.300]  即是今天的以色列是一個中間的部分
[00:06:30.300 --> 00:06:33.300]  然後南邊就是埃及
[00:06:33.300 --> 00:06:39.300]  東邊當時古時代就是亞述和巴比倫這些大國
[00:06:39.300 --> 00:06:44.300]  當時這兩個大國在迎面相對
[00:06:44.300 --> 00:06:48.300]  反而猶大國不是一個最主要的角色
[00:06:48.300 --> 00:06:52.300]  當巴比倫王滅了亞述之後
[00:06:52.300 --> 00:06:55.300]  和埃及短兵相接
[00:06:55.300 --> 00:07:03.300]  即是在北部的地方去打仗
[00:07:03.300 --> 00:07:07.300]  然後巴比倫王就贏了埃及王
[00:07:07.300 --> 00:07:11.300]  一直在北邊的地方
[00:07:11.300 --> 00:07:15.300]  以色列人還沒有很接近他們
[00:07:15.300 --> 00:07:19.300]  但是大軍一直壓到南方
[00:07:19.300 --> 00:07:23.300]  巴比倫王當時當皇帝
[00:07:23.300 --> 00:07:25.300]  因為父親剛過世
[00:07:25.300 --> 00:07:27.300]  所以他回到那邊
[00:07:27.300 --> 00:07:29.300]  一個月之後再回來這個地方
[00:07:29.300 --> 00:07:34.300]  以致到這個場面困住
[00:07:34.300 --> 00:07:36.300]  圍住城牆
[00:07:36.300 --> 00:07:38.300]  當時古時代圍住你
[00:07:38.300 --> 00:07:40.300]  讓你沒有資源
[00:07:40.300 --> 00:07:42.300]  很快就攻陷你
[00:07:42.300 --> 00:07:44.300]  這個如果在歷史裏面
[00:07:44.300 --> 00:07:48.300]  發生在主前605年
[00:07:48.300 --> 00:07:52.300]  當時巴比倫的文獻都有記載
[00:07:52.300 --> 00:07:54.300]  這些事跡
[00:07:54.300 --> 00:07:58.300]  所以是非常之真確的地方出現
[00:07:58.300 --> 00:08:02.300]  我們又看到這件事非常稀奇
[00:08:02.300 --> 00:08:04.300]  以色列人來說
[00:08:04.300 --> 00:08:06.300]  有耶和華神的保護
[00:08:06.300 --> 00:08:10.300]  但是今天竟然被人打得一敗塗地
[00:08:10.300 --> 00:08:12.300]  究竟為什麼呢
[00:08:12.300 --> 00:08:14.300]  是不是神保護不了他的子民呢
[00:08:14.300 --> 00:08:18.300]  是不是神不眷顧他的百姓呢
[00:08:18.300 --> 00:08:21.300]  有時我們都會這樣問
[00:08:21.300 --> 00:08:25.300]  神容讓這件事發生
[00:08:25.300 --> 00:08:27.300]  究竟神是否存在呢
[00:08:27.300 --> 00:08:30.300]  究竟神有沒有搞亂事情呢
[00:08:30.300 --> 00:08:32.300]  混亂了呢
[00:08:32.300 --> 00:08:34.300]  其實很多時候我們都會這樣
[00:08:34.300 --> 00:08:36.300]  當我們面對一些危難的時候
[00:08:36.300 --> 00:08:38.300]  我們就會問神在哪裡
[00:08:38.300 --> 00:08:40.300]  就好像今天香港
[00:08:40.300 --> 00:08:42.300]  我最近和一位弟兄通電話
[00:08:42.300 --> 00:08:44.300]  我們談了一段很長的時間
[00:08:44.300 --> 00:08:46.300]  他就問我一個問題
[00:08:46.300 --> 00:08:48.300]  神是否存在呢
[00:08:48.300 --> 00:08:49.300]  如果是存在的話
[00:08:49.300 --> 00:08:50.300]  我一直在祈禱
[00:08:50.300 --> 00:08:52.300]  為什麼這件事從開始到現在
[00:08:52.300 --> 00:08:54.300]  沒有一個出路
[00:08:54.300 --> 00:08:56.300]  而且越來越擔心
[00:08:56.300 --> 00:08:58.300]  我快要崩潰了
[00:08:58.300 --> 00:09:00.300]  有些非基督徒的朋友問
[00:09:00.300 --> 00:09:02.300]  為什麼你們所信的神會這樣呢
[00:09:02.300 --> 00:09:03.300]  如果你的神是公義的
[00:09:03.300 --> 00:09:06.300]  為什麼現在沒有一個解救的方案呢
[00:09:06.300 --> 00:09:08.300]  你的神在哪裡呢
[00:09:08.300 --> 00:09:12.300]  我就和他一起去分享
[00:09:12.300 --> 00:09:14.300]  沒錯 我們不知道為什麼
[00:09:14.300 --> 00:09:18.300]  但是神在祂的奇妙的作為裡面
[00:09:18.300 --> 00:09:20.300]  祂掌管一切
[00:09:20.300 --> 00:09:22.300]  你和我都解答不了
[00:09:22.300 --> 00:09:23.300]  但是神的掌權
[00:09:23.300 --> 00:09:26.300]  我們很需要認定一個真理
[00:09:26.300 --> 00:09:28.300]  如果你看看第二節
[00:09:28.300 --> 00:09:30.300]  很有趣的描寫
[00:09:30.300 --> 00:09:32.300]  如果你看看那些用詞
[00:09:32.300 --> 00:09:34.300]  祂說主
[00:09:34.300 --> 00:09:36.300]  用主這個字
[00:09:36.300 --> 00:09:38.300]  主有時我們稱神
[00:09:38.300 --> 00:09:40.300]  主是指祂的主宰
[00:09:40.300 --> 00:09:42.300]  祂掌管一切
[00:09:42.300 --> 00:09:48.300]  主將猶太王約翰勁和神殿中一切的器皿
[00:09:48.300 --> 00:09:50.300]  交在他手中
[00:09:50.300 --> 00:09:56.300]  即是神將以色列的王交給尼泊爾
[00:09:56.300 --> 00:09:58.300]  在人看來
[00:09:58.300 --> 00:10:02.300]  尼泊爾是一個非常威猛的皇帝
[00:10:02.300 --> 00:10:04.300]  就是因為他強勢所以他贏了
[00:10:04.300 --> 00:10:06.300]  但是這裡的經文不是這樣說
[00:10:06.300 --> 00:10:10.300]  是神將這個王交在他手中
[00:10:10.300 --> 00:10:13.300]  是神自己在這裡做主宰
[00:10:13.300 --> 00:10:15.300]  主掌管一切
[00:10:15.300 --> 00:10:20.300]  其實我們知道以色列國是神的選民
[00:10:20.300 --> 00:10:23.300]  從埃及帶他們來到巴勒斯坦
[00:10:23.300 --> 00:10:27.300]  但是神又說明如果他們不遵守祂的律法
[00:10:27.300 --> 00:10:29.300]  他們將會被擄到外邦
[00:10:29.300 --> 00:10:31.300]  在《生命記》已經說了
[00:10:31.300 --> 00:10:36.300]  你和你的皇帝都會被擄到一個你們不認識的國家
[00:10:36.300 --> 00:10:39.300]  神容忍以色列等了很久
[00:10:39.300 --> 00:10:41.300]  如果我們看《獵王記》上下
[00:10:41.300 --> 00:10:44.300]  我們發覺有一個人物叫馬拿西一個皇帝
[00:10:44.300 --> 00:10:49.300]  神就說這個皇帝是非常不好
[00:10:49.300 --> 00:10:50.300]  我就是因為他
[00:10:50.300 --> 00:10:52.300]  所以我不會再給以色列人機會
[00:10:52.300 --> 00:10:54.300]  以至於他要被滅亡
[00:10:54.300 --> 00:10:56.300]  神早就這樣說了
[00:10:56.300 --> 00:10:57.300]  但是在他的計劃裡面
[00:10:57.300 --> 00:11:00.300]  到了今天才成就這件事情
[00:11:00.300 --> 00:11:02.300]  整件事情是以色列人背叛神
[00:11:02.300 --> 00:11:06.300]  以至於遭受這件艱難
[00:11:06.300 --> 00:11:09.300]  並且巴比倫王只不過是其中一個器皿
[00:11:09.300 --> 00:11:11.300]  是成就這件事
[00:11:11.300 --> 00:11:13.300]  在神的掌管裡面
[00:11:13.300 --> 00:11:17.300]  所有世上多有力量的人物
[00:11:17.300 --> 00:11:21.300]  無論是國家一些重要的人物
[00:11:21.300 --> 00:11:22.300]  或者任何一個人物
[00:11:22.300 --> 00:11:25.300]  全部都在神的掌管當中
[00:11:25.300 --> 00:11:27.300]  這就是神告訴我們
[00:11:27.300 --> 00:11:31.300]  但以利恕是一個非常好的序幕
[00:11:31.300 --> 00:11:33.300]  到了第四章
[00:11:33.300 --> 00:11:36.300]  尼泊爾加尼沙以人很膚淺的眼光
[00:11:36.300 --> 00:11:37.300]  你看我多厲害
[00:11:37.300 --> 00:11:39.300]  我是巴比倫王
[00:11:39.300 --> 00:11:41.300]  所有的列國都是我
[00:11:41.300 --> 00:11:44.300]  因為我很勇猛
[00:11:44.300 --> 00:11:46.300]  你看我多厲害
[00:11:46.300 --> 00:11:47.300]  然後聖經就說
[00:11:47.300 --> 00:11:50.300]  神就將他神智都改變
[00:11:50.300 --> 00:11:53.300]  以至於他好像一個野獸
[00:11:53.300 --> 00:11:55.300]  他在野地裡面
[00:11:55.300 --> 00:11:57.300]  吃草如牛
[00:11:57.300 --> 00:12:00.300]  頭髮長到不懂得修剪
[00:12:00.300 --> 00:12:02.300]  好像鷹的羽毛一樣
[00:12:02.300 --> 00:12:06.300]  然後長指甲長到像鳥一樣
[00:12:06.300 --> 00:12:08.300]  簡直人都不像人
[00:12:08.300 --> 00:12:09.300]  一個這麼大的君王
[00:12:09.300 --> 00:12:11.300]  在神的裡面
[00:12:11.300 --> 00:12:14.300]  原來是善若不堪
[00:12:14.300 --> 00:12:15.300]  到他醒來的時候
[00:12:15.300 --> 00:12:16.300]  他就說
[00:12:16.300 --> 00:12:18.300]  所有的百姓都是虛無
[00:12:18.300 --> 00:12:21.300]  只有神的旨意才是立定
