
[00:00:00.000 --> 00:00:03.280]  今天和大家分享的這段經文
[00:00:03.280 --> 00:00:07.440]  我是一直為了今天1月14日
[00:00:07.440 --> 00:00:10.120]  我就祈禱 祈禱 祈禱
[00:00:10.120 --> 00:00:14.080]  我求神給我一個
[00:00:14.080 --> 00:00:17.320]  合祂心意的訊息
[00:00:17.320 --> 00:00:19.340]  可以和大家分享
[00:00:19.340 --> 00:00:22.560]  當我去祈禱 祈禱 祈禱的時候
[00:00:22.560 --> 00:00:23.880]  我就覺得
[00:00:23.880 --> 00:00:26.740]  有什麼比神的話語重要呢?
[00:00:27.860 --> 00:00:30.680]  如果一個教會的建立
[00:00:30.680 --> 00:00:33.300]  是建立在某一個人的看法
[00:00:33.300 --> 00:00:35.640]  或者某一幫人的看法
[00:00:35.640 --> 00:00:39.640]  這些可以是很危險的
[00:00:39.640 --> 00:00:41.360]  是不是?
[00:00:41.360 --> 00:00:43.580]  但是如果一個教會
[00:00:43.580 --> 00:00:46.640]  是建立在神的真理
[00:00:46.640 --> 00:00:48.920]  神的話語上的時候
[00:00:48.920 --> 00:00:52.140]  我相信人可以變
[00:00:52.460 --> 00:00:55.540]  神的話語是永遠
[00:00:55.540 --> 00:00:58.000]  是立穩的
[00:00:58.000 --> 00:01:02.440]  我是一個不是很傳統的人
[00:01:02.440 --> 00:01:06.700]  我今天和大家分享 請大家看《結語》
[00:01:06.700 --> 00:01:11.100]  我都不是和大家看introduction開始
[00:01:11.100 --> 00:01:12.260]  是看《結語》
[00:01:12.260 --> 00:01:14.360]  《結語》怎麼說呢?
[00:01:14.360 --> 00:01:20.300]  《聖經》是神的話語是信徒至高至準的屬靈生活原則
[00:01:21.000 --> 00:01:26.120]  弟兄姊妹 我們教會是怎麼形成的呢?
[00:01:26.120 --> 00:01:29.520]  教會是每一個弟兄姊妹
[00:01:29.520 --> 00:01:32.100]  每一個弟兄姊妹 每一個弟兄姊妹
[00:01:32.100 --> 00:01:34.400]  信主耶穌基督
[00:01:34.400 --> 00:01:37.720]  得聖靈重生 聚得赦免的
[00:01:37.720 --> 00:01:40.880]  是這樣去成為一個教會
[00:01:40.880 --> 00:01:43.140]  有時候我們說我們回教會了
[00:01:43.140 --> 00:01:45.040]  很多時候我們有一個語病的
[00:01:45.040 --> 00:01:49.060]  意思就是其實回這個教會的地方 是不是?
[00:01:49.320 --> 00:01:51.560]  但其實真正的教會
[00:01:51.560 --> 00:01:56.520]  在原文的意思是被呼召出來的
[00:01:56.520 --> 00:01:59.300]  這個地方不懂得聽話的
[00:01:59.300 --> 00:02:04.520]  所以是人被神拯救 呼召他出來
[00:02:04.520 --> 00:02:09.040]  將自己的生命交給救主耶穌基督
[00:02:09.040 --> 00:02:10.880]  並成為了祂的主
[00:02:10.880 --> 00:02:12.880]  不只是救主 是主
[00:02:12.880 --> 00:02:16.260]  這樣就有教會了
[00:02:17.100 --> 00:02:20.460]  所以結語那裡就是聖經是神的話語
[00:02:20.460 --> 00:02:24.000]  是信徒至高至準的屬靈生活原則
[00:02:24.000 --> 00:02:26.420]  不是主音牧師說什麼就對
[00:02:26.420 --> 00:02:29.100]  不是執事會主席說什麼就對
[00:02:29.100 --> 00:02:32.200]  甚至不是會友大會說什麼就對
[00:02:32.200 --> 00:02:36.200]  是神的話語怎麼說
[00:02:36.200 --> 00:02:38.600]  而主音牧師又跟神的話語
[00:02:38.600 --> 00:02:40.440]  執事又跟神的話語
[00:02:40.440 --> 00:02:42.440]  而會眾又跟神的話語
[00:02:42.440 --> 00:02:44.680]  所作出的看法決定
[00:02:44.680 --> 00:02:46.100]  這樣就是對的
[00:02:47.420 --> 00:02:49.420]  有一句古話
[00:02:49.420 --> 00:02:51.840]  自反而不恤 雖揭寬薄 吾不寸疑
[00:02:51.840 --> 00:02:54.480]  自反而恤 雖千萬人吾妄議
[00:02:54.480 --> 00:02:55.980]  簡單就是說什麼
[00:02:55.980 --> 00:02:57.620]  如果我是做得對的
[00:02:57.620 --> 00:02:59.900]  就算有一千萬人在我面前擋住
[00:02:59.900 --> 00:03:01.900]  我照樣向前行
[00:03:01.900 --> 00:03:03.740]  但是如果我是做錯了的
[00:03:03.740 --> 00:03:06.360]  就算前面那個人衣衫藍柳
[00:03:06.360 --> 00:03:08.900]  就是說沒什麼身份 沒什麼地位 沒什麼錢
[00:03:08.900 --> 00:03:13.380]  我都喘不出氣面對他
[00:03:14.120 --> 00:03:18.120]  所以同樣就是今天跟大家分享的這個訊息
[00:03:18.120 --> 00:03:20.580]  就是聖經是神的話語
[00:03:20.580 --> 00:03:24.240]  是信徒至高至準的屬靈生活原則
[00:03:24.240 --> 00:03:26.240]  我已經第三次說了
[00:03:26.240 --> 00:03:30.340]  接著就是約書亞的二十二章第五節
[00:03:30.340 --> 00:03:31.200]  他說
[00:03:31.200 --> 00:03:35.180]  只是務要謹守遵行耶和華的僕人摩西
[00:03:35.180 --> 00:03:38.500]  所吩咐你們的誡命和律法
[00:03:38.500 --> 00:03:41.540]  愛耶和華你們的神
[00:03:41.540 --> 00:03:45.020]  行祂一切的道 守祂的誡命
[00:03:45.020 --> 00:03:49.800]  謹謹跟隨祂 盡心盡聖 侍奉祂
[00:03:49.800 --> 00:03:53.180]  我現在才開始
[00:03:53.180 --> 00:03:55.180]  所以前面那些不計數的
[00:03:55.180 --> 00:04:00.060]  聖經都是神所默示的
[00:04:00.060 --> 00:04:01.780]  什麼叫做默示呢
[00:04:01.780 --> 00:04:05.160]  我寫給大家A的那個點就是默示
[00:04:05.160 --> 00:04:07.900]  這個詞的原文是由神
[00:04:07.900 --> 00:04:11.700]  以及由呼氣
[00:04:11.700 --> 00:04:14.740]  不是吸氣 是呼氣
[00:04:14.740 --> 00:04:17.100]  我想大家做一個實驗
[00:04:17.100 --> 00:04:19.600]  我要大家發聲說話
[00:04:19.600 --> 00:04:21.980]  但是不准有氣的
[00:04:21.980 --> 00:04:22.940]  行不行
[00:04:22.940 --> 00:04:24.080]  你試一下
[00:04:24.080 --> 00:04:25.740]  說吧
[00:04:25.740 --> 00:04:27.060]  行不行
[00:04:27.060 --> 00:04:28.860]  一定不行
[00:04:28.860 --> 00:04:31.100]  因為當你說話的時候
[00:04:31.100 --> 00:04:33.100]  唱歌的時候
[00:04:33.100 --> 00:04:35.660]  是不是要有氣出
[00:04:35.660 --> 00:04:36.980]  是不是
[00:04:36.980 --> 00:04:40.380]  所以原文這個詞的含義是什麼
[00:04:40.380 --> 00:04:46.100]  就是神的話語是神呼出來的
[00:04:46.100 --> 00:04:48.100]  呼出來的
[00:04:48.100 --> 00:04:48.980]  神說出來的
[00:04:48.980 --> 00:04:50.600]  所以這個原意就是
[00:04:50.600 --> 00:04:53.360]  All scripture is God breathed
[00:04:53.360 --> 00:04:55.620]  God breathed
[00:04:55.620 --> 00:04:57.260]  神吹氣
[00:04:57.260 --> 00:05:02.500]  這個詞在聖經裏面只出現過一次
[00:05:02.500 --> 00:05:07.940]  應該是expiration 不是inspiration
[00:05:07.940 --> 00:05:10.860]  因為很多英文譯本就是
[00:05:10.860 --> 00:05:15.540]  The Bible scripture is inspired
[00:05:15.540 --> 00:05:16.700]  inspire
[00:05:16.700 --> 00:05:18.380]  我們有醫生在這裡
[00:05:18.380 --> 00:05:21.060]  是吸煙
[00:05:21.060 --> 00:05:25.740]  expire就是不是過期的expire
[00:05:25.740 --> 00:05:27.460]  是呼出來的意思
[00:05:27.460 --> 00:05:29.380]  expiration
[00:05:29.380 --> 00:05:32.060]  所以這個原文的含義都是這麼說
[00:05:32.060 --> 00:05:36.620]  神的話語是神呼出來的
[00:05:36.620 --> 00:05:40.860]  所以就是有權威
[00:05:40.860 --> 00:05:42.460]  因為是從神而來的
[00:05:42.460 --> 00:05:45.020]  所以第一個那裡就是說到
[00:05:45.020 --> 00:05:47.980]  神的話語的origin是源自神
[00:05:47.980 --> 00:05:49.820]  所以有權威
[00:05:49.820 --> 00:05:51.940]  另外有一節很重要的經文
[00:05:51.940 --> 00:05:53.460]  今天時間不夠
[00:05:53.460 --> 00:05:54.260]  如果不是的話
[00:05:54.260 --> 00:05:58.020]  我又要作出一些矯正
[00:05:58.020 --> 00:06:00.380]  牧師你在台上矯正
[00:06:00.380 --> 00:06:01.620]  有人不高興的
[00:06:01.620 --> 00:06:03.780]  那又怎樣
[00:06:03.780 --> 00:06:06.420]  難道我們做牧師做傳道
[00:06:06.420 --> 00:06:08.780]  做弟兄姊妹說神的話語
[00:06:08.780 --> 00:06:10.260]  如果有人不高興
[00:06:10.260 --> 00:06:12.380]  就不說嗎
[00:06:12.380 --> 00:06:14.380]  是不是這樣都可以
[00:06:14.380 --> 00:06:20.460]  這樣你是尊重人多過尊重神
[00:06:20.460 --> 00:06:22.460]  彼得後書一章二十一節
[00:06:22.460 --> 00:06:23.900]  因為寓言
[00:06:23.900 --> 00:06:25.980]  什麼叫寓言
[00:06:25.980 --> 00:06:32.260]  就是透過先知直著先知去說的說話
[00:06:32.260 --> 00:06:35.540]  從來沒有出於人意的
[00:06:35.540 --> 00:06:39.780]  不是那些人自己的看法想法
[00:06:39.780 --> 00:06:43.780]  觀點角度這樣說出來的
[00:06:43.780 --> 00:06:44.780]  真的時間不夠
[00:06:44.780 --> 00:06:45.900]  給一個小時就好一點
[00:06:45.900 --> 00:06:47.260]  不過算了
[00:06:47.260 --> 00:06:52.260]  我都要看餸吃飯
[00:06:52.260 --> 00:06:56.100]  疑似人被聖靈感動
[00:06:56.100 --> 00:06:59.180]  說出神的話來
[00:06:59.180 --> 00:07:02.340]  這個聖靈感動這個字
[00:07:02.340 --> 00:07:06.340]  在原文就是關於到是聖靈
[00:07:06.340 --> 00:07:07.420]  是numeral
[00:07:07.420 --> 00:07:09.460]  還有那個什麼philomena
[00:07:09.460 --> 00:07:11.540]  這兩個希臘文的字拼在一起
[00:07:11.540 --> 00:07:14.180]  就是聖靈去感動
[00:07:14.180 --> 00:07:17.380]  但是我很多時候聽見弟兄姊妹說
[00:07:17.380 --> 00:07:19.060]  神感動我
[00:07:19.060 --> 00:07:22.460]  如果你是心情上情緒上
[00:07:22.460 --> 00:07:23.820]  有些感受
[00:07:23.820 --> 00:07:24.940]  OK
[00:07:24.940 --> 00:07:27.900]  但不要太隨便說神啟示我
[00:07:27.900 --> 00:07:29.100]  神感動我
[00:07:29.100 --> 00:07:31.220]  因為整卷聖經
[00:07:31.220 --> 00:07:35.420]  只是一次用一個人被聖靈感動
[00:07:35.420 --> 00:07:37.300]  這個真真正正譯做感動
[00:07:37.300 --> 00:07:39.700]  說出神的話來
[00:07:39.700 --> 00:07:41.540]  說出神的話來
[00:07:41.540 --> 00:07:43.340]  很重要的
[00:07:43.340 --> 00:07:44.420]  如果我說話
[00:07:44.420 --> 00:07:45.220]  神感動我
[00:07:45.220 --> 00:07:46.100]  告訴你
[00:07:46.100 --> 00:07:47.340]  不准開這間分堂
[00:07:47.340 --> 00:07:49.700]  其實很多年很多年前
[00:07:49.700 --> 00:07:52.860]  我經歷過在加拿大
[00:07:52.860 --> 00:07:54.620]  因為我經常有些時間空間
[00:07:54.620 --> 00:07:55.460]  腦袋亂了
[00:07:55.460 --> 00:07:56.980]  在加拿大很記得
[00:07:56.980 --> 00:07:58.420]  真的試過有一些
[00:07:58.420 --> 00:08:00.580]  是在教會裏面非常好
[00:08:00.580 --> 00:08:02.620]  愛主
[00:08:02.620 --> 00:08:05.780]  但是他搞錯了這些東西
[00:08:05.780 --> 00:08:07.140]  他說神感動我
[00:08:07.140 --> 00:08:09.860]  不可以去開這個分堂
[00:08:09.860 --> 00:08:10.980]  神感動我
[00:08:10.980 --> 00:08:12.180]  教會的名字
[00:08:12.180 --> 00:08:13.980]  是要這個不是那個
[00:08:13.980 --> 00:08:16.580]  因為那時候教會要改名
[00:08:16.580 --> 00:08:20.340]  我最後一次聽見他說感動
[00:08:20.340 --> 00:08:21.380]  神感動我
[00:08:21.380 --> 00:08:23.460]  你這個教會會死
[00:08:23.460 --> 00:08:25.420]  我出去開個教會
[00:08:25.420 --> 00:08:29.380]  會好像全多倫多最大的那一間
[00:08:29.380 --> 00:08:30.980]  我不說名字了
[00:08:30.980 --> 00:08:31.980]  又神感動他
[00:08:31.980 --> 00:08:32.700]  結果怎樣
[00:08:32.700 --> 00:08:34.060]  他真的走了出去
[00:08:34.060 --> 00:08:34.860]  開了個教會
[00:08:34.860 --> 00:08:36.500]  沒幾年死了
[00:08:36.500 --> 00:08:37.660]  散了
[00:08:37.660 --> 00:08:40.780]  但是我們加拿大那個
[00:08:40.780 --> 00:08:43.860]  多倫多那個我的母會
[00:08:43.860 --> 00:08:47.460]  神真是很恩待他
[00:08:47.460 --> 00:08:52.060]  2012年他才建了個堂
[00:08:52.060 --> 00:08:56.020]  如果當時的價錢以現在來說是港幣三億
[00:08:56.020 --> 00:08:57.060]  建一個教堂
[00:08:57.060 --> 00:09:01.140]  想一想應該不會只有幾十人聚會
[00:09:01.140 --> 00:09:02.580]  神的憐憫恩典
[00:09:02.580 --> 00:09:05.780]  所以這個字是唯一在聖經裏
[00:09:05.780 --> 00:09:07.100]  人被聖靈
[00:09:07.100 --> 00:09:09.860]  是聖靈感動他
[00:09:09.860 --> 00:09:13.220]  這個字其實就是動他
[00:09:13.220 --> 00:09:17.460]  滕勤輝牧師引用過一本書叫做
[00:09:17.460 --> 00:09:19.060]  《飲於能力之源》
[00:09:19.060 --> 00:09:20.260]  他就說
[00:09:20.260 --> 00:09:22.380]  聖靈的工作來的時候是怎樣
[00:09:22.380 --> 00:09:24.180]  就好像一艘船
[00:09:24.180 --> 00:09:25.300]  揚起個帆
[00:09:25.300 --> 00:09:26.420]  如果沒有聖靈
[00:09:26.420 --> 00:09:27.420]  聖靈這個字
[00:09:27.420 --> 00:09:29.220]  靈這個字在原文
[00:09:29.220 --> 00:09:30.420]  無論希伯來文希利文
[00:09:30.420 --> 00:09:31.340]  都是可以解作靈
[00:09:31.340 --> 00:09:32.540]  又可以解作風
[00:09:32.540 --> 00:09:34.820]  吹風的那些風
[00:09:34.820 --> 00:09:36.460]  他說如果一艘船
[00:09:36.460 --> 00:09:38.180]  舉起個帆
[00:09:38.180 --> 00:09:39.420]  但是
[00:09:39.420 --> 00:09:40.540]  而
[00:09:40.540 --> 00:09:42.260]  沒有風去吹動它的時候
[00:09:42.260 --> 00:09:44.340]  它會不會動呢?
[00:09:44.340 --> 00:09:45.060]  帆船
[00:09:45.060 --> 00:09:47.100]  不是電船
[00:09:47.100 --> 00:09:49.260]  所以唯有是
[00:09:49.260 --> 00:09:50.340]  風吹動它
[00:09:50.340 --> 00:09:51.420]  它就會動
[00:09:51.420 --> 00:09:53.420]  它就用來解釋這些
[00:09:53.420 --> 00:09:55.940]  人被聖靈去感動
[00:09:55.940 --> 00:09:59.460]  它才能夠說出神的話語出來
[00:09:59.460 --> 00:10:00.780]  所以在希伯來文
[00:10:00.780 --> 00:10:02.500]  先知這個字
[00:10:02.500 --> 00:10:04.260]  那個原文叫做
[00:10:04.260 --> 00:10:04.740]  Navi
[00:10:04.740 --> 00:10:06.660]  Navi就是神的Mouthpiece
[00:10:06.660 --> 00:10:08.540]  神的嘴講話
[00:10:08.540 --> 00:10:09.420]  所以
[00:10:09.420 --> 00:10:10.940]  在舊約先知說
[00:10:10.940 --> 00:10:12.540]  「耶和華如此說」
[00:10:12.540 --> 00:10:13.180]  是不是?
[00:10:13.180 --> 00:10:14.260]  我們看聖經
[00:10:14.260 --> 00:10:15.340]  然後他在說話
[00:10:15.340 --> 00:10:18.580]  「耶和華如此說」
[00:10:18.580 --> 00:10:19.580]  然後他在說話
[00:10:19.580 --> 00:10:21.540]  我不敢這麼說
[00:10:21.540 --> 00:10:22.220]  我不說
[00:10:22.220 --> 00:10:23.260]  「耶和華如此說」
