
[00:00:00.000 --> 00:00:03.800]  好,我剛才說很小的時候回到教會
[00:00:03.800 --> 00:00:07.500]  其實我很小的時候學了很多詞彙
[00:00:07.500 --> 00:00:11.480]  什麼公義、仁愛、聖潔、虔誠
[00:00:11.480 --> 00:00:14.320]  但是我想說,雖然我學了這麼多詞彙
[00:00:14.320 --> 00:00:18.920]  我其實不太知道詞彙背後蘊含的意義是什麼
[00:00:18.920 --> 00:00:23.240]  其中一個虔誠,我是經常會聽,經常會說
[00:00:23.240 --> 00:00:26.380]  但是我很大的時候才知道什麼叫虔誠
[00:00:26.380 --> 00:00:31.560]  也挺糟糕的,原來我們說了很多詞彙,跟背後的意義有些距離
[00:00:31.560 --> 00:00:36.100]  原來《雅各書》有說虔誠,特別有寫出虔誠這兩個字
[00:00:36.100 --> 00:00:40.920]  如果你想讀得明白《雅各書》,你要記住一個詞彙,就是完全
[00:00:40.920 --> 00:00:44.800]  《雅各書》期望你讀完之後,你會成為一個完全的信徒
[00:00:44.800 --> 00:00:48.780]  怎樣達至完全呢?其實他又教了很多方法
[00:00:48.780 --> 00:00:51.300]  如果你熟讀《雅各書》,第一章就說
[00:00:51.300 --> 00:00:56.640]  你經歷各樣的患難之後,原來患難是令你的生命完全
[00:00:56.640 --> 00:00:59.880]  所以你千萬不要逃避那些試煉
[00:00:59.880 --> 00:01:01.660]  它會令你的生命完全
[00:01:01.660 --> 00:01:06.260]  第二章是什麼呢?就是,如果你看回經文,在座的篇幅很有趣
[00:01:06.260 --> 00:01:09.000]  他說要聽道和行道,大家都很熟悉
[00:01:09.000 --> 00:01:11.500]  原來什麼叫完全呢?就是一致
[00:01:11.500 --> 00:01:16.460]  你的思想跟你的心靈一致,你的心靈跟你走出來的一致
[00:01:16.460 --> 00:01:21.940]  所以不要坐著聽,走出來的一致性,就會達到完全
[00:01:21.940 --> 00:01:26.220]  所以很有趣,這裡說的虔誠,其實是那種一致性
[00:01:26.220 --> 00:01:28.820]  其實又不複雜
[00:01:28.820 --> 00:01:33.700]  我舉個例子,如果我們坐地鐵,看到有個年輕人,聽著他的耳機
[00:01:33.700 --> 00:01:40.140]  但前面有個長者,他也視而不見,又沒有讓位的話
[00:01:40.140 --> 00:01:43.800]  其實你從他的行動也能閱讀到他背後的價值
[00:01:43.800 --> 00:01:45.600]  他不太懂得體恤別人
[00:01:45.600 --> 00:01:49.200]  或者他看不到一些有需要的人去幫助
[00:01:49.200 --> 00:01:53.200]  有時行動似乎也決定了我們一些價值
[00:01:53.200 --> 00:01:57.300]  我們走出來,其實背後也反映了我們的價值觀
[00:01:57.300 --> 00:02:02.600]  所以亞角書期望,你不要只是坐著聽道的信徒
[00:02:02.600 --> 00:02:06.540]  什麼叫真正一致的信徒,就是走得出來
[00:02:06.540 --> 00:02:11.440]  別人透過你的見證,去閱讀到你的信仰,閱讀到你背後的價值
[00:02:11.440 --> 00:02:16.700]  所以亞角書在這裡說,如果你真是一個虔誠,相信上帝的信徒
[00:02:16.700 --> 00:02:22.740]  有上帝在你的生命的信徒,你應該流露到相應的行動是一致的
[00:02:22.740 --> 00:02:29.340]  是很自然地流露出來,而這個行動正正就是虔誠的意思
[00:02:29.340 --> 00:02:34.500]  所以26,27字就說了有三樣東西我們都可以走得出來
[00:02:34.500 --> 00:02:37.260]  我都會循著這三條路去說
[00:02:37.260 --> 00:02:41.540]  第一就是要勒住自己舌頭,第二要照顧弱勢社群
[00:02:41.540 --> 00:02:44.540]  第三就是不要被世界的價值玷污
[00:02:44.540 --> 00:02:47.540]  記不記得那三樣東西,第一是什麼?
[00:02:47.540 --> 00:02:50.940]  要勒住舌頭,第二呢?
[00:02:50.940 --> 00:02:53.740]  照顧弱勢社群,第三是什麼?
[00:02:53.740 --> 00:02:56.240]  不要被世界的價值玷污
[00:02:56.240 --> 00:03:00.240]  我最後會再問多一次這三個,所以你記住
[00:03:00.240 --> 00:03:04.040]  我們再讀一次第26節,準備,1,2,3
[00:03:08.040 --> 00:03:10.040]  反欺騙自己的心
[00:03:10.040 --> 00:03:17.540]  舌頭呢,原來很有趣,第一樣東西我們要學習怎樣去說話
[00:03:17.540 --> 00:03:21.940]  說話都可以是虔誠,虔誠不是不斷說話
[00:03:21.940 --> 00:03:27.240]  如果有一個小組,45分鐘有人說了40分鐘的話
[00:03:27.240 --> 00:03:31.440]  這個不是虔誠,這個是很煩和很霸道
[00:03:31.440 --> 00:03:36.240]  如果呢,我們又有另一個相反的,中國人覺得虔誠就是不出聲
[00:03:36.240 --> 00:03:41.640]  不出聲就好像警戒高一點,不出聲不是他很煩
[00:03:41.640 --> 00:03:45.640]  不出聲是令到身邊的人很煩,因為要不斷想話題
[00:03:45.640 --> 00:03:49.640]  聖經的虔誠很有趣,是恰好,恰到好處
[00:03:49.640 --> 00:03:54.640]  說到口邊要留三分,即是剛剛好就可以了,虔誠
[00:03:54.640 --> 00:04:00.140]  聖經裡面說話是很重要的,上帝藉著說話去建立世界
[00:04:00.140 --> 00:04:03.640]  上帝也藉著說話去建立我們的生命
[00:04:03.640 --> 00:04:07.640]  所以如果你回教會有聽過有人說,我祝福你
[00:04:07.640 --> 00:04:14.640]  祝福這個字拉丁文的意思就是,我用說話去建立他人的生命
[00:04:14.640 --> 00:04:18.640]  如果你能夠用一句說話去幫到另一個人成長
[00:04:18.640 --> 00:04:22.640]  建立到他的生命,這個就是祝福你的意思
[00:04:22.640 --> 00:04:28.640]  所以聖經很重要,說話幫助別人,這個就是終極目標
[00:04:28.640 --> 00:04:34.640]  舊約的真言有很多的教導,不過如果貫穿整個聖經
[00:04:34.640 --> 00:04:41.640]  也有幾個關鍵詞語,大家拿著這些關鍵詞語去學習說話也沒有錯
[00:04:41.640 --> 00:04:45.640]  就是愛心誠實和智慧,記不記得
[00:04:45.640 --> 00:04:50.640]  愛心誠實和智慧,記住是三位一體,不要分開用
[00:04:50.640 --> 00:04:55.640]  有愛心沒有誠實很嚴重,有智慧沒有誠實也很嚴重
[00:04:55.640 --> 00:04:58.640]  我也是中華基督教會入馬地基督堂
[00:04:58.640 --> 00:05:05.640]  我們教會是在小學,負責少年崇拜也很混亂
[00:05:05.640 --> 00:05:10.640]  有一次少年崇拜開始了,有個導師遲到,匆忙走進來
[00:05:10.640 --> 00:05:15.640]  那個團友突然在大庭廣眾的情況下說了一句很尷尬的話
[00:05:15.640 --> 00:05:18.640]  你判斷一下他有沒有愛心,有沒有誠實,有沒有智慧
[00:05:18.640 --> 00:05:22.640]  他就跟導師說,為什麼你今天這麼醜
[00:05:22.640 --> 00:05:27.640]  他真的直接這樣說,他有沒有誠實,我想問
[00:05:27.640 --> 00:05:32.640]  也有這些,但不是事實,那個導師其實很帥
[00:05:32.640 --> 00:05:37.640]  有沒有愛心和智慧,有沒有愛心和智慧
[00:05:37.640 --> 00:05:41.640]  沒有愛心沒有智慧,愛心就是看著對方去表達
[00:05:41.640 --> 00:05:43.640]  智慧就是看著環境去表達
[00:05:43.640 --> 00:05:48.640]  永遠都要三樣東西加在一起我們才能夠表達得恰好
[00:05:48.640 --> 00:05:53.640]  有一次我們崇拜,也很小的時候
[00:05:53.640 --> 00:05:56.640]  我記得我們崇拜完之後要搬椅子
[00:05:56.640 --> 00:05:59.640]  當時中四的自理能力相當高
[00:05:59.640 --> 00:06:02.640]  有一次完之後要搬椅子
[00:06:02.640 --> 00:06:05.640]  我就從一張椅子搬到另一張椅子搭起
[00:06:05.640 --> 00:06:08.640]  有個太太為了很有愛心地鼓勵我
[00:06:08.640 --> 00:06:11.640]  她就說了一句我這輩子都匪夷所思的說話
[00:06:11.640 --> 00:06:15.640]  她就說,這位弟兄,你真的有搬椅子的能力和恩賜
[00:06:15.640 --> 00:06:20.640]  你覺得她有沒有愛心?有沒有誠實?
[00:06:20.640 --> 00:06:23.640]  有沒有智慧?
[00:06:23.640 --> 00:06:25.640]  其實很有趣,我回教會回得久
[00:06:25.640 --> 00:06:29.640]  我發現原來有時候我們為了說些好說話又誇大了一些東西
[00:06:29.640 --> 00:06:32.640]  我在想我當時已經中四了
[00:06:32.640 --> 00:06:36.640]  你明白嗎?為了說些好說話而誇大了誠實
[00:06:36.640 --> 00:06:39.640]  我又覺得沒有這樣的需要
[00:06:39.640 --> 00:06:43.640]  我再說一個例子,這個也是我親身經驗
[00:06:43.640 --> 00:06:47.640]  我有一次少年崇拜夏天,那次是很混亂的
[00:06:47.640 --> 00:06:49.640]  我講到已經很辛苦了
[00:06:49.640 --> 00:06:51.640]  這邊的人在聊天,那邊的人在睡覺
[00:06:51.640 --> 00:06:54.640]  我那次真的很有愛心和很有智慧
[00:06:54.640 --> 00:06:57.640]  我就叫這邊的人,你們可不可以不要聊天
[00:06:57.640 --> 00:07:00.640]  因為你吵著這邊的人睡覺
[00:07:00.640 --> 00:07:03.640]  嘗試用一些方法去表達
[00:07:03.640 --> 00:07:06.640]  我想說的話的確是很重要
[00:07:06.640 --> 00:07:09.640]  我們不能夠隨便出口
[00:07:09.640 --> 00:07:14.640]  馬國書很有趣,今天提醒我們第四個元素,就是勒住舌頭
[00:07:14.640 --> 00:07:19.640]  勒住這個動詞用在什麼動物身上?
[00:07:19.640 --> 00:07:21.640]  用在什麼動物身上?
[00:07:21.640 --> 00:07:23.640]  我剛才聽到,是馬
[00:07:23.640 --> 00:07:26.640]  如果你有騎過馬,你會知道馬有很大氣力
[00:07:26.640 --> 00:07:31.640]  不過馬的嘴有一個環扣著一條鋼繩
[00:07:31.640 --> 00:07:36.640]  只要你一勒住它,原來整隻馬都在你的控制範圍裡
[00:07:36.640 --> 00:07:39.640]  就是說馬的快慢,速度,方向
[00:07:39.640 --> 00:07:44.640]  只要你一勒住這條鋼繩,原來整隻馬都在你控制範圍裡
[00:07:44.640 --> 00:07:45.640]  其實什麼意思呢?
[00:07:45.640 --> 00:07:49.640]  就是在說原來我們的舌頭像馬一樣是很有威力的
[00:07:49.640 --> 00:07:52.640]  你說多少,說什麼,怎麼說
[00:07:52.640 --> 00:07:54.640]  是會傷害到很多人
[00:07:54.640 --> 00:07:56.640]  或者你也可以見到很多人
[00:07:56.640 --> 00:07:57.640]  總之是很有威力的
[00:07:57.640 --> 00:07:59.640]  但是無論多有威力也好
[00:07:59.640 --> 00:08:04.640]  馬國書想我們知道,它是完全可以在你控制的掌握範圍裡
[00:08:04.640 --> 00:08:07.640]  就是說你完全可以控制你的舌頭
[00:08:07.640 --> 00:08:09.640]  說什麼,說多少
[00:08:09.640 --> 00:08:10.640]  只要你勒一勒住
[00:08:10.640 --> 00:08:13.640]  其實我覺得用廣東話比較好
[00:08:13.640 --> 00:08:16.640]  就是你停一停,經一經大腦
[00:08:16.640 --> 00:08:17.640]  這個動作已經是勒住
[00:08:17.640 --> 00:08:19.640]  就是當你要表達的時候
[00:08:19.640 --> 00:08:23.640]  你就可以緩和化解了很多問題
[00:08:23.640 --> 00:08:25.640]  這個勒住舌頭
[00:08:25.640 --> 00:08:29.640]  有一次很有趣,我看了一個藝員
[00:08:29.640 --> 00:08:32.640]  許冠文,他的日常生活的片段
[00:08:32.640 --> 00:08:36.640]  他就說,那個記者就寫了
[00:08:36.640 --> 00:08:40.640]  許冠文請了一班朋友回來吃飯
[00:08:40.640 --> 00:08:43.640]  就叫他太太進去廚房拿一瓶紅酒出來
[00:08:43.640 --> 00:08:46.640]  他太太很興奮,但是太開心
[00:08:46.640 --> 00:08:49.640]  跑到中間,你知道發生了什麼意外嗎
[00:08:49.640 --> 00:08:53.640]  他那瓶紅酒就打爛了
[00:08:53.640 --> 00:08:57.640]  如果按我們表達,我們情緒地表達
[00:08:57.640 --> 00:09:00.640]  我們當然說有沒有搞錯,特別是男人
[00:09:00.640 --> 00:09:04.640]  有沒有搞錯,你在我朋友面前大庭廣眾
[00:09:04.640 --> 00:09:06.640]  打爛我最好的酒
[00:09:06.640 --> 00:09:08.640]  一定是罵出來
[00:09:08.640 --> 00:09:11.640]  我們通常很多時候的反應都是情緒直接說
[00:09:11.640 --> 00:09:13.640]  罵完再說
[00:09:13.640 --> 00:09:16.640]  他就說,許冠文沒有罵,他真的停一停
[00:09:16.640 --> 00:09:20.640]  說了一句話就化解了那個局面
[00:09:20.640 --> 00:09:22.640]  不知道你猜不猜得到那句是什麼話
[00:09:22.640 --> 00:09:26.640]  他說了一句話,然後就化解了局面
[00:09:26.640 --> 00:09:28.640]  他就跟太太說
[00:09:28.640 --> 00:09:30.640]  其實就是跟他的朋友說
[00:09:30.640 --> 00:09:34.640]  他說,太太,你也知道我今晚不喜歡喝紅酒
[00:09:34.640 --> 00:09:36.640]  他就說了這句話
[00:09:36.640 --> 00:09:38.640]  但是他的朋友聽得懂
[00:09:38.640 --> 00:09:40.640]  他的朋友聽得懂就是
[00:09:40.640 --> 00:09:42.640]  你給了位子給太太下台
[00:09:42.640 --> 00:09:45.640]  雖然他做錯了事,但是你給了他下台
[00:09:45.640 --> 00:09:47.640]  他們會心微笑
[00:09:47.640 --> 00:09:50.640]  太太也很開心,因為沒有被責怪之下
[00:09:50.640 --> 00:09:52.640]  就這樣下台了
[00:09:52.640 --> 00:09:54.640]  我想說基督徒的說話
[00:09:54.640 --> 00:09:58.640]  原來你能夠說一句恰好的說話
[00:09:58.640 --> 00:10:01.640]  是能夠化解一些很艱難的局面
[00:10:01.640 --> 00:10:03.640]  當你快要吵架了
[00:10:03.640 --> 00:10:05.640]  當你快不知道怎麼辦
[00:10:05.640 --> 00:10:08.640]  原來我們是有智慧去表達
