
[00:00:00.000 --> 00:00:02.960]  今天我們一起去看神的話語
[00:00:02.960 --> 00:00:05.280]  我們去看舊約文數記
[00:00:05.280 --> 00:00:10.840]  是舊約以色列民族所發生的一個事件
[00:00:10.840 --> 00:00:12.480]  我們一起先讀經文
[00:00:12.480 --> 00:00:15.720]  「摩西娶了古實女子為妻」
[00:00:15.720 --> 00:00:20.560]  「米利暗和阿倫因他所娶的古實女子就毀謗他」
[00:00:20.560 --> 00:00:21.600]  不如我們一起讀吧
[00:00:21.600 --> 00:00:25.200]  「說:難道耶和華單與摩西說話」
[00:00:25.200 --> 00:00:27.200]  「不也與我們說話嗎?」
[00:00:27.200 --> 00:00:29.600]  「者話耶和華聽見了」
[00:00:29.600 --> 00:00:32.000]  「摩西為人極其謙和」
[00:00:32.000 --> 00:00:34.000]  「勝過世上的眾人」
[00:00:34.000 --> 00:00:37.760]  「耶和華忽然對摩西、阿倫、米利暗說」
[00:00:37.760 --> 00:00:41.560]  「你們三個人都出來到會莫者裡」
[00:00:41.560 --> 00:00:44.080]  「他們三個人就出來了」
[00:00:44.080 --> 00:00:46.720]  「我的僕人摩西不是這樣」
[00:00:46.720 --> 00:00:49.440]  「她是在我全家尊重的」
[00:00:49.440 --> 00:00:52.040]  「我要與她面對面說話」
[00:00:52.040 --> 00:00:54.920]  「乃是明說,不用謎語」
[00:00:54.920 --> 00:00:57.640]  「並且她必見我的形象」
[00:00:57.640 --> 00:01:00.160]  「你們毀謗我的僕人摩西」
[00:01:00.160 --> 00:01:02.000]  「為何不懼怕呢?」
[00:01:02.000 --> 00:01:05.600]  「耶和華就向他們二人發怒而去」
[00:01:05.600 --> 00:01:08.240]  「雲彩從會莫上羅開了」
[00:01:08.240 --> 00:01:11.200]  「不料米利暗掌了大麻風」
[00:01:11.200 --> 00:01:12.880]  「有說那樣白」
[00:01:12.880 --> 00:01:15.880]  「阿倫一看米利暗掌了大麻風」
[00:01:15.880 --> 00:01:17.440]  「就懼摩西說」
[00:01:17.440 --> 00:01:21.480]  「我主啊,求你不要因我們愚昧犯罪」
[00:01:21.480 --> 00:01:24.680]  「便將這罪加在我們身上」
[00:01:24.680 --> 00:01:28.240]  「求你不要讓他像那出母腹」
[00:01:28.240 --> 00:01:30.480]  「欲以伴爛的死胎」
[00:01:30.480 --> 00:01:33.200]  「於是摩西哀求耶和華說」
[00:01:33.200 --> 00:01:35.520]  「神啊,求你醫治他」
[00:01:35.520 --> 00:01:37.360]  「耶和華對摩西說」
[00:01:37.360 --> 00:01:41.000]  「現在要把他在營外關鎖七天」
[00:01:41.000 --> 00:01:43.600]  「然後才可以領他出來」
[00:01:43.600 --> 00:01:46.960]  「於是米利暗關鎖在營外七天」
[00:01:46.960 --> 00:01:48.800]  「百姓沒有行路」
[00:01:48.800 --> 00:01:52.080]  「直等到把米利暗領出來」
[00:01:53.000 --> 00:01:59.480]  米利暗和阿倫是摩西的姊姊和哥哥
[00:01:59.480 --> 00:02:00.560]  我們看回聖經
[00:02:00.560 --> 00:02:02.360]  他們一向都是跟隨神
[00:02:02.360 --> 00:02:05.480]  和很愛護摩西這個弟弟
[00:02:05.480 --> 00:02:06.760]  我們先看看
[00:02:06.760 --> 00:02:09.040]  《春埃及記》二章的四至七節
[00:02:09.040 --> 00:02:11.600]  當摩西還是小嬰兒的時候
[00:02:11.600 --> 00:02:14.040]  他說孩子的姊姊遠遠站著
[00:02:14.040 --> 00:02:16.000]  要知道他究竟怎麼樣
[00:02:16.000 --> 00:02:18.600]  孩子的姊姊對法老的女兒說
[00:02:18.600 --> 00:02:20.800]  我去在希伯來婦人中
[00:02:20.800 --> 00:02:24.320]  叫一個奶媽來為你奶者孩子
[00:02:24.320 --> 00:02:25.920]  可以不可以
[00:02:25.920 --> 00:02:27.800]  話說摩西出生的時候
[00:02:27.800 --> 00:02:30.360]  在埃及法老要殺光
[00:02:30.360 --> 00:02:34.240]  所有希伯來的初生的嬰孩
[00:02:34.240 --> 00:02:36.880]  於是摩西的家庭為了要保護摩西
[00:02:36.880 --> 00:02:42.200]  就把他藏了在尼洛河的奴隸草莊中
[00:02:42.200 --> 00:02:46.040]  剛巧遇著法老的公主
[00:02:46.040 --> 00:02:50.520]  法老的女兒去尼洛河那裡沐浴
[00:02:50.520 --> 00:02:52.720]  於是見到這麼趣致的嬰兒
[00:02:52.720 --> 00:02:54.840]  於是就想收養他
[00:02:54.840 --> 00:02:59.680]  當然他的家人一直都在監視的情況發生
[00:02:59.680 --> 00:03:01.280]  要保護這個嬰兒
[00:03:01.280 --> 00:03:05.200]  於是見到埃及的公主的時候
[00:03:05.200 --> 00:03:06.840]  當時的米利暗
[00:03:06.840 --> 00:03:08.440]  就是摩西的姊姊
[00:03:08.440 --> 00:03:09.840]  就衝出來
[00:03:09.840 --> 00:03:12.040]  很勇敢衝出來就說
[00:03:12.040 --> 00:03:16.200]  公主公主你都應該未婚了
[00:03:16.200 --> 00:03:19.600]  我不如我介紹希伯來的婦人
[00:03:19.600 --> 00:03:23.600]  幫你做這個嬰兒的奶媽好不好
[00:03:23.600 --> 00:03:26.560]  其實這位奶媽正正就是
[00:03:26.560 --> 00:03:29.760]  米利暗和摩西的媽媽
[00:03:29.760 --> 00:03:31.800]  就是因為這樣的緣故
[00:03:31.800 --> 00:03:38.240]  就把摩西的媽媽帶進了埃及的皇宮
[00:03:38.240 --> 00:03:42.120]  就好好地母子從聚
[00:03:42.120 --> 00:03:44.960]  於是就好好地去養育摩西
[00:03:44.960 --> 00:03:48.400]  養摩西在埃及的皇宮長大
[00:03:48.400 --> 00:03:50.240]  成為了埃及王子
[00:03:50.240 --> 00:03:54.760]  這個就是兒童主義學經常講的故事
[00:03:54.760 --> 00:03:58.000]  話說很快就已經過了80年了
[00:03:58.000 --> 00:04:00.240]  下刪了很多章的經文之後
[00:04:00.240 --> 00:04:02.840]  到摩西再回去埃及
[00:04:02.840 --> 00:04:06.320]  就帶領以色列人出埃及過紅海
[00:04:06.320 --> 00:04:10.200]  他們神讓紅海分開
[00:04:10.200 --> 00:04:12.600]  繼續兒童主義學的故事
[00:04:12.600 --> 00:04:13.640]  紅海分開
[00:04:13.640 --> 00:04:15.800]  於是以色列人就過了紅海
[00:04:15.800 --> 00:04:18.400]  然後後來的追兵
[00:04:18.400 --> 00:04:20.720]  那幫埃及的追兵
[00:04:20.720 --> 00:04:22.560]  到了紅海的時候
[00:04:22.560 --> 00:04:24.360]  紅海的水合起來
[00:04:24.360 --> 00:04:26.440]  就把他們全部淹死了
[00:04:26.440 --> 00:04:28.480]  其實當時
[00:04:28.480 --> 00:04:29.960]  摩西都80歲了
[00:04:29.960 --> 00:04:32.840]  所以米利暗你也知道他多少歲了
[00:04:32.840 --> 00:04:37.200]  他當時就成為了婦女界的領袖
[00:04:37.200 --> 00:04:40.160]  我們看一段聖經15章20節
[00:04:40.160 --> 00:04:41.160]  他說阿倫的姐姐
[00:04:41.160 --> 00:04:42.360]  女先知米利暗
[00:04:42.360 --> 00:04:43.800]  手裡拿著鼓
[00:04:43.800 --> 00:04:47.800]  眾婦女也跟著他出去拿鼓跳舞
[00:04:47.800 --> 00:04:52.360]  原來做了那些慶典
[00:04:52.360 --> 00:04:56.600]  他們慶祝以色列終於離開圍爐之地
[00:04:56.600 --> 00:04:59.040]  可以準備邁步前進
[00:04:59.040 --> 00:05:00.920]  去進到神的應許之地
[00:05:00.920 --> 00:05:04.120]  米利暗就帶著那幫婦女去慶賀
[00:05:04.120 --> 00:05:08.640]  拿起鼓在那裡跳舞去慶祝
[00:05:08.640 --> 00:05:10.960]  成為了婦女界的領袖
[00:05:10.960 --> 00:05:12.000]  而阿倫是哪一位呢
[00:05:12.000 --> 00:05:14.000]  阿倫大家更加熟悉
[00:05:14.000 --> 00:05:15.720]  是以色列文的大祭司
[00:05:15.720 --> 00:05:19.080]  經常跟摩西兩個去拍照
[00:05:19.080 --> 00:05:20.400]  去見法老
[00:05:20.400 --> 00:05:24.440]  跟摩西不說話
[00:05:24.440 --> 00:05:26.560]  阿倫就幫他說話
[00:05:26.560 --> 00:05:28.880]  在春節及記4章14至16節
[00:05:28.880 --> 00:05:30.120]  他說
[00:05:30.120 --> 00:05:32.640]  不是有你的哥哥利美人阿倫嗎
[00:05:32.640 --> 00:05:34.520]  我知道他是能言的
[00:05:34.520 --> 00:05:36.440]  現在他出來迎接你
[00:05:36.440 --> 00:05:38.920]  他一見你心裡就歡喜
[00:05:38.920 --> 00:05:41.720]  你要將當說的話傳給他
[00:05:41.720 --> 00:05:44.320]  我也要賜你和他口才
[00:05:44.320 --> 00:05:48.280]  他要替你對百姓說話
[00:05:48.280 --> 00:05:52.120]  很清楚看到他們其實由出埃及
[00:05:52.120 --> 00:05:53.520]  一直以來在曠野
[00:05:53.520 --> 00:05:54.840]  雖然走了40年
[00:05:54.840 --> 00:05:57.600]  他們一直以來三個人都合作無間
[00:05:57.600 --> 00:05:59.120]  互相配搭
[00:05:59.120 --> 00:06:01.920]  帶領著整個的以色列民族
[00:06:01.920 --> 00:06:05.400]  前往這個迦南的應許之地
[00:06:05.400 --> 00:06:06.720]  在曠野幾十年
[00:06:06.720 --> 00:06:08.520]  排除萬難
[00:06:08.520 --> 00:06:10.960]  準備進入去應許之地
[00:06:10.960 --> 00:06:13.320]  誰知就發生了我們剛才
[00:06:13.320 --> 00:06:16.320]  所說的一場糾紛
[00:06:16.320 --> 00:06:17.800]  表面上
[00:06:17.800 --> 00:06:22.320]  好像說原因就是摩西娶鬼妹
[00:06:22.320 --> 00:06:24.880]  娶外邦人
[00:06:24.880 --> 00:06:26.240]  但是實際上
[00:06:26.240 --> 00:06:28.040]  稍後跟你們分享
[00:06:28.040 --> 00:06:32.320]  其實是米利暗和阿倫借題發揮
[00:06:32.320 --> 00:06:33.560]  借機發難
[00:06:33.560 --> 00:06:35.200]  騎劫了一件事
[00:06:35.200 --> 00:06:37.920]  去挑戰摩西的領導
[00:06:37.920 --> 00:06:40.120]  和他的屬靈權柄
[00:06:40.120 --> 00:06:43.800]  也同時是等於挑戰上帝的主權
[00:06:43.800 --> 00:06:46.080]  和上帝的秩序
[00:06:46.080 --> 00:06:47.440]  所以如果這件事
[00:06:47.440 --> 00:06:49.240]  我們看到放諸在今天的教會
[00:06:49.240 --> 00:06:51.000]  其實真的很嚴重
[00:06:51.000 --> 00:06:52.720]  所以我們要將這件事
[00:06:52.720 --> 00:06:54.320]  在我們學習當中
[00:06:54.320 --> 00:06:56.960]  對我們有什麼重要的提醒
[00:06:56.960 --> 00:06:59.720]  以及我們有什麼學習的功課
[00:06:59.720 --> 00:07:02.640]  我們就看看整段的經文
[00:07:02.640 --> 00:07:03.640]  首先第一
[00:07:03.640 --> 00:07:05.840]  摩西娶了古實女子為妻
[00:07:05.840 --> 00:07:09.880]  米利暗和阿倫因他所娶的古實女子
[00:07:09.880 --> 00:07:11.080]  就毀謗她
[00:07:11.080 --> 00:07:14.480]  說難道耶和華單與摩西說話
[00:07:14.480 --> 00:07:16.920]  不也與我們說話嗎
[00:07:16.920 --> 00:07:18.520]  大家是否看到當中的陰謀
[00:07:18.520 --> 00:07:21.240]  是否看到當中的玄機
[00:07:21.240 --> 00:07:25.800]  究竟耶和華跟阿倫和米利暗說話
[00:07:25.800 --> 00:07:29.960]  跟摩西娶不娶古實女子有什麼關係呢
[00:07:29.960 --> 00:07:32.120]  好像是九五搭八一樣
[00:07:32.120 --> 00:07:34.120]  原因好像很偉大
[00:07:34.120 --> 00:07:34.920]  摩西不好
[00:07:34.920 --> 00:07:37.080]  娶一個古實女子
[00:07:37.080 --> 00:07:40.040]  古實是當時埃及地方的一個地方
[00:07:40.040 --> 00:07:43.440]  總之是一個外邦女子
[00:07:43.440 --> 00:07:45.640]  於是他就毀謗她
[00:07:45.640 --> 00:07:46.960]  但是這個毀謗是什麼呢
[00:07:46.960 --> 00:07:48.760]  為什麼耶和華只跟摩西說話
[00:07:48.760 --> 00:07:51.200]  不跟我們說話
[00:07:51.200 --> 00:07:52.440]  真是九五搭八
[00:07:52.440 --> 00:07:54.920]  上帝揀選摩西
[00:07:54.920 --> 00:07:55.840]  在整件事上
[00:07:55.840 --> 00:07:57.840]  我們看到上帝揀選摩西
[00:07:57.840 --> 00:07:59.120]  做以色列人的領袖
[00:07:59.120 --> 00:08:00.680]  米利暗做先知
[00:08:00.680 --> 00:08:02.280]  阿倫做大祭司
[00:08:02.280 --> 00:08:04.280]  原先是一個很好的配搭
[00:08:04.280 --> 00:08:07.200]  各有恩賜各按其職
[00:08:07.200 --> 00:08:09.520]  但是可能一路以來一路合作
[00:08:09.520 --> 00:08:14.240]  一路大家去做事的時候
[00:08:14.240 --> 00:08:16.040]  就會發覺
[00:08:16.040 --> 00:08:17.400]  他們可能是一路以來
[00:08:17.400 --> 00:08:19.160]  都看不起這個弟弟
[00:08:19.160 --> 00:08:20.400]  摩西這個人就是這樣
[00:08:20.400 --> 00:08:22.000]  不太喜歡說話
[00:08:22.000 --> 00:08:23.920]  說他自己是絕口笨舌
[00:08:23.920 --> 00:08:25.240]  又不敢去見法老
[00:08:25.240 --> 00:08:29.240]  於是又要找阿倫綁住他一起去
[00:08:29.240 --> 00:08:32.120]  這個弟弟是否真的軟弱無主見呢
[00:08:32.120 --> 00:08:34.400]  是否上帝揀選的就大了呢
[00:08:34.400 --> 00:08:38.360]  還成為了我們的領導呢
[00:08:38.360 --> 00:08:40.360]  於是就執導摩西
[00:08:40.360 --> 00:08:41.480]  借題發揮
[00:08:41.480 --> 00:08:45.040]  於是就出現了這個毀謗的情況
[00:08:45.040 --> 00:08:47.160]  毀謗就是出於人的驕傲
[00:08:47.160 --> 00:08:49.920]  也都出於人的反叛
[00:08:49.920 --> 00:08:52.160]  可能長期都一路以為
[00:08:52.160 --> 00:08:53.720]  一路都認為
[00:08:53.720 --> 00:08:54.880]  沒有出聲也好
[00:08:54.880 --> 00:08:56.760]  或者有出過聲也不行
[00:08:56.760 --> 00:08:58.440]  我口才比你好
[00:08:58.440 --> 00:08:59.920]  我能力比你高
[00:08:59.920 --> 00:09:01.880]  我做什麼要陷害你
[00:09:01.880 --> 00:09:03.880]  我做什麼要在你下面
[00:09:03.880 --> 00:09:05.760]  覺得上帝不公平
[00:09:05.760 --> 00:09:07.720]  於是積聚這些冤毒
[00:09:07.720 --> 00:09:09.480]  就產生這個毀謗
