
[00:00:00.000 --> 00:00:00.980]  好,歡迎各位
[00:00:00.980 --> 00:00:04.060]  我們來到聖地網上行的第八集了
[00:00:04.060 --> 00:00:07.620]  上一次耶穌和門徒就去到
[00:00:07.620 --> 00:00:10.420]  凱撒利亞、菲勒比、錫瑟利亞、菲勒比這個地方
[00:00:10.420 --> 00:00:12.920]  是一個愛邦人約旦河東的地方
[00:00:12.920 --> 00:00:16.320]  今天我們叫做哥蘭高地
[00:00:16.320 --> 00:00:19.920]  這裡耶穌問門徒一個很重要的問題
[00:00:19.920 --> 00:00:21.200]  就是人子是誰
[00:00:21.200 --> 00:00:22.840]  就是他自己真正的身份
[00:00:22.840 --> 00:00:25.200]  這個問題是很重要的
[00:00:25.200 --> 00:00:28.720]  因為這是福音書下半節
[00:00:28.720 --> 00:00:33.000]  要處理的問題就是耶穌真正的身份
[00:00:33.000 --> 00:00:36.000]  因為如果搞錯了耶穌真正的身份
[00:00:36.000 --> 00:00:40.120]  就會影響門徒對自己的身份的了解
[00:00:40.120 --> 00:00:42.400]  所以耶穌問他的門徒
[00:00:42.400 --> 00:00:45.400]  到底他自己是誰
[00:00:45.400 --> 00:00:47.080]  彼得就回答了
[00:00:47.080 --> 00:00:48.240]  他說你是基督
[00:00:48.240 --> 00:00:51.120]  是永生上帝的兒子
[00:00:51.120 --> 00:00:53.720]  門徒跟著耶穌有幾年
[00:00:53.720 --> 00:00:56.280]  見過耶穌的神蹟騎士
[00:00:56.280 --> 00:00:58.440]  見過祂趕鬼
[00:00:58.440 --> 00:01:00.040]  行很多的異能
[00:01:00.040 --> 00:01:02.920]  有應許建立祂的教會
[00:01:02.920 --> 00:01:05.280]  陰間的權勢不能夠勝過
[00:01:05.280 --> 00:01:07.160]  對於門徒來說
[00:01:07.160 --> 00:01:09.880]  這個王者的國度已經來臨了
[00:01:09.880 --> 00:01:11.160]  很快就會到了
[00:01:11.160 --> 00:01:13.760]  但是耶穌突然間轉口
[00:01:13.760 --> 00:01:15.640]  人子,沒錯是基督
[00:01:15.640 --> 00:01:16.920]  是王者
[00:01:16.920 --> 00:01:19.320]  但是他要上耶路撒冷來受苦
[00:01:19.320 --> 00:01:21.640]  並且要被殺
[00:01:21.640 --> 00:01:22.920]  十六章第二十一節
[00:01:22.920 --> 00:01:24.160]  馬太福音這裡這麼說
[00:01:24.160 --> 00:01:25.480]  他說從子
[00:01:25.480 --> 00:01:27.280]  耶穌才子是門徒
[00:01:27.280 --> 00:01:29.120]  他必須上耶路撒冷去
[00:01:29.120 --> 00:01:32.120]  受長老祭司長文士許多的福
[00:01:32.120 --> 00:01:33.640]  並且被殺
[00:01:33.640 --> 00:01:35.120]  第三天復活
[00:01:35.120 --> 00:01:37.440]  彼得聽到這個消息之後
[00:01:37.440 --> 00:01:39.080]  他不能夠接受
[00:01:39.080 --> 00:01:41.080]  我相信其他的門徒也不能夠接受
[00:01:41.080 --> 00:01:42.840]  彼得就拉著耶穌勸他
[00:01:42.840 --> 00:01:44.760]  他說主人萬萬不可
[00:01:44.760 --> 00:01:47.960]  因為這事必不臨到你身上
[00:01:47.960 --> 00:01:50.800]  耶穌轉過來對彼得說
[00:01:50.800 --> 00:01:53.040]  撒旦,退我後面去吧
[00:01:53.040 --> 00:01:53.960]  這一句話
[00:01:53.960 --> 00:01:57.080]  撒旦,退我後面去吧
[00:01:57.080 --> 00:01:58.440]  就是在曠野裡面
[00:01:58.440 --> 00:02:00.240]  耶穌三次受撒旦試探
[00:02:00.240 --> 00:02:02.000]  最後一次在馬太福音
[00:02:02.000 --> 00:02:06.200]  在高山上面魔鬼將萬國展現在耶穌面前
[00:02:06.200 --> 00:02:07.760]  祂說你只要拜我
[00:02:07.760 --> 00:02:09.560]  不要上十字架
[00:02:09.560 --> 00:02:11.440]  我就會賜萬國給你
[00:02:11.440 --> 00:02:13.120]  耶穌對撒旦說什麼呢?
[00:02:13.120 --> 00:02:15.800]  祂說撒旦,退我後面去吧
[00:02:15.800 --> 00:02:17.080]  居然這句話
[00:02:17.080 --> 00:02:20.320]  就是耶穌跟彼得說的
[00:02:20.320 --> 00:02:23.040]  你想有多大的震盪
[00:02:23.040 --> 00:02:27.480]  那些門徒很難接受這位王者居然會受苦受死
[00:02:27.480 --> 00:02:29.560]  也很懷疑
[00:02:29.560 --> 00:02:31.920]  很震盪他們的信念
[00:02:31.920 --> 00:02:34.200]  到底這個主耶穌
[00:02:34.200 --> 00:02:36.320]  是不是真是上帝的王者
[00:02:36.320 --> 00:02:38.640]  就是天國的王者
[00:02:38.640 --> 00:02:39.960]  耶穌就說
[00:02:39.960 --> 00:02:41.240]  你退我後面去吧
[00:02:41.240 --> 00:02:44.360]  因為你不是體貼神的意思
[00:02:44.360 --> 00:02:46.880]  並且他之後就告訴門徒
[00:02:46.880 --> 00:02:48.360]  你們都跟我一樣
[00:02:48.360 --> 00:02:49.680]  你跟隨我的話
[00:02:49.680 --> 00:02:51.920]  你都要背上十字架
[00:02:51.920 --> 00:02:55.080]  於是到了十六章最後結束的時候
[00:02:55.080 --> 00:02:55.960]  耶穌就說
[00:02:55.960 --> 00:02:57.200]  我實在告訴你們
[00:02:57.200 --> 00:03:01.120]  站在這裡的人在未嘗死未之前
[00:03:01.120 --> 00:03:05.240]  必看見人子降臨在他的國內
[00:03:05.240 --> 00:03:06.960]  接下來第十七章
[00:03:06.960 --> 00:03:09.000]  就是一個很出名的故事
[00:03:09.000 --> 00:03:12.280]  就叫做登山變象
[00:03:12.280 --> 00:03:14.040]  所以這個登山變象
[00:03:14.040 --> 00:03:18.480]  一方面來回應門徒的懷疑
[00:03:18.480 --> 00:03:22.320]  也繼續回答一個問題就是耶穌是誰
[00:03:22.320 --> 00:03:24.720]  他說初嘗天國的榮耀
[00:03:24.720 --> 00:03:27.720]  就好像你看一本小說
[00:03:27.720 --> 00:03:30.160]  或者看一部長篇劇
[00:03:30.160 --> 00:03:35.240]  中間的情節是很幽暗的
[00:03:35.240 --> 00:03:39.040]  你就忍不住要先打開那個結局
[00:03:39.040 --> 00:03:39.840]  看了結局
[00:03:39.840 --> 00:03:42.840]  原來那個主角是不會死的
[00:03:42.840 --> 00:03:44.920]  並且會有好的收場
[00:03:44.920 --> 00:03:47.200]  然後你就回到中間繼續看下去
[00:03:47.200 --> 00:03:50.480]  你就有力繼續去完成那個小說
[00:03:50.480 --> 00:03:51.920]  完成那個情節
[00:03:51.920 --> 00:03:53.720]  其實這個登山變象
[00:03:53.720 --> 00:03:55.400]  也有一點像是這樣的
[00:03:55.400 --> 00:03:58.360]  可能我們人生裡面經歷不同的苦痛
[00:03:58.360 --> 00:04:01.960]  或者經歷一些不好的際遇
[00:04:01.960 --> 00:04:03.240]  或者好像門徒一樣
[00:04:03.240 --> 00:04:08.240]  他們正在經歷一些很震盪他們的事情
[00:04:08.240 --> 00:04:10.520]  這個登山變象
[00:04:10.520 --> 00:04:12.280]  就是將榮耀的結局
[00:04:12.280 --> 00:04:13.880]  給他們有一個Glimpse
[00:04:13.880 --> 00:04:16.120]  有一個看一看
[00:04:16.120 --> 00:04:19.160]  以致門徒能夠繼續地跟著繼續下去
[00:04:19.160 --> 00:04:38.760]  登山變象這個故事
[00:04:38.760 --> 00:04:42.880]  第一節就講到在高山上面發生的
[00:04:42.880 --> 00:04:45.000]  當然自古以來有不同的建議
[00:04:45.000 --> 00:04:47.360]  到底這座山在哪裡樹下
[00:04:47.360 --> 00:04:51.440]  有一個建議就是在他柏山
[00:04:51.440 --> 00:04:54.320]  他柏山是一個很孤立的山峰
[00:04:54.320 --> 00:04:58.000]  在夏加尼尼一個平原的地方
[00:04:58.000 --> 00:05:00.040]  是一個很特別的山
[00:05:00.040 --> 00:05:01.920]  而且景色是非常漂亮的
[00:05:01.920 --> 00:05:03.240]  575米高
[00:05:03.240 --> 00:05:04.520]  1900呎高
[00:05:04.520 --> 00:05:07.840]  自四世紀開始
[00:05:07.840 --> 00:05:10.840]  就有一些古教堂建築在這個地方
[00:05:10.840 --> 00:05:14.160]  紀念耶穌登山變象
[00:05:14.160 --> 00:05:16.200]  但是一些文獻告訴我們
[00:05:16.200 --> 00:05:21.800]  一世紀在這裡有羅馬軍隊在山上駐兵
[00:05:21.800 --> 00:05:25.560]  所以這個可能性未必那麼大
[00:05:25.560 --> 00:05:28.200]  另一個建議就是在麥倫山
[00:05:28.200 --> 00:05:31.280]  上到來夏加尼尼
[00:05:31.280 --> 00:05:35.480]  Upper Galilee的這些大山區
[00:05:35.480 --> 00:05:39.720]  這裡有一個山峰叫做麥倫山
[00:05:39.720 --> 00:05:41.120]  1200米高
[00:05:41.120 --> 00:05:43.320]  4000呎高
[00:05:43.320 --> 00:05:46.640]  這是另一個建議
[00:05:46.640 --> 00:05:49.320]  當然第三個建議就是在
[00:05:49.320 --> 00:05:50.680]  錫瑟利亞菲勒比
