
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,主內平安
[00:00:06.000 --> 00:00:12.000]  我們今天和大家分享一個比喻
[00:00:12.000 --> 00:00:19.000]  在馬太福音第25章裏面
[00:00:19.000 --> 00:00:23.000]  有三個比喻
[00:00:23.000 --> 00:00:29.000]  一個是十童女的比喻
[00:00:29.000 --> 00:00:36.000]  一個是案財受銀的比喻
[00:00:36.000 --> 00:00:45.000]  今天和大家分享的是關於綿羊山羊的比喻
[00:00:45.000 --> 00:00:54.000]  其實這三個比喻裏面有一個共同的特點
[00:00:54.000 --> 00:01:00.000]  它都是說一種最後的審判在裏面
[00:01:00.000 --> 00:01:06.000]  我們知道在巴勒斯坦的地方裏面
[00:01:06.000 --> 00:01:13.000]  你見到綿羊和山羊是一齊去牧羊的
[00:01:13.000 --> 00:01:21.000]  我們在英國很少見到綿羊
[00:01:21.000 --> 00:01:24.000]  我們在英國可能見到綿羊會多一點
[00:01:24.000 --> 00:01:25.000]  山羊是不是比較少一點
[00:01:25.000 --> 00:01:26.000]  山羊會少一些
[00:01:26.000 --> 00:01:27.000]  為甚麼會少一些
[00:01:27.000 --> 00:01:29.000]  為甚麼會少一些呢
[00:01:29.000 --> 00:01:33.000]  沒有山
[00:01:33.000 --> 00:01:35.000]  因為沒有山
[00:01:35.000 --> 00:01:38.000]  山羊沒有那麼值錢
[00:01:38.000 --> 00:01:40.000]  山羊是沒有那麼值錢的
[00:01:40.000 --> 00:01:41.000]  綿羊比較值錢
[00:01:41.000 --> 00:01:43.000]  綿羊是值錢一點
[00:01:43.000 --> 00:01:45.000]  在巴勒斯坦的地方
[00:01:45.000 --> 00:01:50.000]  山羊和綿羊是在同一個山裏面去牧羊
[00:01:50.000 --> 00:01:54.000]  在巴勒斯坦就是山羊和綿羊是在一起牧羊的
[00:01:54.000 --> 00:01:57.000]  一齊食草 一齊行動
[00:01:57.000 --> 00:02:00.000]  他們是在一起吃草 一起行動
[00:02:00.000 --> 00:02:05.000]  到夜晚他們才將山羊和綿羊分開
