
[00:00:00.000 --> 00:00:02.000]  早晨 聽到嗎
[00:00:02.000 --> 00:00:06.000]  祝媽媽生日快樂
[00:00:06.000 --> 00:00:12.000]  我想知道有多少個媽媽在這裏 舉起手來
[00:00:12.000 --> 00:00:16.000]  很多啊 很多啊
[00:00:16.000 --> 00:00:20.000]  今天我想媽媽生日就是我們做媽媽
[00:00:20.000 --> 00:00:26.000]  今天很順利成長 到目前爲止的一天 是不是
[00:00:26.000 --> 00:00:31.000]  又是我們媽媽最受人注意 最受人歌頌的一天
[00:00:31.000 --> 00:00:34.000]  就算平日我做得多不好 也好
[00:00:34.000 --> 00:00:37.000]  你小朋友一定會說 愛你媽媽
[00:00:37.000 --> 00:00:39.000]  一定會說祝媽媽生日快樂
[00:00:39.000 --> 00:00:42.000]  你老公會覺得我老婆做媽媽很偉大
[00:00:42.000 --> 00:00:47.000]  今天就很話講盡 是不是 是今天
[00:00:47.000 --> 00:00:52.000]  所以呢 好像很開心
[00:00:52.000 --> 00:00:57.000]  我本來應該歌頌大家媽媽 包括我自己
[00:00:57.000 --> 00:01:01.000]  但有一天我在咖啡室喝茶的時候
[00:01:01.000 --> 00:01:03.000]  我突然間在想
[00:01:03.000 --> 00:01:09.000]  因爲最近我遇到很多教子女的問題
[00:01:09.000 --> 00:01:12.000]  由於教子女問題引致夫婦的問題
[00:01:12.000 --> 00:01:14.000]  我就在想一件事
[00:01:14.000 --> 00:01:16.000]  其實我們教會都很着重的
[00:01:16.000 --> 00:01:20.000]  現在餘德順來了 我很希望他來報名
[00:01:20.000 --> 00:01:25.000]  但前段時間有葛琳卡來講我們的情緒
[00:01:25.000 --> 00:01:28.000]  我媽媽就有點失望 爲什麼
[00:01:28.000 --> 00:01:30.000]  她說他應該講子女的情緒
[00:01:30.000 --> 00:01:32.000]  不是講我們的情緒
[00:01:32.000 --> 00:01:35.000]  接着沒多久之後
[00:01:35.000 --> 00:01:39.000]  在上高三谷又會講什麼呢
[00:01:39.000 --> 00:01:44.000]  Alice Ng
[00:01:44.000 --> 00:01:46.000]  她會來講青少年
[00:01:46.000 --> 00:01:50.000]  我們教會很着重parenting
[00:01:50.000 --> 00:01:51.000]  我很着重
[00:01:51.000 --> 00:01:55.000]  但我越來越發覺爲什麼仍然有這麼多問題呢
[00:01:55.000 --> 00:01:58.000]  那天在喝咖啡的時候
[00:01:58.000 --> 00:02:02.000]  就聽溫偉耀講到聖靈的果子
[00:02:02.000 --> 00:02:06.000]  聽的時候神的靈感動我
[00:02:06.000 --> 00:02:08.000]  我就再叮一聲發現
[00:02:08.000 --> 00:02:12.000]  可能我太着重方法了
[00:02:12.000 --> 00:02:15.000]  我不是說那些parenting沒有講聖經 不是
[00:02:15.000 --> 00:02:18.000]  我們去參加的人
[00:02:18.000 --> 00:02:23.000]  我們整個attention是在方法 技巧上
[00:02:23.000 --> 00:02:27.000]  我忽略瞭如果我是信耶穌的
[00:02:27.000 --> 00:02:30.000]  究竟聖經怎麼幫我們呢
[00:02:30.000 --> 00:02:33.000]  神怎麼幫我們呢
[00:02:33.000 --> 00:02:36.000]  我有時忽略了
[00:02:36.000 --> 00:02:39.000]  很着重方法
[00:02:39.000 --> 00:02:42.000]  所以當時心裏有個很大的感動
[00:02:42.000 --> 00:02:45.000]  我是叫拉斯姆講的
[00:02:45.000 --> 00:02:47.000]  我就叫他讓路
[00:02:47.000 --> 00:02:50.000]  下年拉斯姆講
[00:02:50.000 --> 00:02:53.000]  我心裏有個很大的感動
[00:02:53.000 --> 00:02:57.000]  其實我們應該回去打好一個基本功
[00:02:57.000 --> 00:03:01.000]  因爲其實無論我們多會parenting的方法都好
[00:03:01.000 --> 00:03:04.000]  其實教什麼方法都沒有用
[00:03:04.000 --> 00:03:07.000]  其實我們整個人
[00:03:07.000 --> 00:03:12.000]  是一個最好的parenting的鏡
[00:03:12.000 --> 00:03:15.000]  其實我們小孩子的表現是反映
[00:03:15.000 --> 00:03:18.000]  我們媽媽今天母親節我特別講媽媽
[00:03:18.000 --> 00:03:21.000]  所以可能今天講的東西比較
[00:03:21.000 --> 00:03:23.000]  是刺耳一點的
[00:03:23.000 --> 00:03:26.000]  不是歌功頌德我們母親的偉大
[00:03:26.000 --> 00:03:29.000]  是在神的面前我們一起再回去聖經裏
[00:03:29.000 --> 00:03:34.000]  來學習改好我們自己內心
[00:03:34.000 --> 00:03:38.000]  有這樣的質我們纔可以教這樣的孩子出來
[00:03:38.000 --> 00:03:43.000]  我經常將他給pastor教
[00:03:43.000 --> 00:03:45.000]  給主一學老師教
[00:03:45.000 --> 00:03:48.000]  不行的因爲他一天見到耶穌
[00:03:48.000 --> 00:03:53.000]  回去之後六天見到魔鬼就死了
[00:03:53.000 --> 00:03:55.000]  我不是說笑我們媽媽是魔鬼
[00:03:55.000 --> 00:03:58.000]  不過有時孩子是很怕我們的
[00:03:58.000 --> 00:04:01.000]  所以我很希望我們今天一起集中
[00:04:01.000 --> 00:04:04.000]  我們一起想想我們做媽媽的
[00:04:04.000 --> 00:04:08.000]  我們的生命是怎樣影響我們的小孩子呢
[00:04:08.000 --> 00:04:11.000]  所以特別剛纔講了
[00:04:11.000 --> 00:04:13.000]  我受到一個啓發
[00:04:13.000 --> 00:04:17.000]  我就會集中講到聖靈的果子
[00:04:17.000 --> 00:04:22.000]  所以第一堂我會講母親的屬靈果子
[00:04:22.000 --> 00:04:24.000]  我看這個題目
[00:04:24.000 --> 00:04:27.000]  我想臺下的daddy很開心
[00:04:27.000 --> 00:04:31.000]  師母講多點講多點
[00:04:31.000 --> 00:04:33.000]  引來和平什麼良善
[00:04:33.000 --> 00:04:35.000]  講多點講多點
[00:04:35.000 --> 00:04:39.000]  回到家聽到師母剛纔講什麼
[00:04:39.000 --> 00:04:42.000]  所以先講定
[00:04:42.000 --> 00:04:44.000]  果子是結出來
[00:04:44.000 --> 00:04:49.000]  但有時我們的daddy扮演什麼role
[00:04:49.000 --> 00:04:51.000]  我們不是施肥
[00:04:51.000 --> 00:04:53.000]  我們做飛鳥
[00:04:53.000 --> 00:04:57.000]  他想結果子我們扔扔扔
[00:04:57.000 --> 00:04:59.000]  你這樣可以那樣可以
[00:04:59.000 --> 00:05:01.000]  扔到他沒了
[00:05:01.000 --> 00:05:02.000]  又做什麼
[00:05:02.000 --> 00:05:03.000]  做條蟲
[00:05:03.000 --> 00:05:05.000]  蟲是腰心腰肺的
[00:05:05.000 --> 00:05:06.000]  在裏面
[00:05:06.000 --> 00:05:09.000]  所以我希望今天我們一起來到
[00:05:09.000 --> 00:05:10.000]  崇拜當中來到
[00:05:10.000 --> 00:05:12.000]  聽到的時候
[00:05:12.000 --> 00:05:14.000]  我們每個人向神說
[00:05:14.000 --> 00:05:16.000]  如果今天我作爲一個母親
[00:05:16.000 --> 00:05:18.000]  我在屬靈的果子裏面
[00:05:18.000 --> 00:05:21.000]  我應該怎樣去學習
[00:05:21.000 --> 00:05:23.000]  作爲父親的
[00:05:23.000 --> 00:05:25.000]  我希望你們想一想
[00:05:25.000 --> 00:05:27.000]  我是否扮演着飛鳥
[00:05:27.000 --> 00:05:29.000]  扮演着那條蟲
[00:05:29.000 --> 00:05:33.000]  我沒有幫我的太太
[00:05:33.000 --> 00:05:35.000]  做一個好的母親
[00:05:35.000 --> 00:05:37.000]  沒有幫我太太
[00:05:37.000 --> 00:05:39.000]  真的可以實踐到
[00:05:39.000 --> 00:05:42.000]  一個屬靈的果子
[00:05:42.000 --> 00:05:45.000]  對於那些做子女的
[00:05:45.000 --> 00:05:47.000]  你可以出去休息一會
[00:05:47.000 --> 00:05:51.000]  第二堂教會是比較
[00:05:51.000 --> 00:05:56.000]  single和沒有孩子的couple
[00:05:56.000 --> 00:05:59.000]  第二堂我講的是
[00:05:59.000 --> 00:06:02.000]  子女的屬靈果子
[00:06:02.000 --> 00:06:04.000]  希望我兒子能聽
[00:06:04.000 --> 00:06:05.000]  如果能抓他進來
[00:06:05.000 --> 00:06:06.000]  抓他進來聽
[00:06:06.000 --> 00:06:09.000]  所以今天我們集中講到
[00:06:09.000 --> 00:06:13.000]  加拉太書的第五章
[00:06:13.000 --> 00:06:16.000]  由第十六節開始
[00:06:16.000 --> 00:06:17.000]  我們打出來
[00:06:17.000 --> 00:06:20.000]  我希望大家一起讀一次
[00:06:20.000 --> 00:06:23.000]  由第十六章開始讀
[00:06:23.000 --> 00:06:27.000]  我說:你們當順着性靈而行
[00:06:27.000 --> 00:06:34.000]  就不妄爲情慾和性靈相爭
[00:06:34.000 --> 00:06:37.000]  性靈和情慾相爭
[00:06:37.000 --> 00:06:39.000]  這兩個是彼此相敵
[00:06:39.000 --> 00:06:43.000]  使你們不能做所願意做的
[00:06:43.000 --> 00:06:46.000]  但你們若被性靈引導
[00:06:46.000 --> 00:06:49.000]  就不在律法以下
[00:06:49.000 --> 00:06:53.000]  情慾都是顯而易見的
[00:06:53.000 --> 00:06:56.000]  就如姦淫污蔚邪道
[00:06:56.000 --> 00:07:02.000]  拜偶像邪術仇恨憎恨忌恨
[00:07:02.000 --> 00:07:05.000]  魯魯結黨紛爭
[00:07:05.000 --> 00:07:10.000]  異端嫉妒醉酒荒野等類
[00:07:10.000 --> 00:07:13.000]  我從前告訴你們
[00:07:13.000 --> 00:07:15.000]  現在又告訴你們
[00:07:15.000 --> 00:07:17.000]  行這樣事的人
[00:07:17.000 --> 00:07:20.000]  必不能承受神的國
[00:07:20.000 --> 00:07:22.000]  性靈所接的果子
[00:07:22.000 --> 00:07:26.000]  就是人愛喜樂和平
[00:07:26.000 --> 00:07:30.000]  忍耐恩慈良善信實
[00:07:30.000 --> 00:07:32.000]  溫柔節制
[00:07:32.000 --> 00:07:36.000]  這樣的事沒有律法禁止
[00:07:36.000 --> 00:07:38.000]  凡屬基督耶穌的人
[00:07:38.000 --> 00:07:41.000]  是已經把肉體
[00:07:41.000 --> 00:07:43.000]  連肉體的邪情私慾
[00:07:43.000 --> 00:07:47.000]  同釘在十字架上了
[00:07:47.000 --> 00:07:50.000]  我們若是靠性靈得生
[00:07:50.000 --> 00:07:53.000]  就當靠性靈行事
