
[00:00:00.000 --> 00:00:02.000]  各位聽眾你們好
[00:00:02.000 --> 00:00:05.380]  每一年的五月六月都是一些很特別的日子
[00:00:05.380 --> 00:00:08.360]  是一些節日我們會來面對的
[00:00:08.360 --> 00:00:09.460]  五月的時候
[00:00:09.460 --> 00:00:12.780]  我想很多人都會很著緊的慶祝什麼呢?
[00:00:12.780 --> 00:00:14.420]  母親節
[00:00:14.420 --> 00:00:16.060]  因為很多人都很尊重
[00:00:16.060 --> 00:00:18.060]  很疼愛自己的媽媽
[00:00:18.060 --> 00:00:19.420]  六月是什麼呢?
[00:00:19.420 --> 00:00:21.140]  是父親節
[00:00:21.140 --> 00:00:23.740]  今年對我來說是較為特別
[00:00:23.740 --> 00:00:29.260]  因為是我第一年過一個沒有父親的父親節
[00:00:29.260 --> 00:00:32.660]  大家知道我爸爸在一月的時候離開了世界
[00:00:32.660 --> 00:00:35.140]  我的感受都很深
[00:00:35.140 --> 00:00:37.660]  但是我經常都這樣說
[00:00:37.660 --> 00:00:39.660]  其實做兒女的
[00:00:39.660 --> 00:00:44.580]  不只是在那一天裡面才去孝敬自己的父母
[00:00:44.580 --> 00:00:46.980]  絕對不只是靠那一天
[00:00:46.980 --> 00:00:49.260]  今年的母親節我不在香港
[00:00:49.260 --> 00:00:50.540]  因為去了以色列
[00:00:50.540 --> 00:00:52.020]  但是我很懂得做
[00:00:52.020 --> 00:00:53.500]  我跟師母說
[00:00:53.500 --> 00:00:56.460]  其實我愛你每一天都是母親節
[00:00:56.460 --> 00:00:58.860]  每一天都是一個這麼重要的日子
[00:00:58.860 --> 00:01:00.060]  都要懂得做
[00:01:00.060 --> 00:01:01.420]  當然不能只是說
[00:01:01.420 --> 00:01:02.180]  要做的
[00:01:02.180 --> 00:01:04.180]  要去尊敬
[00:01:04.180 --> 00:01:06.860]  今年的父親節都很特別
[00:01:06.860 --> 00:01:10.580]  因為剛剛葵涌堂有一個弟兄
[00:01:10.580 --> 00:01:12.580]  他的爸爸離開了世界
[00:01:12.580 --> 00:01:14.580]  他爸爸還未信耶穌
[00:01:14.580 --> 00:01:16.180]  雖然他在馬來醫院的時候
[00:01:16.180 --> 00:01:17.580]  我都去探過他
[00:01:17.580 --> 00:01:18.780]  他就問我牧師
[00:01:18.780 --> 00:01:22.220]  可不可以為我爸爸負責追思會
