
[00:00:00.000 --> 00:00:03.420]  今天我們會去到《約書客記》第一章
[00:00:03.420 --> 00:00:06.440]  當我自己去思考《約書客記》的時候
[00:00:06.440 --> 00:00:10.400]  特別上個星期謝牧師已經用了一堂崇拜
[00:00:10.400 --> 00:00:13.760]  來講述一些背景 一些概覽
[00:00:13.760 --> 00:00:15.640]  而我今天去到第一章的時候
[00:00:15.640 --> 00:00:18.080]  我就再去想一想
[00:00:18.080 --> 00:00:22.600]  怎樣和大家去重溫一些多一點的背景
[00:00:22.600 --> 00:00:24.320]  以致到我們一瞬間
[00:00:24.320 --> 00:00:27.960]  或者這一年再去看《約書客記》的時候
[00:00:27.960 --> 00:00:31.240]  有些資料讓我們更加深刻
[00:00:31.240 --> 00:00:33.800]  放在我們的腦裏面
[00:00:33.800 --> 00:00:38.040]  第一幅地圖其實是回到摩西時代
[00:00:38.040 --> 00:00:39.920]  為什麼我要回到摩西時代呢?
[00:00:39.920 --> 00:00:42.920]  因為《約書客記》第一章就講了
[00:00:42.920 --> 00:00:47.600]  耶和華的僕人摩西已經死了
[00:00:47.600 --> 00:00:50.880]  當約書客去承擔這個責任
[00:00:50.880 --> 00:00:55.040]  帶以色列百姓準備進入迦南美地之先
[00:00:55.040 --> 00:00:57.360]  第一章第一節已經提到
[00:00:57.360 --> 00:01:01.440]  耶和華的僕人摩西已經死了
[00:01:01.440 --> 00:01:05.360]  但是我想和大家看回一點點的摩西生平
[00:01:05.360 --> 00:01:07.840]  是和這裡有些關係
[00:01:07.840 --> 00:01:10.480]  這幅地圖是讓我們看回
[00:01:10.480 --> 00:01:16.880]  我們都知道摩西是帶領以色列百姓離開了埃及
[00:01:16.880 --> 00:01:18.960]  當他離開埃及的時候
[00:01:18.960 --> 00:01:20.880]  如果看回地圖
[00:01:20.880 --> 00:01:22.160]  如果看回這幅地圖
[00:01:22.160 --> 00:01:25.160]  我們很明顯在左邊
[00:01:25.160 --> 00:01:27.400]  地圖的左邊是埃及
[00:01:27.400 --> 00:01:28.920]  大家看到很大的字是埃及
[00:01:28.920 --> 00:01:33.120]  當摩西帶領以色列百姓離開埃及的時候
[00:01:33.120 --> 00:01:36.240]  他是按照箭咀的線
[00:01:36.240 --> 00:01:42.120]  離開埃及帶領以色列民去英許之地
[00:01:42.120 --> 00:01:45.280]  但當去到巴蘭曠野
[00:01:45.280 --> 00:01:48.440]  如果去到中間的巴蘭曠野
[00:01:48.440 --> 00:01:49.680]  去到巴蘭曠野的時候
[00:01:49.680 --> 00:01:53.880]  摩西當時就派了十二個探子
[00:01:53.880 --> 00:01:56.560]  即是十二個支派的領袖
[00:01:56.560 --> 00:02:03.000]  十二個探子準備去窺探英許之地
[00:02:03.000 --> 00:02:04.720]  亦都是在那個時間
[00:02:04.720 --> 00:02:06.600]  窺探之後
[00:02:06.600 --> 00:02:10.680]  十二個當中的十個探子就說不要進去
[00:02:10.680 --> 00:02:13.080]  因為裡面的人全部都是巨人
[00:02:13.080 --> 00:02:14.040]  搞不定的
[00:02:14.040 --> 00:02:18.200]  於是當時少數服從多數的情況下
[00:02:18.200 --> 00:02:20.040]  他們就沒有進去
[00:02:20.040 --> 00:02:26.880]  而因著過程在曠野兜兜轉轉多了三十九年
[00:02:26.880 --> 00:02:30.160]  直至到第一代的以色列百姓
[00:02:30.160 --> 00:02:34.000]  除了迦勒和約書亞之外
[00:02:34.000 --> 00:02:37.440]  其他的人都死了在曠野
[00:02:37.440 --> 00:02:39.880]  另外就是摩西
[00:02:39.880 --> 00:02:42.600]  摩西其實很多人都覺得他很冤枉
[00:02:42.600 --> 00:02:44.040]  他進不了英許之地
[00:02:44.040 --> 00:02:45.960]  他用了四十年的時間
[00:02:45.960 --> 00:02:48.560]  去帶領以色列百姓
[00:02:48.560 --> 00:02:51.360]  但到最後他都進不了去
[00:02:51.360 --> 00:02:53.760]  原因就是因為曾經有一次
[00:02:53.760 --> 00:02:56.800]  當百姓埋怨摩西
[00:02:56.800 --> 00:02:59.000]  或者埋怨上帝背後
[00:02:59.000 --> 00:03:00.680]  又沒有水喝
[00:03:00.680 --> 00:03:03.560]  但摩西就去到神的面前
[00:03:03.560 --> 00:03:05.840]  他們又在埋怨沒有水喝
[00:03:05.840 --> 00:03:08.720]  當時耶和華神跟摩西說
[00:03:08.720 --> 00:03:11.120]  不要緊 你去那些盆石
[00:03:11.120 --> 00:03:14.720]  你要吩咐盆石出水就可以了
[00:03:14.720 --> 00:03:20.080]  誰知道摩西非但沒有用耶和華神的方法
[00:03:20.080 --> 00:03:23.160]  反而他用他的匠去打盆石
[00:03:23.160 --> 00:03:26.600]  因為他第一次是用匠擊打盆石出水
[00:03:26.600 --> 00:03:29.760]  但第二次耶和華神叫他用吩咐
[00:03:29.760 --> 00:03:31.880]  他卻沒有去理會
[00:03:31.880 --> 00:03:32.880]  沒有去馴服
[00:03:32.880 --> 00:03:34.480]  他去擊打
[00:03:34.480 --> 00:03:36.400]  以致到耶和華神說
[00:03:36.400 --> 00:03:37.920]  因為你不馴服
[00:03:37.920 --> 00:03:40.720]  就進不了去英許之地
[00:03:40.720 --> 00:03:42.600]  其實某個情況都挺冤枉的
[00:03:42.600 --> 00:03:44.200]  好像一次的情況
[00:03:44.200 --> 00:03:48.640]  就令到摩西進不了去加南美地
[00:03:48.640 --> 00:03:52.200]  但一方面耶和華神也可以說是祝福了摩西
[00:03:52.200 --> 00:03:54.240]  他讓他在尼泊爾山
[00:03:54.240 --> 00:03:59.120]  尼泊爾山是一個地圖最右上角
[00:03:59.120 --> 00:04:00.960]  有三個字很小的
[00:04:00.960 --> 00:04:02.200]  叫尼泊爾山
[00:04:02.200 --> 00:04:06.560]  而耶和華神讓摩西在尼泊爾山
[00:04:06.560 --> 00:04:09.160]  去望著英許之地
[00:04:09.160 --> 00:04:12.000]  如果去過以色列聖地猶中
[00:04:12.000 --> 00:04:14.120]  這個也是一個景點
[00:04:14.120 --> 00:04:16.280]  都會去到一個尼泊爾山
[00:04:16.280 --> 00:04:18.080]  他們號稱這個是尼泊爾山
[00:04:18.080 --> 00:04:24.400]  就在那個地方望著耶利哥
[00:04:24.400 --> 00:04:28.600]  所以當時摩西望完英許之地
[00:04:28.600 --> 00:04:29.920]  他就死了
[00:04:29.920 --> 00:04:34.360]  死了之後神親自去埋葬摩西
[00:04:34.360 --> 00:04:35.400]  所以到今天
[00:04:35.400 --> 00:04:39.720]  其實沒有人知道摩西的墳地在那裡
[00:04:39.720 --> 00:04:42.960]  因為是神親自埋葬他
[00:04:42.960 --> 00:04:44.080]  去到一個地步
[00:04:44.080 --> 00:04:46.280]  我們看聖經就是說
[00:04:46.280 --> 00:04:48.000]  摩西死了
[00:04:48.000 --> 00:04:48.960]  但另一方面
[00:04:48.960 --> 00:04:51.520]  我們要了解整卷約書下記
[00:04:51.520 --> 00:04:53.320]  也要明白
[00:04:53.320 --> 00:04:57.320]  當他們打完這麼多場仗之後
[00:04:57.320 --> 00:05:00.920]  他們怎樣將十二支派分地
[00:05:00.920 --> 00:05:04.240]  我也特意給大家看一幅地圖
[00:05:04.240 --> 00:05:07.320]  去看十二支派的分地
