
[00:00:00.000 --> 00:00:03.720]  各位尖沙咀浸信會的弟兄姊妹平安
[00:00:03.720 --> 00:00:08.320]  多謝劉執士的介紹
[00:00:08.320 --> 00:00:11.520]  實在覺得很感恩
[00:00:11.520 --> 00:00:14.000]  能夠回到自己的母會
[00:00:14.000 --> 00:00:16.320]  自己受浸的教會
[00:00:16.320 --> 00:00:18.720]  跟大家一同分享訊息
[00:00:18.720 --> 00:00:24.920]  我覺得特別感恩的感覺是強烈
[00:00:24.920 --> 00:00:28.920]  我是1993年的聖誕節
[00:00:29.320 --> 00:00:32.120]  在這個禮堂前面的「浸詞」
[00:00:32.120 --> 00:00:34.920]  受浸加入教會
[00:00:34.920 --> 00:00:38.720]  幫我施浸的是廖志勤牧師
[00:00:38.720 --> 00:00:43.520]  已經是轉眼二十九年前的事
[00:00:43.520 --> 00:00:45.920]  在過去的一段日子
[00:00:45.920 --> 00:00:48.320]  我經歷到從神而來
[00:00:48.320 --> 00:00:50.320]  數之不盡的豐富
[00:00:50.320 --> 00:00:52.520]  數之不盡的恩典
[00:00:52.520 --> 00:00:55.920]  所以剛才所說的感恩
[00:00:55.920 --> 00:00:59.120]  的確是由心而發
[00:01:00.320 --> 00:01:02.920]  今天跟大家分享的題目是
[00:01:02.920 --> 00:01:05.120]  「回望後的發言」
[00:01:05.120 --> 00:01:08.520]  我會用一個聖經的人物作為例子
[00:01:08.520 --> 00:01:12.920]  盼望我們可以一同去明白
[00:01:12.920 --> 00:01:17.120]  一同去領受從神而來的心意
[00:01:17.120 --> 00:01:20.720]  在講道之先我們同心的祈禱
[00:01:20.720 --> 00:01:26.120]  親愛的恩主求你的靈幫助我們
[00:01:26.120 --> 00:01:28.920]  打開我們屬靈的眼睛
[00:01:29.120 --> 00:01:31.520]  打開我們屬靈的耳朵
[00:01:31.520 --> 00:01:33.920]  讓我們所聽到的
[00:01:33.920 --> 00:01:35.320]  所領受的
[00:01:35.320 --> 00:01:37.120]  是你的心意
[00:01:37.120 --> 00:01:38.720]  是從你而來
[00:01:38.720 --> 00:01:40.520]  我們恭敬交托
[00:01:40.520 --> 00:01:42.920]  禱告鳳耶穌基督明智而求
[00:01:57.120 --> 00:01:59.720]  最近我在神學院的圖書館
[00:01:59.720 --> 00:02:01.320]  有一個新書的專櫃
[00:02:01.320 --> 00:02:02.720]  看到一本書
[00:02:02.720 --> 00:02:06.520]  通常書的封面不會寫這麼多字
[00:02:06.520 --> 00:02:07.920]  我就覺得很奇怪
[00:02:07.920 --> 00:02:09.520]  拿起那本書就看
[00:02:09.520 --> 00:02:11.120]  看到它的封面是
[00:02:11.120 --> 00:02:12.520]  第一句就已經有點
[00:02:12.520 --> 00:02:14.520]  「嘩!你這樣寫的?」
[00:02:14.520 --> 00:02:16.520]  「我喜歡變老」
[00:02:16.520 --> 00:02:18.520]  這一句看完之後就
[00:02:18.520 --> 00:02:20.320]  這樣也繼續看
[00:02:20.320 --> 00:02:23.720]  「因為接近人生盡頭之處」
[00:02:23.720 --> 00:02:26.120]  「所能見到的風景」
[00:02:26.320 --> 00:02:27.920]  「是更遼闊」
[00:02:27.920 --> 00:02:31.120]  「就像是用全景模式」
[00:02:31.120 --> 00:02:33.920]  「去照映自己的一生」
[00:02:33.920 --> 00:02:36.520]  「人生中的過往」
[00:02:36.520 --> 00:02:39.920]  「都已化為微風輕忽」
[00:02:39.920 --> 00:02:43.520]  「喚醒我用全新的方式」
[00:02:43.520 --> 00:02:46.320]  「思考自己的過去」
[00:02:46.320 --> 00:02:49.520]  「現在和未來」
[00:02:49.520 --> 00:02:52.920]  大家看到這幾行字
[00:02:52.920 --> 00:02:54.920]  有沒有一點點感受到
[00:02:54.920 --> 00:02:57.720]  那個作者其實想說些什麼
[00:02:57.720 --> 00:03:00.320]  你也覺得那個作者
[00:03:00.320 --> 00:03:02.320]  應該不會很年輕
[00:03:02.320 --> 00:03:04.520]  我再讀多一次
[00:03:04.520 --> 00:03:07.120]  「我喜歡變老」
[00:03:07.120 --> 00:03:10.520]  「因為接近人生盡頭之處」
[00:03:10.520 --> 00:03:12.720]  「能見到的風景」
[00:03:12.720 --> 00:03:14.120]  「是更遼闊」
[00:03:14.120 --> 00:03:17.720]  「就像是用全景模式」
[00:03:17.720 --> 00:03:20.120]  「去照映自己的一生」
[00:03:20.120 --> 00:03:22.720]  「人生中的過往」
[00:03:22.920 --> 00:03:25.920]  「都已化為微風輕忽」
[00:03:25.920 --> 00:03:29.320]  「喚醒我用全新的方式」
[00:03:29.320 --> 00:03:31.720]  「思考自己的過去」
[00:03:31.720 --> 00:03:33.920]  「現在和未來」
[00:03:33.920 --> 00:03:37.520]  這本書的作者叫做帕卡帕瑪
[00:03:37.520 --> 00:03:41.120]  大概的譯名叫做帕默爾
[00:03:41.120 --> 00:03:44.320]  短短三兩行的字
[00:03:44.320 --> 00:03:46.520]  就導出了這位作者
[00:03:46.520 --> 00:03:49.920]  他隨著日子一天一天的過去
[00:03:50.720 --> 00:03:53.920]  他的心理和心靈上的轉化
[00:03:53.920 --> 00:03:57.720]  在座各位弟兄姊妹
[00:03:57.720 --> 00:03:59.320]  網上的弟兄姊妹
[00:03:59.320 --> 00:04:02.920]  可能現在我用我的眼目測一下
[00:04:02.920 --> 00:04:06.920]  也有不少比我年輕很多
[00:04:06.920 --> 00:04:09.920]  那麼快你就要和我說這些
[00:04:09.920 --> 00:04:12.320]  那我很難消化
[00:04:12.320 --> 00:04:13.320]  我怎樣聽下去
[00:04:13.320 --> 00:04:16.120]  你還要多說半個小時
[00:04:16.120 --> 00:04:18.120]  那怎麼辦呢
[00:04:18.120 --> 00:04:19.920]  那我邀請你
[00:04:20.320 --> 00:04:23.320]  把以上那段話的重點
[00:04:23.320 --> 00:04:24.920]  就不要放在「腦」字
[00:04:24.920 --> 00:04:28.920]  把重點放在「邊」字
[00:04:28.920 --> 00:04:32.320]  把焦點放在「心靈的改變」
[00:04:32.320 --> 00:04:33.720]  「心靈的轉化」
[00:04:33.720 --> 00:04:39.120]  我相信無論你是年紀屬於哪個層次
[00:04:39.120 --> 00:04:41.920]  我都會相信
[00:04:41.920 --> 00:04:44.320]  你可以更加容易明白
[00:04:44.320 --> 00:04:47.720]  這段說話寶貴的地方
[00:04:50.320 --> 00:04:51.720]  我們嘗試一下
[00:04:51.720 --> 00:04:54.720]  注目一下我們自己的信仰歷程
[00:04:54.720 --> 00:04:56.920]  應該都可以發現到
[00:04:56.920 --> 00:04:58.320]  我們可以是經歷到
[00:04:58.320 --> 00:05:02.320]  剛才類似的「心靈轉化」的一些經驗
[00:05:02.320 --> 00:05:04.520]  大家現在
[00:05:04.520 --> 00:05:05.920]  我邀請大家
[00:05:05.920 --> 00:05:07.520]  回想一下
[00:05:07.520 --> 00:05:10.520]  當初是怎樣信耶穌
[00:05:10.520 --> 00:05:14.920]  回想自己在教會是怎樣生活的
[00:05:14.920 --> 00:05:18.920]  當我們回頭看看自己的信仰歷程
[00:05:19.520 --> 00:05:21.320]  「改變」和「成長」
[00:05:21.320 --> 00:05:23.720]  應該是伴隨著我們的
[00:05:23.720 --> 00:05:27.720]  當我們決定要信主的一刻
[00:05:27.720 --> 00:05:30.120]  我相信
[00:05:30.120 --> 00:05:32.720]  有部分的弟兄姊妹
[00:05:32.720 --> 00:05:34.120]  不夠膽說個個
[00:05:34.120 --> 00:05:35.720]  有部分的弟兄姊妹
[00:05:35.720 --> 00:05:37.120]  其實都不是說
[00:05:37.120 --> 00:05:39.720]  完完全全明白
[00:05:39.720 --> 00:05:41.720]  甚麼叫做「跟隨基督」
[00:05:41.720 --> 00:05:44.720]  究竟「跟隨基督」是甚麼一回事
[00:05:44.720 --> 00:05:49.120]  但是當日子一天一天的過去
[00:05:50.120 --> 00:05:51.920]  我們應該會發現自己
[00:05:51.920 --> 00:05:55.520]  整個人的生命是有所轉化
[00:05:55.520 --> 00:05:58.120]  而且好像是
[00:05:58.120 --> 00:06:01.920]  邁向一個更加成熟的階段
[00:06:01.920 --> 00:06:04.520]  不過在這裏都補充一句
[00:06:04.520 --> 00:06:05.720]  話分兩頭
[00:06:05.720 --> 00:06:08.520]  那我又不要說「二分化」
[00:06:08.520 --> 00:06:09.320]  即是說
[00:06:09.320 --> 00:06:11.720]  過了一段很長的日子了信主
[00:06:11.720 --> 00:06:13.920]  那我們自然就會明白
[00:06:13.920 --> 00:06:16.520]  甚麼叫做「跟隨基督」
[00:06:18.720 --> 00:06:22.320]  我相信在福音書第一代的基督徒
[00:06:22.320 --> 00:06:24.920]  同樣都是有一些
[00:06:24.920 --> 00:06:28.920]  剛才我所說的類似的信仰經歷
[00:06:28.920 --> 00:06:31.720]  剛才在約翰福音
[00:06:31.720 --> 00:06:34.320]  剛才劉執志幫我們很流暢
[00:06:34.320 --> 00:06:36.520]  很鏗鏘的讀完第一章
[00:06:36.520 --> 00:06:38.120]  大部分的經文
[00:06:38.120 --> 00:06:42.320]  記載了主耶穌和門徒的一段對話
[00:06:42.320 --> 00:06:44.120]  我們看到的圖畫就是
[00:06:44.120 --> 00:06:48.520]  門徒都是剛剛開始跟隨耶穌了
[00:06:49.520 --> 00:06:51.920]  其實你都或多或少看得出
[00:06:51.920 --> 00:06:55.720]  他其實都不是很完全明白主耶穌
[00:06:55.720 --> 00:06:57.920]  他們的回應
[00:06:57.920 --> 00:07:02.320]  對於耶穌所提出的問題
[00:07:02.320 --> 00:07:05.920]  總是令到我們今天的讀者
[00:07:05.920 --> 00:07:07.320]  都是摸不著頭腦
[00:07:07.320 --> 00:07:08.520]  其實你剛才
[00:07:08.520 --> 00:07:10.720]  以前看過這段經文
[00:07:10.720 --> 00:07:11.720]  剛才讀完
[00:07:11.720 --> 00:07:14.120]  每個中文字大家都應該懂
[00:07:14.120 --> 00:07:17.720]  但是究竟其實他想說甚麼呢
[00:07:19.520 --> 00:07:21.720]  我們不難發現
[00:07:21.720 --> 00:07:25.920]  耶穌和那兩個門徒之間的對話
[00:07:25.920 --> 00:07:28.520]  希望我不是讀得太深入
[00:07:28.520 --> 00:07:30.720]  我覺得是頗有趣的
[00:07:30.720 --> 00:07:34.320]  施朕約翰對當時仍然是
[00:07:34.320 --> 00:07:36.320]  跟隨著自己兩個門徒
[00:07:36.320 --> 00:07:38.920]  就說耶穌就是神的羔羊
[00:07:38.920 --> 00:07:43.120]  跟著那兩個門徒就立刻跟隨了耶穌
[00:07:43.120 --> 00:07:46.520]  你會覺得為甚麼轉得這麼快
[00:07:47.320 --> 00:07:49.320]  值得我們思想的問題就是
[00:07:49.320 --> 00:07:52.720]  那兩個門徒是否真的知道
[00:07:52.720 --> 00:07:55.520]  神的羔羊是甚麼意思
[00:07:55.520 --> 00:08:00.920]  當我們見到那兩個門徒跟隨耶穌
[00:08:00.920 --> 00:08:03.520]  耶穌就跟他們說
[00:08:03.520 --> 00:08:05.320]  你們要甚麼
[00:08:05.320 --> 00:08:08.720]  你記得其中有一個是安德烈
[00:08:08.720 --> 00:08:09.520]  記著
[00:08:09.520 --> 00:08:12.920]  我相信剛才那段對話
[00:08:12.920 --> 00:08:16.720]  我覺得在聖經裏面都是一段
[00:08:17.520 --> 00:08:18.520]  頗幽默
[00:08:18.520 --> 00:08:20.720]  頗有趣的一段對話
[00:08:20.720 --> 00:08:23.920]  疫情這三年
[00:08:23.920 --> 00:08:27.520]  事實被迫留在家裏的時間多了
[00:08:27.520 --> 00:08:30.720]  看的電影亦都會多了
[00:08:30.720 --> 00:08:33.320]  希望我不是讀得太深入
[00:08:33.320 --> 00:08:36.320]  我覺得對話那種的回應
[00:08:36.320 --> 00:08:40.120]  好像有些喜劇電影裏面的對白
[00:08:40.120 --> 00:08:44.520]  當我們很熱切期待
[00:08:44.520 --> 00:08:47.320]  等候那兩個門徒回答耶穌的問題
[00:08:47.320 --> 00:08:49.520]  耶穌問他們你們要甚麼
[00:08:49.520 --> 00:08:51.720]  廣東話就是好像
[00:08:51.720 --> 00:08:53.720]  你們兩個跟著我
[00:08:53.720 --> 00:08:55.320]  你們想要甚麼
[00:08:55.320 --> 00:08:59.720]  我們自然讀經很認真
[00:08:59.720 --> 00:09:01.920]  當然說我們要永生
[00:09:01.920 --> 00:09:02.720]  我們要健康
[00:09:02.720 --> 00:09:03.520]  我們要希望
[00:09:03.520 --> 00:09:04.320]  我們要改變
[00:09:04.320 --> 00:09:05.720]  要生命
[00:09:05.720 --> 00:09:09.320]  但令我們很驚訝的答案就是
