
[00:00:00.000 --> 00:00:06.400]  記者:鄭英姊妹平安,我想問下大家一個問題,
[00:00:06.400 --> 00:00:15.400]  就是在你過去的人生裏面,你有沒有試過被人傷害,或者你傷害了人,
[00:00:15.400 --> 00:00:23.400]  我相信我們可能多多少少都有做過這樣的事,或者經歷這樣的事,
[00:00:23.400 --> 00:00:31.400]  當時你又是怎樣面對的呢?事情最後又怎樣解決呢?
[00:00:31.400 --> 00:00:37.400]  到底一段破裂了的關係是不是可以重新恢復呢?
[00:00:37.400 --> 00:00:40.400]  破鏡是不是真的可以重圓?
[00:00:40.400 --> 00:00:46.400]  今日就讓我們一起透過雅各和爾素這對兄弟復和的字典,
[00:00:46.400 --> 00:00:50.400]  幫助我們在當中有一些反思和學習。
[00:00:50.400 --> 00:00:54.400]  我們先來了解一些背景,
[00:00:54.400 --> 00:00:59.400]  話說這個雅各在二十年前就騙了哥哥長子的命運,
[00:00:59.400 --> 00:01:03.400]  和父親以殺的祝福之後,
[00:01:03.400 --> 00:01:10.400]  他的哥哥就曾經表示,要在為父親奔喪的日子去殺死雅各,
[00:01:10.400 --> 00:01:14.400]  於是雅各就展開了他的逃亡之旅,
[00:01:14.400 --> 00:01:21.400]  就逃到一個叫巴旦阿蘭的地方,去到他舅父拉班那裡寄居,
[00:01:21.400 --> 00:01:27.400]  在那二十年的裡面,他結了婚,娶了老婆,生了小孩,
[00:01:27.400 --> 00:01:29.400]  而且得到很多的財物,
[00:01:29.400 --> 00:01:34.400]  在《創世紀》三十一章那裡有記載到,
[00:01:34.400 --> 00:01:39.400]  慢慢這個雅各發現舅父對他的臉色不是那麼好看了,
[00:01:39.400 --> 00:01:45.400]  加上神對他說,叫他回到祖父輩的地方,
[00:01:45.400 --> 00:01:50.400]  去到你的親族那裡,我會和你同在,
[00:01:50.400 --> 00:01:53.400]  於是雅各就決定離開他的舅父,
[00:01:53.400 --> 00:01:57.400]  回到神應許他的地方,迦南地那裡,
[00:01:57.400 --> 00:02:01.400]  在回家的路程裡面,他去到一個地方叫馬哈廉,
[00:02:01.400 --> 00:02:03.400]  他就是遇見神的眾子者,
[00:02:03.400 --> 00:02:10.400]  寄在《創世紀》三十二章,之後他就開始為要和哥哥相見做準備,
[00:02:10.400 --> 00:02:13.400]  他就派使者先帶著很多的禮物,
[00:02:13.400 --> 00:02:18.400]  去到西耳地去找耳掃,向他示好,
[00:02:18.400 --> 00:02:24.400]  後來他得知哥哥帶著四百多人馬向他走來的時候,
[00:02:24.400 --> 00:02:26.400]  他心裡面很害怕,又很擔心,
[00:02:26.400 --> 00:02:31.400]  他害怕到要躲在那些僕人妻兒之後,
[00:02:31.400 --> 00:02:40.400]  但是他後來又在過了雅各渡口之後的某一個地方,
[00:02:40.400 --> 00:02:44.400]  他就遇見天使,就和天使去摔跤,
[00:02:44.400 --> 00:02:50.400]  並且得天使來祝福,並且為他改名叫以色列,
[00:02:50.400 --> 00:02:52.400]  他經歷這個事件之後,
[00:02:52.400 --> 00:02:56.400]  到他真正和哥哥見面的時候的表現,
[00:02:56.400 --> 00:03:03.400]  可以說和他在馬哈廉見到神的眾使者之後的情況是有天淵之別的。
[00:03:03.400 --> 00:03:09.400]  我們現在先來看看他們兩兄弟相見的時候的景象。
[00:03:09.400 --> 00:03:16.400]  首先在整個過程裡面,我們看到雅各有很大的改變。
[00:03:16.400 --> 00:03:23.400]  第一點的改變就是他變得不再逃避,勇於承擔。
[00:03:23.400 --> 00:03:28.400]  雅各剛才說他知道哥哥帶著四百多人馬來向他走,
[00:03:28.400 --> 00:03:33.400]  他當時的心應該很忐忑不安的,以為這次凶多吉少了。
[00:03:33.400 --> 00:03:40.400]  他就將妻兒分成三批,兩個的婢女和他們的子女走到最前頭,
[00:03:40.400 --> 00:03:46.400]  跟著就是他另一個的老婆叫利雅的老婆和他的子女在中間,
[00:03:46.400 --> 00:03:51.400]  最後就是他最喜歡的老婆拉傑和約瑟在最後。
[00:03:51.400 --> 00:03:59.400]  這樣看來似乎你覺得雅各他應該還是有戒備,有私心,還是很害怕,
[00:03:59.400 --> 00:04:03.400]  就好像在創世紀32章8節那裡他所想的,
[00:04:03.400 --> 00:04:08.400]  就是萬一哥哥殺到來真的要報仇的時候,
[00:04:08.400 --> 00:04:12.400]  他心愛的人還可以在最後關頭逃走。
[00:04:12.400 --> 00:04:19.400]  不過其實他這樣的安排,只不過是他分開這些兒女,
[00:04:19.400 --> 00:04:24.400]  按著輕重次序來見伯父。
[00:04:24.400 --> 00:04:30.400]  因為拉傑是他原先最想娶,他最喜歡的妻子,
[00:04:30.400 --> 00:04:36.400]  所以他將她放到最後,按著重要的地位放在最後。
[00:04:36.400 --> 00:04:41.400]  但這次跟之前那一章記序很不同的就是,
[00:04:41.400 --> 00:04:50.400]  這次雅各是在所有他這些僕人,婢女,妻兒的最前面,
[00:04:50.400 --> 00:04:55.400]  之前他一直都站在他們最後。
[00:04:55.400 --> 00:05:00.400]  經過了雅各道口的摔跤之後,雅各整個人改變了,
[00:05:00.400 --> 00:05:06.400]  他變得不再躲藏,他願意和爾素面對面來講清楚,
[00:05:06.400 --> 00:05:11.400]  他不再貪生怕死,被家人走在前頭,
[00:05:11.400 --> 00:05:15.400]  你知道走先死先,但他現在挺身而出,
[00:05:15.400 --> 00:05:20.400]  他走在家人的前面,如果爾素真的下毒手的話,
[00:05:20.400 --> 00:05:25.400]  他可以說是首當其衝,第一個被害,
[00:05:25.400 --> 00:05:34.400]  但這次他不再懼怕,他甘願犧牲。
[00:05:34.400 --> 00:05:39.400]  第二個很明顯的改變就是他變得極其謙卑,
[00:05:39.400 --> 00:05:48.400]  經文記述到雅各七次俯伏在地,一路走到哥哥的跟前,
[00:05:48.400 --> 00:05:56.400]  這個舉動其實是一些諸侯去朝見風土主的大禮,
[00:05:56.400 --> 00:06:00.400]  雅各以這種謙恭的姿態去見哥哥,
[00:06:00.400 --> 00:06:05.400]  充分顯示他其實對哥哥帶著很多怯懼,
[00:06:05.400 --> 00:06:08.400]  他現在是來向哥哥懇求寬恕。
[00:06:08.400 --> 00:06:16.400]  以撒雅各的爸爸,他曾經祝福當時假扮爾素的雅各,
[00:06:16.400 --> 00:06:21.400]  說了一句,願萬民服侍你,願萬族向你下拜,
[00:06:21.400 --> 00:06:25.400]  又願你母親的子孫向你下拜。
[00:06:25.400 --> 00:06:33.400]  這裡的下拜和上面講的俯伏這兩個詞在原文是同一個動詞,
[00:06:33.400 --> 00:06:40.400]  雅各在接受別人的跪拜之前,他先要跪拜爾素,
[00:06:40.400 --> 00:06:49.400]  似乎作者在暗示雅各要嘗試將欺騙了以撒的祝福還給哥哥爾素。
[00:06:49.400 --> 00:06:59.400]  過了一會兒,爾素見到雅各的妻兒,問這些到底是什麼人?
[00:06:59.400 --> 00:07:05.400]  當時雅各逃亡的時候,他出門的時候是單身寡老一個人,
[00:07:05.400 --> 00:07:10.400]  爾素當時也不會想到他後來會有這麼多的妻子兒女,
[00:07:10.400 --> 00:07:14.400]  雅各的回應是,臣賜給你僕人,
[00:07:14.400 --> 00:07:20.400]  他以僕人來自稱,又稱爾素為主,
[00:07:20.400 --> 00:07:24.400]  討我主喜悅,又稱爾素為主。
[00:07:24.400 --> 00:07:31.400]  得到新名之後的雅各,他對臣對人都有一個很謙恭的表現,
[00:07:31.400 --> 00:07:37.400]  他知道他今天所得的這一切都不是靠他自己,而是臣的恩典給他,
[00:07:37.400 --> 00:07:43.400]  他沒有叫爾素做哥哥,而是謙稱自己是僕人,
[00:07:43.400 --> 00:07:48.400]  並且跟著由妾侍到妻子兒女,
[00:07:48.400 --> 00:07:52.400]  叫他們順序來見這位伯父。
[00:07:52.400 --> 00:07:59.400]  第三點,雅各很明顯的改變,就是他徹底的認罪悔改。
