
[00:00:00.000 --> 00:00:02.000]  師父爸爸,我們感謝你贊助我們
[00:00:02.000 --> 00:00:04.000]  因為你應許我們的是
[00:00:04.000 --> 00:00:06.000]  得救在乎歸回安息
[00:00:06.000 --> 00:00:08.000]  得力在乎平靜安穩
[00:00:08.000 --> 00:00:10.000]  或者我們現在心底
[00:00:10.000 --> 00:00:12.000]  心靈裏面我們很剛好
[00:00:12.000 --> 00:00:14.000]  或者我們身體很疲憊
[00:00:14.000 --> 00:00:16.000]  大主願意我們今天來到你的殿裏面
[00:00:16.000 --> 00:00:18.000]  我們一起安息在你裏面
[00:00:18.000 --> 00:00:20.000]  我們一起等候你
[00:00:20.000 --> 00:00:22.000]  等候聖靈對我們說話
[00:00:22.000 --> 00:00:24.000]  等候聖靈加我們力量
[00:00:24.000 --> 00:00:26.000]  讓我們不單止行走不疲乏
[00:00:26.000 --> 00:00:28.000]  更加我們可以
[00:00:28.000 --> 00:00:30.000]  離開這個地方
[00:00:30.000 --> 00:00:32.000]  繼續在不同的地方去見證
[00:00:32.000 --> 00:00:34.000]  榮耀上帝你的時候
[00:00:34.000 --> 00:00:36.000]  如英展翅上騰
[00:00:36.000 --> 00:00:38.000]  願意你帶領我們,多謝主
[00:00:38.000 --> 00:00:40.000]  與我們同在,聽我們祈禱
[00:00:40.000 --> 00:00:42.000]  奉耶穌的名祈求
[00:00:42.000 --> 00:00:44.000]  請坐,弟兄姊妹
[00:00:44.000 --> 00:00:50.000]  在兩個月之前的講道
[00:00:50.000 --> 00:00:52.000]  是四月的第一周
[00:00:52.000 --> 00:00:54.000]  那時候我講了一個講題叫
[00:00:54.000 --> 00:00:56.000]  其實我不懂你的心
[00:00:56.000 --> 00:00:58.000]  不知道大家有沒有印象
[00:00:58.000 --> 00:01:00.000]  那時候是講撒姆爾記的第十六章
[00:01:00.000 --> 00:01:02.000]  大概是講撒姆爾和耶和華的對話
[00:01:02.000 --> 00:01:04.000]  當然那段也是講大衛的出場
[00:01:04.000 --> 00:01:06.000]  OK
[00:01:06.000 --> 00:01:08.000]  當時的講道內容大概是
[00:01:08.000 --> 00:01:10.000]  神很多的安排我們不明白
[00:01:10.000 --> 00:01:12.000]  選擇我們又不知道他為什麼這樣選擇
[00:01:12.000 --> 00:01:14.000]  然後神的心意其實我不知道你是不是
[00:01:14.000 --> 00:01:16.000]  起碼我信了這麼多年
[00:01:16.000 --> 00:01:18.000]  我覺得很多時都不是很清楚
[00:01:18.000 --> 00:01:20.000]  不過我就鼓勵大家我們仍然可以做什麼呢
[00:01:20.000 --> 00:01:22.000]  就降低了那句
[00:01:22.000 --> 00:01:24.000]  我們仍然可以做一個合神心意的人
[00:01:24.000 --> 00:01:26.000]  所以我有一個習慣
[00:01:26.000 --> 00:01:28.000]  就是一講完道之後
[00:01:28.000 --> 00:01:30.000]  我就祈禱感謝主,完成了
[00:01:30.000 --> 00:01:32.000]  然後我就求你,求上帝
[00:01:32.000 --> 00:01:34.000]  給我下一次講的道
[00:01:34.000 --> 00:01:36.000]  所以兩個月前我就已經想
[00:01:36.000 --> 00:01:38.000]  知道我要講的道就是
[00:01:38.000 --> 00:01:40.000]  今天要講什麼叫做合神心意的人
[00:01:40.000 --> 00:01:42.000]  原本是這樣的
[00:01:42.000 --> 00:01:44.000]  不過當我預備去
[00:01:44.000 --> 00:01:46.000]  認真思考的時候
[00:01:46.000 --> 00:01:48.000]  去祈禱等候的時候
[00:01:48.000 --> 00:01:50.000]  我就想想,合神心意的人是誰呢
[00:01:50.000 --> 00:01:52.000]  剛才
[00:01:52.000 --> 00:01:54.000]  問了你這條聖經問題
[00:01:54.000 --> 00:01:56.000]  你想到的答案是什麼
[00:01:56.000 --> 00:01:58.000]  大衛
[00:01:58.000 --> 00:02:00.000]  為什麼形容大衛呢
[00:02:00.000 --> 00:02:02.000]  不是耶穌基督嗎
[00:02:02.000 --> 00:02:04.000]  應該耶穌基督才是最合神心意
[00:02:04.000 --> 00:02:06.000]  這個第一
[00:02:06.000 --> 00:02:08.000]  就算你說耶穌是百分之八的神
[00:02:08.000 --> 00:02:10.000]  百分之八的人,耶穌不算
[00:02:10.000 --> 00:02:12.000]  我心想聖經還有很多
[00:02:12.000 --> 00:02:14.000]  阿伯拉罕好不好
[00:02:14.000 --> 00:02:16.000]  約瑟好不好,摩西好不好
[00:02:16.000 --> 00:02:18.000]  如果讓你選擇一個
[00:02:18.000 --> 00:02:20.000]  你會選擇誰呢
[00:02:20.000 --> 00:02:22.000]  我會選擇達爾尼
[00:02:22.000 --> 00:02:24.000]  因為達爾尼在聖經裡面教人長進
[00:02:24.000 --> 00:02:26.000]  記載他的人生
[00:02:26.000 --> 00:02:28.000]  但你發覺其他很多人生的
[00:02:28.000 --> 00:02:30.000]  片段裡面
[00:02:30.000 --> 00:02:32.000]  都有一些不太好的地方
[00:02:32.000 --> 00:02:34.000]  但聖經記載達爾尼沒有什麼差的
[00:02:34.000 --> 00:02:36.000]  你回去讀吧
[00:02:36.000 --> 00:02:38.000]  所以我選擇達爾尼
[00:02:38.000 --> 00:02:40.000]  想想就覺得上帝也不太公平
[00:02:40.000 --> 00:02:42.000]  心裡有些掙扎
[00:02:42.000 --> 00:02:44.000]  於是就看看聖經怎麼說
[00:02:44.000 --> 00:02:46.000]  然後你查一查聖經
[00:02:46.000 --> 00:02:48.000]  整個聖經就只有兩節經文
[00:02:48.000 --> 00:02:50.000]  去講合神心意的人
[00:02:50.000 --> 00:02:52.000]  第一節新約,一節舊約
[00:02:52.000 --> 00:02:54.000]  新約那一節其實是保羅
[00:02:54.000 --> 00:02:56.000]  第一次宣教的時候
