
[00:00:00.000 --> 00:00:04.820]  今天會和大家一起思想的經文是《約書亞記》第二章
[00:00:04.820 --> 00:00:10.120]  為什麼我選第二章呢?
[00:00:10.120 --> 00:00:15.260]  因為我們靠近應該是復活節這個時間
[00:00:15.260 --> 00:00:18.820]  應該講一些有關耶穌基督復活的經文
[00:00:18.820 --> 00:00:27.760]  但是當我們去看回在復活節期間的時候
[00:00:27.760 --> 00:00:30.320]  當我們回想復活節期間的時候
[00:00:30.320 --> 00:00:33.040]  復活節最重要帶來的訊息是什麼呢?
[00:00:33.040 --> 00:00:35.340]  復活節最重要帶來的訊息是什麼呢?
[00:00:35.340 --> 00:00:37.420]  就是委身相信我們的主耶穌基督
[00:00:37.420 --> 00:00:39.540]  就是委身相信我們的主耶穌基督
[00:00:39.540 --> 00:00:42.380]  在《聖經》新約裡面講順忘愛
[00:00:42.380 --> 00:00:45.920]  在《新約》裡面講的信忘愛
[00:00:45.920 --> 00:00:48.700]  《聖經》最重要的講當然是我們所講
[00:00:48.700 --> 00:00:51.380]  順忘愛這三樣東西的其中的愛
[00:00:51.380 --> 00:00:57.100]  《聖經》裡最重要的當然是信忘愛之中的愛
[00:00:57.100 --> 00:01:01.040]  但是講愛的基礎卻是在信和忘之中
[00:01:01.040 --> 00:01:04.200]  但愛的基礎是在信和忘之中
[00:01:04.200 --> 00:01:06.420]  所以當我們沒看神的大愛
[00:01:06.420 --> 00:01:09.400]  怎樣透過耶穌基督寫在十字架上面的時候
[00:01:09.400 --> 00:01:12.540]  當我們沒看到神的大愛
[00:01:12.540 --> 00:01:15.340]  透過耶穌基督寫在十字架上的時候
[00:01:15.340 --> 00:01:18.820]  我想在這裡先和大家去重溫一下什麼叫做信
[00:01:18.820 --> 00:01:22.260]  我想在這裡和大家重溫一下什麼叫做信
[00:01:22.260 --> 00:01:26.440]  而今天的講題就是透過拉合這位妓女
[00:01:26.440 --> 00:01:29.020]  去學做一個有信的基督徒
[00:01:29.020 --> 00:01:33.000]  今天的講題就是透過拉合這位妓女
[00:01:33.000 --> 00:01:35.420]  去學做一個有信的基督徒
[00:01:35.420 --> 00:01:37.980]  讓我們先聽道理 讓我們先同心討告
[00:01:37.980 --> 00:01:40.420]  聽道理先讓我們同心討價
[00:01:40.420 --> 00:01:42.420]  讓我們同心討價
[00:01:42.420 --> 00:01:45.360]  慈悲的天父 多謝你
[00:01:45.360 --> 00:01:50.600]  給我們能夠再次回來在聖殿當中同心的仰望
[00:01:50.600 --> 00:01:53.760]  要感謝主你帶領孩子來到當中
[00:01:53.760 --> 00:01:57.280]  和眾大兄姊妹去分享主你的訊息
[00:01:57.280 --> 00:01:59.860]  求主你的靈在我們當中
[00:01:59.860 --> 00:02:01.580]  幫助我們每一個
[00:02:01.580 --> 00:02:03.460]  無論是講的、聽的
[00:02:03.460 --> 00:02:05.780]  都有你的靈與我們同在
[00:02:05.780 --> 00:02:09.120]  開我們的心 明白主你的道理
[00:02:09.120 --> 00:02:11.300]  深化主你的教導
[00:02:11.300 --> 00:02:14.040]  讓我們的生命能夠傳延
[00:02:14.040 --> 00:02:16.640]  都能夠在主你的教導當中
[00:02:16.640 --> 00:02:19.980]  活出一個有見證的生命
[00:02:19.980 --> 00:02:21.820]  求主你與我們同在
[00:02:21.820 --> 00:02:24.440]  感謝主給我們今天能夠再次
[00:02:24.440 --> 00:02:27.700]  讓這個生命來到主你的跟前來到仰望
[00:02:27.700 --> 00:02:30.840]  在主崇拜裡面一同來到透過聖經
[00:02:30.840 --> 00:02:33.040]  來到明白主你的教訓
[00:02:33.040 --> 00:02:34.600]  求主你的幫助
[00:02:34.600 --> 00:02:38.260]  讓我們今天再次透過聖靈
[00:02:38.260 --> 00:02:42.260]  來到深化我們對主你的教訓的明白
[00:02:42.260 --> 00:02:45.320]  也許我們生命能夠傳延的
[00:02:45.320 --> 00:02:47.100]  維生在主你裡面
[00:02:47.100 --> 00:02:48.800]  我們再次獻上感謝
[00:02:48.800 --> 00:02:50.100]  也獻上禱告
[00:02:50.100 --> 00:02:51.940]  求聖靈與我們同在
[00:02:51.940 --> 00:02:53.100]  我們禱告
[00:02:53.100 --> 00:02:55.280]  奉主耶穌的名臣
[00:02:55.280 --> 00:02:56.280]  Amen
[00:02:56.280 --> 00:03:01.140]  很多時候我們談論到信的時候
[00:03:01.140 --> 00:03:02.880]  都有一種迷思
[00:03:02.880 --> 00:03:04.980]  很多時候當我們談到信的時候
[00:03:04.980 --> 00:03:06.780]  有一種迷思
[00:03:06.780 --> 00:03:09.020]  基督徒是怎樣信主的呢?
[00:03:09.020 --> 00:03:11.320]  基督徒是怎樣信主的呢?
[00:03:11.320 --> 00:03:13.160]  都好像很神秘的樣子
[00:03:13.160 --> 00:03:15.340]  好像挺神秘的
[00:03:15.340 --> 00:03:16.940]  而且很多時候我們帶人信主
[00:03:16.940 --> 00:03:18.400]  都很突然的 我覺得
[00:03:18.400 --> 00:03:19.800]  而且很多時候帶人信主
[00:03:19.800 --> 00:03:20.640]  我也覺得挺突然的
[00:03:20.640 --> 00:03:22.140]  那個人為甚麼會信主呢?
[00:03:22.140 --> 00:03:23.880]  他為甚麼會信主呢?
[00:03:23.880 --> 00:03:25.140]  他突然就信主了
[00:03:25.140 --> 00:03:25.880]  他突然就信主了
[00:03:25.880 --> 00:03:27.720]  我跟他講道他就信主了
[00:03:27.720 --> 00:03:29.580]  我跟他講道他就信主了
[00:03:29.580 --> 00:03:32.180]  我講得深入一些或者神化一些呢?
[00:03:32.180 --> 00:03:35.320]  就是我講得深入一點或者神化一點
[00:03:35.320 --> 00:03:37.940]  就是當我釋放神的道的時候
[00:03:37.940 --> 00:03:39.480]  就是當我釋放神的道
[00:03:39.480 --> 00:03:41.740]  就是跟他講聖經講福音的時候
[00:03:41.740 --> 00:03:43.840]  就是跟他講聖經講福音的時候
[00:03:43.840 --> 00:03:46.180]  神的靈就降到他的身上
[00:03:46.180 --> 00:03:47.960]  神的靈就降到他身上
[00:03:47.960 --> 00:03:50.440]  他突然間就好像神明上身那樣
[00:03:50.440 --> 00:03:52.480]  他突然就像神靈上身
[00:03:52.480 --> 00:03:54.080]  你問他你信主嗎?
[00:03:54.080 --> 00:03:55.000]  你問他你信主嗎?
[00:03:55.000 --> 00:03:58.420]  神明就在他身上作出反應了
[00:03:58.420 --> 00:04:00.420]  神明就在他身上作出反應
[00:04:00.420 --> 00:04:01.840]  突然間他打了個冷顫
[00:04:01.840 --> 00:04:04.440]  突然間他打了一個冷顫
[00:04:04.440 --> 00:04:08.440]  他的口就突然說「我信主了」
[00:04:08.440 --> 00:04:10.960]  他的口就突然說「我信主了」
[00:04:10.960 --> 00:04:12.600]  很多時候信主
[00:04:12.600 --> 00:04:13.980]  很多信徒的信法
[00:04:13.980 --> 00:04:17.160]  都是我稱之為「攝襲」這樣的信主方法
[00:04:17.160 --> 00:04:19.160]  「攝襲」這樣的信主方法
[00:04:19.160 --> 00:04:19.160]  都是稱之為「攝襲」這樣的信主方法
[00:04:19.160 --> 00:04:22.280]  都是稱之為「攝襲」這樣的信主方法
[00:04:22.280 --> 00:04:23.820]  突然間的?
[00:04:23.820 --> 00:04:25.320]  就是突然間的
[00:04:25.320 --> 00:04:27.980]  不知道為甚麼突然間他就信主了
[00:04:27.980 --> 00:04:27.980]  不知道為甚麼突然間他就信主了
[00:04:27.980 --> 00:04:29.800]  不知道為甚麼突然間他就信主了
[00:04:29.800 --> 00:04:32.400]  比如說姊妹你信不信主?
[00:04:32.400 --> 00:04:34.400]  好像是兄弟你信不信主?
[00:04:34.400 --> 00:04:36.400]  我信主
[00:04:36.400 --> 00:04:37.400]  那你信甚麼?
[00:04:37.400 --> 00:04:38.160]  那你信甚麼?
[00:04:38.160 --> 00:04:39.160]  信啊
[00:04:39.160 --> 00:04:39.660]  我就信
[00:04:39.660 --> 00:04:42.280]  感動一刀我就信了
[00:04:42.280 --> 00:04:43.400]  因為感動一刀
[00:04:43.400 --> 00:04:45.400]  神明上身
[00:04:45.400 --> 00:04:46.780]  神明上身
[00:04:46.780 --> 00:04:49.400]  當我們去紙上問很多人信主的時候
[00:04:49.400 --> 00:04:51.400]  甚至問我們自己信主的時候
[00:04:51.400 --> 00:04:54.400]  很多時候當我們問別人信主的時候
[00:04:54.400 --> 00:04:56.200]  或者問自己信主的時候
[00:04:56.200 --> 00:04:58.200]  你是信些甚麼?
[00:04:58.200 --> 00:04:59.200]  那你信甚麼?
[00:04:59.200 --> 00:05:00.700]  甚麼驅使你信?
[00:05:00.700 --> 00:05:02.700]  甚麼是使你信主?
[00:05:02.700 --> 00:05:05.200]  有時候都很目定口呆的
[00:05:05.200 --> 00:05:07.200]  很多是目定口呆的
[00:05:07.200 --> 00:05:09.200]  很難具體的去講
[00:05:09.200 --> 00:05:09.200]  很難具體的去講
[00:05:09.200 --> 00:05:09.200]  很難具體的去講
[00:05:09.200 --> 00:05:10.700]  很難具體的去講
[00:05:10.700 --> 00:05:12.000]  為甚麼我會信呢?
[00:05:12.000 --> 00:05:12.000]  為甚麼我會信呢?
[00:05:12.000 --> 00:05:13.200]  為甚麼我會信呢?
[00:05:13.200 --> 00:05:15.700]  就是不少的基督徒
[00:05:15.700 --> 00:05:17.700]  就是不少的基督徒
[00:05:17.700 --> 00:05:19.700]  信了主十年、二十年
[00:05:19.700 --> 00:05:21.700]  說自己信了主十年、二十年之後呢?
[00:05:21.700 --> 00:05:21.700]  說自己信了主十年、二十年之後呢?
[00:05:21.700 --> 00:05:23.700]  說自己信了主十年、二十年之後呢?
[00:05:23.700 --> 00:05:25.700]  你問他你為甚麼信主?
[00:05:25.700 --> 00:05:26.700]  你問他為甚麼信主?
[00:05:26.700 --> 00:05:28.700]  最初你為甚麼信主?
[00:05:28.700 --> 00:05:29.700]  最初你為甚麼信主?
[00:05:29.700 --> 00:05:30.700]  他真的回答不了你的
[00:05:30.700 --> 00:05:30.700]  他真的回答不了你的
[00:05:30.700 --> 00:05:31.700]  他真的回答不了你的
[00:05:31.700 --> 00:05:32.700]  他真的不能回答你
[00:05:32.700 --> 00:05:33.700]  是時候到了
[00:05:33.700 --> 00:05:35.700]  是時候到了
[00:05:35.700 --> 00:05:36.700]  他們的答案就好像
[00:05:36.700 --> 00:05:38.700]  你很多時候在婚姻註冊處門口
[00:05:38.700 --> 00:05:39.200]  你很多時候在婚姻註冊處門口
