
[00:00:00.000 --> 00:00:03.360]  我想問一下大家一個問題
[00:00:03.360 --> 00:00:07.960]  你們覺得世界上有什麼東西是最骯髒、骯髒的?
[00:00:07.960 --> 00:00:12.100]  什麼?屎?我聽到很多人說
[00:00:12.100 --> 00:00:16.220]  想不到你們都喜歡這類型的東西
[00:00:16.220 --> 00:00:19.800]  我剛才在中堂說
[00:00:19.800 --> 00:00:23.000]  剛才是親子崇拜,有小朋友在
[00:00:23.000 --> 00:00:25.080]  小朋友呢,我一問他們這個問題
[00:00:25.080 --> 00:00:28.060]  就像你們這樣,屎呀,蝦呀
[00:00:28.060 --> 00:00:31.160]  原來不單是小朋友喜歡這些屎屎尿尿
[00:00:31.160 --> 00:00:34.140]  原來你們也喜歡這類型的東西
[00:00:34.140 --> 00:00:37.080]  見到這東西不是很開心嗎?
[00:00:37.080 --> 00:00:40.880]  有一個國王,他派他的使者
[00:00:40.880 --> 00:00:44.040]  出去搜羅一下
[00:00:44.040 --> 00:00:47.000]  世界上有什麼東西是最骯髒的
[00:00:47.000 --> 00:00:48.900]  就拿回來給他看
[00:00:48.900 --> 00:00:51.480]  那使者呢
[00:00:51.480 --> 00:00:54.380]  就走出去,真的去了幾天
[00:00:54.380 --> 00:00:57.200]  去了幾天回來,誰知呢
[00:00:57.200 --> 00:01:01.160]  可能是生理變態,有時國王也是這樣的
[00:01:01.160 --> 00:01:04.120]  回來後,兩手空空
[00:01:04.120 --> 00:01:07.180]  國王就問他,你帶了什麼回來
[00:01:07.180 --> 00:01:09.260]  有什麼骯髒骯髒的東西
[00:01:09.260 --> 00:01:13.800]  那使者呢,就不作聲
[00:01:13.800 --> 00:01:18.020]  突然間伸了一條舌頭出來
[00:01:18.020 --> 00:01:22.500]  他說,這條舌頭就是全世界最骯髒骯髒的東西
[00:01:22.500 --> 00:01:27.100]  這條舌頭呢,可以說謊
[00:01:27.360 --> 00:01:30.040]  說惡毒的言語
[00:01:30.040 --> 00:01:32.680]  說些驕傲的話
[00:01:32.680 --> 00:01:35.160]  還可以出口傷人,還不是最骯髒
[00:01:35.160 --> 00:01:39.380]  國王聽到之後,很滿意
[00:01:39.380 --> 00:01:42.260]  於是又叫他出去找東西
[00:01:42.260 --> 00:01:44.180]  這次找什麼呢
[00:01:44.180 --> 00:01:48.000]  就找了全世界最美妙的東西
[00:01:48.000 --> 00:01:52.020]  那使者又出去,又去了幾天,又回來
[00:01:52.020 --> 00:01:54.520]  又是兩手空空回來
[00:01:54.860 --> 00:01:57.460]  那國王就問他,你帶了什麼
[00:01:57.460 --> 00:01:59.540]  最美妙的東西回來
[00:01:59.540 --> 00:02:01.500]  那使者又是
[00:02:01.500 --> 00:02:05.000]  又伸了一條舌頭出來
[00:02:05.000 --> 00:02:07.560]  他說這條舌頭
[00:02:07.560 --> 00:02:11.620]  能夠說很多讚美的說話,讚美神
[00:02:11.620 --> 00:02:13.700]  說感恩的說話
[00:02:13.700 --> 00:02:16.960]  又唱試歌,又說故事
[00:02:16.960 --> 00:02:21.780]  這條舌頭還可以吃盡很多的珍修百味
[00:02:22.180 --> 00:02:24.980]  令我們享用很多的美食
[00:02:24.980 --> 00:02:27.820]  那你說這條舌頭是否最美好
[00:02:27.820 --> 00:02:32.940]  國王聽到之後,又很滿意
[00:02:32.940 --> 00:02:37.100]  於是使者就可以升職加薪
[00:02:37.100 --> 00:02:40.980]  的確是的,我們的舌頭
[00:02:40.980 --> 00:02:43.200]  是可以很美好
[00:02:43.200 --> 00:02:46.960]  但同時也可以造成很大的傷害
[00:02:46.960 --> 00:02:51.580]  就視乎我們怎樣去管理我們的舌頭
[00:02:52.000 --> 00:02:54.560]  剛才大家所讀的經文
[00:02:54.560 --> 00:02:57.900]  都講了很多關於舌頭的東西
[00:02:57.900 --> 00:03:00.680]  很明顯這段經文
[00:03:00.680 --> 00:03:05.180]  是關於怎樣去管理我們的言語
[00:03:05.180 --> 00:03:09.440]  其實這個課題在《雅各書》裏面
[00:03:09.440 --> 00:03:13.420]  在第三章其實不是第一次出現
[00:03:13.420 --> 00:03:15.400]  在第一章也出現過
[00:03:15.400 --> 00:03:17.400]  有些學者認為
[00:03:17.400 --> 00:03:20.100]  《雅各書》第一章這個段落
[00:03:20.100 --> 00:03:22.100]  第十九至二十七這個段落
[00:03:22.100 --> 00:03:24.840]  其實就好像一個大綱一樣
[00:03:24.840 --> 00:03:28.740]  裏面列出了課題
[00:03:28.740 --> 00:03:32.100]  所有在後面的段落出現的課題
[00:03:32.100 --> 00:03:35.100]  在這裏都列出了,就像一個櫥窗一樣
[00:03:35.100 --> 00:03:37.100]  大家在這個櫥窗裏面
[00:03:37.100 --> 00:03:42.100]  就會看到這本書後面說了些什麼
[00:03:42.100 --> 00:03:44.100]  後面再詳加解釋
[00:03:44.100 --> 00:03:46.100]  在這個段落裏面
[00:03:46.100 --> 00:03:51.100]  第一章第十九至二十節是講控制言語
[00:03:51.100 --> 00:03:54.100]  第二十六節,即是近尾的時候
[00:03:54.100 --> 00:03:56.100]  亦是講控制舌頭
[00:03:56.100 --> 00:04:02.100]  控制言語亦是這本書裏面的一個主題
[00:04:02.100 --> 00:04:06.100]  我們先看看第十九節裏面說了些什麼
[00:04:06.100 --> 00:04:08.100]  這個可能我們都熟悉
[00:04:08.100 --> 00:04:10.100]  你們看到有些圖案
[00:04:10.100 --> 00:04:12.100]  我是益於你們的
[00:04:12.100 --> 00:04:14.100]  本來我有另外一套是專門給大人
[00:04:14.100 --> 00:04:17.100]  我益於你們,看看圖案
[00:04:17.100 --> 00:04:23.100]  要快快地聽,慢慢地說,慢慢地動腦
[00:04:23.100 --> 00:04:28.100]  這裏很明顯提醒我們要快快地聽,慢慢說
[00:04:28.100 --> 00:04:32.100]  我們讀第二十六節
[00:04:32.100 --> 00:04:35.100]  給你們一些東西,看看你們懂不懂
[00:04:35.100 --> 00:04:36.100]  只讀二十六節
[00:04:36.100 --> 00:04:39.100]  若有人自以為虔誠
[00:04:39.100 --> 00:04:45.100]  卻不勒著他的,反欺控自己的
[00:04:45.100 --> 00:04:49.100]  這人的虔誠是虛的
[00:04:49.100 --> 00:04:54.100]  這一節的經文不單止回應第十九節
[00:04:54.100 --> 00:04:59.100]  亦作為一個引言,引入第三章
[00:04:59.100 --> 00:05:02.100]  這裏說的是,如果一個人真是虔誠
[00:05:02.100 --> 00:05:05.100]  真是愛主愛臣的話
[00:05:05.100 --> 00:05:09.100]  他應該好好控制,勒著他的舌頭
[00:05:09.100 --> 00:05:11.100]  控制他的言語
[00:05:11.100 --> 00:05:15.100]  否則他不控制自己的言語
[00:05:15.100 --> 00:05:17.100]  其實他在欺騙別人
[00:05:17.100 --> 00:05:20.100]  連自己也欺騙了,自欺欺人
[00:05:20.100 --> 00:05:22.100]  這樣的虔誠其實是假的
[00:05:22.100 --> 00:05:24.100]  裝模作樣
