
[00:00:00.000 --> 00:00:03.260]  這時候我們一同來讀幾節的聖經
[00:00:03.260 --> 00:00:06.220]  我們一同來讀格林多前書第十三章
[00:00:06.220 --> 00:00:08.140]  第四節我們一同來唸好不好
[00:00:08.140 --> 00:00:08.860]  來
[00:00:08.860 --> 00:00:11.900]  愛是恆久忍耐又有恩慈
[00:00:11.900 --> 00:00:13.060]  愛是不嫉妒
[00:00:13.060 --> 00:00:15.740]  愛是不自誇不張狂
[00:00:15.740 --> 00:00:17.300]  凡是包容
[00:00:17.300 --> 00:00:18.900]  凡是相信
[00:00:18.900 --> 00:00:20.340]  凡是盼望
[00:00:20.340 --> 00:00:21.340]  凡是忍耐
[00:00:21.340 --> 00:00:22.260]  第八節
[00:00:22.260 --> 00:00:24.300]  愛是永不止息
[00:00:24.300 --> 00:00:26.500]  我們就讀到這裏
[00:00:26.500 --> 00:00:30.340]  最近有機會跟一些青少年的家長
[00:00:30.340 --> 00:00:34.580]  談到青少年的一些教養的問題
[00:00:34.580 --> 00:00:35.780]  我就想起
[00:00:35.780 --> 00:00:39.980]  很早以前在電視上一個美國的電視劇集
[00:00:39.980 --> 00:00:42.020]  叫做 Growing Pain
[00:00:42.020 --> 00:00:44.380]  成長的苦痛
[00:00:44.380 --> 00:00:45.820]  特別講到一個家庭
[00:00:45.820 --> 00:00:48.580]  在處理孩子成長過程當中
[00:00:48.580 --> 00:00:51.740]  所發生的種種故事
[00:00:51.740 --> 00:00:54.700]  在熒幕上看這些事情的發生
[00:00:54.700 --> 00:00:57.660]  覺得很幽默很好笑
[00:00:57.660 --> 00:01:01.300]  但實際上這些事情發生在我們的家庭當中
[00:01:01.300 --> 00:01:03.420]  那就不那麼好笑了
[00:01:03.420 --> 00:01:08.180]  難怪這個劇集的名字就叫 Growing Pain
[00:01:08.180 --> 00:01:09.740]  很多的父母
[00:01:09.740 --> 00:01:13.500]  在面對成長中的青少年的時候
[00:01:13.500 --> 00:01:15.420]  都有一個問題
[00:01:15.420 --> 00:01:18.380]  那就是爲什麼當初剛生下來
[00:01:18.380 --> 00:01:20.740]  像個天使的嬰孩
[00:01:20.740 --> 00:01:25.820]  今天卻變成如此一個怪物呢
[00:01:25.820 --> 00:01:27.820]  答案很簡單
[00:01:27.820 --> 00:01:31.740]  那就是他們在成長
[00:01:31.740 --> 00:01:36.100]  而成長真的是一個過程
[00:01:36.100 --> 00:01:37.660]  在這個過程當中
[00:01:37.660 --> 00:01:39.940]  他在改變
[00:01:39.940 --> 00:01:41.940]  你也在改變
[00:01:41.940 --> 00:01:46.260]  這個世界更是快速在改變
[00:01:46.260 --> 00:01:49.140]  而在這個成長過程當中
[00:01:49.140 --> 00:01:55.860]  一定包括了一個獨立自主的意願在其中
[00:01:55.860 --> 00:01:58.580]  所以有人說孩子最可愛的時候
[00:01:58.580 --> 00:02:00.420]  就從零到兩歲嘛
[00:02:00.420 --> 00:02:01.420]  爲什麼
[00:02:01.420 --> 00:02:05.340]  一到兩歲就會說No
[00:02:05.340 --> 00:02:08.060]  而當他們說No的時候
[00:02:08.060 --> 00:02:12.660]  其實他們在表達一個最基本的意願
[00:02:12.660 --> 00:02:16.660]  那就是他們要獨立自主
[00:02:16.660 --> 00:02:22.420]  無論他們的想法跟做法是多麼不成熟跟危險
[00:02:22.420 --> 00:02:27.820]  但在他們裏面那樣個想要獨立自主的意願
[00:02:27.820 --> 00:02:30.460]  卻是我們需要明白
[00:02:30.460 --> 00:02:33.180]  而且需要尊重的
[00:02:33.180 --> 00:02:34.580]  因爲我們年輕的時候
[00:02:34.580 --> 00:02:36.900]  不也是走過同樣的道路嗎
[00:02:36.900 --> 00:02:37.900]  想想看
[00:02:37.900 --> 00:02:41.980]  以前你年輕的時候做過多少荒唐的事不是嗎
[00:02:41.980 --> 00:02:47.060]  所以有人稱這個時期叫做青少年的叛逆期
[00:02:47.060 --> 00:02:48.300]  但我不喜歡這個名詞
[00:02:48.300 --> 00:02:50.340]  因爲這個名詞常常
[00:02:50.340 --> 00:02:58.620]  好像把父母青少年之間帶來一個更大的對立跟衝突當中
[00:02:58.620 --> 00:03:03.500]  反而我喜歡把它叫做青少年的成長期
[00:03:03.500 --> 00:03:06.140]  我覺得我們應當用一個平常心
[00:03:06.140 --> 00:03:10.420]  來看待青少年成長的過程
[00:03:10.420 --> 00:03:14.820]  換句話說我們需要明白孩子們想要獨立自主
[00:03:14.820 --> 00:03:19.060]  這是一個很正常的成長過程
[00:03:19.060 --> 00:03:22.820]  問題不是他們想要獨立自主
[00:03:22.820 --> 00:03:28.620]  問題是我們要怎麼去處理他們的獨立自主
[00:03:28.620 --> 00:03:31.220]  而不同的處理方式
[00:03:31.220 --> 00:03:36.300]  會帶來天壤之別的結果
[00:03:36.300 --> 00:03:39.580]  今天我看見很多中國的家長
[00:03:39.580 --> 00:03:42.700]  對孩子要獨立自主
[00:03:42.700 --> 00:03:45.900]  並沒有一個很好的心理準備
[00:03:45.900 --> 00:03:49.420]  以至於我們真的不知道怎麼處理
[00:03:49.420 --> 00:03:52.580]  我們孩子的成長過程
[00:03:52.580 --> 00:03:54.220]  其實基本上
[00:03:54.220 --> 00:04:00.780]  我相信每一個父母都是非常愛我們的孩子的
[00:04:00.780 --> 00:04:02.220]  所以中國話說嘛
[00:04:02.220 --> 00:04:07.140]  天下無不是的父母
[00:04:07.140 --> 00:04:12.060]  因爲無論如何都是出於愛嘛不是嗎
[00:04:12.060 --> 00:04:14.260]  但問題就在這裏
[00:04:14.260 --> 00:04:18.300]  人的愛真的是很有限的你知道嗎
[00:04:18.300 --> 00:04:21.860]  當人愛到深處
[00:04:21.860 --> 00:04:25.100]  就問題重重啊
[00:04:25.100 --> 00:04:26.900]  什麼問題呢
[00:04:26.900 --> 00:04:29.660]  就是想要control
[00:04:29.660 --> 00:04:31.540]  要控制
[00:04:31.540 --> 00:04:35.020]  一定要按照我的期望去做
[00:04:35.020 --> 00:04:38.420]  我的方法去做
[00:04:38.420 --> 00:04:40.380]  所以不愛還好
[00:04:40.380 --> 00:04:45.060]  一愛下去就叫人窒息啊
[00:04:45.060 --> 00:04:49.860]  不愛還好一愛下去就叫人活不下去
[00:04:49.860 --> 00:04:55.260]  所以你知道爲什麼青少年的父母會變得越來越嘮叨嗎
[00:04:55.260 --> 00:04:58.860]  因爲你發現你管不住了嘛
[00:04:58.860 --> 00:05:03.020]  以前一個眼神就搞定你
[00:05:03.020 --> 00:05:05.580]  在我們家以前數三
[00:05:05.580 --> 00:05:09.340]  不到三一切都擺平了
[00:05:09.340 --> 00:05:10.580]  現在不行了
[00:05:10.580 --> 00:05:13.700]  怎麼擠眼神都沒用
[00:05:13.700 --> 00:05:16.660]  怎麼數都沒用
[00:05:16.660 --> 00:05:19.740]  所以我們變得越來越嘮叨嘛
[00:05:19.740 --> 00:05:24.140]  我們以爲多說幾遍也許他們會聽得進去
[00:05:24.140 --> 00:05:28.100]  事實上完全沒有用
[00:05:28.100 --> 00:05:29.900]  你越嘮叨
[00:05:29.900 --> 00:05:34.580]  你讓他的心越遠離你
[00:05:34.580 --> 00:05:37.220]  怎麼辦呢
[00:05:37.220 --> 00:05:39.580]  因爲媽媽就問我這個問題
[00:05:39.580 --> 00:05:42.980]  牧師怎麼辦
[00:05:42.980 --> 00:05:47.740]  容許我就用我自己過去的經驗
[00:05:47.740 --> 00:05:50.820]  跟大家來分享四件事情吧
[00:05:50.820 --> 00:05:51.900]  第一個
[00:05:51.900 --> 00:05:53.820]  要學習接納他們
[00:05:53.820 --> 00:05:57.780]  跟你們說要學習接納他們
[00:05:57.780 --> 00:06:03.980]  首先你要先來接納他們在文化上的差異
[00:06:03.980 --> 00:06:06.580]  今天無論你的孩子是在美國生的
[00:06:06.580 --> 00:06:08.020]  或者在海外生的
[00:06:08.020 --> 00:06:09.660]  就算不在美國生的
[00:06:09.660 --> 00:06:13.700]  兩三年下來他的文化也被改變了
[00:06:13.700 --> 00:06:20.300]  我們看見這兩代之間的差異文化還是蠻遙遠的
[00:06:20.300 --> 00:06:23.260]  我還記得以前我小時候讀書的時候
[00:06:23.260 --> 00:06:29.900]  老師們媽媽們都是教導我們要端端正正做好在那裏
[00:06:29.900 --> 00:06:31.700]  要專心
[00:06:31.700 --> 00:06:34.820]  一心只能一用
[00:06:34.820 --> 00:06:35.940]  現在的小孩呢
