
[00:00:00.000 --> 00:00:02.000]  孔子明問候弟兄姐妹平安
[00:00:02.000 --> 00:00:04.000]  孔子問候弟兄姐妹平安
[00:00:04.000 --> 00:00:09.000]  剛才阿周用在這個
[00:00:09.000 --> 00:00:11.000]  Pamphlet所讀的經文
[00:00:11.000 --> 00:00:13.000]  剛才阿周用這個
[00:00:13.000 --> 00:00:16.000]  這個承走的經文
[00:00:16.000 --> 00:00:17.000]  你得閒回家
[00:00:17.000 --> 00:00:20.000]  你拿回母后本聖經去比較
[00:00:20.000 --> 00:00:22.000]  有空回到家裡
[00:00:22.000 --> 00:00:24.000]  用母后本聖經和這個比較一下
[00:00:24.000 --> 00:00:25.000]  哪一個清楚些
[00:00:25.000 --> 00:00:26.000]  看哪一個清楚一些
[00:00:26.000 --> 00:00:27.000]  你看了之後
[00:00:27.000 --> 00:00:28.000]  哪一樣
[00:00:28.000 --> 00:00:31.000]  看下去就知道發生什麼事
[00:00:31.000 --> 00:00:32.000]  當你看完之後
[00:00:32.000 --> 00:00:34.000]  知道發生什麼事
[00:00:34.000 --> 00:00:36.000]  這個是承走經文
[00:00:36.000 --> 00:00:37.000]  這是承走經文
[00:00:37.000 --> 00:00:38.000]  其實經文已經在這裡了
[00:00:38.000 --> 00:00:40.000]  經文已經在這裡
[00:00:40.000 --> 00:00:43.000]  我就好像做了一個編輯的工作
[00:00:43.000 --> 00:00:45.000]  我好像就做了一個編輯的工作
[00:00:45.000 --> 00:00:46.000]  編得好看些
[00:00:46.000 --> 00:00:47.000]  讓大家可以看到
[00:00:47.000 --> 00:00:50.000]  來龍去脈
[00:00:50.000 --> 00:00:52.000]  讓大家去看到來龍去脈
[00:00:52.000 --> 00:00:53.000]  OK
[00:00:53.000 --> 00:00:57.000]  大家要明白聖經
[00:00:57.000 --> 00:00:59.000]  大家要明白聖經
[00:00:59.000 --> 00:01:01.000]  沒有標點符號的
[00:01:01.000 --> 00:01:03.000]  是沒有標點符號的
[00:01:03.000 --> 00:01:04.000]  又沒有章沒有帖的
[00:01:04.000 --> 00:01:06.000]  又是無章無節的
[00:01:06.000 --> 00:01:07.000]  你知不知道
[00:01:07.000 --> 00:01:09.000]  大家知不知道
[00:01:09.000 --> 00:01:11.000]  所以我們今天讀的聖經
[00:01:11.000 --> 00:01:13.000]  當我們今天所讀的聖經
[00:01:13.000 --> 00:01:16.000]  是很多人下了手腳
[00:01:16.000 --> 00:01:18.000]  就是很多手指摩
[00:01:18.000 --> 00:01:19.000]  就是這樣
[00:01:19.000 --> 00:01:20.000]  我們今天讀的聖經裡面
[00:01:20.000 --> 00:01:22.000]  你會發現很多手指摩
[00:01:22.000 --> 00:01:24.000]  手指摩你明白這個字
[00:01:24.000 --> 00:01:25.000]  很多人碰過的
[00:01:25.000 --> 00:01:27.000]  就是很多人碰過的
[00:01:27.000 --> 00:01:28.000]  現在最後這個呢
[00:01:28.000 --> 00:01:29.000]  最後這個呢
[00:01:29.000 --> 00:01:30.000]  手掌拿著呢
[00:01:30.000 --> 00:01:31.000]  手掌拿著這個
[00:01:31.000 --> 00:01:32.000]  就是我的手指摩了
[00:01:32.000 --> 00:01:34.000]  那就是我的手指摩
[00:01:34.000 --> 00:01:35.000]  OK
[00:01:35.000 --> 00:01:36.000]  就是我碰過
[00:01:36.000 --> 00:01:37.000]  是我碰過
[00:01:37.000 --> 00:01:40.000]  就是讓大家看得清楚一點
[00:01:40.000 --> 00:01:44.000]  是適合我們現在這個時代的人去看
[00:01:44.000 --> 00:01:47.000]  是適合我們現在這個時代的人去看
[00:01:47.000 --> 00:01:50.000]  適合我們所讀書的文化
[00:01:50.000 --> 00:01:52.000]  是適合我們讀書的文化
[00:01:52.000 --> 00:01:53.000]  OK
[00:01:53.000 --> 00:01:55.000]  所以傳道人
[00:01:55.000 --> 00:01:56.000]  所以傳道人
[00:01:56.000 --> 00:01:57.000]  是要當代的人
[00:01:57.000 --> 00:01:59.000]  特別是當代人
[00:01:59.000 --> 00:02:01.000]  如果我爺爺那代的傳道人來講的話呢
[00:02:01.000 --> 00:02:04.000]  如果是我爺爺那代的傳道人來講的話呢
[00:02:04.000 --> 00:02:07.000]  你會聽到很多語言聽不通的
[00:02:07.000 --> 00:02:09.000]  就很多語言可能不明白
[00:02:09.000 --> 00:02:11.000]  所以上帝要興起時代的工人
[00:02:11.000 --> 00:02:14.000]  所以上帝要興起時代的工人
[00:02:14.000 --> 00:02:15.000]  要興起每一代的工人
[00:02:15.000 --> 00:02:17.000]  你就是為他宣講他的話
[00:02:17.000 --> 00:02:19.000]  要興起每一代的工人
[00:02:19.000 --> 00:02:21.000]  為他去宣講他的話
[00:02:21.000 --> 00:02:25.000]  你繼續講這個上帝為什麼要懲罰猶大的第二講
[00:02:25.000 --> 00:02:27.000]  我們今天講
[00:02:27.000 --> 00:02:30.000]  上帝為什麼要懲罰猶大的第二講
[00:02:30.000 --> 00:02:35.000]  其實本文
[00:02:35.000 --> 00:02:36.000]  本文
[00:02:36.000 --> 00:02:38.000]  基本上就要指出
[00:02:38.000 --> 00:02:40.000]  基本上就要指出
[00:02:40.000 --> 00:02:42.000]  猶大對上帝不忠
[00:02:42.000 --> 00:02:44.000]  猶大對上帝不忠
[00:02:44.000 --> 00:02:48.000]  所以上帝就要他們去被擄
[00:02:48.000 --> 00:02:49.000]  上帝就要他們被擄
[00:02:49.000 --> 00:02:50.000]  就這麼簡單
[00:02:50.000 --> 00:02:52.000]  就這麼簡單
[00:02:52.000 --> 00:02:54.000]  如果你聽到這個說法呢
[00:02:54.000 --> 00:02:56.000]  你如果聽到這樣的說法
[00:02:56.000 --> 00:02:58.000]  你今天去所有教會
[00:02:58.000 --> 00:03:00.000]  大部分教會去聽
[00:03:00.000 --> 00:03:01.000]  大部分教會去聽
[00:03:01.000 --> 00:03:03.000]  跟他們講的不對
[00:03:03.000 --> 00:03:04.000]  跟他們講的不對
[00:03:04.000 --> 00:03:06.000]  因為他們講上帝很慈愛
[00:03:06.000 --> 00:03:07.000]  他們上帝非常慈愛
[00:03:07.000 --> 00:03:10.000]  聖誕節上帝給兒子我們來
[00:03:10.000 --> 00:03:12.000]  聖誕節上帝給兒子我們來
[00:03:12.000 --> 00:03:13.000]  上帝很慈愛
[00:03:13.000 --> 00:03:15.000]  上帝非常慈愛
[00:03:15.000 --> 00:03:19.000]  但上帝另一方面他有公義
[00:03:19.000 --> 00:03:20.000]  但上帝另一方面他有公義
[00:03:20.000 --> 00:03:21.000]  什麼叫公義
[00:03:21.000 --> 00:03:22.000]  什麼叫公義
