
[00:00:00.000 --> 00:00:03.760]  感謝主的恩典
[00:00:03.760 --> 00:00:07.300]  這是我們今年的第一次的聚會
[00:00:07.300 --> 00:00:10.860]  我們感謝主過去帶領我們
[00:00:10.860 --> 00:00:14.000]  我們也相信在新的這一年
[00:00:14.000 --> 00:00:17.560]  主的恩典還要與我們同在
[00:00:17.560 --> 00:00:20.360]  帶領我們走前面的道路
[00:00:20.360 --> 00:00:22.460]  讓我們活在祂的裡面
[00:00:22.460 --> 00:00:24.260]  我們親近祂
[00:00:24.260 --> 00:00:26.860]  我們跟隨祂、順服祂
[00:00:26.860 --> 00:00:28.460]  在我們這一年中間
[00:00:28.460 --> 00:00:30.300]  無論發生什麼事情
[00:00:30.300 --> 00:00:33.060]  我們相信主都看過我們
[00:00:33.060 --> 00:00:35.260]  要與我們同在
[00:00:35.260 --> 00:00:41.960]  今天我們還繼續來看上行之師的
[00:00:41.960 --> 00:00:46.700]  我們要看到131首
[00:00:46.700 --> 00:00:52.000]  我們讀詩篇131首
[00:00:52.000 --> 00:00:59.600]  詩篇第131篇
[00:00:59.600 --> 00:01:03.100]  今天我們要分享的是兩篇
[00:01:03.100 --> 00:01:06.200]  131篇跟132篇
[00:01:06.200 --> 00:01:07.700]  我們先來讀
[00:01:07.700 --> 00:01:17.500]  一起來讀第131篇
[00:01:17.500 --> 00:01:20.000]  翻到以後請我們一起來讀
[00:01:20.000 --> 00:01:23.300]  詩篇131篇
[00:01:23.300 --> 00:01:25.000]  一起來
[00:01:25.000 --> 00:01:26.400]  你要知道啊
[00:01:26.400 --> 00:01:28.400]  我的心不狂傲
[00:01:28.400 --> 00:01:30.400]  我的眼不高大
[00:01:30.400 --> 00:01:32.900]  重大可是不夠合適
[00:01:32.900 --> 00:01:34.800]  我也不敢行
[00:01:34.800 --> 00:01:37.500]  我的心平靜安穩
[00:01:37.500 --> 00:01:39.900]  好像放過奶的孩子
[00:01:39.900 --> 00:01:42.300]  在他母親的懷中
[00:01:42.300 --> 00:01:44.400]  我的心在我裡面
[00:01:44.400 --> 00:01:47.400]  就像放過奶的孩子
[00:01:47.400 --> 00:01:48.700]  以色列啊
[00:01:48.700 --> 00:01:51.200]  你讓仰望耶和華
[00:01:51.200 --> 00:01:54.900]  從今時至到永遠
[00:01:54.900 --> 00:01:57.600]  我們先來看這131篇
[00:01:57.600 --> 00:02:01.000]  上行之師一共有15首
[00:02:01.000 --> 00:02:03.900]  我們已經來到第12首
[00:02:03.900 --> 00:02:05.300]  第13首
[00:02:05.300 --> 00:02:11.800]  我們來到最後的第3第4了
[00:02:11.800 --> 00:02:16.200]  第131篇這個主題
[00:02:16.200 --> 00:02:21.300]  可以說是一個叫我們一個平靜安穩的心
[00:02:21.300 --> 00:02:24.300]  平靜安穩的心
[00:02:24.300 --> 00:02:27.000]  雖然是很短的詩篇
[00:02:27.000 --> 00:02:28.800]  只有三節
[00:02:28.800 --> 00:02:33.300]  但是裡面的確是很豐富的內容
[00:02:33.300 --> 00:02:37.600]  跟我們這耕水族的道路上的話
[00:02:37.600 --> 00:02:41.200]  這是一生我們都是要學習的
[00:02:41.200 --> 00:02:47.300]  叫我們有一個平靜安穩的心
[00:02:47.300 --> 00:02:56.100]  130篇是一個求赦免我們的詩
[00:02:56.100 --> 00:03:02.800]  這一首是叫我們內心有個平靜安穩的詩
[00:03:02.800 --> 00:03:11.600]  所以這個上一首呢講到這個詩人因做罪得到赦免的話
[00:03:11.600 --> 00:03:14.500]  他蒙福了
[00:03:14.500 --> 00:03:16.100]  這首呢
[00:03:16.100 --> 00:03:19.300]  詩人因為他心裡的柔和謙卑
[00:03:19.300 --> 00:03:21.900]  他來蒙福
[00:03:21.900 --> 00:03:26.900]  當詩人因為罪得到赦免以後呢
[00:03:26.900 --> 00:03:30.600]  他心裡面柔和謙卑
[00:03:30.600 --> 00:03:37.400]  所以這樣的話在神的面前是蒙福的
[00:03:37.400 --> 00:03:39.400]  罪得到赦免的話
[00:03:39.400 --> 00:03:42.900]  叫我們這個人呢能夠謙卑下來
[00:03:42.900 --> 00:03:44.900]  你再驕傲的人
[00:03:44.900 --> 00:03:47.600]  你由了罪來到神的面前
[00:03:47.600 --> 00:03:49.700]  你沒有辦法驕傲的
[00:03:49.700 --> 00:03:53.600]  你只能夠服服來敬拜他
[00:03:53.600 --> 00:03:55.500]  求他的憐憫
[00:03:55.500 --> 00:03:58.000]  當神赦免我們的罪
[00:03:58.000 --> 00:04:02.500]  我們心呢就安定了
[00:04:02.500 --> 00:04:05.200]  我們就謙卑下來了
[00:04:05.200 --> 00:04:10.000]  知道我們一切的話都是蒙主的恩典
[00:04:10.000 --> 00:04:11.500]  不是我們好
[00:04:11.500 --> 00:04:13.400]  那是神恩待我們
[00:04:13.400 --> 00:04:15.300]  神赦免我們
[00:04:15.300 --> 00:04:21.600]  用他兒子的寶貴的血來洗淨我們一切的污穢
[00:04:21.600 --> 00:04:24.000]  所以這個罪呢
