
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣導會不各堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎您將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意,未經授權,請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:28.000]  甚願好像《使徒行傳》二十章三十二節下所說:
[00:00:28.000 --> 00:00:34.000]  「這道能建立你們,叫你們和一切誠誠的人同得基業」
[00:00:34.000 --> 00:00:36.000]  各位弟兄姊妹平安!
[00:00:36.000 --> 00:00:40.000]  不知道您手上有沒有聖經
[00:00:40.000 --> 00:00:44.000]  如果您可以將手機暫時調至飛航模式
[00:00:44.000 --> 00:00:46.000]  先不收WhatsApp
[00:00:46.000 --> 00:00:50.000]  然後留意聖經裏面的文字
[00:00:50.000 --> 00:00:53.000]  我想今天我們可以看得更加清楚
[00:00:53.000 --> 00:00:56.000]  羅馬書不是一卷容易去看的書
[00:00:56.000 --> 00:01:00.000]  我們更加要明白究竟裏面所說的是怎樣的一回事
[00:01:00.000 --> 00:01:03.000]  我鼓勵大家打開聖經
[00:01:03.000 --> 00:01:06.000]  今天我們的經文一開始的時候有一句
[00:01:06.000 --> 00:01:11.000]  「我要憐憫誰就憐憫誰,要體恤誰就體恤誰」
[00:01:11.000 --> 00:01:13.000]  丁子妹,如果您聽到這句說話
[00:01:13.000 --> 00:01:18.000]  您的心裏有什麼感覺?
[00:01:18.000 --> 00:01:20.000]  您的心裏有什麼感覺?
[00:01:20.000 --> 00:01:26.000]  我不知道為什麼我心裏的感覺總是有些偶爾的感覺
[00:01:26.000 --> 00:01:31.000]  我也問自己為什麼?
[00:01:31.000 --> 00:01:37.000]  會不會是因為今天我們最不喜歡的是
[00:01:37.000 --> 00:01:41.000]  有一個人可以高高在上地說了算
[00:01:41.000 --> 00:01:44.000]  我們會覺得他很霸道、很專制
[00:01:44.000 --> 00:01:48.000]  就會覺得好像很不公平一樣
[00:01:48.000 --> 00:01:51.000]  但如果說這句說話的不是人而是神
[00:01:51.000 --> 00:01:54.000]  是我們所信、所跟從的神
[00:01:54.000 --> 00:01:56.000]  那你又會怎樣?
[00:01:56.000 --> 00:01:57.000]  我突然間也問自己
[00:01:57.000 --> 00:02:00.000]  有沒有一些東西我自己錯過了?
[00:02:00.000 --> 00:02:03.000]  今天我們看羅馬書第九章的經文
[00:02:03.000 --> 00:02:07.000]  不是一段很容易理解、很容易接受的經文
[00:02:07.000 --> 00:02:11.000]  我想我只可以用我有限的能力
[00:02:11.000 --> 00:02:14.000]  盡量跟大家去分享
[00:02:14.000 --> 00:02:20.000]  其實裏面是很需要大家在很多理性的討論裏
[00:02:20.000 --> 00:02:24.000]  我們自己的心怎樣去回應上帝
[00:02:24.000 --> 00:02:27.000]  讓我們一起來祈禱
[00:02:27.000 --> 00:02:30.000]  我們天上的父神求您憐憫我們
[00:02:30.000 --> 00:02:35.000]  求您幫助我們像一個謙卑溫柔的耳朵
[00:02:35.000 --> 00:02:38.000]  謙卑溫柔的心
[00:02:38.000 --> 00:02:41.000]  好讓我們能夠去盛載您的說話
[00:02:41.000 --> 00:02:44.000]  讓我們的生命被您改變
[00:02:44.000 --> 00:02:46.000]  主也求您幫助我們
[00:02:46.000 --> 00:02:47.000]  我們的祈禱交托
[00:02:47.000 --> 00:02:48.000]  奉主名求
[00:02:48.000 --> 00:02:49.000]  阿門
[00:02:49.000 --> 00:02:52.000]  當我去預備講章的時候
[00:02:52.000 --> 00:02:55.000]  我發覺我看這段經文要提醒自己
[00:02:55.000 --> 00:02:58.000]  提醒自己千萬不要太快、太早
[00:02:58.000 --> 00:03:03.000]  將我自己有的一些經歷帶入裏面
[00:03:03.000 --> 00:03:04.000]  或者我都要提醒自己
[00:03:04.000 --> 00:03:07.000]  我不可以單單拿著裏面其中一節的經文
[00:03:07.000 --> 00:03:14.000]  然後不加思索地強行套在我遇到的事情上
[00:03:14.000 --> 00:03:21.000]  我們反而更加需要用心去聆聽、去理解
[00:03:21.000 --> 00:03:26.000]  明白保羅究竟在回應什麼問題
[00:03:26.000 --> 00:03:29.000]  為什麼要講這一番說話
[00:03:29.000 --> 00:03:34.000]  《羅馬書》第九章是一個新的段落的開始
[00:03:34.000 --> 00:03:37.000]  頭三節我們會看到保羅那種
[00:03:37.000 --> 00:03:43.000]  很真誠但又很迫切、痛在心頭的肺腑之言
[00:03:43.000 --> 00:03:44.000]  他說他非常受苦
[00:03:44.000 --> 00:03:47.000]  心裡傷痛綿綿
[00:03:47.000 --> 00:03:49.000]  他說就算我自己被咒詛也好
[00:03:49.000 --> 00:03:50.000]  和基督分離也好
[00:03:50.000 --> 00:03:52.000]  我都心甘情願
[00:03:52.000 --> 00:03:55.000]  究竟發生什麼事呢?
[00:03:55.000 --> 00:03:56.000]  在經文的第四節
[00:03:56.000 --> 00:04:00.000]  保羅列出以色列人本身所擁有的
[00:04:00.000 --> 00:04:05.000]  無論是兒子的名分是榮耀、是律法禮儀、是英許
[00:04:05.000 --> 00:04:10.000]  甚至他們的先祖就已經被神挑選
[00:04:10.000 --> 00:04:13.000]  連基督這位的尼塞亞
[00:04:13.000 --> 00:04:15.000]  都是由以色列人中間出來
[00:04:15.000 --> 00:04:20.000]  以色列人有的是多麼的尊貴的身份
[00:04:20.000 --> 00:04:24.000]  不過偏偏猶太人
[00:04:24.000 --> 00:04:30.000]  他們卻拒絕接受出自自己的尼塞亞耶穌基督
[00:04:30.000 --> 00:04:33.000]  保羅在《羅馬書》第一章提到
[00:04:33.000 --> 00:04:35.000]  福音是要救每一個相信的人
[00:04:35.000 --> 00:04:39.000]  先是猶太人,然後是希臘人
