
[00:00:00.000 --> 00:00:02.320]  我們讀兩節的《聖經》
[00:00:02.320 --> 00:00:07.040]  第一節在《出埃及記》第十七章第十五節
[00:00:07.040 --> 00:00:12.480]  這裏說摩西族的一座壇起名叫耶和華尼西
[00:00:12.480 --> 00:00:17.440]  第二段的《聖經》在《格林多後書》第四章第八到第九節
[00:00:17.440 --> 00:00:20.640]  我們四面受敵卻不被困住
[00:00:20.640 --> 00:00:23.240]  心理作難卻不致失望
[00:00:23.240 --> 00:00:25.840]  遭逼迫卻不被丟棄
[00:00:25.840 --> 00:00:29.880]  打倒了卻不致死亡
[00:00:29.880 --> 00:00:33.080]  各位姐妹今天我們所處的世代
[00:00:33.080 --> 00:00:37.280]  真的是一個危險不安的世代
[00:00:37.280 --> 00:00:42.080]  我們常常感覺到我們真的是活在一個四面受敵的光景
[00:00:42.080 --> 00:00:43.480]  不是嗎
[00:00:43.480 --> 00:00:48.000]  好不容易感覺新冠病毒的疫情得到控制
[00:00:48.000 --> 00:00:52.920]  現在又有Delta變種病毒快速地蔓延
[00:00:52.920 --> 00:00:55.880]  病情好像沒完沒了
[00:00:55.880 --> 00:00:57.800]  不但疫情沒完沒了
[00:00:57.800 --> 00:01:01.840]  我們在生活上也面對各樣的壓力
[00:01:01.840 --> 00:01:03.520]  不但在個人生活上
[00:01:03.520 --> 00:01:05.280]  家庭人際關係上
[00:01:05.280 --> 00:01:06.840]  在工作上
[00:01:06.840 --> 00:01:09.440]  甚至在教會重開的事情上
[00:01:09.440 --> 00:01:12.080]  我們都面對極大的困境
[00:01:12.080 --> 00:01:15.640]  而且很多是無解的困境
[00:01:15.640 --> 00:01:23.640]  作爲一個基督徒我們怎麼樣來面對這樣一種四面受敵的光景呢
[00:01:23.640 --> 00:01:29.240]  我就想在聖經當中神啓示給我們一個他的名字
[00:01:29.240 --> 00:01:33.000]  就叫作耶和華尼西
[00:01:33.000 --> 00:01:38.360]  在聖經裏面有很多這個叫複合式的名字
[00:01:38.360 --> 00:01:44.600]  神的這種複合式的名字都代表着神的應許
[00:01:44.600 --> 00:01:47.520]  就像我們很熟悉的耶和華以樂
[00:01:47.520 --> 00:01:50.240]  代表主是我們的供應
[00:01:50.240 --> 00:01:54.960]  耶和華沙龍是主是我們的平安
[00:01:54.960 --> 00:01:59.600]  耶和華拉法是主是我們的一致
[00:01:59.600 --> 00:02:03.360]  那耶和華尼西是什麼意思呢
[00:02:03.360 --> 00:02:06.240]  尼西是驚奇
[00:02:06.240 --> 00:02:08.880]  意思就是得勝
[00:02:08.880 --> 00:02:14.680]  所以耶和華尼西意思就是主是我們的得勝
[00:02:14.680 --> 00:02:19.360]  我們的神是不是能夠在我們人生一切的困境當中
[00:02:19.360 --> 00:02:22.760]  率領我們得勝的神
[00:02:22.760 --> 00:02:26.160]  那你說牧師我們這麼的軟弱
[00:02:26.160 --> 00:02:30.120]  我們怎麼能夠經歷到神的得勝呢
[00:02:30.120 --> 00:02:32.920]  今天早上從三方面要跟大家分享
[00:02:32.920 --> 00:02:36.480]  你雖然是四面受敵
[00:02:36.480 --> 00:02:40.720]  但卻可以不被困住
[00:02:40.720 --> 00:02:42.520]  首先第一個
[00:02:42.520 --> 00:02:44.840]  爲什麼你可以不被困住
[00:02:44.840 --> 00:02:49.600]  因爲你有一個不被困住的生命
[00:02:49.600 --> 00:02:54.720]  跟你媽說你有個不被困住的生命
[00:02:54.720 --> 00:02:56.960]  保羅在哥倫多後書第四章第八節說
[00:02:56.960 --> 00:03:01.840]  我們四面受敵卻不被困住
[00:03:01.840 --> 00:03:07.560]  如果你看保羅在當時他所處的環境
[00:03:07.560 --> 00:03:11.640]  那的確是一個四面受敵的環境
[00:03:11.640 --> 00:03:15.160]  哥倫多後書第十一章二十六到二十八節裏面講到
[00:03:15.160 --> 00:03:16.920]  他所面對的環境
[00:03:16.920 --> 00:03:19.600]  這裏說屢次行遠路遭江河的危險
[00:03:19.600 --> 00:03:20.600]  盜賊的危險
[00:03:20.600 --> 00:03:21.640]  同族的危險
[00:03:21.640 --> 00:03:22.960]  外邦人危險
[00:03:22.960 --> 00:03:23.920]  城裏的危險
[00:03:23.920 --> 00:03:25.000]  曠野的危險
[00:03:25.000 --> 00:03:26.080]  海中的危險
[00:03:26.080 --> 00:03:27.560]  假弟兄的危險
[00:03:27.560 --> 00:03:29.360]  受勞碌受困苦
[00:03:29.360 --> 00:03:30.840]  多次不得睡
[00:03:30.840 --> 00:03:31.800]  又飢又渴
[00:03:31.800 --> 00:03:33.400]  多次不得食
[00:03:33.400 --> 00:03:34.320]  受寒冷
[00:03:34.320 --> 00:03:36.000]  次生怒體
[00:03:36.000 --> 00:03:37.360]  除了這外面的事
[00:03:37.360 --> 00:03:39.720]  還有爲宗教會掛心的事
[00:03:39.720 --> 00:03:42.000]  天天壓在我身上
[00:03:42.000 --> 00:03:43.240]  哇
[00:03:43.240 --> 00:03:44.760]  這真的叫四面受敵
[00:03:44.760 --> 00:03:47.200]  一點不爲過不是嗎
[00:03:47.200 --> 00:03:48.960]  那爲什麼
[00:03:48.960 --> 00:03:52.080]  他能夠在這樣一種四面受敵的環境當中
[00:03:52.080 --> 00:03:56.360]  他說我卻不被困住呢
[00:03:56.360 --> 00:03:58.560]  在哥倫多後書第四章第七節
[00:03:58.560 --> 00:04:01.080]  他給我們一個答案
[00:04:01.080 --> 00:04:03.000]  第七節我們一同來唸來
[00:04:03.000 --> 00:04:06.320]  我們有這寶貝放在瓦器裏
[00:04:06.320 --> 00:04:10.200]  要寫明這莫大的能力是出於神
[00:04:10.200 --> 00:04:12.440]  不是出於我們自己
[00:04:12.440 --> 00:04:14.960]  保羅在這裏形容
[00:04:14.960 --> 00:04:17.600]  我們人好像個瓦器
[00:04:17.600 --> 00:04:19.200]  什麼是瓦器
[00:04:19.200 --> 00:04:21.680]  瓦器是很脆弱的不是嗎
[00:04:21.680 --> 00:04:22.840]  一碰就裂
[00:04:22.840 --> 00:04:25.480]  一摔就碎的
[00:04:25.480 --> 00:04:28.280]  我們人今天不也是如此嗎
[00:04:28.280 --> 00:04:30.400]  隨便一個疾病
[00:04:30.400 --> 00:04:32.600]  身體的疼痛
[00:04:32.600 --> 00:04:36.320]  就足以叫我們動彈不得了
[00:04:36.320 --> 00:04:39.800]  一點點的打擊跟困境
[00:04:39.800 --> 00:04:44.480]  就足以叫我們落入心靈的谷底
[00:04:44.480 --> 00:04:47.200]  今天很多人外表可能很剛強
[00:04:47.200 --> 00:04:51.360]  可裏面卻是非常的軟弱
[00:04:51.360 --> 00:04:52.680]  但保羅在這裏說
[00:04:52.680 --> 00:04:54.400]  作爲一個基督徒
[00:04:54.400 --> 00:04:59.360]  我們一點不需要因爲這些困境而害怕
[00:04:59.360 --> 00:05:04.080]  因爲在我們裏面是個寶貝的
[00:05:04.080 --> 00:05:05.480]  今天作爲一個基督徒
[00:05:05.480 --> 00:05:07.040]  也許從外表上看起來
[00:05:07.040 --> 00:05:10.120]  我們跟世界上沒什麼兩樣
[00:05:10.120 --> 00:05:12.360]  也許從外面的環境看來
[00:05:12.360 --> 00:05:15.160]  我們跟世界也沒什麼兩樣
[00:05:15.160 --> 00:05:18.520]  但有一件事情是很不一樣的
[00:05:18.520 --> 00:05:20.680]  那就是在我們裏面
[00:05:20.680 --> 00:05:25.320]  有一個從神而來的能力
[00:05:25.320 --> 00:05:28.960]  那這個能力是怎麼樣一種能力呢
[00:05:28.960 --> 00:05:33.080]  這跟厚書第四章第十節保羅繼續解釋
[00:05:33.080 --> 00:05:34.240]  我們一同來唸來
[00:05:34.240 --> 00:05:36.680]  身上藏在的耶穌的死
[00:05:36.680 --> 00:05:40.800]  使耶穌的生也顯明在我們身上
[00:05:40.800 --> 00:05:42.080]  在這裏講很清楚
[00:05:42.080 --> 00:05:48.280]  這個能力是叫耶穌從死裏復活的能力
[00:05:48.280 --> 00:05:51.880]  第二點今天當我們接受耶穌做我們個人救主的時候
[00:05:51.880 --> 00:05:55.360]  主耶穌就住進我們的生命裏面
[00:05:55.360 --> 00:05:57.760]  永遠與我們同在
[00:05:57.760 --> 00:06:00.360]  但讓我在這裏提醒你
[00:06:00.360 --> 00:06:03.280]  不但是主與你同在
[00:06:03.280 --> 00:06:07.040]  更是這位從死裏復活的救主
[00:06:07.040 --> 00:06:13.280]  帶着死裏復活的大能住在你的裏面
[00:06:13.280 --> 00:06:17.680]  這個能力不但是叫耶穌從死裏復活的能力
