
[00:00:00.000 --> 00:00:11.000]  今天是復活節主日,跟大家分享一段聖經,約翰福音20章第1至第10節
[00:00:12.000 --> 00:00:36.000]  第一節這樣說:「七日的第一日清早,天還黑的時候,穆大拉的瑪利亞來到墳墓那裡,看見石頭從墳墓挪開了,就跑來見西門彼得和耶穌所愛的那個門徒,對他們說:「有人把主從墳墓裡挪了去,我們不知道放在那裡。」
[00:00:37.000 --> 00:00:55.000]  彼得和那門徒就出來往墳墓那裡去,兩個人同跑,那門徒比彼得跑得更快,先到了墳墓,低頭往裡看,就見西馬布還放在那裡,只是沒有進去。」
[00:00:56.000 --> 00:01:17.000]  西門彼得隨後也到了,進墳墓裡去,就看見西馬布還放在那裡,又看見耶穌的裹頭巾沒有和西馬布放在一處,是另在一處卷著,先到墳墓的那個門徒也進去,看見就信了。
[00:01:18.000 --> 00:01:28.000]  他們還不明白聖經的意思,就是耶穌必須從死裡復活,於是兩個門徒會自己的住處去了。
[00:01:28.000 --> 00:01:35.000]  跟大家在看這段聖經之前,想看一看以前一個眼鏡的廣告。
[00:01:48.000 --> 00:02:13.000]  「從小到大,我們都很陌生。我做了什麼,他都看不過眼,不是罵,只是膽。我試過避開他,他也試過反抗。我來這輩子,我都會生他的氣。」
[00:02:18.000 --> 00:02:27.000]  直到那天,我第一次看到他流眼淚,我才發覺,原來這個世界真的有人關心我。
[00:02:27.000 --> 00:02:32.000]  假如那一眼沒有看見,我現在還會不會時時想起他?
[00:02:32.000 --> 00:02:36.000]  看出一點真,看出何官人生,眼鏡八十八。
[00:02:36.000 --> 00:02:45.000]  當你看得清楚對方流淚的時候,你就領悟多份的意思,他是很關心你。
[00:02:46.000 --> 00:02:49.000]  眼睛要看得清楚,看到事實很重要。
[00:02:49.000 --> 00:02:56.000]  但更重要的是你領悟當中的事實,帶來另一個含義,就更重要了。
[00:02:56.000 --> 00:03:00.000]  今天我想跟大家看一段經文,就是剛才所中毒的。
[00:03:00.000 --> 00:03:06.000]  有三個人物,穆大拉、瑪利亞、彼得,還有那個門徒,就是約翰。
[00:03:06.000 --> 00:03:12.000]  他們分別去到耶穌被埋葬的墳墓裡,看見墳墓空了。
[00:03:13.000 --> 00:03:18.000]  他們分別領悟的意思各有不同,甚至有不同的反應。
[00:03:18.000 --> 00:03:22.000]  首先我想跟大家提一提,就是穆大拉、瑪利亞。
[00:03:22.000 --> 00:03:25.000]  先了解、認識一下他們的背景。
[00:03:25.000 --> 00:03:29.000]  他是加利利人,當耶穌出道的時候,他一同陪伴著他。
[00:03:29.000 --> 00:03:38.000]  聖經記載告訴我,他曾經有七個鬼在他身上被鬼附,後來耶穌說出去,於是他很感恩。
[00:03:39.000 --> 00:03:44.000]  連同其他婦女跟隨耶穌,直到耶路撒冷。
[00:03:44.000 --> 00:03:50.000]  當耶穌基督被埋葬的時候,他也是當中的。
[00:03:50.000 --> 00:03:53.000]  而《馬赫福音》第十六章第九節說,
[00:03:53.000 --> 00:04:00.000]  他是耶穌復活裡第一個先向穆大拉、瑪利亞顯現的。
[00:04:00.000 --> 00:04:07.000]  所以初期教會的流傳認為,穆大拉、瑪利亞是第一位看見耶穌復活的人。
[00:04:08.000 --> 00:04:16.000]  在《約翰福音》中會看到,使徒約翰只是單單記載穆大拉、瑪利亞見到耶穌的情況,
[00:04:16.000 --> 00:04:22.000]  沒有提及其他婦女,但其實有其他婦女也有參與當中。
[00:04:22.000 --> 00:04:26.000]  剛才我們熟讀的二十章的一至第二節裡面,
[00:04:26.000 --> 00:04:32.000]  就是七天的第一天,穆大拉、瑪利亞一早就去到耶穌的墳墓裡,
[00:04:33.000 --> 00:04:40.000]  去看祂或高祂,但去到的時候他就發現墳墓的石頭被移開了,
[00:04:40.000 --> 00:04:43.000]  他看到一個空的墳墓,再看下去的時候,
[00:04:43.000 --> 00:04:48.000]  不見了屍體,於是他就領悟一件事是什麼呢?
[00:04:48.000 --> 00:04:53.000]  耶穌的屍體被人偷了,這個就是穆大拉、瑪利亞。
[00:04:53.000 --> 00:04:59.000]  他看見一個空的墳墓,就領悟耶穌的屍體被人偷了,
[00:05:00.000 --> 00:05:03.000]  最後他就回去告訴其他門徒,於是有兩個門徒,
[00:05:03.000 --> 00:05:08.000]  西門彼得和約翰先後分別都去到墳墓裡,
[00:05:08.000 --> 00:05:13.000]  西門彼得是比較後的,當他到了墳墓外面的時候,
[00:05:13.000 --> 00:05:20.000]  他就進入墳墓裡,他就看到細麻布,包著耶穌身體的細麻布放在那裡,
[00:05:20.000 --> 00:05:28.000]  另外一刀,那頭巾包著耶穌的頭巾又放在另一處,是捲著的。
[00:05:29.000 --> 00:05:35.000]  當彼得進去看得這麼清楚的時候,聖經就告訴我彼得的反應很稀奇,
[00:05:35.000 --> 00:05:39.000]  什麼呢?當他進去的時候固然看不到身體,
[00:05:39.000 --> 00:05:43.000]  但是他看到細麻布仍然捲著放在一邊,
[00:05:43.000 --> 00:05:47.000]  那頭巾仍然捲著放在一邊的時候,他領悟了一個意思,
[00:05:47.000 --> 00:05:51.000]  首先他認為屍體不是被偷的,
[00:05:52.000 --> 00:05:59.000]  因為被偷有兩種情況,一偷屍體就整個偷了,也不會留下那頭巾和細麻布在裡面,
[00:05:59.000 --> 00:06:04.000]  但是他發覺那頭巾在那裡捲著,細麻布也在那裡的時候,
[00:06:04.000 --> 00:06:13.000]  如果一個偷屍體的人會不會解開那頭巾,解開那些細麻布才拿屍體走呢?
[00:06:13.000 --> 00:06:17.000]  其實是非常笨的方法,是吧?是很多餘的做法,
[00:06:18.000 --> 00:06:25.000]  第一是那頭巾仍然捲著放在一邊,另外包屍體的細麻布仍然捲著放在一邊,
[00:06:25.000 --> 00:06:32.000]  不是被偷,一個可以解釋的理由是什麼?消失了,
[00:06:32.000 --> 00:06:40.000]  耶穌的身體消失了,以致那頭巾仍然捲著,細麻布仍然捲著在裡面,
[00:06:40.000 --> 00:06:44.000]  但是聖經告訴我彼得覺得這個情況很稀奇,
[00:06:45.000 --> 00:06:52.000]  稀奇是什麼意思呢?原文的意思就是Marveling,Wonderful,Wonderling,
[00:06:52.000 --> 00:06:56.000]  意思就是難以理解,為什麼這麼奇怪的事情發生,
[00:06:56.000 --> 00:07:01.000]  但是他又不肯定是不是耶穌基督復活,或者沒有復活,總之難以理解,
[00:07:01.000 --> 00:07:04.000]  不能夠確定那個情況在裡面,
[00:07:04.000 --> 00:07:11.000]  這是彼得看見一個空墳墓,看見裡面的細麻布和那頭巾捲著的時候,
[00:07:12.000 --> 00:07:17.000]  是一種難以理解的稀奇,然而第三個人就是約翰,
[00:07:17.000 --> 00:07:23.000]  他先到外面看一看,後來他在外面看一看,低頭往裡看,
[00:07:23.000 --> 00:07:30.000]  最後他就進入裡面,看到的東西和彼得所見的都一模一樣,
[00:07:30.000 --> 00:07:36.000]  空的墳墓,屍體不見了,那頭巾仍然捲著,細麻布仍然在裡面,
[00:07:37.000 --> 00:07:42.000]  但是他的反應,聖經說他的反應比彼得多一點,是進一步一點,
[00:07:42.000 --> 00:07:48.000]  聖經說他相信,彼得是稀奇,難以理解是什麼意思,
[00:07:48.000 --> 00:07:52.000]  他說相信,究竟他的相信是什麼呢?
[00:07:52.000 --> 00:07:57.000]  第一,屍體一定不是被偷,應該是消失了,這是很確定的,
[00:07:57.000 --> 00:08:04.000]  問題,相信的意思,似乎他表明了,好像覺得是耶穌應該復活了,
[00:08:05.000 --> 00:08:10.000]  以致這種情況出現,所以有些解經家在這裡作一個解釋,
[00:08:10.000 --> 00:08:17.000]  他說當約翰覺得相信的時候,他就可能想起昔日耶穌在地上裡面,
[00:08:17.000 --> 00:08:22.000]  曾經說過他將會被殺,然後三天復活的經文,
[00:08:22.000 --> 00:08:27.000]  在馬後福音八章三十一節就這樣說,耶穌教訓他們,
[00:08:27.000 --> 00:08:34.000]  人子必須受許多的苦,被長老、世師、掌和民士棄絕,並且被殺,
[00:08:35.000 --> 00:08:40.000]  過三天復活了,在馬後福音九章三十二節第三節就這樣說,
[00:08:40.000 --> 00:08:47.000]  於是教訓門徒,人子將要被交在人手裡,他們要殺害他,
[00:08:47.000 --> 00:08:54.000]  被殺以後,過三天復活了,約翰在這個時候看到空墳墓,
[00:08:54.000 --> 00:09:01.000]  看到細麻布和果絲布捲頭巾捲著的時候,他就聯想起這些經文,
[00:09:02.000 --> 00:09:05.000]  於是他覺得屍體不見了,應該就是耶穌叫他復活,
[00:09:05.000 --> 00:09:12.000]  所以他說相信就是復活的意思,但是在第九和第十節,
[00:09:12.000 --> 00:09:17.000]  但是第十節就告訴我,結果是怎樣呢?兩個門徒最終是怎樣?
[00:09:17.000 --> 00:09:22.000]  自己回到自己的家裡,比得稀奇,難以理解,
[00:09:22.000 --> 00:09:28.000]  約翰覺得應該是相信,但是兩個人分別都沒有去跟其他門徒說,
[00:09:29.000 --> 00:09:33.000]  可能耶穌已經復活了,我們看到空墳墓,他沒有這樣做,
[00:09:33.000 --> 00:09:38.000]  在這裡我們看到有三個不同層次的項鍵,
[00:09:38.000 --> 00:09:43.000]  一個層次的項鍵是穆大拉瑪尼亞,他站在墳墓外面看一看,
[00:09:43.000 --> 00:09:49.000]  認為空墳墓,認為屍體被偷,比得怎樣呢?
[00:09:49.000 --> 00:09:53.000]  他遵入墳墓裡,所以他提得多一點,
[00:09:54.000 --> 00:10:00.000]  之後軍營員卷著包屍體的細麻布都在這裡,他就覺得屍體消失了,
[00:10:00.000 --> 00:10:03.000]  不過他很難理解究竟發生什麼事?
[00:10:03.000 --> 00:10:07.000]  約翰和比得都是一樣,進去看到這些事情,
[00:10:07.000 --> 00:10:12.000]  不過約翰領悟多一點,屍體不是被偷,是消失,
[00:10:12.000 --> 00:10:15.000]  但是進一步領悟的應該是耶穌復活,
[00:10:15.000 --> 00:10:19.000]  因為他浮現了耶穌在地上裡曾經說過,
[00:10:20.000 --> 00:10:26.000]  祂會死,然後三天的復活,這三個不同層次的項鍵,
[00:10:26.000 --> 00:10:30.000]  其實跟我們看聖經的態度都有相似的,
[00:10:30.000 --> 00:10:34.000]  有些人看聖經第一個層次的,就是看一看聖經的表面,
[00:10:34.000 --> 00:10:38.000]  意思字面說些什麼,說完之後就放下了,
[00:10:38.000 --> 00:10:43.000]  穆大拉瑪尼亞在上面看一看,看完之後就可以了,
[00:10:43.000 --> 00:10:48.000]  這是第一層的項鍵,但是其實有第二層的,
[00:10:49.000 --> 00:10:52.000]  就像比得一樣進入裡面會看得多一點,
[00:10:52.000 --> 00:10:57.000]  起碼看得到那屍布在那裡,那條筋是捲著的,
[00:10:57.000 --> 00:11:00.000]  所以祂領悟會多一點,譬如一個例子,
[00:11:00.000 --> 00:11:03.000]  假如你第一次來我們幼稚園裡面,
[00:11:03.000 --> 00:11:06.000]  如果你在門口裡面看幼稚園,你真的看到很少部分的東西,
[00:11:06.000 --> 00:11:11.000]  但是如果你進入我們幼稚園,再向左邊看到幾間房,
[00:11:11.000 --> 00:11:15.000]  禮堂,右邊有幾間禮堂,中間是一個辦公室,
[00:11:16.000 --> 00:11:19.000]  還有很多的壁報板裡面有很多鐵門,
[00:11:19.000 --> 00:11:23.000]  很多不同的畫作在裡面的時候,你發覺了解會多一點,
[00:11:23.000 --> 00:11:26.000]  因為你進入裡面去看多一點,
[00:11:26.000 --> 00:11:30.000]  我們查聖經的第二步驟就是要進入經文裡面,
[00:11:30.000 --> 00:11:35.000]  不是看字面那一層,你可能就要去了解多一點上下文,
[00:11:35.000 --> 00:11:39.000]  它的歷史,文化背景,它的文學的題材,
[00:11:39.000 --> 00:11:44.000]  它的語法的結構等等,以前當我們查考這麼多的時候,
[00:11:45.000 --> 00:11:50.000]  我們會深入了當中的意思,領悟又多了,
[00:11:50.000 --> 00:11:58.000]  還有第三個層次,約翰他跟彼得一樣,
[00:11:58.000 --> 00:12:00.000]  進入了第二個層次,領悟深了,
[00:12:00.000 --> 00:12:05.000]  但是他聯想其他聖經就確認耶穌是復活,
[00:12:05.000 --> 00:12:09.000]  所以當我們領悟了,深入了聖經的時候,
[00:12:09.000 --> 00:12:13.000]  我們還需要引用其他聖經,
[00:12:14.000 --> 00:12:17.000]  一起來支持確定那一段聖經裡面的意思,
[00:12:17.000 --> 00:12:21.000]  那個真理是這樣,以致我們去相信,
[00:12:21.000 --> 00:12:26.000]  上帝的話語是互相的印證,加以去確認,
[00:12:26.000 --> 00:12:28.000]  然後我們就相信,
[00:12:28.000 --> 00:12:34.000]  不過彼得和約翰他們停在第三層次,
[00:12:34.000 --> 00:12:38.000]  相信了之後,不知道怎麼辦,回到自己的家裡,
[00:12:38.000 --> 00:12:40.000]  沒有跟其他人分享,
[00:12:40.000 --> 00:12:42.000]  然而聖經告訴我們,
[00:12:43.000 --> 00:12:45.000]  還有第四個層次就是什麼?
[00:12:45.000 --> 00:12:48.000]  應用,或者我們叫行道,
[00:12:48.000 --> 00:12:52.000]  當我們明白了聖經真理,頭腦相信了之後,
[00:12:52.000 --> 00:12:55.000]  但我們覺得我們沒有去實行出來,
[00:12:55.000 --> 00:12:59.000]  沒有去應用出來的話,其實只是一個知識,
[00:12:59.000 --> 00:13:03.000]  一個知識的聖經真理對我們有什麼幫助呢?
[00:13:03.000 --> 00:13:05.000]  幫助就是我知道了,
[00:13:05.000 --> 00:13:08.000]  但是當我們去實行出來的時候,
[00:13:08.000 --> 00:13:11.000]  我們才領會到聖經真理的真理,
[00:13:11.320 --> 00:13:16.320]  一個沒有行道沒有應用的茶經,有時我覺得也是很失敗的。
[00:13:16.320 --> 00:13:23.320]  因為雅各書這樣說,知道你沒有行道,不要單單聽到自己欺控自己。
[00:13:23.320 --> 00:13:31.320]  他第25節這樣說,唯有詳細察看那傳避使人自由之律法,並且事常如此,
[00:13:31.320 --> 00:13:39.320]  這人既不是聽見就忘,乃是實在行出內,就在他所行的事上必然得福。
[00:13:39.320 --> 00:13:45.320]  當你實際行出神的話語的時候,你會在當中領受福氣。
[00:13:45.320 --> 00:13:51.320]  約書阿記一章8節又這樣說,這律法書不可離開你的口,總要受夜思想,
[00:13:51.320 --> 00:13:56.320]  好似你謹守遵行這書上所寫的一切話。
[00:13:56.320 --> 00:14:00.320]  如此,你的道路就可以亨通,凡事順利。
[00:14:00.320 --> 00:14:06.320]  當你謹守神的話語來行的時候,你的路就暢順了,
[00:14:06.320 --> 00:14:10.320]  並且許多事情都可以順利。
[00:14:10.320 --> 00:14:12.320]  這是行出來的作用。
[00:14:12.320 --> 00:14:17.320]  將上帝話語行出來的作用,你才領受當中上帝話語的大能。
[00:14:17.320 --> 00:14:24.320]  但若果我只是聽到,明白到,停留在裡面,知識多了,
[00:14:24.320 --> 00:14:31.320]  但我們沒有去行道的時候,我們就失去了經歷神話語的大能。
[00:14:31.320 --> 00:14:37.320]  弟兄姊妹,我想問問,今天我們都學了很多聖經的經文,
[00:14:37.320 --> 00:14:42.320]  但其實有多少個經文你今天已經在實行出來呢?
[00:14:42.320 --> 00:14:49.320]  並且你又可以經歷到當我實行聖經話語的時候,帶來了什麼蒙福呢?
[00:14:49.320 --> 00:14:53.320]  或者裡面如何經歷到上帝的大能呢?
[00:14:53.320 --> 00:15:02.320]  莫大拉瑪利亞之後有了一個深入的認識耶穌,剛才我們看到第十節,
[00:15:02.320 --> 00:15:05.320]  現在看第十一節到第十八節。
[00:15:05.320 --> 00:15:12.320]  這裡是記載莫大拉瑪利亞,因為約翰和彼得都回家了,而瑪利亞卻留下。
[00:15:12.320 --> 00:15:19.320]  第十一節,瑪利亞卻站在墳墓外面哭,哭的時候低頭往墳墓裡看,
[00:15:19.320 --> 00:15:27.320]  就見兩個天使穿著白衣,在安放耶穌身體的地方坐著,一個在頭,一個在腳。
[00:15:27.320 --> 00:15:30.320]  天使對她說:「夫人,你為什麼哭?」
[00:15:30.320 --> 00:15:35.320]  她說:「因為有人把我主羅了去,我不知道放在哪裡。」
[00:15:35.320 --> 00:15:43.320]  說了者說:「就轉個身來,看見耶穌站在哪裡,卻不知道是耶穌。」
[00:15:43.320 --> 00:15:48.320]  耶穌問她說:「夫人,為什麼哭?你找誰呢?」
[00:15:48.320 --> 00:15:51.320]  瑪利亞以為是康元的,就對她說:
[00:15:51.320 --> 00:15:59.320]  「先生,若是你把她移了去,請告訴我,你就把她放在哪裡,我便去娶她。」
[00:15:59.320 --> 00:16:05.320]  耶穌說:瑪利亞轉過來,用希伯來話對她說:「拉玻璃。」
[00:16:05.320 --> 00:16:08.320]  拉玻璃就是「夫子」的意思。
[00:16:08.320 --> 00:16:15.320]  約翰和彼得各自回家,但瑪利亞留在當中,她遇見了兩個天使。
[00:16:15.320 --> 00:16:22.320]  之後耶穌親自跟她復活,讓她見到。
[00:16:22.320 --> 00:16:27.320]  耶穌後面吩咐她,告訴其他門徒耶穌的復活。
[00:16:27.320 --> 00:16:34.320]  瑪利亞遵循,於是瑪利亞回去跟其他門徒說:
[00:16:34.320 --> 00:16:42.320]  「當瑪利亞見到耶穌復活,跟其他門徒說耶穌復活時,門徒的反應是怎樣呢?」
