
[00:00:00.000 --> 00:00:03.400]  關於這個月,是給我們通常的
[00:00:03.400 --> 00:00:06.000]  通常就是我們
[00:00:06.000 --> 00:00:08.200]  今晚
[00:00:08.200 --> 00:00:10.400]  我們通常都
[00:00:10.400 --> 00:00:14.200]  親愛的,最多的數字是
[00:00:14.200 --> 00:00:16.800]  我們八個分別可以
[00:00:16.800 --> 00:00:18.200]  在
[00:00:18.200 --> 00:00:21.200]  在8月1日,還在10日
[00:00:21.200 --> 00:00:25.400]  都分別可以成為一個數名紀念者
[00:00:25.400 --> 00:00:29.000]  首先,美國的地方
[00:00:29.000 --> 00:00:30.600]  成為你的話語
[00:00:30.600 --> 00:00:33.000]  能夠被解釋的地方
[00:00:33.000 --> 00:00:34.800]  為你提煉
[00:00:34.800 --> 00:00:38.400]  多謝你今天能夠幫助我們一同的
[00:00:38.400 --> 00:00:40.200]  在傾城月山
[00:00:40.200 --> 00:00:42.800]  在10日的第8日
[00:00:42.800 --> 00:00:45.400]  原來我們要聽你的話語
[00:00:45.400 --> 00:00:48.600]  來幫助我們進入你的話語當中
[00:00:48.600 --> 00:00:50.600]  我們相信你
[00:00:50.600 --> 00:00:52.600]  聽從你的話語
[00:00:52.600 --> 00:00:54.800]  為你指引的旅遊
[00:00:54.800 --> 00:00:56.600]  我們要祈禱
[00:00:56.600 --> 00:00:58.600]  在同主耶穌基督的節奏
[00:00:59.000 --> 00:00:59.500]  阿嬤
[00:00:59.500 --> 00:01:02.900]  那一定是一件很大的事
[00:01:02.900 --> 00:01:04.040]  在法國人的眼光中
[00:01:04.040 --> 00:01:05.000]  有很多人說
[00:01:05.000 --> 00:01:05.500]  阿嬤
[00:01:05.500 --> 00:01:06.000]  阿嬤
[00:01:06.000 --> 00:01:06.500]  阿嬤
[00:01:06.500 --> 00:01:07.340]  是你
[00:01:07.340 --> 00:01:07.840]  阿嬤
[00:01:07.840 --> 00:01:08.340]  阿嬤
[00:01:08.340 --> 00:01:08.840]  阿嬤
[00:01:08.840 --> 00:01:10.000]  是你
[00:01:10.000 --> 00:01:10.500]  阿嬤
[00:01:10.500 --> 00:01:11.000]  阿嬤
[00:01:11.000 --> 00:01:11.500]  阿嬤
[00:01:11.500 --> 00:01:12.000]  阿嬤
[00:01:12.000 --> 00:01:12.500]  阿嬤
[00:01:12.500 --> 00:01:13.000]  阿嬤
[00:01:13.000 --> 00:01:13.500]  阿嬤
[00:01:13.500 --> 00:01:14.000]  阿嬤
[00:01:14.000 --> 00:01:14.500]  阿嬤
[00:01:14.500 --> 00:01:15.000]  阿嬤
[00:01:15.000 --> 00:01:15.500]  阿嬤
[00:01:15.500 --> 00:01:16.000]  阿嬤
[00:01:16.000 --> 00:01:16.500]  阿嬤
[00:01:16.500 --> 00:01:17.000]  阿嬤
[00:01:17.000 --> 00:01:17.500]  阿嬤
[00:01:17.500 --> 00:01:18.000]  阿嬤
[00:01:18.000 --> 00:01:19.000]  阿嬤
[00:01:19.000 --> 00:01:19.500]  阿嬤
[00:01:19.500 --> 00:01:20.000]  阿嬤
[00:01:20.000 --> 00:01:21.500]  阿嬤
[00:01:21.500 --> 00:01:22.000]  阿嬤
[00:01:22.000 --> 00:01:22.500]  阿嬤
[00:01:22.500 --> 00:01:23.000]  阿嬤
[00:01:23.000 --> 00:01:23.500]  阿嬤
[00:01:29.000 --> 00:01:35.000]  我是真正的跟隨他,我先有結果,此已是他的出路。
[00:01:35.000 --> 00:01:39.000]  他那創造力,全都證明,
[00:01:39.000 --> 00:01:45.000]  二人在今夜思想上的話語,真是好中人心的話語,
[00:01:45.000 --> 00:01:53.000]  相信神的大英明,並且是堅定行禮神的家庭的老實人。
[00:01:53.000 --> 00:02:02.000]  所以他在這裏一座老人的家庭,不斬水面的道路,不阻小朋友的創造力,
[00:02:02.000 --> 00:02:11.000]  是會用圖畫做你的印章,不會用戲弄來樂趣,不是一種噴霧。
[00:02:11.000 --> 00:02:15.000]  二人是有責任的,
[00:02:15.000 --> 00:02:21.000]  在今夜,我相信他們的爹是上入次元的神明,
[00:02:21.000 --> 00:02:25.000]  為了我,他帶我去一齊上岸,
[00:02:25.000 --> 00:02:29.000]  繼續跟著生命,跟著樹的生命,
[00:02:29.000 --> 00:02:33.000]  在這裏我掌握,我跟著思想樹的果子,
[00:02:33.000 --> 00:02:39.000]  樹的果子,不是只有我試過去摘果子,
[00:02:39.000 --> 00:02:43.000]  帶你的家人,你的孩子去摘果子,
[00:02:43.000 --> 00:02:46.000]  你的孩子坐在你的頭上,
[00:02:46.000 --> 00:02:52.000]  他們的果子拍過來,一起吃,讓他們很開心。
[00:02:52.000 --> 00:02:58.000]  果子是神賜給人,很好的禮物,很開心的禮物。
[00:02:58.000 --> 00:03:02.000]  同樣,我和香港的聖靈的果子,
[00:03:02.000 --> 00:03:06.000]  我和香港聖靈送給的果子,是我的一面,
[00:03:06.000 --> 00:03:08.000]  是我的人間。
[00:03:08.000 --> 00:03:11.000]  法國大學文章2至2,第四章講,
[00:03:11.000 --> 00:03:15.000]  聖靈送給的果子,就是人間在良和定,
[00:03:15.000 --> 00:03:20.000]  引來因子良善,信誓,溫柔節制。
[00:03:20.000 --> 00:03:23.000]  這兩個四個角度就像紫衣紛索,
[00:03:23.000 --> 00:03:27.000]  基督的所印,是已經將玉璽,
[00:03:27.000 --> 00:03:30.000]  玉璽是一條絲絨,
[00:03:30.000 --> 00:03:33.000]  縫釘在十字架上的玉璽。
[00:03:33.000 --> 00:03:36.000]  某一樓宜在二十四節,
[00:03:36.000 --> 00:03:39.000]  裡面有玉璽,玉璽的意思是,
[00:03:39.000 --> 00:03:44.000]  玉璽是世俗的價值,是反對財的價值,
[00:03:44.000 --> 00:03:48.000]  反對耶穌基督的價值。
[00:03:48.000 --> 00:03:51.000]  我呼籲加拿大人,
[00:03:51.000 --> 00:03:54.000]  不要和這個時代的價值,
[00:03:54.000 --> 00:03:58.000]  官司或行動的方式黏在一起,
[00:03:58.000 --> 00:04:03.000]  不要和這個世界一起去混合。
[00:04:03.000 --> 00:04:07.000]  是的,我試過加拿大教會變成這樣,
[00:04:07.000 --> 00:04:10.000]  加拿大是保障世子的傳統工作,
[00:04:10.000 --> 00:04:14.000]  保障教會,離開教會之後,
[00:04:14.000 --> 00:04:17.000]  兩個家庭在一起做混亂的工作,
[00:04:17.000 --> 00:04:19.000]  所以對這個社群,
[00:04:19.000 --> 00:04:21.000]  你現在是教會。
[00:04:21.000 --> 00:04:23.000]  因為那個時候有些人,
[00:04:23.000 --> 00:04:26.000]  加拿大想去集會,
[00:04:26.000 --> 00:04:28.000]  這些家庭去教會,
[00:04:28.000 --> 00:04:30.000]  這些人是猶太人的基督徒,
[00:04:30.000 --> 00:04:32.000]  他們保障了信念,
[00:04:32.000 --> 00:04:35.000]  就說你們應首先是猶太人,
[00:04:35.000 --> 00:04:39.000]  去廣東接受聆聽,
[00:04:39.000 --> 00:04:44.000]  所以你們要上一層猶太人的儀式和教會,
[00:04:44.000 --> 00:04:48.000]  然後坐以成為基督徒。
[00:04:48.000 --> 00:04:53.000]  這些言論是教會的真有。
[00:04:53.000 --> 00:04:57.000]  很久了,錯了,是錯的。
[00:04:57.000 --> 00:04:59.000]  中國國族的第三章文革,
[00:04:59.000 --> 00:05:01.000]  我知加拿大人,
[00:05:01.000 --> 00:05:04.000]  其實所謂的督針十字架,
[00:05:04.000 --> 00:05:06.000]  已經活立在你們的眼前,
[00:05:06.000 --> 00:05:08.000]  誰有怪怪的呢?
[00:05:08.000 --> 00:05:10.000]  我的意思是,
[00:05:10.000 --> 00:05:13.000]  你們這些蠢蠢欲窮的猶太人,
[00:05:13.000 --> 00:05:15.000]  那你死了就完嗎?
[00:05:15.000 --> 00:05:17.000]  你們沒有了祈禱嗎?
[00:05:17.000 --> 00:05:19.000]  你受了離子嗎?
[00:05:19.000 --> 00:05:21.000]  耶穌也都來到世界上寫信念,
[00:05:21.000 --> 00:05:23.000]  寫信念的人,
[00:05:23.000 --> 00:05:25.000]  就釋放我們這些特使,
[00:05:25.000 --> 00:05:26.000]  特生宗明,
[00:05:26.000 --> 00:05:27.000]  孫生宗明,
[00:05:27.000 --> 00:05:28.000]  在內閣,
[00:05:28.000 --> 00:05:32.000]  為什麼你們要在這上面加上一大群,
[00:05:32.000 --> 00:05:36.000]  不中意、不斗仔的弄仔?
[00:05:36.000 --> 00:05:39.000]  這些是綠雞的弄仔。
[00:05:39.000 --> 00:05:41.000]  朱保羅的論點就說,
[00:05:41.000 --> 00:05:45.000]  如果你們是真愛歸讓耶穌基督,
[00:05:45.000 --> 00:05:50.000]  那就是屬於阿巴拉的學,
[00:05:50.000 --> 00:05:53.000]  你們登本就是阿巴拉的學後裔,
[00:05:53.000 --> 00:05:56.000]  你們是阿巴拉的學後裔,
[00:05:56.000 --> 00:05:59.000]  那你們是成雞人?
[00:05:59.000 --> 00:06:02.000]  就在這半秒看一看,
[00:06:02.000 --> 00:06:08.000]  羅卓說,接受雙重聖靈的人,
[00:06:08.000 --> 00:06:13.000]  是會被聖靈帶領到的,
[00:06:13.000 --> 00:06:19.000]  而就自然在他的生命當中會產生,
[00:06:19.000 --> 00:06:23.000]  聖靈是會培養人的意義,
[00:06:23.000 --> 00:06:25.000]  人的斗甲,
[00:06:25.000 --> 00:06:28.000]  儘管有一個異人,
[00:06:28.000 --> 00:06:31.000]  他在無論任何時間任何地方,
[00:06:31.000 --> 00:06:35.000]  都會做得正確的行為。
[00:06:35.000 --> 00:06:39.000]  聖靈的果子是從聖靈而生的,
[00:06:39.000 --> 00:06:42.000]  是聖靈那裡收拾過來的,
[00:06:42.000 --> 00:06:45.000]  不是遵守一些禮節,
[00:06:45.000 --> 00:06:48.000]  遵守人間的東西,
[00:06:48.000 --> 00:06:51.000]  跟人家進去的東西,
[00:06:51.000 --> 00:06:54.000]  而是從聖靈的寶海,
[00:06:54.000 --> 00:06:56.000]  五章那樣的字,
[00:06:56.000 --> 00:06:58.000]  去拿到聖靈的果子。
[00:06:58.000 --> 00:07:01.000]  聖靈當日是神的靈,
[00:07:01.000 --> 00:07:04.000]  聖靈的果子是神的本質,
[00:07:04.000 --> 00:07:07.000]  聖靈的果子是神的工作,
[00:07:07.000 --> 00:07:09.000]  聖靈的果子亦是耶穌基督,
[00:07:09.000 --> 00:07:11.000]  本人的合格。
[00:07:11.000 --> 00:07:13.000]  我們看著耶穌基督的時候,
[00:07:13.000 --> 00:07:16.000]  就會見到兩位的喜樂,
[00:07:16.000 --> 00:07:20.000]  和平忍耐因子,
[00:07:20.000 --> 00:07:24.000]  良善信神,
[00:07:24.000 --> 00:07:29.000]  溫柔至齊。
[00:07:29.000 --> 00:07:33.000]  當神的靈在我們裡面的時候,
[00:07:33.000 --> 00:07:37.000]  聖靈的果子就很自然地衝上來了。
[00:07:37.000 --> 00:07:41.000]  當我們真的熟悉耶穌基督的時候,
[00:07:41.000 --> 00:07:45.000]  外面的聖靈就是會生這些果子出來的。
[00:07:45.000 --> 00:07:49.000]  當我們不熟悉耶穌基督,
[00:07:49.000 --> 00:07:54.000]  裡面的聖靈會幫我們撐出果子出來。
[00:07:54.000 --> 00:07:58.000]  這些果子不是我們自己生的,
[00:07:58.000 --> 00:08:01.000]  不是屬於我們的。
[00:08:01.000 --> 00:08:04.000]  這些果子不是偷生的,
[00:08:04.000 --> 00:08:08.000]  不是自己繼續生出來的,
[00:08:08.000 --> 00:08:12.000]  不是自己生出來的。
[00:08:12.000 --> 00:08:14.000]  因為聖靈的工作,
[00:08:14.000 --> 00:08:18.000]  聖靈在我們當中就有聖靈的果子,
[00:08:18.000 --> 00:08:22.000]  聖靈在我們當中就有聖靈的果子出來。
[00:08:22.000 --> 00:08:25.000]  聖靈就好像密宗一樣,
[00:08:25.000 --> 00:08:28.000]  宗就是傳遞花粉,
[00:08:28.000 --> 00:08:31.000]  密宗就是有花朵,
[00:08:31.000 --> 00:08:33.000]  有花朵就是有果實。
[00:08:33.000 --> 00:08:36.000]  所以聖靈就好像密宗一樣,
[00:08:36.000 --> 00:08:39.000]  能夠為花朵授粉,
[00:08:39.000 --> 00:08:42.000]  能夠向花朵傳遞,
[00:08:42.000 --> 00:08:45.000]  能夠列出果實。
[00:08:45.000 --> 00:08:49.000]  果實是人世間最大的東西,
[00:08:49.000 --> 00:08:53.000]  也是我們經營過的果實。
[00:08:53.000 --> 00:08:55.000]  我希望好收生,
[00:08:55.000 --> 00:08:59.000]  這果實存在在我們教會裡面,
[00:08:59.000 --> 00:09:01.000]  在成就家裡面,
[00:09:01.000 --> 00:09:06.000]  也能夠存在在其他教會的當中。
[00:09:06.000 --> 00:09:10.000]  我希望我們的果實能夠在這三年當中,
[00:09:10.000 --> 00:09:15.000]  能夠見到真有力。
[00:09:15.000 --> 00:09:16.000]  不如大家說,
[00:09:16.000 --> 00:09:21.000]  是不是我們教會真的能夠結成聖靈的果子?
[00:09:21.000 --> 00:09:25.000]  成就家可以結成聖靈的果子,
[00:09:25.000 --> 00:09:26.000]  是不是?
[00:09:26.000 --> 00:09:29.000]  我們要知道聖靈的果子,
[00:09:29.000 --> 00:09:31.000]  是聖靈的工作,
[00:09:31.000 --> 00:09:33.000]  不是我們的行為,
[00:09:33.000 --> 00:09:35.000]  不是我們的工作,
[00:09:35.000 --> 00:09:36.000]  是聖靈給的,
[00:09:36.000 --> 00:09:38.000]  但是我們要知道,
[00:09:38.000 --> 00:09:40.000]  我們教會,包括我們教會,
[00:09:40.000 --> 00:09:42.000]  包括成就家,
[00:09:42.000 --> 00:09:48.000]  是可以自由取著聖靈,
[00:09:48.000 --> 00:09:51.000]  在我們身上的工作。
[00:09:51.000 --> 00:09:55.000]  我們被那些反對如蘇菲動的價值,
[00:09:55.000 --> 00:09:57.000]  枯鎖纏繞著,
[00:09:57.000 --> 00:09:58.000]  所以我們嘗試,
[00:09:58.000 --> 00:10:00.000]  一直到最後當初,
[00:10:00.000 --> 00:10:02.000]  我們的怒恨、憤怒、惡毒,
[00:10:02.000 --> 00:10:05.000]  矮暴、口中枯萎的說話,
[00:10:05.000 --> 00:10:09.000]  並且我們會說話,
[00:10:09.000 --> 00:10:11.000]  因為世間的事實,
[00:10:11.000 --> 00:10:12.000]  現在的人,
[00:10:12.000 --> 00:10:15.000]  任何本地都見不到。
[00:10:15.000 --> 00:10:16.000]  所以在當時的生活當中,
[00:10:16.000 --> 00:10:18.000]  我們真的需要成就,
[00:10:18.000 --> 00:10:20.000]  需要聖靈的聖子,
[00:10:20.000 --> 00:10:21.000]  好好的聖子,
[00:10:21.000 --> 00:10:25.000]  將剛才說話的惡毒刺進去。
[00:10:25.000 --> 00:10:28.000]  我們遇到的聖子應該是,
[00:10:28.000 --> 00:10:31.000]  反對耶穌基督的聖族的觀念,
[00:10:31.000 --> 00:10:33.000]  還有惡行。
[00:10:33.000 --> 00:10:36.000]  所以我們要有意識的選擇。
[00:10:36.000 --> 00:10:38.000]  我們看著聖靈,
[00:10:38.000 --> 00:10:41.000]  要有意識的選擇。
[00:10:41.000 --> 00:10:43.000]  這就是我們生活的初步,
[00:10:43.000 --> 00:10:45.000]  和我們生活的地步,
[00:10:45.000 --> 00:10:50.000]  一段的有意識的選擇。
[00:10:50.000 --> 00:10:52.000]  我們一次又一次,
[00:10:52.000 --> 00:10:54.000]  突出有意識的選擇,
[00:10:54.000 --> 00:10:56.000]  不是一次,
[00:10:56.000 --> 00:11:00.000]  不是一次生命的轉變,
[00:11:00.000 --> 00:11:02.000]  是十次,
