
[00:00:00.000 --> 00:00:05.000]  約翰福音是一本很特別的福音書
[00:00:05.000 --> 00:00:09.000]  因為約翰福音跟其他的三個福音書不一樣
[00:00:09.000 --> 00:00:13.000]  約翰福音跟其他三卷的福音書不一樣
[00:00:13.000 --> 00:00:17.000]  約翰福音它記載的故事
[00:00:17.000 --> 00:00:21.000]  基本上它有它的特別的目的在裏頭
[00:00:21.000 --> 00:00:25.000]  約翰福音基本記載的都是故事
[00:00:25.000 --> 00:00:27.000]  它有一個特別的目的在裏邊
[00:00:27.000 --> 00:00:31.000]  其實在約翰福音第二十章的時候
[00:00:31.000 --> 00:00:35.000]  約翰告訴我們他寫這個福音書的目的是什麼
[00:00:35.000 --> 00:00:37.000]  其實約翰在約翰福音的二十章裏邊
[00:00:37.000 --> 00:00:41.000]  他告訴我們他寫約翰福音的目的是什麼
[00:00:41.000 --> 00:00:47.000]  在約翰福音第二十章三十一節那裏
[00:00:47.000 --> 00:00:50.000]  約翰就告訴我們他寫這個福音書的目的
[00:00:50.000 --> 00:00:52.000]  約翰在約翰福音二十章三十一節
[00:00:52.000 --> 00:00:55.000]  告訴我們他寫約翰福音的目的是什麼
[00:00:55.000 --> 00:00:58.000]  那他說但據這些事情
[00:00:58.000 --> 00:01:02.000]  是要要你們信耶穌是基督是神的兒子
[00:01:02.000 --> 00:01:04.000]  並且叫你們信了他
[00:01:04.000 --> 00:01:07.000]  就可以因他的名得生命
[00:01:07.000 --> 00:01:10.000]  他講到但據這些事要叫你們信耶穌是基督
[00:01:10.000 --> 00:01:13.000]  是神的兒子並且叫你們信了他
[00:01:13.000 --> 00:01:15.000]  就可以因他的名得生命
[00:01:15.000 --> 00:01:19.000]  那換句話說約翰記載這些故事的時候
[00:01:19.000 --> 00:01:23.000]  他的目的是讓看的人能夠認識
[00:01:23.000 --> 00:01:26.000]  耶穌就是基督就是永生神的兒子
[00:01:26.000 --> 00:01:30.000]  換句話說約翰記載這些故事的時候
[00:01:30.000 --> 00:01:32.000]  是要人明白耶穌就是基督
[00:01:32.000 --> 00:01:34.000]  就是神的永生的兒子
[00:01:34.000 --> 00:01:38.000]  那約翰福音所記載的大概七個特別的神蹟
[00:01:38.000 --> 00:01:41.000]  約翰福音大概記載了七個特別的神蹟
[00:01:41.000 --> 00:01:44.000]  每一個神蹟都是一個記號
[00:01:44.000 --> 00:01:46.000]  每一個神蹟都是一個記號
[00:01:46.000 --> 00:01:49.000]  英文翻譯是一個sign是一個標記
[00:01:49.000 --> 00:01:52.000]  英語裏面叫sign是一個標記
[00:01:52.000 --> 00:01:54.000]  就是說他寫這個神蹟的時候
[00:01:54.000 --> 00:01:57.000]  讓看的人看見哦原來耶穌是這樣子的
[00:01:57.000 --> 00:01:59.000]  就是他寫這個神蹟的時候
[00:01:59.000 --> 00:02:01.000]  被人看到原來耶穌就是這樣的
[00:02:01.000 --> 00:02:05.000]  那今天我們看的是約翰記載的第一個神蹟
[00:02:05.000 --> 00:02:08.000]  我們今天看的是約翰記載的第一個神蹟
[00:02:08.000 --> 00:02:10.000]  在約翰福音的第二章
[00:02:10.000 --> 00:02:11.000]  就是約翰福音的第二章
[00:02:11.000 --> 00:02:15.000]  那我想當我們看這個神蹟的時候
[00:02:15.000 --> 00:02:16.000]  我們記住一點
[00:02:16.000 --> 00:02:18.000]  我想我們去看這個神蹟的時候
[00:02:18.000 --> 00:02:19.000]  我們要記住一點
[00:02:19.000 --> 00:02:22.000]  就是約翰想讓我們認識這個神
[00:02:22.000 --> 00:02:24.000]  祂是什麼樣子的一個神
[00:02:24.000 --> 00:02:26.000]  就是約翰要我們去認識記住
[00:02:26.000 --> 00:02:28.000]  這個神究竟是怎麼樣的神
[00:02:28.000 --> 00:02:30.000]  剛才我們讀了這個經文了
[00:02:30.000 --> 00:02:32.000]  剛才我們讀了這個經文了
[00:02:32.000 --> 00:02:35.000]  就是在這個迦拿有個宴席裏頭
[00:02:35.000 --> 00:02:38.000]  就在一個迦拿的一個宴席裏邊
[00:02:38.000 --> 00:02:40.000]  是一個婚禮大的宴席
[00:02:40.000 --> 00:02:41.000]  是一個婚禮的很大的宴席
[00:02:41.000 --> 00:02:44.000]  那在聖經裏頭啊在猶太那個環境裏頭
[00:02:44.000 --> 00:02:47.000]  這個宴席特別是婚禮的宴席
[00:02:47.000 --> 00:02:48.000]  是很重要的一個事情
[00:02:48.000 --> 00:02:50.000]  聖經裏面猶太人裏面的婚宴
[00:02:50.000 --> 00:02:52.000]  是一個非常重要的事情
[00:02:52.000 --> 00:02:54.000]  所以這個是一個這樣的一個場景
[00:02:54.000 --> 00:02:56.000]  就是一個這樣的一個場景
[00:02:56.000 --> 00:02:57.000]  那從這個場景裏頭
[00:02:57.000 --> 00:03:00.000]  耶穌第一次來告訴世人
[00:03:00.000 --> 00:03:02.000]  祂是神
[00:03:02.000 --> 00:03:03.000]  在這個宴席裏邊
[00:03:03.000 --> 00:03:05.000]  耶穌第一次去告訴世人聽
[00:03:05.000 --> 00:03:07.000]  祂是神
[00:03:07.000 --> 00:03:10.000]  那耶穌的門徒和祂一起
[00:03:10.000 --> 00:03:12.000]  被請到這個宴席裏頭
[00:03:12.000 --> 00:03:14.000]  耶穌和祂的門徒都被邀請
[00:03:14.000 --> 00:03:16.000]  去到這個宴席裏邊
[00:03:16.000 --> 00:03:17.000]  那耶穌的門徒裏頭
[00:03:17.000 --> 00:03:19.000]  包括約翰包括彼得
[00:03:19.000 --> 00:03:20.000]  可能包括一些
[00:03:20.000 --> 00:03:23.000]  耶穌跟著耶穌的人
[00:03:23.000 --> 00:03:26.000]  和耶穌一起的包括約翰
[00:03:26.000 --> 00:03:27.000]  他的門徒
[00:03:27.000 --> 00:03:30.000]  也都可能包括有其他跟隨他的人
[00:03:30.000 --> 00:03:31.000]  為什麼約翰是寫的
[00:03:31.000 --> 00:03:33.000]  因為他在其中當中
[00:03:33.000 --> 00:03:34.000]  為什麼約翰會寫呢
[00:03:34.000 --> 00:03:36.000]  因為他在裏邊
[00:03:36.000 --> 00:03:38.000]  那他的朋友們看見
[00:03:38.000 --> 00:03:40.000]  耶穌這個神蹟以後
[00:03:40.000 --> 00:03:41.000]  最後他說
[00:03:41.000 --> 00:03:44.000]  我第一次看見神的榮耀
[00:03:44.000 --> 00:03:46.000]  我相信祂就是神
[00:03:46.000 --> 00:03:48.000]  那些朋友見到
[00:03:48.000 --> 00:03:51.000]  耶穌所行的神蹟的時候
[00:03:51.000 --> 00:03:52.000]  就見到說
[00:03:52.000 --> 00:03:53.000]  我第一次見到這些神蹟
[00:03:53.000 --> 00:03:55.000]  我就相信耶穌就是神
[00:03:55.000 --> 00:03:57.000]  所以從一個角度來說
[00:03:57.000 --> 00:03:59.000]  耶穌是向全世界宣告
[00:03:59.000 --> 00:04:01.000]  祂是永生神的兒子
[00:04:01.000 --> 00:04:04.000]  祂是神自己來到人當中
[00:04:04.000 --> 00:04:06.000]  從耶穌的角度來看
[00:04:06.000 --> 00:04:08.000]  祂就是向世人宣告
[00:04:08.000 --> 00:04:10.000]  祂是永生神的兒子
[00:04:10.000 --> 00:04:11.000]  祂來到人當中
[00:04:11.000 --> 00:04:13.000]  我不知道你們會怎麼想
[00:04:13.000 --> 00:04:15.000]  我們不知道大家會怎麼想
[00:04:15.000 --> 00:04:19.000]  那如果我是一個做生意的人
[00:04:19.000 --> 00:04:21.000]  如果我是做生意的人
[00:04:21.000 --> 00:04:23.000]  或者是我做市場總監
[00:04:23.000 --> 00:04:26.000]  或者如果是做市場的總監
[00:04:26.000 --> 00:04:29.000]  那如果我要向世界宣告
[00:04:29.000 --> 00:04:31.000]  這麼大的事情的時候
[00:04:31.000 --> 00:04:33.000]  如果我要向世界宣告
[00:04:33.000 --> 00:04:34.000]  這麼大的事情的時候
[00:04:34.000 --> 00:04:35.000]  我不知道你們會怎麼想
[00:04:35.000 --> 00:04:36.000]  怎麼做
[00:04:36.000 --> 00:04:37.000]  我們不知道大家
[00:04:37.000 --> 00:04:38.000]  你會怎麼計劃
[00:04:38.000 --> 00:04:39.000]  怎麼去做呢
[00:04:39.000 --> 00:04:41.000]  現在英國在選議員
[00:04:41.000 --> 00:04:44.000]  在選首相是不是
[00:04:44.000 --> 00:04:47.000]  現在英國的保守黨在選黨魁
[00:04:47.000 --> 00:04:48.000]  所以每一個
[00:04:48.000 --> 00:04:50.000]  大概每一個星期天
[00:04:50.000 --> 00:04:54.000]  都要在電視上有debate
[00:04:54.000 --> 00:04:55.000]  幾乎每個禮拜
[00:04:55.000 --> 00:04:58.000]  在電視裡面都有一個辯論
[00:04:58.000 --> 00:05:00.000]  電視上每一天都要講他們兩個
[00:05:00.000 --> 00:05:03.000]  Boris Johnson和Jeremy Hunt
[00:05:03.000 --> 00:05:06.000]  他們兩個誰是什麼樣子的立場
[00:05:06.000 --> 00:05:07.000]  對不對
[00:05:07.000 --> 00:05:09.000]  電視每天都在講這兩個候選人
[00:05:09.000 --> 00:05:12.000]  他們的立場是怎麼樣
[00:05:12.000 --> 00:05:13.000]  如果我是他們
[00:05:13.000 --> 00:05:14.000]  我肯定會叫他們
[00:05:14.000 --> 00:05:15.000]  把我們最好的那面
[00:05:15.000 --> 00:05:18.000]  讓全英國的保守黨都看見
[00:05:18.000 --> 00:05:20.000]  如果是他的話
[00:05:20.000 --> 00:05:22.000]  他一定會叫他們兩個
[00:05:22.000 --> 00:05:23.000]  把最好的一面
[00:05:23.000 --> 00:05:25.000]  就給全英國都看到
[00:05:25.000 --> 00:05:27.000]  因為這個要別人看我最好一面
[00:05:27.000 --> 00:05:29.000]  快快讓所有人看見
[00:05:29.000 --> 00:05:31.000]  我纔能夠拉票拉得多對不對
[00:05:31.000 --> 00:05:34.000]  因為要給全英國人看到
[00:05:34.000 --> 00:05:35.000]  最好的一面
[00:05:35.000 --> 00:05:36.000]  最好的一面
[00:05:36.000 --> 00:05:37.000]  纔能夠拉票拉得最多
[00:05:37.000 --> 00:05:38.000]  所以如果我是
[00:05:38.000 --> 00:05:39.000]  假設
[00:05:39.000 --> 00:05:45.000]  如果我是耶穌公共關係的市場總監
[00:05:45.000 --> 00:05:53.000]  如果他是耶穌公共關係科市場總監的話
[00:05:53.000 --> 00:05:57.000]  我會怎麼樣把耶穌宣告是人
[00:05:57.000 --> 00:05:58.000]  祂是神
[00:05:58.000 --> 00:05:59.000]  這麼大一件事情
[00:05:59.000 --> 00:06:01.000]  來把祂做出來呢
[00:06:01.000 --> 00:06:04.000]  他會怎麼樣向世人宣告
[00:06:04.000 --> 00:06:05.000]  耶穌是神
[00:06:05.000 --> 00:06:06.000]  是神的兒子
[00:06:06.000 --> 00:06:07.000]  我會跟耶穌說
[00:06:07.000 --> 00:06:09.000]  他會跟耶穌說
[00:06:09.000 --> 00:06:11.000]  耶穌你選錯地方了
[00:06:11.000 --> 00:06:12.000]  穆斯林會跟他說
[00:06:12.000 --> 00:06:14.000]  耶穌你選錯地方了
[00:06:14.000 --> 00:06:16.000]  你要向世人宣告你是神
[00:06:16.000 --> 00:06:18.000]  你要向世人宣告你是神
[00:06:18.000 --> 00:06:21.000]  你選的地方是在迦納這個地方
[00:06:21.000 --> 00:06:23.000]  你選的地方是在迦納這個地方
[00:06:23.000 --> 00:06:24.000]  迦納是什麼地方
[00:06:24.000 --> 00:06:25.000]  迦納是什麼地方呢
[00:06:25.000 --> 00:06:26.000]  迦納現在
[00:06:26.000 --> 00:06:29.000]  如果說你要去以色列去旅遊的話
[00:06:29.000 --> 00:06:31.000]  如果你要去以色列去玩的話
[00:06:31.000 --> 00:06:33.000]  現在是一個旅遊景點
[00:06:33.000 --> 00:06:36.000]  現在是一個旅遊的景點
[00:06:36.000 --> 00:06:39.000]  因為我們基督徒都知道
[00:06:39.000 --> 00:06:41.000]  迦納是很重要的地方
[00:06:41.000 --> 00:06:42.000]  因為基督徒都知道
[00:06:42.000 --> 00:06:44.000]  迦納是一個很重要的地方
[00:06:44.000 --> 00:06:45.000]  所以我們去的話
[00:06:45.000 --> 00:06:47.000]  我們一定要去這個tour裡頭
[00:06:47.000 --> 00:06:48.000]  一定要去拿撒勒
[00:06:48.000 --> 00:06:49.000]  去迦納
[00:06:49.000 --> 00:06:51.000]  去加利利看看
[00:06:51.000 --> 00:06:53.000]  所以在這個旅遊的時候
[00:06:53.000 --> 00:06:54.000]  我們一定會
[00:06:54.000 --> 00:06:55.000]  基督徒旅遊的時候
[00:06:55.000 --> 00:06:56.000]  一定會去拿撒勒
[00:06:56.000 --> 00:06:57.000]  拿撒勒
[00:06:57.000 --> 00:06:58.000]  去迦南
[00:06:58.000 --> 00:06:59.000]  去加利利這幾個地方
[00:06:59.000 --> 00:07:00.000]  你們有沒有去過以色列的
[00:07:00.000 --> 00:07:01.000]  有沒有人去過以色列的
[00:07:01.000 --> 00:07:03.000]  有沒有人去過以色列呢
[00:07:03.000 --> 00:07:05.000]  沒有啊
[00:07:05.000 --> 00:07:07.000]  應該去看看
[00:07:07.000 --> 00:07:08.000]  應該要去看看
[00:07:08.000 --> 00:07:09.000]  你會整個的
[00:07:09.000 --> 00:07:11.000]  會對聖經的歷史地理
[00:07:11.000 --> 00:07:12.000]  會瞭解更多
[00:07:12.000 --> 00:07:13.000]  你會瞭解更多
[00:07:13.000 --> 00:07:16.000]  神說話的比喻的方式
[00:07:16.000 --> 00:07:17.000]  你會瞭解很多
[00:07:17.000 --> 00:07:19.000]  聖經裡面的地理歷史
[00:07:19.000 --> 00:07:21.000]  也會瞭解耶穌講話的方式
[00:07:21.000 --> 00:07:25.000]  所以現在看迦納是個景點
[00:07:25.000 --> 00:07:27.000]  所以現在迦納是一個景點
[00:07:27.000 --> 00:07:29.000]  但是當時的迦納可不是
[00:07:29.000 --> 00:07:32.000]  但是當時候的迦納並不是
[00:07:32.000 --> 00:07:34.000]  兩千年前的迦納
[00:07:34.000 --> 00:07:37.000]  是一個窮鄉
[00:07:37.000 --> 00:07:39.000]  兩千年前的迦納是一個窮鄉
[00:07:39.000 --> 00:07:40.000]  非常遠
[00:07:40.000 --> 00:07:42.000]  非常沒人知道的地方
[00:07:42.000 --> 00:07:44.000]  很遠也沒什麼人去的地方
[00:07:44.000 --> 00:07:46.000]  為什麼我們知道這樣子啊
[00:07:46.000 --> 00:07:47.000]  為什麼我們知道這樣子啊
[00:07:47.000 --> 00:07:49.000]  你知道耶穌在約翰福音第一章
[00:07:49.000 --> 00:07:51.000]  他呼召門徒跟隨他
[00:07:51.000 --> 00:07:54.000]  你知道耶穌在約翰福音第一章
[00:07:54.000 --> 00:07:56.000]  呼召門徒跟隨他
[00:07:56.000 --> 00:07:58.000]  世襲約翰說
[00:07:58.000 --> 00:08:00.000]  看吶神的羔羊
[00:08:00.000 --> 00:08:01.000]  世襲約翰說
[00:08:01.000 --> 00:08:02.000]  看吶神的羔羊
[00:08:02.000 --> 00:08:04.000]  所以門徒們就跟著他走了
[00:08:04.000 --> 00:08:06.000]  所以門徒都跟著他走了
[00:08:06.000 --> 00:08:07.000]  有一個叫做菲利的
[00:08:07.000 --> 00:08:09.000]  有一個叫做菲利的
[00:08:09.000 --> 00:08:11.000]  那耶穌呼召他來跟著他走
[00:08:11.000 --> 00:08:13.000]  耶穌呼召他跟著他走
[00:08:13.000 --> 00:08:14.000]  菲利就瞭解耶穌了
[00:08:14.000 --> 00:08:16.000]  那菲利就瞭解耶穌了
[00:08:16.000 --> 00:08:18.000]  認識一下他就去找他的朋友
[00:08:18.000 --> 00:08:20.000]  於是他就去找他的朋友
[00:08:20.000 --> 00:08:21.000]  他找誰呢
[00:08:21.000 --> 00:08:23.000]  他找他的朋友拿旦葉
[00:08:23.000 --> 00:08:24.000]  他找他的朋友拿旦葉
[00:08:24.000 --> 00:08:26.000]  這在約翰福音第一章裡都講了
[00:08:26.000 --> 00:08:28.000]  這在約翰福音第一章裡都講了
[00:08:28.000 --> 00:08:30.000]  拿旦葉在樹下乘涼
[00:08:30.000 --> 00:08:33.000]  拿旦葉在樹上乘涼
[00:08:33.000 --> 00:08:34.000]  那菲利就問他說
[00:08:34.000 --> 00:08:36.000]  哎呀快來看
[00:08:36.000 --> 00:08:38.000]  就約說的那個仙枝
[00:08:38.000 --> 00:08:39.000]  那個大的仙枝
[00:08:39.000 --> 00:08:40.000]  我看見了
[00:08:40.000 --> 00:08:50.000]  那菲利就跟拿旦葉說
[00:08:50.000 --> 00:08:52.000]  就約有用
[00:08:52.000 --> 00:08:56.000]  就說就約裡面那個彩雅就來了
[00:08:56.000 --> 00:08:58.000]  這個很exciting
[00:08:58.000 --> 00:09:01.000]  我看就是拿撒勒人耶穌
[00:09:01.000 --> 00:09:04.000]  這個就是拿撒勒的耶穌
[00:09:04.000 --> 00:09:06.000]  那拿旦葉回了一句話很特別
[00:09:06.000 --> 00:09:09.000]  拿旦葉就回了一句話非常特別
[00:09:09.000 --> 00:09:10.000]  他怎麼說
[00:09:10.000 --> 00:09:11.000]  他怎麼說
[00:09:11.000 --> 00:09:15.000]  他說拿撒勒能出什麼好的呢
[00:09:15.000 --> 00:09:18.000]  他說拿撒勒能出什麼好的呢
[00:09:18.000 --> 00:09:19.000]  為什麼他這麼說
[00:09:19.000 --> 00:09:20.000]  為什麼他這麼說
[00:09:20.000 --> 00:09:23.000]  因為拿撒勒真的是窮鄉
[00:09:23.000 --> 00:09:26.000]  因為拿撒勒真的是窮鄉
[00:09:26.000 --> 00:09:29.000]  在他們這個以色列的文化當中
[00:09:29.000 --> 00:09:33.000]  拿撒勒是一個不會有什麼重要事情發生的地方
[00:09:33.000 --> 00:09:34.000]  在以色列的文化裡面
[00:09:34.000 --> 00:09:37.000]  拿撒勒是不會有什麼重要的事情發生的地方
[00:09:37.000 --> 00:09:44.000]  以色列人的這個猶太人的這個政治文化宗教中心是在耶路撒冷
[00:09:44.000 --> 00:09:48.000]  猶太人的文化經濟政治重心都在耶路撒冷
