
[00:00:00.000 --> 00:00:03.060]  好 弟兄姊妹平安 我們做一個低頭禱告
[00:00:03.060 --> 00:00:07.700]  我們天父求祢來向我們講說話
[00:00:07.700 --> 00:00:11.860]  求祢親自臨到我們當中與我們同在
[00:00:11.860 --> 00:00:16.980]  想到這個世界是敗壞、滅亡、衰敗的世界
[00:00:16.980 --> 00:00:18.900]  但是我們活在其中的時候
[00:00:18.900 --> 00:00:22.600]  好像萬物都一齊來去嘆息勞苦
[00:00:22.600 --> 00:00:27.220]  但是我們不是等候著敗壞的結局
[00:00:27.220 --> 00:00:29.220]  我們是等候著榮耀的結局
[00:00:29.220 --> 00:00:34.820]  我們不是只是等待著各樣東西都是衰殘到結尾
[00:00:34.820 --> 00:00:38.620]  我們看到將來有一天是萬物都會復興的
[00:00:38.620 --> 00:00:40.880]  願祢都是帶領幫助我們
[00:00:40.880 --> 00:00:44.280]  主讓我們在祢面前聽祢的話的時候
[00:00:44.280 --> 00:00:46.320]  祢的話語成為我們的鼓勵
[00:00:46.320 --> 00:00:50.020]  奉耶穌基督的名祈求 阿門
[00:00:50.020 --> 00:00:54.740]  好 弟兄姊妹 今天我們繼續再一次思想
[00:00:54.740 --> 00:00:56.900]  《羅馬書》第八章
[00:00:56.900 --> 00:01:00.600]  上一次就講了《羅馬書》第八章的上半段
[00:01:00.600 --> 00:01:03.700]  講到怎樣去過屬靈的生活
[00:01:03.700 --> 00:01:07.260]  在《羅馬書》第一章到第三章
[00:01:07.260 --> 00:01:10.840]  就講到世人都是需要福音的
[00:01:10.840 --> 00:01:14.300]  但是接著去到第四章開始
[00:01:14.300 --> 00:01:18.480]  到第五、第六、第七、第八章
[00:01:18.480 --> 00:01:22.280]  它就講到我們一些接受福音的人
[00:01:22.280 --> 00:01:23.440]  我們既然需要福音
[00:01:23.440 --> 00:01:27.280]  究竟福音帶給我們生命有什麼改變呢?
[00:01:27.280 --> 00:01:31.180]  去到第八章似乎就是那個高潮
[00:01:31.180 --> 00:01:33.760]  而第八章的上半段
[00:01:33.760 --> 00:01:36.600]  我們上一次就講過神教導我們
[00:01:36.600 --> 00:01:38.920]  怎樣去過屬靈的生活
[00:01:38.920 --> 00:01:45.980]  而今天我們就去思想到萬物的結局
[00:01:45.980 --> 00:01:49.040]  一開始的時候在第八章第十九節
[00:01:49.040 --> 00:01:53.600]  那裡這樣說:「受造之物切望等候神的眾子顯出來
[00:01:53.600 --> 00:01:56.360]  因為受造之物伏在虛空之下
[00:01:56.360 --> 00:02:00.060]  不是自己願意乃是因乃叫他如此的
[00:02:00.060 --> 00:02:03.680]  但受造之物仍然指望脫離敗壞的痕跡
[00:02:03.680 --> 00:02:06.180]  得享神兒女自由的榮耀
[00:02:06.180 --> 00:02:10.080]  我們知道一切受造之物一同嘆息勞苦
[00:02:10.080 --> 00:02:12.840]  直到如今」
[00:02:12.840 --> 00:02:15.980]  原來我們現在活在這個世界
[00:02:15.980 --> 00:02:20.600]  其實我們大家都知道是一個會敗壞
[00:02:20.600 --> 00:02:22.920]  是一個虛空的世界
[00:02:22.920 --> 00:02:25.000]  這一點是毫無質疑的
[00:02:25.000 --> 00:02:28.660]  但是這裡講到原來不單止只有我們有這樣的感覺
[00:02:28.660 --> 00:02:35.060]  不單止只有人類覺得這個世界是很多令人失望、令人氣餒
[00:02:35.060 --> 00:02:39.580]  而所有的宇宙萬物其實都好像在這個
[00:02:39.580 --> 00:02:47.300]  衰敗的循環當中感覺到好像受折磨的狀況之下
[00:02:47.300 --> 00:02:49.620]  頂姐妹剛剛我們過了2020年
[00:02:49.620 --> 00:02:54.260]  我不知道你對於2020年有些什麼的評價
[00:02:54.260 --> 00:02:59.860]  但是我相信大部份的人都覺得2020年真是很多不堪
[00:02:59.860 --> 00:03:04.420]  但是這一切不好的事情發生
[00:03:04.420 --> 00:03:08.480]  其實也給我自己個人來去反省
[00:03:09.660 --> 00:03:13.640]  這個正正就是世界的本質就是這樣
[00:03:13.640 --> 00:03:19.440]  這個正正就是我們活在一個敗壞滅亡墮落的世界的本質
[00:03:19.440 --> 00:03:20.980]  就是這樣
[00:03:20.980 --> 00:03:25.140]  2020年只不過是將它毫無掩飾
[00:03:25.140 --> 00:03:29.840]  毫無保留的來到好像展現在我們面前
[00:03:29.840 --> 00:03:32.360]  當不是靠著神的恩典
[00:03:32.360 --> 00:03:36.000]  如果沒有了神的恩典來維持的時候
[00:03:36.000 --> 00:03:41.940]  我們真是發覺原來有很多我們覺得是理所當然的
[00:03:41.940 --> 00:03:43.600]  其實不是理所當然
[00:03:43.600 --> 00:03:45.640]  因為我們會在一個敗壞的世界
[00:03:45.640 --> 00:03:48.800]  就說病毒這樣
[00:03:48.800 --> 00:03:51.360]  很多時候我們覺得我們的健康是理所當然的
[00:03:51.360 --> 00:03:56.540]  但是你想一下原來我們的身體其實是不斷每天衰殘
[00:03:56.540 --> 00:04:00.180]  在外在的世界也都不斷有很多的病毒
[00:04:00.180 --> 00:04:02.480]  根本是存在於這個世界的
[00:04:02.480 --> 00:04:04.580]  只不過現在有一種新的
[00:04:04.580 --> 00:04:07.440]  我們的身體還不懂得來反應的時候
[00:04:07.440 --> 00:04:12.980]  對於我們來說那個破壞力是更加大
[00:04:12.980 --> 00:04:16.860]  而每天我們平時的身體我們都是接受到病毒
[00:04:16.860 --> 00:04:18.640]  如果不是靠著神的恩典
[00:04:18.640 --> 00:04:21.600]  如果不是神給我們有醫治
[00:04:21.600 --> 00:04:25.620]  我們都是在病痛的折磨當中
[00:04:25.620 --> 00:04:28.580]  這個只不過是其中一個例子
[00:04:28.580 --> 00:04:30.580]  人性也都是一樣
[00:04:30.580 --> 00:04:36.120]  我們平時覺得一件事好像很平安
[00:04:36.120 --> 00:04:38.420]  很一片祥和
[00:04:38.420 --> 00:04:41.200]  但是2020年你知道很多的
[00:04:41.200 --> 00:04:45.260]  就算在美國都有很多的人與人之間的衝突
[00:04:45.260 --> 00:04:50.100]  政治也好 種族也好
[00:04:50.100 --> 00:04:54.920]  而這些其實也是展現給我們看到
[00:04:54.920 --> 00:04:58.300]  人類敗壞的那個本性
[00:04:58.300 --> 00:05:01.760]  人類犯罪敗壞的那個本性
[00:05:01.760 --> 00:05:04.180]  一片平安 一片祥和
[00:05:04.180 --> 00:05:08.920]  那個是神的恩典來的 可以這麼說
[00:05:08.920 --> 00:05:11.680]  但是當敗壞的本性不受約束
[00:05:11.680 --> 00:05:13.680]  而展現在我們面前的時候
[00:05:13.680 --> 00:05:16.040]  我們就發覺 嘩 什麼這麼醜陋的
[00:05:16.040 --> 00:05:21.140]  什麼政府的運作可以這麼醜陋的
[00:05:21.140 --> 00:05:24.380]  什麼人與人之間的敵對可以這麼醜陋的
[00:05:24.380 --> 00:05:26.260]  為什麼人與人之間的那種不信
[00:05:26.260 --> 00:05:32.220]  就可以將整個社會的基石都拆毀的
[00:05:32.220 --> 00:05:34.220]  諸如此類
[00:05:34.220 --> 00:05:40.840]  原來萬物都是活在一個虛空的狀況之下
[00:05:40.840 --> 00:05:42.500]  這個不僅僅是人
[00:05:42.500 --> 00:05:45.500]  原來宇宙萬物都是這樣
[00:05:45.500 --> 00:05:49.500]  受造之物都是伏在虛空之下
[00:05:49.500 --> 00:05:54.180]  不是自己願意 乃是叫他如此的
[00:05:54.180 --> 00:05:57.180]  受造之物這裡就講到不是人
[00:05:57.180 --> 00:05:59.680]  很多時候我們就想到罪的結局
[00:05:59.680 --> 00:06:04.680]  或者罪的後果帶來是人犯罪
[00:06:04.680 --> 00:06:07.680]  接著人會受到審判
[00:06:07.680 --> 00:06:12.880]  但是這個我們是將那個圖畫其實收窄了
[00:06:12.880 --> 00:06:14.880]  原來當人犯罪的時候
