
[00:00:00.000 --> 00:00:02.000]  港福堂的弟兄姐妹主內平安
[00:00:02.000 --> 00:00:05.000]  感恩可以在這裡見到大家
[00:00:05.000 --> 00:00:08.000]  今天是你們的社關主日
[00:00:08.000 --> 00:00:11.000]  為甚麼港福會請我來說呢
[00:00:11.000 --> 00:00:14.000]  或者先說一下我的議帳和照明
[00:00:14.000 --> 00:00:18.000]  十多年前主呼召我成為傳道人
[00:00:18.000 --> 00:00:21.000]  當時上帝給了我很清晰的議帳我
[00:00:21.000 --> 00:00:25.000]  就是讓我轉化華人教會走進社區
[00:00:26.000 --> 00:00:30.000]  去照顧關懷那些弱勢貧窮孤兒寡婦
[00:00:30.000 --> 00:00:34.000]  並將其轉化成為教會的一份子
[00:00:34.000 --> 00:00:36.000]  成為聖潔的器皿
[00:00:36.000 --> 00:00:39.000]  所以當我在教會服侍的時候
[00:00:39.000 --> 00:00:41.000]  我的教會有兩個地方
[00:00:41.000 --> 00:00:43.000]  一個是大嘴一個是上水
[00:00:43.000 --> 00:00:46.000]  我的教會的議帳是要使教會成為
[00:00:46.000 --> 00:00:49.000]  教會無牆結連社區
[00:00:49.000 --> 00:00:53.000]  關心每一個人的身心舍寧需要
[00:00:54.000 --> 00:00:56.000]  真是這十年間除了我去木會之外
[00:00:56.000 --> 00:01:00.000]  我都coaching過帶領過九十多間教會
[00:01:00.000 --> 00:01:02.000]  一同進入社區
[00:01:02.000 --> 00:01:04.000]  今天我希望透過
[00:01:04.000 --> 00:01:08.000]  在哥林多後書八章一到十五節的經文
[00:01:08.000 --> 00:01:10.000]  去和大家分享一下
[00:01:10.000 --> 00:01:14.000]  神怎樣去看信徒愛心的真誠
[00:01:14.000 --> 00:01:20.000]  哥林多後書八章到第九章
[00:01:20.000 --> 00:01:23.000]  其實討論一件很重要的工作
[00:01:24.000 --> 00:01:26.000]  就是修製耶路撒冷貧窮的聖徒
[00:01:26.000 --> 00:01:29.000]  很多的牧者都會用這兩篇經文
[00:01:29.000 --> 00:01:33.000]  去討論關於主日崇拜奉獻的事情上
[00:01:33.000 --> 00:01:37.000]  但是其實保羅所討論的有更深的含義
[00:01:37.000 --> 00:01:39.000]  就是從行動的角度
[00:01:39.000 --> 00:01:42.000]  看愛心的真偽
[00:01:42.000 --> 00:01:45.000]  愛心是要講行動的
[00:01:45.000 --> 00:01:48.000]  而且這個行動是甘心樂意
[00:01:48.000 --> 00:01:50.000]  不被迫不勉強的
[00:01:50.000 --> 00:01:52.000]  保羅認為捐獻事上
[00:01:53.000 --> 00:01:54.000]  就是善舉這麼簡單
[00:01:54.000 --> 00:01:58.000]  更重要的是願意用行動去幫助貧乏的人
[00:01:58.000 --> 00:02:00.000]  對整體教會來說
[00:02:00.000 --> 00:02:02.000]  有深刻的神學意義
[00:02:02.000 --> 00:02:04.000]  對信徒來說
[00:02:04.000 --> 00:02:07.000]  更加是承聖宗的恩典與神
[00:02:07.000 --> 00:02:10.000]  繼續同工的生命旅程
[00:02:10.000 --> 00:02:13.000]  今天我想和四方面和大家分享一下
[00:02:13.000 --> 00:02:15.000]  後台可不可以幫我按一下
[00:02:15.000 --> 00:02:17.000]  我沒有拿那個項目
[00:02:17.000 --> 00:02:19.000]  第一
[00:02:19.000 --> 00:02:21.000]  如果大家有經文
[00:02:22.000 --> 00:02:24.000]  可以在八章一到十五節看著
[00:02:24.000 --> 00:02:27.000]  第一就是我們在整個的這一段
[00:02:27.000 --> 00:02:30.000]  保羅藉著馬其頓宗教會
[00:02:30.000 --> 00:02:33.000]  去鼓勵哥林多捐獻事上
[00:02:33.000 --> 00:02:36.000]  我們發現有些愛心的原則
[00:02:36.000 --> 00:02:38.000]  在第一到第五節
[00:02:38.000 --> 00:02:40.000]  我首先介紹一下
[00:02:40.000 --> 00:02:42.000]  馬其頓宗教會是什麼教會
[00:02:42.000 --> 00:02:44.000]  他們是外邦的教會
[00:02:44.000 --> 00:02:47.000]  他們去幫助耶路撒冷貧窮的信徒
[00:02:47.000 --> 00:02:50.000]  不過這些外邦教會有些特色
[00:02:51.000 --> 00:02:52.000]  他們不是一間又一間
[00:02:52.000 --> 00:02:54.000]  富有或者平穩的教會
[00:02:54.000 --> 00:02:58.000]  相反他們是正在被逼迫
[00:02:58.000 --> 00:03:01.000]  在患難當中極窮的教會
[00:03:01.000 --> 00:03:03.000]  你看那個經文很特別
[00:03:03.000 --> 00:03:08.000]  在裡面說他們的考驗是極大的
[00:03:08.000 --> 00:03:10.000]  貧乏是極窮的
[00:03:10.000 --> 00:03:14.000]  但是相反他們的喜樂是滿足的
[00:03:14.000 --> 00:03:16.000]  也樂於捐獻的
[00:03:16.000 --> 00:03:19.000]  好像和我們一般人所想的
[00:03:20.000 --> 00:03:21.000]  有些不同
[00:03:21.000 --> 00:03:23.000]  我們去幫助人
[00:03:23.000 --> 00:03:25.000]  當然是按自己的能力或者力量
[00:03:25.000 --> 00:03:28.000]  但是在馬其頓宗教會的表現來看
[00:03:28.000 --> 00:03:30.000]  他們不單止按自己的力量
[00:03:30.000 --> 00:03:32.000]  根據經文說
[00:03:32.000 --> 00:03:35.000]  他們是超越自己的能力
[00:03:35.000 --> 00:03:39.000]  他們的特質是
[00:03:39.000 --> 00:03:41.000]  他們超越一切的環境界限
[00:03:41.000 --> 00:03:43.000]  他們有什麼界限
[00:03:43.000 --> 00:03:45.000]  第一他們是窮困的教會
[00:03:45.000 --> 00:03:47.000]  他們都在患難當中
[00:03:48.000 --> 00:03:50.000]  這個好像不太合常理
[00:03:50.000 --> 00:03:53.000]  第二就是他們設立了地域的界限
[00:03:53.000 --> 00:03:55.000]  其實大家知道
[00:03:55.000 --> 00:03:58.000]  外邦教和耶路撒冷是距離非常之遠的
[00:03:58.000 --> 00:04:01.000]  不像今天我們打一個臉書
[00:04:01.000 --> 00:04:03.000]  就可以聊聊天
[00:04:03.000 --> 00:04:05.000]  寫信都不知道什麼時候到
[00:04:05.000 --> 00:04:07.000]  甚至他們從來可能這一世
[00:04:07.000 --> 00:04:09.000]  都沒有機會去見到耶路撒冷的信徒
[00:04:09.000 --> 00:04:11.000]  但是縱是如此
[00:04:11.000 --> 00:04:13.000]  但是他們依然超越界限
[00:04:13.000 --> 00:04:16.000]  去盡自己的能力去幫助他們
[00:04:17.000 --> 00:04:18.000]  今天我們要看的是
[00:04:18.000 --> 00:04:20.000]  值得我們反思
[00:04:20.000 --> 00:04:22.000]  馬其頓宗教會
[00:04:22.000 --> 00:04:24.000]  它不是靠自己的能力
[00:04:24.000 --> 00:04:26.000]  不是看自己的環境
[00:04:26.000 --> 00:04:28.000]  卻靠著上帝的命令
[00:04:28.000 --> 00:04:30.000]  應許和恩典去行事
[00:04:30.000 --> 00:04:32.000]  弟兄姊妹
[00:04:32.000 --> 00:04:34.000]  在整個的聖經裡面
[00:04:34.000 --> 00:04:36.000]  清楚告訴我們
[00:04:36.000 --> 00:04:38.000]  在舊約告訴我們
[00:04:38.000 --> 00:04:40.000]  我們要關懷孤兒寡婦
[00:04:40.000 --> 00:04:42.000]  照顧那些貧乏的
[00:04:42.000 --> 00:04:44.000]  如果你熟悉《先知書》
[00:04:44.000 --> 00:04:46.000]  《先知書》主要的
[00:04:47.000 --> 00:04:48.000]  只有兩樣東西
[00:04:48.000 --> 00:04:50.000]  第一 拜別的神
[00:04:50.000 --> 00:04:52.000]  第二 就是他們欺壓那些貧窮的
[00:04:52.000 --> 00:04:54.000]  不照顧那些孤兒寡婦
[00:04:54.000 --> 00:04:57.000]  所有的《先知書》幾乎都是說這些
[00:04:57.000 --> 00:04:59.000]  在新約裡面
[00:04:59.000 --> 00:05:01.000]  神說也叫我們去做一個
[00:05:01.000 --> 00:05:03.000]  好撒瑪利亞人
[00:05:03.000 --> 00:05:05.000]  神給了兩條命令我們
[00:05:05.000 --> 00:05:07.000]  第一 我們要將福音遍全
[00:05:07.000 --> 00:05:09.000]  使大使命完成
[00:05:09.000 --> 00:05:11.000]  我們要去
[00:05:11.000 --> 00:05:13.000]  使萬人作主的門徒
[00:05:13.000 --> 00:05:15.000]  神教訓我們的
[00:05:16.000 --> 00:05:17.000]  教導我們進行
[00:05:17.000 --> 00:05:19.000]  第二 就是愛論如己
[00:05:19.000 --> 00:05:22.000]  今天我們在愛心的實踐上
[00:05:22.000 --> 00:05:24.000]  有沒有盡力去做這些事情呢
[00:05:24.000 --> 00:05:26.000]  值得我們反思
[00:05:26.000 --> 00:05:28.000]  剛才我說
[00:05:28.000 --> 00:05:30.000]  我過往coaching過九十多間教會
[00:05:30.000 --> 00:05:32.000]  其實在兩年前
[00:05:32.000 --> 00:05:34.000]  播道神學院郭文慈牧師
[00:05:34.000 --> 00:05:36.000]  邀請我在他們的九十週年的時候
[00:05:36.000 --> 00:05:38.000]  做他們一個叫做
[00:05:38.000 --> 00:05:40.000]  行在社區的福音的顧問
[00:05:40.000 --> 00:05:42.000]  做什麼
[00:05:42.000 --> 00:05:44.000]  就是希望帶領香港的教會轉化
[00:05:45.000 --> 00:05:46.000]  真正的去走進社區
[00:05:46.000 --> 00:05:48.000]  去照顧那些
[00:05:48.000 --> 00:05:50.000]  去服侍那些有需要的群體
[00:05:50.000 --> 00:05:53.000]  當時有二十七間教會來參與
[00:05:53.000 --> 00:05:56.000]  總共有三百五十位信徒
[00:05:56.000 --> 00:05:58.000]  我很記得
[00:05:58.000 --> 00:06:00.000]  這些教會有Megachurch
[00:06:00.000 --> 00:06:02.000]  大致是幾千人聚會
[00:06:02.000 --> 00:06:04.000]  也有甚至快要結業的教會
[00:06:04.000 --> 00:06:06.000]  你可能會問
[00:06:06.000 --> 00:06:08.000]  教會也會結業嗎
[00:06:08.000 --> 00:06:10.000]  是的 有一間教會
[00:06:10.000 --> 00:06:12.000]  還以為是播道會
[00:06:12.000 --> 00:06:14.000]  去找郭牧師
[00:06:15.000 --> 00:06:16.000]  其實教會原本有百多二百人
[00:06:16.000 --> 00:06:18.000]  但是經歷社會運動
[00:06:18.000 --> 00:06:20.000]  經歷經濟下滑
[00:06:20.000 --> 00:06:22.000]  經歷嬰兒潮 經歷移民
[00:06:22.000 --> 00:06:24.000]  只剩下六七十人
[00:06:24.000 --> 00:06:26.000]  最大的問題
[00:06:26.000 --> 00:06:28.000]  是六七十人
[00:06:28.000 --> 00:06:30.000]  除了傳道人之外
[00:06:30.000 --> 00:06:32.000]  平均年紀是六十五歲或以上
[00:06:32.000 --> 00:06:35.000]  他說我們教會怎麼搞
[00:06:35.000 --> 00:06:37.000]  所以執事決定
[00:06:37.000 --> 00:06:39.000]  用儲備賣了層樓
[00:06:39.000 --> 00:06:41.000]  大家就去其他播道會
[00:06:41.000 --> 00:06:43.000]  郭牧師就說
[00:06:44.000 --> 00:06:46.000]  我們嘗試參加這個行載社區的福音
[00:06:46.000 --> 00:06:48.000]  看看上帝的心意是怎樣
[00:06:48.000 --> 00:06:50.000]  我想告訴你們
[00:06:50.000 --> 00:06:53.000]  結果他們上完課大約三個月
[00:06:53.000 --> 00:06:55.000]  接著我每個禮拜去coaching他們
[00:06:55.000 --> 00:06:57.000]  最後今天他們只是年輕人
[00:06:57.000 --> 00:06:59.000]  也有一百位
[00:06:59.000 --> 00:07:01.000]  弟兄姊妹他們做了什麼
[00:07:01.000 --> 00:07:03.000]  榮耀歸給神
[00:07:03.000 --> 00:07:05.000]  他們就是按神的心意
[00:07:05.000 --> 00:07:07.000]  走進社區裏面
[00:07:07.000 --> 00:07:09.000]  洗到轉化
[00:07:09.000 --> 00:07:11.000]  但是在過程裏面
[00:07:11.000 --> 00:07:13.000]  這二十多間教會各有問題
[00:07:14.000 --> 00:07:15.000]  這些移民大多數
[00:07:15.000 --> 00:07:17.000]  就是因為條件和環境的限制
[00:07:17.000 --> 00:07:19.000]  有些教會很大間
[00:07:19.000 --> 00:07:21.000]  他們就說我們做貧窮人
[00:07:21.000 --> 00:07:23.000]  他們進不來
[00:07:23.000 --> 00:07:26.000]  有些說我們不太懂得做那些群體
[00:07:26.000 --> 00:07:28.000]  不懂得和他們溝通
[00:07:28.000 --> 00:07:30.000]  我們怎樣和他們生命同行
[00:07:30.000 --> 00:07:32.000]  大的教會有大的教會問題
[00:07:32.000 --> 00:07:34.000]  小的有沒有
[00:07:34.000 --> 00:07:36.000]  當然有
[00:07:36.000 --> 00:07:38.000]  我們又不夠錢
[00:07:38.000 --> 00:07:40.000]  我們又沒有資源
[00:07:40.000 --> 00:07:42.000]  中型的教會有沒有
[00:07:43.000 --> 00:07:44.000]  沒錯
[00:07:44.000 --> 00:07:47.000]  每一間教會都有其限制
[00:07:47.000 --> 00:07:49.000]  每一個信徒一樣有其限制
[00:07:49.000 --> 00:07:51.000]  但是很多時候
[00:07:51.000 --> 00:07:53.000]  我們只看著我們的限制
[00:07:53.000 --> 00:07:55.000]  我們沒有超越界限
[00:07:55.000 --> 00:07:57.000]  我們沒有看到上帝的恩典
[00:07:57.000 --> 00:07:59.000]  應許和誡命
[00:07:59.000 --> 00:08:01.000]  往往這個就是我們的問題
[00:08:01.000 --> 00:08:04.000]  我記得我的教會最初做社關的時候
[00:08:04.000 --> 00:08:07.000]  我的教會其實是一間很小型的教會
[00:08:07.000 --> 00:08:09.000]  當我們說要進入社關
[00:08:09.000 --> 00:08:11.000]  因為我有呼召回去做傳道人
[00:08:12.000 --> 00:08:13.000]  所以執事很害怕
[00:08:13.000 --> 00:08:15.000]  做社關是不是要花很多錢
[00:08:15.000 --> 00:08:17.000]  我就跟他們說
[00:08:17.000 --> 00:08:19.000]  不如試試放下計算機
[00:08:19.000 --> 00:08:21.000]  我不反對初步的評估
[00:08:21.000 --> 00:08:23.000]  不過要弄清楚
[00:08:23.000 --> 00:08:25.000]  計算機裡面加減乘除
[00:08:25.000 --> 00:08:27.000]  所有的制都有
[00:08:27.000 --> 00:08:29.000]  什麼複雜的數都計算得到
[00:08:29.000 --> 00:08:31.000]  不過計算機裡面
[00:08:31.000 --> 00:08:33.000]  沒有上帝的恩典
[00:08:33.000 --> 00:08:35.000]  應許供應
[00:08:35.000 --> 00:08:38.000]  今天我們看的究竟是什麼
[00:08:38.000 --> 00:08:40.000]  我很記得在疫情的時候
[00:08:41.000 --> 00:08:42.000]  香港水深火熱
[00:08:42.000 --> 00:08:44.000]  沒有人懂得做
[00:08:44.000 --> 00:08:46.000]  不要說香港
[00:08:46.000 --> 00:08:48.000]  全世界都沒有人懂得做
[00:08:48.000 --> 00:08:50.000]  不知道怎麼辦
[00:08:50.000 --> 00:08:52.000]  記不記得第五波
[00:08:52.000 --> 00:08:54.000]  第五波來得非常急
[00:08:54.000 --> 00:08:56.000]  在2022年的時候
[00:08:56.000 --> 00:08:58.000]  沒有教會懂得應對
[00:08:58.000 --> 00:09:00.000]  因為當時還要弄個599G
[00:09:00.000 --> 00:09:02.000]  當時不能進教會
[00:09:02.000 --> 00:09:04.000]  要大家網上聚會
[00:09:04.000 --> 00:09:06.000]  可以做什麼
[00:09:06.000 --> 00:09:08.000]  我記得當疫情第五波的第二天
[00:09:08.000 --> 00:09:10.000]  很多的街坊不知道怎麼辦
[00:09:11.000 --> 00:09:12.000]  不是祈禱做不做
[00:09:12.000 --> 00:09:14.000]  是祈禱怎麼做
[00:09:14.000 --> 00:09:16.000]  應該可以做什麼
[00:09:16.000 --> 00:09:18.000]  在祈禱當中
[00:09:18.000 --> 00:09:20.000]  我跟我的同工說
[00:09:20.000 --> 00:09:22.000]  不如這樣
[00:09:22.000 --> 00:09:24.000]  我們開一條24小時熱線
[00:09:24.000 --> 00:09:26.000]  給整個油尖旺區
[00:09:26.000 --> 00:09:28.000]  只要它中了的話
[00:09:28.000 --> 00:09:30.000]  不是中獎
[00:09:30.000 --> 00:09:32.000]  是中了COVID
[00:09:32.000 --> 00:09:34.000]  我們就會給七天的食物
[00:09:34.000 --> 00:09:36.000]  七天的藥物
[00:09:36.000 --> 00:09:38.000]  和七天的送菜給他們
[00:09:38.000 --> 00:09:40.000]  接著我的同工說
[00:09:41.000 --> 00:09:42.000]  我們買七天的食物
[00:09:42.000 --> 00:09:44.000]  怎樣買
[00:09:44.000 --> 00:09:46.000]  我們在電話裡
[00:09:46.000 --> 00:09:48.000]  你估計一家四口吃一斤菜
[00:09:48.000 --> 00:09:50.000]  哪些菜放得下
[00:09:50.000 --> 00:09:52.000]  因為他們不能外出
[00:09:52.000 --> 00:09:54.000]  我們送一次
[00:09:54.000 --> 00:09:56.000]  要送米
[00:09:56.000 --> 00:09:58.000]  我跟我的同工說
[00:09:58.000 --> 00:10:00.000]  多數米都是送通粉
[00:10:00.000 --> 00:10:02.000]  送牛奶
[00:10:02.000 --> 00:10:04.000]  他們要有營養
[00:10:04.000 --> 00:10:06.000]  買一隻雞
[00:10:06.000 --> 00:10:08.000]  冰鮮也好
[00:10:08.000 --> 00:10:10.000]  買不買到急凍魚塊
[00:10:11.000 --> 00:10:12.000]  問得好
[00:10:12.000 --> 00:10:14.000]  我說就我聽
[00:10:14.000 --> 00:10:16.000]  我有九個同工
[00:10:16.000 --> 00:10:18.000]  分三組
[00:10:18.000 --> 00:10:20.000]  為何要分三組
[00:10:20.000 --> 00:10:22.000]  避免他們感染
[00:10:22.000 --> 00:10:24.000]  接著我們很努力地找人
[00:10:24.000 --> 00:10:26.000]  幫忙做無接觸配送
