
[00:00:00.000 --> 00:00:04.900]  今日和大家分享的訊息
[00:00:04.900 --> 00:00:09.920]  經文應該是第17、18、19、20
[00:00:09.920 --> 00:00:15.580]  17、18、19、20就是第一章最後的四節
[00:00:15.580 --> 00:00:17.800]  第一章最後的四節
[00:00:17.800 --> 00:00:22.400]  我準備今天和大家講完這四節
[00:00:22.400 --> 00:00:25.520]  大家手裏面有一個副頁
[00:00:25.520 --> 00:00:26.700]  黃色的副頁
[00:00:26.700 --> 00:00:29.380]  我也想你在程序表拿出副頁
[00:00:29.380 --> 00:00:31.620]  因為如果你不拿著副頁
[00:00:31.620 --> 00:00:33.920]  我有很多經文讀給大家聽的時候
[00:00:33.920 --> 00:00:35.860]  你很難跟得上
[00:00:35.860 --> 00:00:37.740]  比較上難跟得上的
[00:00:37.740 --> 00:00:39.900]  在這個經文裏面來講
[00:00:39.900 --> 00:00:43.640]  如果由第一章的第17節開始
[00:00:43.640 --> 00:00:44.940]  你會看見
[00:00:44.940 --> 00:00:48.060]  它就說我看見了他
[00:00:48.060 --> 00:00:48.720]  17節
[00:00:48.720 --> 00:00:51.100]  我看見了他
[00:00:51.100 --> 00:00:52.200]  這個他是誰呢?
[00:00:52.200 --> 00:00:56.180]  這個他很明顯就是復活的主耶穌基督
[00:00:56.180 --> 00:00:59.920]  看見了這個復活的主耶穌基督
[00:00:59.920 --> 00:01:01.460]  其實主耶穌基督
[00:01:01.460 --> 00:01:05.380]  他是彼得恩十字架死了
[00:01:05.380 --> 00:01:07.780]  從死裡復活之後
[00:01:07.780 --> 00:01:11.240]  他曾經在這個世上居住了一段時間
[00:01:11.240 --> 00:01:12.600]  40天
[00:01:12.600 --> 00:01:14.840]  他和他的門徒
[00:01:14.840 --> 00:01:16.460]  那11個門徒
[00:01:16.460 --> 00:01:18.820]  因為猶太就自殺死了
[00:01:18.820 --> 00:01:21.200]  猶太出賣耶穌他自殺死了
[00:01:21.200 --> 00:01:22.760]  他和這11個門徒
[00:01:22.760 --> 00:01:26.400]  並且相信還有其他的人見過面的
[00:01:26.400 --> 00:01:27.740]  但是那時候
[00:01:27.740 --> 00:01:30.200]  他的樣貌
[00:01:30.200 --> 00:01:33.480]  和他死後復活之前
[00:01:33.480 --> 00:01:35.980]  應該沒有什麼大分別
[00:01:35.980 --> 00:01:39.440]  不過手上就有一點點疤痕
[00:01:39.440 --> 00:01:43.520]  但是當他復活升天之後
[00:01:43.520 --> 00:01:45.180]  去到天上的時候
[00:01:45.180 --> 00:01:47.480]  沒有人見他
[00:01:47.480 --> 00:01:51.520]  但是去到啟示錄的時候
[00:01:51.520 --> 00:01:57.200]  主耶穌基督就向使徒約翰顯現
[00:01:57.200 --> 00:01:59.520]  當他向我顯現的時候
[00:01:59.520 --> 00:02:04.480]  他的形象是完全不同的
[00:02:04.480 --> 00:02:07.060]  完全不同到什麼地步呢?
[00:02:07.060 --> 00:02:08.860]  你看看這裡
[00:02:08.860 --> 00:02:11.460]  就是一章第十七節啟述說
[00:02:11.460 --> 00:02:12.860]  我看見了他
[00:02:12.860 --> 00:02:16.680]  就撲倒在他腳前
[00:02:16.680 --> 00:02:19.600]  為什麼約翰見到耶穌基督
[00:02:19.600 --> 00:02:22.440]  這個復活升天
[00:02:22.440 --> 00:02:28.480]  再向他在一個異象裡面顯現的主耶穌的時候
[00:02:28.480 --> 00:02:30.160]  他會見到他的時候
[00:02:30.160 --> 00:02:32.360]  他撲倒在地上呢?
[00:02:32.360 --> 00:02:34.360]  如果你看見一個人
[00:02:34.360 --> 00:02:35.940]  你會撲倒在地上
[00:02:35.940 --> 00:02:39.160]  是代表什麼呢?
[00:02:39.160 --> 00:02:42.480]  通常可能那個人是
[00:02:42.480 --> 00:02:44.040]  哇
[00:02:44.040 --> 00:02:45.480]  很尊貴
[00:02:45.480 --> 00:02:49.360]  或者是令到你很驚訝
[00:02:49.360 --> 00:02:53.520]  那個地步是你撲倒在地上
[00:02:53.520 --> 00:02:56.480]  我們之前讀那幾節經文
[00:02:56.480 --> 00:02:58.360]  為什麼我每次都要由頭讀呢?
[00:02:58.360 --> 00:03:00.760]  由頭讀的第九節一直讀呢?
[00:03:00.760 --> 00:03:05.480]  讓大家去熟習聖經裡面的說話怎麼說
[00:03:05.480 --> 00:03:07.280]  我們之前讀的經文裡面
[00:03:07.280 --> 00:03:10.280]  就看到第十四、十五、十六節
[00:03:10.280 --> 00:03:16.360]  就形容這個復活升天主的形象
[00:03:16.360 --> 00:03:19.760]  我再加多一段經文給大家
[00:03:19.760 --> 00:03:22.160]  在程序表裡面都沒有印的
[00:03:22.160 --> 00:03:24.320]  選擇的時候我沒有印他
[00:03:24.320 --> 00:03:25.960]  但是我後來發覺
[00:03:25.960 --> 00:03:27.120]  應該也要印他
[00:03:27.120 --> 00:03:30.080]  所以我昨天和前天在教會裡面
[00:03:30.080 --> 00:03:31.680]  都用了很多時間
[00:03:31.680 --> 00:03:34.320]  去再研究那一段經文
[00:03:34.320 --> 00:03:36.400]  我等一下會讀給大家聽
[00:03:36.400 --> 00:03:37.640]  在舊約的
[00:03:37.640 --> 00:03:39.320]  我再看回這個經文
[00:03:39.320 --> 00:03:41.800]  它形容耶穌就是他的頭
[00:03:41.800 --> 00:03:43.600]  和他的髮皆白
[00:03:43.600 --> 00:03:45.480]  如白揚霧如雪
[00:03:45.480 --> 00:03:48.960]  這個我曾經在上一次和大家分享過
[00:03:48.960 --> 00:03:52.040]  這個是代表了他的尊貴
[00:03:52.040 --> 00:03:53.400]  和他的永恆
[00:03:53.400 --> 00:03:54.280]  頭髮白
[00:03:54.280 --> 00:03:56.080]  就是年紀大了
[00:03:56.080 --> 00:03:57.440]  他的永恆性
[00:03:57.440 --> 00:03:59.480]  和他的那種美善
[00:03:59.480 --> 00:04:02.960]  白色在聖經裡面很多時候是代表了聖潔
[00:04:02.960 --> 00:04:06.920]  這個我不再詳細去重複了
[00:04:06.920 --> 00:04:09.520]  他的眼睛好似火焰
[00:04:09.520 --> 00:04:10.760]  這個我曾經說過
[00:04:10.760 --> 00:04:14.920]  就是他的無所不知
[00:04:14.920 --> 00:04:17.880]  他能夠看到人的心腸肺腑
[00:04:17.880 --> 00:04:20.120]  他看到你的內心
[00:04:20.120 --> 00:04:22.440]  今時今日很多人
[00:04:22.440 --> 00:04:24.360]  樣子是可以一個
[00:04:24.360 --> 00:04:25.720]  但是他內裡
[00:04:25.720 --> 00:04:28.720]  是可以完全是另外一回事
[00:04:28.720 --> 00:04:29.520]  是真的
[00:04:29.520 --> 00:04:33.960]  聖經說人心比萬物更詭詐
[00:04:33.960 --> 00:04:38.720]  壞到極處
[00:04:38.720 --> 00:04:41.520]  人當他的樣子
[00:04:41.520 --> 00:04:43.760]  或者他說一些話的時候
[00:04:43.760 --> 00:04:46.240]  他可以說到天下無敵
[00:04:46.240 --> 00:04:49.200]  天花龍鳳
[00:04:49.200 --> 00:04:52.280]  但是他真真正正的內裡是怎樣的呢
[00:04:52.280 --> 00:04:55.040]  其實我們人是未必這麼容易看得到的
[00:04:55.040 --> 00:04:57.560]  而實在很多時候是看不到的
[00:04:57.560 --> 00:05:00.680]  除非他去做一些行動出來
[00:05:00.680 --> 00:05:01.920]  行為出來
[00:05:01.920 --> 00:05:03.360]  你從那些行動行為
[00:05:03.360 --> 00:05:06.040]  還有是要多次
[00:05:06.040 --> 00:05:07.520]  不是一次
[00:05:07.520 --> 00:05:09.080]  持久性
[00:05:09.080 --> 00:05:10.640]  那你在觀察裡面
[00:05:10.640 --> 00:05:12.280]  你就落到一個結論
[00:05:12.280 --> 00:05:14.480]  這個人是一個怎樣的人
[00:05:14.480 --> 00:05:15.080]  是不是
[00:05:15.080 --> 00:05:16.880]  我們很多時候認識一個人
[00:05:16.880 --> 00:05:19.120]  不是一剎那之間
[00:05:19.120 --> 00:05:22.640]  就可以知道這個人是一個怎樣的人
[00:05:22.640 --> 00:05:23.640]  不是的
[00:05:23.640 --> 00:05:25.440]  要和他相處
[00:05:25.440 --> 00:05:28.080]  要和他大家有深入的認識
[00:05:28.080 --> 00:05:30.520]  你就會知道多很多
