
[00:00:00.000 --> 00:00:03.480]  等著這一季我們去讀《歷代誌》
[00:00:03.480 --> 00:00:06.000]  《歷代誌》是面對一個事實
[00:00:06.000 --> 00:00:08.800]  讓當時的讀者看見
[00:00:08.800 --> 00:00:10.800]  大衛的王朝已經結束了
[00:00:10.800 --> 00:00:12.800]  這是過去很輝煌的時代
[00:00:12.800 --> 00:00:14.400]  但已經過去了
[00:00:14.400 --> 00:00:16.900]  現在子民所面對的現實就是
[00:00:16.900 --> 00:00:20.800]  他們見到自己的國家不在
[00:00:20.800 --> 00:00:23.600]  而在第二聖殿重建之後
[00:00:23.600 --> 00:00:27.400]  他們一路經歷不同帝國的興衰
[00:00:27.400 --> 00:00:29.400]  由波斯到希臘
[00:00:29.400 --> 00:00:31.400]  由希臘到羅馬
[00:00:31.400 --> 00:00:34.000]  臣的子民在這個歷史過程裏面
[00:00:34.000 --> 00:00:37.000]  他們面對著這樣的形勢
[00:00:37.000 --> 00:00:40.000]  怎樣走下去呢?
[00:00:40.000 --> 00:00:43.000]  他們是否放棄自己的信仰呢?
[00:00:43.000 --> 00:00:45.000]  是懷緬過去的光輝?
[00:00:45.000 --> 00:00:49.000]  抑或能夠在臣的殿面前
[00:00:49.000 --> 00:00:52.000]  虛心尋問
[00:00:52.000 --> 00:00:56.000]  在這個新的境地要怎樣走下去呢?
[00:00:56.000 --> 00:01:00.000]  而且歷代志去記載大衛王朝
[00:01:00.000 --> 00:01:03.000]  這二十多位君王所走過的路
[00:01:03.000 --> 00:01:07.000]  當時在回歸之後的人
[00:01:07.000 --> 00:01:10.000]  在波斯帝國中生活的子民
[00:01:10.000 --> 00:01:12.000]  他們又怎樣看這一切
[00:01:12.000 --> 00:01:15.000]  臣立約的子民所經歷過的?
[00:01:15.000 --> 00:01:17.000]  而他們屬於無辜擔罪的人
[00:01:17.000 --> 00:01:20.000]  又怎樣和這位上帝去結連?
[00:01:20.000 --> 00:01:23.000]  日日在聖城就是見到聖殿
[00:01:23.000 --> 00:01:25.000]  在這個處境裏面
[00:01:25.000 --> 00:01:31.000]  他們怎樣去堅持自己去尋求神的面呢?
[00:01:31.000 --> 00:01:34.000]  今日我們的經文的主題
[00:01:34.000 --> 00:01:36.000]  是用二十二章的第一節
[00:01:36.000 --> 00:01:39.000]  大衛最後的結語所講的
[00:01:39.000 --> 00:01:42.000]  大衛說:「這是耶和華上帝的殿
[00:01:42.000 --> 00:01:46.000]  這是以色列憲繁祭的壇」
[00:01:46.000 --> 00:01:49.000]  但我們剛才聽主席讀出的經文的選段
[00:01:49.000 --> 00:01:51.000]  你已經略略知道
[00:01:51.000 --> 00:01:55.000]  這個選址是從一件錯事開始的
[00:01:55.000 --> 00:01:58.000]  為什麼會從一件錯事開始
[00:01:58.000 --> 00:02:02.000]  以至定立上帝最神聖的這個殿呢?
[00:02:02.000 --> 00:02:06.000]  一會兒我們在分享當中去探討
[00:02:06.000 --> 00:02:09.000]  我們先禱告交託這段時間給上主
[00:02:09.000 --> 00:02:12.000]  主啊你是天地的主
[00:02:12.000 --> 00:02:16.000]  你深知道我們所經歷的
[00:02:16.000 --> 00:02:18.000]  可能我們當中弟兄姊妹
[00:02:18.000 --> 00:02:23.000]  一路去聽道 一路很想向你去尋問
[00:02:23.000 --> 00:02:25.000]  求主都幫助我們
[00:02:25.000 --> 00:02:27.000]  不單止我們去問問題
[00:02:27.000 --> 00:02:30.000]  我們也學習在靈裡面虛心聆聽
[00:02:30.000 --> 00:02:32.000]  求主指教積弱
[00:02:32.000 --> 00:02:35.000]  今日我們所讀的經文一同去學習
[00:02:35.000 --> 00:02:37.000]  願祢的靈在我們當中
[00:02:37.000 --> 00:02:39.000]  讓我們明白祢的真道
[00:02:39.000 --> 00:02:42.000]  祈禱是奉主耶穌基督得聖明之祈求
[00:02:42.000 --> 00:02:48.000]  阿們
[00:02:48.000 --> 00:02:51.000]  這件錯事是怎樣的呢?
[00:02:51.000 --> 00:02:54.000]  二十一章的二節這樣說
[00:02:54.000 --> 00:02:56.000]  大衛對約克和百姓的領袖說
[00:02:56.000 --> 00:03:00.000]  去 數點 以色列人
[00:03:00.000 --> 00:03:03.000]  而這件事在第七節
[00:03:03.000 --> 00:03:07.000]  就已經說到這件事在神的眼裡是看為惡
[00:03:07.000 --> 00:03:09.000]  不好的 是壞的
[00:03:09.000 --> 00:03:10.000]  是神不喜歡的
[00:03:10.000 --> 00:03:14.000]  神於是降災給以色列
[00:03:14.000 --> 00:03:15.000]  大概大家知道
[00:03:15.000 --> 00:03:18.000]  數點人數本身不是一件負面的事
[00:03:18.000 --> 00:03:21.000]  其實在歷代至自己這本書
[00:03:21.000 --> 00:03:23.000]  前面九章的經文
[00:03:23.000 --> 00:03:25.000]  去說到加譜的時候
[00:03:25.000 --> 00:03:27.000]  也不斷有一些經文
[00:03:27.000 --> 00:03:30.000]  是說了某些支派的數目有人數
[00:03:30.000 --> 00:03:33.000]  不數那些人數是怎樣來的?
[00:03:33.000 --> 00:03:35.000]  但為什麼今次大衛這樣做
[00:03:35.000 --> 00:03:37.000]  是令神不起悅呢?
[00:03:37.000 --> 00:03:40.000]  細心的你會知道
[00:03:40.000 --> 00:03:44.000]  不是的 不關大衛的事
[00:03:44.000 --> 00:03:45.000]  如果你現在還不知道
[00:03:45.000 --> 00:03:48.000]  大概你手上是某一本聖經
[00:03:48.000 --> 00:03:49.000]  我鼓勵大家
[00:03:49.000 --> 00:03:52.000]  你在家裡這麼方便在網上敬拜
[00:03:52.000 --> 00:03:55.000]  你就拿起你家裡陳封的那本聖經
[00:03:55.000 --> 00:03:58.000]  敬拜的時候打開它
[00:03:58.000 --> 00:04:01.000]  你打開到歷代至上的二十一章
[00:04:01.000 --> 00:04:03.000]  當我們一直看這章的經文
[00:04:03.000 --> 00:04:06.000]  今天我會大概整章都說一說
[00:04:06.000 --> 00:04:07.000]  你去留意
[00:04:07.000 --> 00:04:09.000]  第一節說什麼?
[00:04:09.000 --> 00:04:12.000]  他說撒旦起來攻擊以色列
[00:04:12.000 --> 00:04:14.000]  找到罪魁禍首了
[00:04:14.000 --> 00:04:15.000]  撒旦
[00:04:15.000 --> 00:04:18.000]  這裡撒旦的原文
[00:04:18.000 --> 00:04:22.000]  本來可以有一個意思
[00:04:22.000 --> 00:04:24.000]  撒旦的意思
[00:04:24.000 --> 00:04:27.000]  在中文翻譯是讀音
