
[00:00:00.000 --> 00:00:05.880]  任憑狂風吹 大海浪滔天
[00:00:05.880 --> 00:00:11.640]  主所賜的恩典 永遠無改變
[00:00:11.640 --> 00:00:16.160]  無錯 神的應許會實現
[00:00:16.160 --> 00:00:19.880]  然而 剛才多謝施班給我們的獻詩
[00:00:19.880 --> 00:00:24.600]  帶來我們的心 更加看到神的恩典
[00:00:24.600 --> 00:00:27.520]  今天早上想跟大家一齊的來去思想
[00:00:27.520 --> 00:00:31.240]  人的軟弱 神的祝福
[00:00:57.520 --> 00:01:01.440]  當深大 阿伯蘭就下埃及去
[00:01:01.440 --> 00:01:03.760]  要在那裡暫居
[00:01:03.760 --> 00:01:07.840]  將近埃及 就對他妻子撒萊說
[00:01:07.840 --> 00:01:11.400]  我知道你是容貌峻美的婦人
[00:01:11.400 --> 00:01:15.880]  埃及人看見你必說 這是他的妻子
[00:01:15.880 --> 00:01:19.800]  他們就要殺我 卻叫你存活
[00:01:19.800 --> 00:01:22.720]  求你說 你是我的妹子
[00:01:22.720 --> 00:01:25.080]  使我因你得平安
[00:01:25.080 --> 00:01:27.520]  並也因你存活
[00:01:27.520 --> 00:01:30.040]  及至阿伯蘭到了埃及
[00:01:30.040 --> 00:01:33.760]  埃及人看見那婦人極其美貌
[00:01:33.760 --> 00:01:36.720]  法老的臣宰看見了她
[00:01:36.720 --> 00:01:39.800]  就在法老面前誇獎她
[00:01:39.800 --> 00:01:43.520]  那婦人就被帶進法老的宮去
[00:01:43.520 --> 00:01:47.280]  法老因這婦人就厚待阿伯蘭
[00:01:47.280 --> 00:01:50.840]  阿伯蘭得了許多牛羊駱駝
[00:01:50.840 --> 00:01:53.640]  公牢 母牢 瀑北
[00:01:53.640 --> 00:01:57.040]  而因阿伯蘭妻子撒萊的緣故
[00:01:57.040 --> 00:02:01.080]  降大災已法老和他的全家
[00:02:01.080 --> 00:02:04.120]  法老就召了阿伯蘭來說
[00:02:04.120 --> 00:02:07.480]  你這向我做做的是什麼事呢?
[00:02:07.480 --> 00:02:11.680]  為什麼沒有告訴我 她是你的妻子?
[00:02:11.680 --> 00:02:14.320]  為什麼說她是你的妹子?
[00:02:14.320 --> 00:02:18.280]  於是我把她娶來要作我的妻子?
[00:02:18.280 --> 00:02:20.880]  現在你的妻子在這裡
[00:02:20.880 --> 00:02:22.720]  可以帶她走吧
[00:02:22.720 --> 00:02:24.640]  於是法老吩咐人
[00:02:24.640 --> 00:02:30.600]  把阿伯蘭和併她所在的都送走了
[00:02:30.600 --> 00:02:34.680]  我們一起的禱告
[00:02:34.680 --> 00:02:37.920]  以賽亞先知曾經說
[00:02:37.920 --> 00:02:42.520]  草必枯幹 花必凋殘
[00:02:42.520 --> 00:02:47.200]  唯有我們神的話必定永遠立定
[00:02:47.200 --> 00:02:50.560]  神求你幫助我們除去雜念
[00:02:50.560 --> 00:02:53.160]  我叫今早不要被人的聲音
[00:02:53.160 --> 00:02:57.160]  佔據了我們這一間廳道的投入
[00:02:57.160 --> 00:02:58.480]  願我們謙卑
[00:02:58.480 --> 00:03:02.760]  降伏在你聖潔羔羊之面前
[00:03:02.760 --> 00:03:05.080]  叫我們能夠專心一意
[00:03:05.080 --> 00:03:10.640]  就像瑪麗亞一樣敬聽你的話
[00:03:10.640 --> 00:03:14.600]  叫我們的心更被打開
[00:03:14.600 --> 00:03:20.800]  容得下你話語而不是人的聲音雜念
[00:03:20.800 --> 00:03:24.920]  求主的聖靈陪伴我們
[00:03:24.920 --> 00:03:27.920]  讓我們一邊聽
[00:03:27.920 --> 00:03:31.480]  一邊心裡面領受你自己的話語
[00:03:31.480 --> 00:03:33.320]  我們這樣的祈禱
[00:03:33.320 --> 00:03:37.080]  是奉群揚大牧者耶穌基督的名求
[00:03:37.080 --> 00:03:40.200]  阿門
[00:03:40.200 --> 00:03:42.520]  有一個這樣的故事
[00:03:42.520 --> 00:03:46.560]  就是一位牧師和一位巴士司機
[00:03:46.560 --> 00:03:49.520]  都是同一天離世
[00:03:49.520 --> 00:03:54.880]  他們已經升到天堂的門口
[00:03:54.880 --> 00:03:56.960]  在這個過程當中
[00:03:56.960 --> 00:03:58.640]  天使出現了
[00:03:58.640 --> 00:04:01.680]  天使出現的時候就揭開一本簿看看
[00:04:01.680 --> 00:04:03.520]  看看資料之後
[00:04:03.520 --> 00:04:05.240]  就弄君行賞
[00:04:05.240 --> 00:04:08.120]  要分配這個地方給他們
[00:04:08.120 --> 00:04:11.400]  天使對著巴士司機說
[00:04:11.400 --> 00:04:16.360]  你可以分到五十平方的房間
[00:04:16.360 --> 00:04:17.720]  你去吧
[00:04:17.720 --> 00:04:21.400]  在說的時候就向牧師說
[00:04:21.400 --> 00:04:25.360]  牧師,你會分到五平方的房間
[00:04:25.360 --> 00:04:27.720]  牧師一聽到五十和五
[00:04:27.720 --> 00:04:30.240]  他五十,我只有五
[00:04:30.240 --> 00:04:33.520]  所以牧師就睜大眼睛問天使
[00:04:33.520 --> 00:04:35.480]  為什麼會這樣
[00:04:35.480 --> 00:04:36.720]  你知不知道
[00:04:36.720 --> 00:04:39.120]  我是一個很有規矩的牧師
[00:04:39.120 --> 00:04:43.080]  我不是那些沒有品質的牧師
[00:04:43.080 --> 00:04:47.520]  我是按著努力去預備講道
[00:04:47.520 --> 00:04:50.040]  給人聽,每個禮拜如是者
[00:04:50.040 --> 00:04:52.440]  但你看看這位司機
[00:04:52.440 --> 00:04:53.840]  其實你查到他的底嗎
[00:04:53.840 --> 00:04:55.640]  他是開快車的
[00:04:55.640 --> 00:05:00.280]  我現在懷疑他上來都是因為開快車
[00:05:00.280 --> 00:05:03.560]  司機一看,真的
[00:05:03.560 --> 00:05:04.960]  天使就回答
[00:05:04.960 --> 00:05:07.560]  嗯,我看過那個簿
[00:05:07.560 --> 00:05:10.400]  其實我是按照被吩咐
[00:05:10.400 --> 00:05:14.520]  按著你們造福人群的程度
[00:05:14.520 --> 00:05:17.400]  我去論功行賞
[00:05:17.400 --> 00:05:20.280]  分配大小的房間
[00:05:20.280 --> 00:05:25.120]  你看看這位牧師
[00:05:25.120 --> 00:05:26.760]  你每一次講道
[00:05:26.760 --> 00:05:29.560]  人們都睡著了
[00:05:29.560 --> 00:05:30.960]  造福不了
[00:05:30.960 --> 00:05:33.840]  但你看看這位司機
[00:05:33.840 --> 00:05:35.800]  他每次開車
[00:05:35.800 --> 00:05:37.600]  人們都很害怕
[00:05:37.600 --> 00:05:39.120]  平時都不回教會
[00:05:39.120 --> 00:05:41.520]  但在那一刻做什麼
[00:05:41.520 --> 00:05:43.080]  祈禱
[00:05:43.080 --> 00:05:46.040]  所以這位司機造福了很多人
[00:05:46.040 --> 00:05:48.160]  我只是這樣分配
[00:05:48.160 --> 00:05:49.800]  笑話一個
[00:05:49.800 --> 00:05:52.160]  當然你也知道不是這樣的
[00:05:52.160 --> 00:05:57.240]  不過我想指出的內裡
[00:05:57.240 --> 00:06:01.520]  有時我們真的等到人生危難的時候
[00:06:01.520 --> 00:06:02.840]  我們才警覺
[00:06:02.840 --> 00:06:05.680]  我們沒有求過主
[00:06:05.680 --> 00:06:08.280]  今天我們看的阿伯拉罕
[00:06:08.280 --> 00:06:09.640]  一句說完
[00:06:09.640 --> 00:06:15.680]  可能說完一句就下台了
[00:06:15.680 --> 00:06:19.200]  他在急難困難的裡面
[00:06:19.200 --> 00:06:20.520]  他走錯第一步
[00:06:20.520 --> 00:06:23.360]  沒有求過主
[00:06:23.360 --> 00:06:26.560]  事情就糟糕了
[00:06:26.560 --> 00:06:29.360]  今天我們來思想阿伯拉罕的時候
[00:06:29.360 --> 00:06:31.520]  我們一定記得有人告訴我
[00:06:31.520 --> 00:06:34.200]  他就是信心之父
[00:06:34.200 --> 00:06:36.400]  他也有失敗
[00:06:36.400 --> 00:06:38.720]  他也有軟弱
[00:06:38.720 --> 00:06:42.160]  讓我們今早一重用謙卑的心
[00:06:42.160 --> 00:06:45.040]  來看看一個在神的眼裡
[00:06:45.040 --> 00:06:49.800]  甚至在後輩猶太人裡稱他信心之父
[00:06:49.800 --> 00:06:54.400]  居然有不信心之舉
[00:06:54.400 --> 00:06:55.880]  困境危難
[00:06:55.880 --> 00:06:59.080]  能夠練證人對神真實的信心
[00:06:59.080 --> 00:07:03.360]  練證即是好像筲箕般慢慢搖出來
[00:07:03.360 --> 00:07:04.640]  是真是假
[00:07:04.640 --> 00:07:06.280]  你信神
[00:07:06.280 --> 00:07:10.320]  但同時也可以揭露了我們人的真相
[00:07:10.320 --> 00:07:12.600]  人的軟弱
[00:07:12.600 --> 00:07:16.000]  不過在神的恩典裡面
[00:07:16.000 --> 00:07:22.040]  祂會不斷加給我們改變成長的契機
[00:07:22.040 --> 00:07:28.760]  看我們怎樣一次又一次地經歷更生
[00:07:28.760 --> 00:07:29.880]  聖經告訴我們
[00:07:29.880 --> 00:07:33.520]  創世紀十二章一至九節
[00:07:33.520 --> 00:07:34.920]  是之前讀的經文
[00:07:34.920 --> 00:07:36.880]  大家讀了十至二十節
[00:07:36.880 --> 00:07:41.200]  一至九節是交代了當時的背景
[00:07:41.200 --> 00:07:43.160]  又說對阿伯蘭說
[00:07:43.160 --> 00:07:46.840]  你要離開本地本族父家
[00:07:46.840 --> 00:07:49.520]  往我所要指示你的地去
[00:07:49.520 --> 00:07:51.440]  我要你成為大國
[00:07:51.440 --> 00:07:52.760]  我必賜福給你
[00:07:52.760 --> 00:07:54.240]  叫你的名為大
[00:07:54.240 --> 00:07:55.960]  你都要叫別人得福
[00:07:55.960 --> 00:07:58.280]  原來能夠成為大
[00:07:58.280 --> 00:08:00.480]  不是因為祂真是很大
[00:08:00.480 --> 00:08:03.560]  是要祂成為流通的管子
[00:08:03.560 --> 00:08:06.080]  今天在信耶穌的人生裡面
[00:08:06.080 --> 00:08:07.960]  我們能夠掌握到
[00:08:07.960 --> 00:08:11.560]  原來我今天之所以能夠經歷主恩
[00:08:11.560 --> 00:08:14.920]  其實是要成為流通的管子
[00:08:14.920 --> 00:08:18.760]  將這個恩施予給其他人
[00:08:18.760 --> 00:08:26.280]  這個是神對阿伯蘭說的原本的指引
[00:08:26.280 --> 00:08:30.920]  但是人承受神的恩典多大也好
[00:08:30.920 --> 00:08:34.920]  他可能會搞禍
[00:08:34.920 --> 00:08:36.000]  聖經告訴我們
[00:08:36.000 --> 00:08:37.840]  阿伯蘭是聽的
[00:08:37.840 --> 00:08:42.760]  因為他當時已經住在離開梧以城的哈蘭
[00:08:42.760 --> 00:08:44.520]  他七十五歲
[00:08:44.520 --> 00:08:46.160]  黃色的字更加要告訴你
[00:08:46.160 --> 00:08:49.880]  阿伯蘭將他的太太撒萊
[00:08:49.880 --> 00:08:50.920]  他的姪兒
[00:08:50.920 --> 00:08:52.440]  即是他整家人
[00:08:52.440 --> 00:08:55.160]  連同他在哈蘭織織簾簾
[00:08:55.160 --> 00:08:57.080]  他因為出梧以
[00:08:57.080 --> 00:08:59.600]  他不是馬上去到迦南
[00:08:59.600 --> 00:09:01.760]  他是去了哈蘭
[00:09:01.760 --> 00:09:03.600]  是他爸爸帶他去
[00:09:03.600 --> 00:09:07.360]  然後他再受到這一段十二章的呼召
[00:09:07.360 --> 00:09:08.600]  他就「拿拿臨」
[00:09:08.600 --> 00:09:10.120]  我們中國人說
[00:09:10.120 --> 00:09:10.800]  「拿拿臨」
[00:09:10.800 --> 00:09:12.600]  他就去了
[00:09:12.600 --> 00:09:17.400]  因為他是聽到神給他的聲音
[00:09:17.400 --> 00:09:18.800]  他聽到神說
[00:09:18.800 --> 00:09:20.840]  我再一次告訴你
[00:09:20.840 --> 00:09:22.960]  你要成為大國
[00:09:22.960 --> 00:09:23.720]  第二次了
[00:09:23.720 --> 00:09:24.880]  他做了
[00:09:24.880 --> 00:09:29.400]  所以他就立刻和他所有的人口
[00:09:29.400 --> 00:09:33.320]  他們就向迦南進發
[00:09:33.320 --> 00:09:35.200]  在這裡這段經文
[00:09:35.200 --> 00:09:36.360]  我們讀到第五節
[00:09:36.360 --> 00:09:38.800]  但是第九節有一句話
[00:09:38.800 --> 00:09:42.960]  是成為我們今天思想第一點的伏線
[00:09:42.960 --> 00:09:43.840]  第九節他說
[00:09:43.840 --> 00:09:47.640]  後來阿伯蘭在一個迦南地方
[00:09:47.640 --> 00:09:52.360]  他漸漸先往南地去
[00:09:52.360 --> 00:09:57.640]  南地的意思是表示了近埃及的地方
[00:09:57.640 --> 00:10:04.480]  夫婦二人本來在迦南神所命定的地方
[00:10:04.480 --> 00:10:06.040]  開始克服
[00:10:06.040 --> 00:10:06.800]  開始適應
[00:10:06.800 --> 00:10:08.760]  因為迦南這個地方
[00:10:08.760 --> 00:10:10.960]  都有不少外族人
[00:10:10.960 --> 00:10:13.000]  可能他們會哈哈吧吧
[00:10:13.000 --> 00:10:15.440]  或者覺得你來佔他們的地頭
[00:10:15.440 --> 00:10:17.160]  不讓你入伙
[00:10:17.160 --> 00:10:17.800]  都可以的
[00:10:17.800 --> 00:10:22.800]  但是神是要他學
[00:10:22.800 --> 00:10:25.840]  我相信我們知道人生有困境
[00:10:25.840 --> 00:10:28.560]  一定是一些鍛鍊
[00:10:28.560 --> 00:10:31.080]  鍛鍊出你的信心的能力
[00:10:31.080 --> 00:10:33.840]  你是信自己
[00:10:33.840 --> 00:10:36.560]  只是說信耶和華的能力
[00:10:36.560 --> 00:10:40.360]  信神那種的能力
[00:10:40.360 --> 00:10:41.560]  那地遭遇饑荒
[00:10:41.560 --> 00:10:42.880]  因饑荒甚大
[00:10:42.880 --> 00:10:45.240]  阿伯蘭就下埃及
[00:10:45.240 --> 00:10:47.160]  要在那裡暫居
[00:10:47.160 --> 00:10:50.840]  《創世紀十二章》第十節是這麼說的
[00:10:50.840 --> 00:10:53.560]  你留意到這裡有一個黃色的字
[00:10:53.560 --> 00:10:55.400]  黑色刻畫出
[00:10:55.400 --> 00:10:57.600]  阿伯蘭就下埃及
[00:10:57.600 --> 00:10:59.000]  你拿到一個什麼意思
[00:10:59.000 --> 00:11:00.720]  在洞寨裡
[00:11:00.720 --> 00:11:02.680]  他是立刻去的
[00:11:02.680 --> 00:11:04.280]  他不是遲疑的
[00:11:04.280 --> 00:11:05.360]  正如我剛才說
[00:11:05.360 --> 00:11:07.040]  用廣東人的俗語說
[00:11:07.040 --> 00:11:08.720]  「那那臨」
[00:11:08.720 --> 00:11:10.840]  「邦邦聲」就好了
[00:11:10.840 --> 00:11:11.840]  就是一會兒
[00:11:11.840 --> 00:11:12.960]  我不知道
[00:11:12.960 --> 00:11:14.320]  一完了之後
[00:11:14.320 --> 00:11:16.320]  你就「邦邦聲」
[00:11:16.320 --> 00:11:17.720]  「那那臨」就一枝箭
[00:11:17.720 --> 00:11:19.840]  飆去迎揮了
[00:11:19.840 --> 00:11:20.920]  是不是
[00:11:20.920 --> 00:11:23.000]  因為先拔頭籌
[00:11:23.000 --> 00:11:25.360]  誰去先是誰拿到籌
[00:11:25.360 --> 00:11:27.080]  快點進去的
[00:11:27.080 --> 00:11:27.960]  就是這樣
[00:11:27.960 --> 00:11:29.560]  心情就是這樣
[00:11:29.560 --> 00:11:31.360]  那你說
[00:11:31.360 --> 00:11:32.200]  「邦邦聲」
[00:11:32.200 --> 00:11:34.600]  你也要我一會兒閉上眼祈禱
[00:11:34.600 --> 00:11:36.120]  那就真的一會兒祝福完
[00:11:36.120 --> 00:11:38.080]  你也要祈一頓禱
[00:11:38.080 --> 00:11:41.320]  你不要告訴我一秒就搞定
[00:11:41.320 --> 00:11:46.120]  祈禱也是一種對神的倚靠表現
[00:11:46.120 --> 00:11:48.160]  亞伯蘭就下埃及
[00:11:48.160 --> 00:11:50.400]  會不會反映了這段經文
[00:11:50.400 --> 00:11:51.680]  簡介了一會兒
[00:11:51.680 --> 00:11:55.120]  其實是神的心意命令他下埃及
[00:11:55.120 --> 00:12:00.720]  只不過說他還沒祈禱呢
[00:12:00.720 --> 00:12:02.040]  以色列這個地方
[00:12:02.040 --> 00:12:05.280]  或者迦南這個地方
[00:12:05.280 --> 00:12:08.160]  數來今天都有干擾的
[00:12:08.160 --> 00:12:11.800]  不過如果題外話你就會知道
[00:12:11.800 --> 00:12:13.400]  今天如果你去以色列
[00:12:13.400 --> 00:12:14.760]  你會很驚訝的
[00:12:14.760 --> 00:12:16.400]  我曾經在埃及
[00:12:16.400 --> 00:12:17.600]  就是走了埃及
[00:12:17.600 --> 00:12:20.040]  就飛機上達拉維夫
[00:12:20.040 --> 00:12:22.480]  就是以色列的首都
[00:12:22.480 --> 00:12:24.760]  埃及一起飛的時候
[00:12:24.760 --> 00:12:26.320]  是黃沙遍野的
[00:12:26.320 --> 00:12:27.360]  近距離飛機看過去
[00:12:27.360 --> 00:12:29.080]  是黃沙
[00:12:29.080 --> 00:12:30.680]  但飛不到一個多小時
[00:12:30.680 --> 00:12:34.200]  就開始進入以色列的外圍邊境
[00:12:34.200 --> 00:12:36.200]  開始看到綠色
[00:12:36.200 --> 00:12:38.040]  越來越綠
[00:12:38.040 --> 00:12:41.800]  我就驚訝神真的很祝福這個地方
[00:12:41.800 --> 00:12:46.280]  但是迦南都會有干旱的
[00:12:46.280 --> 00:12:49.040]  以色列這個地方曾經都有的
[00:12:49.040 --> 00:12:51.200]  不過就好像我們鄉間的時候
[00:12:51.200 --> 00:12:52.720]  在農夫的時候
[00:12:52.720 --> 00:12:55.320]  我們會看到有時旱季
[00:12:55.320 --> 00:12:57.520]  都是兩三個月左右
[00:12:57.520 --> 00:13:00.640]  過了之後有雨水就可以了
[00:13:00.640 --> 00:13:01.600]  我講這段說話
[00:13:01.600 --> 00:13:03.880]  就是因為當阿伯拉罕
[00:13:03.880 --> 00:13:06.040]  他就下埃及的時候
[00:13:06.040 --> 00:13:09.320]  他似乎漏了很多東西
[00:13:09.320 --> 00:13:12.360]  當他從吾爾出哈蘭
[00:13:12.360 --> 00:13:13.520]  去到哈蘭的時候
[00:13:13.520 --> 00:13:15.360]  他爸爸逗留了一段時間
[00:13:15.360 --> 00:13:16.880]  爸爸過世了
[00:13:16.880 --> 00:13:19.960]  神就再呼籲他起行
[00:13:19.960 --> 00:13:21.720]  他終於下了迦南
[00:13:21.720 --> 00:13:23.840]  但由於迦南這個地方
[00:13:23.840 --> 00:13:27.080]  他有這個干旱的時候
