
[00:00:00.000 --> 00:00:02.000]  請問大家有沒有手機
[00:00:02.000 --> 00:00:04.000]  大家都有
[00:00:04.000 --> 00:00:06.000]  我不是叫你們關機
[00:00:06.000 --> 00:00:08.000]  不過我想起
[00:00:08.000 --> 00:00:10.000]  以前的手機
[00:00:10.000 --> 00:00:12.000]  系統
[00:00:12.000 --> 00:00:14.000]  有沒有人用Windows系統
[00:00:14.000 --> 00:00:16.000]  沒聽過
[00:00:16.000 --> 00:00:18.000]  Windows大家都聽過
[00:00:18.000 --> 00:00:20.000]  你用電腦
[00:00:20.000 --> 00:00:22.000]  桌上的電腦 可能手提電腦都用Windows
[00:00:22.000 --> 00:00:24.000]  當然很多人用
[00:00:24.000 --> 00:00:26.000]  iPhone 現在不是 買廣告
[00:00:26.000 --> 00:00:28.000]  Windows系統的電話有沒有用過
[00:00:28.000 --> 00:00:30.000]  有沒有用過
[00:00:30.000 --> 00:00:32.000]  以前
[00:00:32.000 --> 00:00:34.000]  我很早期用
[00:00:34.000 --> 00:00:36.000]  Windows系統的
[00:00:36.000 --> 00:00:38.000]  類似這樣的東西
[00:00:38.000 --> 00:00:40.000]  不過打不到電話
[00:00:40.000 --> 00:00:42.000]  用來記錄
[00:00:42.000 --> 00:00:44.000]  可以接駁到桌上電腦
[00:00:44.000 --> 00:00:46.000]  資料可以
[00:00:46.000 --> 00:00:48.000]  通用
[00:00:48.000 --> 00:00:50.000]  但是一定要接駁
[00:00:50.000 --> 00:00:52.000]  線才能上網
[00:00:52.000 --> 00:00:54.000]  不可以無線上網
[00:00:54.000 --> 00:00:56.000]  有時候都沒有
[00:00:56.000 --> 00:00:58.000]  電話也有
[00:00:58.000 --> 00:01:00.000]  只是打電話
[00:01:00.000 --> 00:01:02.000]  大家都試過
[00:01:02.000 --> 00:01:04.000]  最初20年前
[00:01:04.000 --> 00:01:06.000]  後來
[00:01:06.000 --> 00:01:08.000]  電話和Windows系統
[00:01:08.000 --> 00:01:10.000]  合起來了
[00:01:10.000 --> 00:01:12.000]  於是我用得很熟
[00:01:12.000 --> 00:01:14.000]  於是
[00:01:14.000 --> 00:01:16.000]  一直都在用
[00:01:16.000 --> 00:01:18.000]  系統的電話
[00:01:18.000 --> 00:01:20.000]  一直用
[00:01:20.000 --> 00:01:22.000]  用到已經快不出了
[00:01:22.000 --> 00:01:24.000]  最記得一次
[00:01:24.000 --> 00:01:26.000]  我的電話突然壞了
[00:01:26.000 --> 00:01:28.000]  我要馬上換電話
[00:01:28.000 --> 00:01:30.000]  到處找都找不到一個
[00:01:30.000 --> 00:01:32.000]  是Windows的電話
[00:01:32.000 --> 00:01:34.000]  直至去到某大
[00:01:34.000 --> 00:01:36.000]  連鎖店
[00:01:36.000 --> 00:01:38.000]  電器那些
[00:01:38.000 --> 00:01:40.000]  在陳列品找到一部
[00:01:40.000 --> 00:01:42.000]  還很便宜
[00:01:42.000 --> 00:01:44.000]  沒有人要
[00:01:44.000 --> 00:01:46.000]  好像撿到寶
[00:01:46.000 --> 00:01:48.000]  可以合回系統
[00:01:48.000 --> 00:01:50.000]  用資料放回去
[00:01:50.000 --> 00:01:52.000]  但是好景不常
[00:01:52.000 --> 00:01:54.000]  現在都沒有
[00:01:54.000 --> 00:01:56.000]  為什麼呢
[00:01:56.000 --> 00:01:58.000]  有用也沒用
[00:01:58.000 --> 00:02:00.000]  因為平台
[00:02:00.000 --> 00:02:02.000]  APP
[00:02:02.000 --> 00:02:04.000]  根本沒有
[00:02:04.000 --> 00:02:06.000]  繼續有新的
[00:02:06.000 --> 00:02:08.000]  全部到現在的
[00:02:08.000 --> 00:02:10.000]  Android系統
[00:02:10.000 --> 00:02:12.000]  或者是iPhone
[00:02:12.000 --> 00:02:14.000]  所以我最終要換一個
[00:02:14.000 --> 00:02:16.000]  現在的手機
[00:02:16.000 --> 00:02:18.000]  就是Android系統
[00:02:18.000 --> 00:02:20.000]  換的時候很痛苦
[00:02:20.000 --> 00:02:22.000]  跟以前很熟的
[00:02:22.000 --> 00:02:24.000]  手勢完全不同
[00:02:24.000 --> 00:02:26.000]  很多東西好像很不方便
[00:02:26.000 --> 00:02:28.000]  但是用了之後就很方便
[00:02:28.000 --> 00:02:30.000]  現在又用了很多年
[00:02:30.000 --> 00:02:32.000]  我想說
[00:02:32.000 --> 00:02:34.000]  人去換一個系統
[00:02:34.000 --> 00:02:36.000]  是不容易的
[00:02:36.000 --> 00:02:38.000]  電話的
[00:02:38.000 --> 00:02:40.000]  手機的
[00:02:40.000 --> 00:02:42.000]  系統要換一換都很困難
[00:02:42.000 --> 00:02:44.000]  但事實上
[00:02:44.000 --> 00:02:46.000]  今天耶穌基督
[00:02:46.000 --> 00:02:48.000]  來到我們的人生裡面
[00:02:48.000 --> 00:02:50.000]  我們也要換個系統
[00:02:50.000 --> 00:02:52.000]  也要符合
[00:02:52.000 --> 00:02:54.000]  新生命
[00:02:54.000 --> 00:02:56.000]  進入我們裡面
[00:02:56.000 --> 00:02:58.000]  所以剛才讀的經文
[00:02:58.000 --> 00:03:00.000]  是說
[00:03:00.000 --> 00:03:02.000]  耶穌要來到
[00:03:02.000 --> 00:03:04.000]  這個地方
[00:03:04.000 --> 00:03:06.000]  當然如果用
[00:03:06.000 --> 00:03:08.000]  我們這個主題經文
[00:03:08.000 --> 00:03:10.000]  就是我們今天的主題
[00:03:10.000 --> 00:03:12.000]  新酒新皮袋
[00:03:12.000 --> 00:03:14.000]  最後一節你也知道
[00:03:14.000 --> 00:03:16.000]  我在一月號說過
[00:03:16.000 --> 00:03:18.000]  新酒新皮袋的情況
[00:03:18.000 --> 00:03:20.000]  但重點是
[00:03:20.000 --> 00:03:22.000]  我們要
[00:03:22.000 --> 00:03:24.000]  有一個新的系統
[00:03:24.000 --> 00:03:26.000]  去迎接
[00:03:26.000 --> 00:03:28.000]  這個新的生命
[00:03:28.000 --> 00:03:30.000]  否則
[00:03:30.000 --> 00:03:32.000]  我們會很困難
[00:03:32.000 --> 00:03:34.000]  就好像耶穌用了兩個比喻
[00:03:34.000 --> 00:03:36.000]  新布
[00:03:36.000 --> 00:03:38.000]  加上舊布
[00:03:38.000 --> 00:03:40.000]  那件衣服破得更難
[00:03:40.000 --> 00:03:42.000]  新酒放在舊皮袋
[00:03:42.000 --> 00:03:44.000]  就會爆裂
[00:03:44.000 --> 00:03:46.000]  我們信耶穌
[00:03:46.000 --> 00:03:48.000]  必定是有新酒
[00:03:48.000 --> 00:03:50.000]  必定是新布
[00:03:50.000 --> 00:03:52.000]  但我們怎樣去
[00:03:52.000 --> 00:03:54.000]  轉換
[00:03:54.000 --> 00:03:56.000]  改變我們自己
[00:03:56.000 --> 00:03:58.000]  這才是重點
[00:03:58.000 --> 00:04:00.000]  所以今天這個題目叫新生命新生活
[00:04:00.000 --> 00:04:02.000]  我分開三方面講
[00:04:02.000 --> 00:04:04.000]  第一方面就是
[00:04:04.000 --> 00:04:06.000]  裝模作樣的信仰
[00:04:06.000 --> 00:04:08.000]  第二方面就是
[00:04:08.000 --> 00:04:10.000]  破裂的生活
[00:04:10.000 --> 00:04:12.000]  第三是破舊迎新的生命
[00:04:14.000 --> 00:04:16.000]  裝模作樣的信仰
