
[00:00:00.000 --> 00:00:02.000]  哈咯咯咯呀
[00:00:02.000 --> 00:00:05.000]  跟你旁邊說 靠祖喜樂
[00:00:05.000 --> 00:00:10.000]  靠祖喜樂
[00:00:10.000 --> 00:00:12.000]  我們這幾次的訊息裡面
[00:00:12.000 --> 00:00:14.000]  一直講到保羅他的
[00:00:14.000 --> 00:00:17.000]  整個菲律賓書的一個重點是什麼
[00:00:17.000 --> 00:00:19.000]  靠祖喜樂 Amen
[00:00:19.000 --> 00:00:21.000]  不管你在什麼情況當中
[00:00:21.000 --> 00:00:23.000]  弟兄姊妹記得一件事情
[00:00:23.000 --> 00:00:24.000]  靠祖喜樂
[00:00:24.000 --> 00:00:28.000]  因為這是神對我們的心意
[00:00:28.000 --> 00:00:31.000]  你說我都已經是苦成這個樣子了
[00:00:31.000 --> 00:00:32.000]  怎麼靠祖喜樂呢
[00:00:32.000 --> 00:00:34.000]  親愛的弟兄姊妹
[00:00:34.000 --> 00:00:35.000]  就是在苦難的中間
[00:00:35.000 --> 00:00:38.000]  你才能夠經驗這位神 Amen
[00:00:38.000 --> 00:00:39.000]  你風風光光的時候
[00:00:39.000 --> 00:00:41.000]  你不會去體會這位神的
[00:00:41.000 --> 00:00:43.000]  人生當中經歷神最多的
[00:00:43.000 --> 00:00:46.000]  一定都是在苦難的時候 Amen
[00:00:46.000 --> 00:00:49.000]  我講這句話不是因為我沒受過苦
[00:00:49.000 --> 00:00:52.000]  我講這句話是因為我受過苦
[00:00:52.000 --> 00:00:54.000]  我相信你也受過苦 是不是
[00:00:54.000 --> 00:00:57.000]  沒有受過苦的舉一下手
[00:00:57.000 --> 00:01:02.000]  也有啊
[00:01:02.000 --> 00:01:06.000]  嚇我一跳
[00:01:06.000 --> 00:01:07.000]  弟兄姊妹
[00:01:07.000 --> 00:01:09.000]  保羅在面臨到
[00:01:09.000 --> 00:01:11.000]  他在做堅毅當中的時候
[00:01:11.000 --> 00:01:14.000]  他仍然能夠說靠祖喜樂
[00:01:14.000 --> 00:01:15.000]  我再說你們要喜樂
[00:01:15.000 --> 00:01:19.000]  而且你們要大大的喜樂
[00:01:19.000 --> 00:01:21.000]  那麼保羅講的這些東西
[00:01:21.000 --> 00:01:23.000]  我們記得上次的訊息講什麼
[00:01:23.000 --> 00:01:24.000]  還記得嗎
[00:01:24.000 --> 00:01:27.000]  兩個禮拜前的訊息
[00:01:27.000 --> 00:01:29.000]  我們上次的訊息是什麼
[00:01:29.000 --> 00:01:37.000]  講什麼 主題是什麼
[00:01:37.000 --> 00:01:39.000]  一個禮拜忘掉百分之八十
[00:01:39.000 --> 00:01:47.000]  兩個禮拜大概忘掉百分之百
[00:01:47.000 --> 00:01:50.000]  我們今天所讀的竟然前面你看
[00:01:50.000 --> 00:01:52.000]  保羅在第十節他就提到說
[00:01:52.000 --> 00:01:55.000]  我靠祖大大的喜樂
[00:01:55.000 --> 00:01:58.000]  因為你們撕裂我的心如今又發生
[00:01:58.000 --> 00:01:59.000]  你們向來就撕裂我
[00:01:59.000 --> 00:02:00.000]  只是沒得機會
[00:02:00.000 --> 00:02:01.000]  保羅講這句話
[00:02:01.000 --> 00:02:02.000]  他說你們想念我
[00:02:02.000 --> 00:02:04.000]  其實保羅在講什麼呢
[00:02:04.000 --> 00:02:05.000]  他講的說什麼呢
[00:02:05.000 --> 00:02:10.000]  他說我並不是因為缺乏說這話
[00:02:10.000 --> 00:02:11.000]  也就是說
[00:02:11.000 --> 00:02:16.000]  保羅得到了菲律賓教會所帶給他的供給
[00:02:16.000 --> 00:02:17.000]  他的奉獻
[00:02:17.000 --> 00:02:18.000]  懂這個意思嗎
[00:02:18.000 --> 00:02:20.000]  講白一點
[00:02:20.000 --> 00:02:23.000]  菲律賓教會裁判尹伐福提
[00:02:23.000 --> 00:02:28.000]  把奉獻給了保羅
[00:02:28.000 --> 00:02:30.000]  保羅說我撕裂你們
[00:02:30.000 --> 00:02:31.000]  你們撕裂我們
[00:02:31.000 --> 00:02:33.000]  並不是因為你奉獻給我
[00:02:33.000 --> 00:02:34.000]  我才想你們想到我
[00:02:34.000 --> 00:02:35.000]  不是
[00:02:35.000 --> 00:02:38.000]  保羅在這個地方要表達一個
[00:02:38.000 --> 00:02:41.000]  整個從上次的訊息一直到這裡
[00:02:41.000 --> 00:02:48.000]  保羅一直在講到有關教會奉獻的事情
[00:02:48.000 --> 00:02:51.000]  今天我們就要好好來講奉獻的事情
[00:02:51.000 --> 00:02:53.000]  從我來琳琅道到現在
[00:02:53.000 --> 00:02:58.000]  我自己記錄
[00:02:58.000 --> 00:03:07.000]  我幾乎很少講奉獻是不是
[00:03:07.000 --> 00:03:12.000]  我想今天一次把它講完
[00:03:12.000 --> 00:03:14.000]  不是因為教會
[00:03:14.000 --> 00:03:17.000]  經常會缺乏我說這句話
[00:03:17.000 --> 00:03:20.000]  我今天不是因為教會經常會缺乏
[00:03:20.000 --> 00:03:23.000]  所以我要講奉獻
[00:03:23.000 --> 00:03:25.000]  我今天講奉獻是因為
[00:03:25.000 --> 00:03:28.000]  菲律賓書講到這裡要講奉獻
[00:03:28.000 --> 00:03:31.000]  而且我也覺得
[00:03:31.000 --> 00:03:34.000]  這是聖經裡面一個很重要的真理
[00:03:34.000 --> 00:03:36.000]  是我們蒙福的原則
[00:03:36.000 --> 00:03:39.000]  不管你信屬多久
[00:03:39.000 --> 00:03:43.000]  你都應該常常來經歷神的豐富恩典
[00:03:43.000 --> 00:03:48.000]  因為這位神他是榮耀的豐富
[00:03:48.000 --> 00:03:50.000]  保羅在這裡形容
[00:03:50.000 --> 00:03:52.000]  神有榮耀的豐富
[00:03:52.000 --> 00:03:55.000]  也可以說我們的神是一位榮耀豐富的卓
[00:03:55.000 --> 00:04:03.000]  跟你旁邊說你的神是豐富的卓
[00:04:03.000 --> 00:04:13.000]  今天好像沒有遙控的
[00:04:13.000 --> 00:04:20.000]  有嗎
[00:04:20.000 --> 00:04:27.000]  那我手一揮就來了
[00:04:27.000 --> 00:04:29.000]  保羅在這段神經裡面
[00:04:29.000 --> 00:04:33.000]  菲律賓書第四章十四到十九節
[00:04:33.000 --> 00:04:35.000]  一共有三次
[00:04:35.000 --> 00:04:36.000]  你注意看
[00:04:36.000 --> 00:04:40.000]  有三次他提到菲律賓教會的弟兄姊妹們
[00:04:40.000 --> 00:04:41.000]  來攻擊他的需要
[00:04:41.000 --> 00:04:43.000]  第一次是哪裡呢
[00:04:43.000 --> 00:04:45.000]  保羅說 菲律賓人啊
[00:04:45.000 --> 00:04:49.000]  你們也知道我出傳福音
[00:04:49.000 --> 00:04:52.000]  離了馬其頓的時候
[00:04:52.000 --> 00:04:57.000]  論到授受的事
[00:04:57.000 --> 00:04:59.000]  授受的事就是指的分享
[00:04:59.000 --> 00:05:03.000]  就是談到奉獻的事情
[00:05:03.000 --> 00:05:04.000]  這是第一次
[00:05:04.000 --> 00:05:10.000]  第二次是他在鐵薩羅利迦的時候
[00:05:10.000 --> 00:05:11.000]  你看
[00:05:11.000 --> 00:05:12.000]  除了你們以外
[00:05:12.000 --> 00:05:14.000]  我並沒有別的教會攻擊我
[00:05:14.000 --> 00:05:17.000]  就是我在鐵薩羅利迦
[00:05:17.000 --> 00:05:21.000]  你們也一次兩次的打發人攻擊我的需要
[00:05:21.000 --> 00:05:23.000]  有沒有
[00:05:23.000 --> 00:05:24.000]  這是第二次
[00:05:24.000 --> 00:05:27.000]  保羅在這段經文裡面提到
[00:05:27.000 --> 00:05:29.000]  菲律賓教會攻擊他的需要
[00:05:29.000 --> 00:05:31.000]  第三次
[00:05:31.000 --> 00:05:35.000]  第三次是他在羅馬被囚的時候
[00:05:35.000 --> 00:05:42.000]  菲律賓教會來攻擊他的需要
[00:05:42.000 --> 00:05:44.000]  保羅講的這些
[00:05:44.000 --> 00:05:47.000]  你看後面他提到說
[00:05:47.000 --> 00:05:54.000]  他說你們打發以巴伏提
[00:05:54.000 --> 00:05:56.000]  他說你們一次兩次的打發人
[00:05:56.000 --> 00:05:58.000]  來攻擊我的需要
[00:05:58.000 --> 00:06:03.000]  而且因我從以巴伏提受了你們的虧損
[00:06:03.000 --> 00:06:08.000]  以巴伏提就是保羅在羅馬被囚的時候
[00:06:08.000 --> 00:06:12.000]  菲律賓教會打發他來攻擊他需要
[00:06:12.000 --> 00:06:14.000]  短短的這幾節生機裡面
[00:06:14.000 --> 00:06:17.000]  保羅講了三次以菲律賓的教會
[00:06:17.000 --> 00:06:22.000]  來攻擊他經濟上的需要
[00:06:22.000 --> 00:06:26.000]  保羅在這邊講這段話的意思是什麼
[00:06:26.000 --> 00:06:28.000]  你仔細看這段生機裡面
[00:06:28.000 --> 00:06:31.000]  保羅在這個地方提到說
[00:06:31.000 --> 00:06:37.000]  他說你們打發人來攻擊我的需要
[00:06:37.000 --> 00:06:39.000]  是不是
[00:06:39.000 --> 00:06:43.000]  保羅提到說他的虛用
[00:06:43.000 --> 00:06:46.000]  然後提到說什麼呢
[00:06:46.000 --> 00:06:53.000]  他說我樣樣都有並且有餘
[00:06:53.000 --> 00:06:58.000]  我已經充足看到沒有
[00:06:58.000 --> 00:07:01.000]  保羅說我不是因為缺乏說這句話
[00:07:01.000 --> 00:07:04.000]  我不是說我今天沒有錢
[00:07:04.000 --> 00:07:08.000]  所以你們今天剛好打發人來給我送錢來
[00:07:08.000 --> 00:07:09.000]  我很高興
[00:07:09.000 --> 00:07:11.000]  所以我說你們真是想我
[00:07:11.000 --> 00:07:13.000]  所以你們想我才會給我錢是不是
[00:07:13.000 --> 00:07:15.000]  保羅不是在這邊沒有講這些東西
[00:07:15.000 --> 00:07:17.000]  保羅說其實我樣樣都有
[00:07:17.000 --> 00:07:18.000]  我並沒有缺乏
[00:07:18.000 --> 00:07:20.000]  而且接著你們的攻擊
[00:07:20.000 --> 00:07:27.000]  我的需要已經充足了
[00:07:27.000 --> 00:07:34.000]  這個需要英文說need
[00:07:34.000 --> 00:07:42.000]  先都是為需要跟想要是不同的
