
[00:00:00.000 --> 00:00:03.900]  讓我們先一同低頭同心祈禱
[00:00:03.900 --> 00:00:06.220]  撒開主上帝 我們感謝撒美尼
[00:00:06.220 --> 00:00:08.000]  多謝祢今天的早上
[00:00:08.000 --> 00:00:10.760]  讓我們一同回到這裏
[00:00:10.760 --> 00:00:12.940]  去聆聽祢的話語
[00:00:12.940 --> 00:00:15.420]  主啊 求祢開啟我們的心
[00:00:15.420 --> 00:00:17.100]  開啟我們的耳朵
[00:00:17.100 --> 00:00:20.860]  以至於祢的奧秘能夠向我們啟示
[00:00:20.860 --> 00:00:25.980]  並且讓我們以我們的生命去回應祢對我們的呼召
[00:00:25.980 --> 00:00:29.020]  所以主啊 一時間無論聽的 講的
[00:00:29.020 --> 00:00:31.020]  願我們都是同感一靈
[00:00:31.020 --> 00:00:35.240]  願上帝祢的話語都成為我們的鼓勵和挑戰
[00:00:35.240 --> 00:00:36.600]  我們這樣禱告奉靠
[00:00:36.600 --> 00:00:40.640]  「主耶穌基督得聖名自祈求 阿們」
[00:00:40.640 --> 00:00:43.040]  我很喜歡聽到你的聲音
[00:00:43.040 --> 00:00:48.200]  「阿們」很大聲 很棒
[00:00:48.200 --> 00:00:49.740]  當我們祈禱的時候
[00:00:49.740 --> 00:00:52.060]  「阿們」就是誠心所願
[00:00:52.060 --> 00:00:54.220]  所以願上帝都藉著祂的話語
[00:00:54.220 --> 00:00:56.220]  對我們生命大力提醒
[00:00:56.220 --> 00:00:58.600]  上星期五是壽苦節
[00:00:58.600 --> 00:01:02.840]  我晚上出席了一個弟兄的安息禮拜
[00:01:02.840 --> 00:01:07.080]  他兒子在講述他爸爸生平的時候
[00:01:07.080 --> 00:01:09.960]  就講到他爸爸怎樣順處
[00:01:09.960 --> 00:01:13.040]  兒子說他爸爸在他們小時候
[00:01:13.040 --> 00:01:15.200]  很喜歡他們上教會
[00:01:15.200 --> 00:01:16.920]  他媽媽每次帶他們上教會的時候
[00:01:16.920 --> 00:01:19.680]  他爸爸就和他媽媽吵架
[00:01:19.680 --> 00:01:22.560]  但後來因為媽媽的堅持
[00:01:22.560 --> 00:01:24.440]  所以爸爸沒有辦法
[00:01:24.440 --> 00:01:28.040]  又不讓媽媽繼續帶他們上教會
[00:01:28.040 --> 00:01:33.680]  有一年弟兄的太太跌倒
[00:01:33.680 --> 00:01:35.440]  斷了一隻手
[00:01:35.440 --> 00:01:39.360]  教會的弟兄姊妹就輪流煲湯給他
[00:01:39.360 --> 00:01:40.800]  又陪他覆診
[00:01:40.800 --> 00:01:43.520]  又幫他照顧小孩
[00:01:43.520 --> 00:01:45.400]  他先生就很好奇
[00:01:45.400 --> 00:01:47.400]  這班是甚麼人來的
[00:01:47.400 --> 00:01:51.040]  他們沒有甚麼利益可以得著
[00:01:51.040 --> 00:01:53.360]  為甚麼這麼熱心呢
[00:01:53.360 --> 00:01:56.160]  於是在好奇的驅使之下
[00:01:56.160 --> 00:01:59.280]  他就和他太太回了教會看看
[00:01:59.280 --> 00:02:01.480]  看看之後
[00:02:01.480 --> 00:02:04.360]  他就信主、洗禮
[00:02:04.360 --> 00:02:09.160]  並且在教會裏面成為一個很熱心侍奉的一份子
[00:02:09.160 --> 00:02:14.240]  當晚有很多人出席他的安息禮拜去紀念他
[00:02:14.240 --> 00:02:17.240]  其實類似這些的經歷或者見證
[00:02:17.240 --> 00:02:19.320]  我們聽過很多
[00:02:19.320 --> 00:02:21.960]  每一次我都覺得很感動
[00:02:21.960 --> 00:02:24.880]  因為恩典祭是上帝賜給我們的
[00:02:24.880 --> 00:02:28.840]  但我們又能夠從人的身上去體驗
[00:02:28.840 --> 00:02:31.480]  我們成為了恩典的媒體
[00:02:31.480 --> 00:02:33.960]  這是上帝賜給我們極大的恩典
[00:02:33.960 --> 00:02:37.840]  我們可以這樣去經歷它
[00:02:37.840 --> 00:02:39.440]  不過慢慢
[00:02:39.440 --> 00:02:43.040]  不知是否因為人與人之間的疏離
[00:02:43.040 --> 00:02:46.560]  信徒之間的這種見證好像買少見少
[00:02:46.560 --> 00:02:49.840]  我們聽起來都覺得很珍惜、很寶貴
[00:02:49.840 --> 00:02:51.920]  我們內心都可能有一種矛盾
[00:02:51.920 --> 00:02:54.800]  就是我們期盼有這種的經歷
[00:02:54.800 --> 00:02:58.280]  無論是幫助人或被幫助
[00:02:58.280 --> 00:03:03.680]  但我們又彷彿無力去主動去做
[00:03:03.680 --> 00:03:06.000]  我們知道這件事很重要
[00:03:06.000 --> 00:03:09.560]  因為我們知道上帝都是這樣呼召我們
[00:03:09.560 --> 00:03:13.640]  祂呼召我們成為祂基督奧秘的助手
[00:03:13.640 --> 00:03:16.720]  亦都是今天的主題
[00:03:16.720 --> 00:03:18.600]  其實當我想這個主題的時候
[00:03:18.600 --> 00:03:21.080]  「助手」這個詞我想了很久
[00:03:21.080 --> 00:03:22.360]  因為在經文裏面
[00:03:22.360 --> 00:03:29.080]  其實是以「管家」或「執事」較為合切的名字
[00:03:29.080 --> 00:03:30.960]  但是「管家」這個詞
[00:03:30.960 --> 00:03:32.360]  當我想起「管家」
[00:03:32.360 --> 00:03:36.400]  我就會想起小時候看小甜甜的那些管家
[00:03:36.400 --> 00:03:39.240]  覺得這個詞好像與我有些距離
[00:03:39.240 --> 00:03:42.480]  所以我就把它轉為「助手」
[00:03:42.480 --> 00:03:44.640]  不過其實無論管家、助手
[00:03:44.640 --> 00:03:46.920]  這個都不是重點
[00:03:46.920 --> 00:03:51.360]  重點是我們有沒有搞清「基督奧秘」
[00:03:51.360 --> 00:03:53.200]  這個才是重點
[00:03:53.200 --> 00:03:56.440]  當我們搞清楚「基督奧秘」之後
[00:03:56.440 --> 00:03:59.000]  後面那兩個字其實你放任何都可以
[00:03:59.000 --> 00:04:05.200]  管家、執事、僕人、管理員等等
[00:04:05.200 --> 00:04:10.680]  正如保羅形容自己是「囚徒」和「義的奴僕」
[00:04:10.680 --> 00:04:16.440]  所以我盼望今天藉著《已忽所書》這段經文
[00:04:16.440 --> 00:04:20.680]  去看看當中上帝對我們帶來甚麼提醒
[00:04:20.680 --> 00:04:23.440]  之前其實我已經講過第一和第二章了
[00:04:23.440 --> 00:04:27.360]  所以我在這裡不再交代保羅寫這本書的背景
[00:04:27.360 --> 00:04:30.440]  有興趣的弟兄姊妹可以上網聽聽
[00:04:30.440 --> 00:04:33.120]  今天的經文第一句是「因此」
[00:04:33.120 --> 00:04:37.400]  所以它是延續第二章十一至三十三節的
[00:04:37.400 --> 00:04:38.200]  保羅指出
[00:04:38.200 --> 00:04:40.520]  「神藉著耶穌基督的補血
[00:04:40.520 --> 00:04:45.520]  拆毀了左格外邦人和猶太人的圍牆
[00:04:45.520 --> 00:04:48.480]  使得外邦人和猶太人能夠合二為一
[00:04:48.480 --> 00:04:52.480]  成為一個新人一同成為神的選民」
[00:04:52.480 --> 00:04:58.160]  所以第三章今天的經文可以說是延續上一節
[00:04:58.160 --> 00:05:01.520]  有關「合一」的課題
