
[00:00:00.000 --> 00:00:03.740]  我們請大家一起進到
[00:00:03.740 --> 00:00:07.080]  《馬太福音》五章十七到二十節
[00:00:07.080 --> 00:00:13.680]  我們繼續一個登山補訓的系列
[00:00:13.680 --> 00:00:16.100]  我講過
[00:00:16.100 --> 00:00:19.240]  登山補訓不只是八幅
[00:00:19.240 --> 00:00:24.180]  其實整個登山補訓是由第五章一直到第七章
[00:00:24.180 --> 00:00:27.740]  都是耶穌在山上的訊息
[00:00:27.740 --> 00:00:30.100]  所以這個培靈會是相當長的
[00:00:30.100 --> 00:00:31.220]  都讓大家知道
[00:00:31.220 --> 00:00:34.340]  我們今天特別來講到
[00:00:34.340 --> 00:00:38.820]  其中一個非常關鍵登山補訓的內容
[00:00:38.820 --> 00:00:45.580]  就是比較耶穌基督和律法之間的分別
[00:00:45.580 --> 00:00:47.820]  大家找到這一段經文
[00:00:47.820 --> 00:00:51.980]  我想請大家一起來讀一讀這一段經文
[00:00:51.980 --> 00:00:56.340]  莫想我來是要廢掉律法和先知
[00:00:56.340 --> 00:00:59.740]  我來不是要廢掉乃是要成全
[00:00:59.740 --> 00:01:01.740]  我實在告訴你們
[00:01:01.740 --> 00:01:04.220]  就是道天地廢去了
[00:01:04.220 --> 00:01:07.220]  律法的一點也不能廢去
[00:01:07.220 --> 00:01:08.700]  都要成全
[00:01:08.700 --> 00:01:13.180]  所以無論何人廢掉這誡命中最小的一條
[00:01:13.180 --> 00:01:15.540]  又教訓人這樣做
[00:01:15.540 --> 00:01:18.260]  他在天國被稱為最小的
[00:01:18.260 --> 00:01:21.180]  但無論何人遵行這誡命
[00:01:21.180 --> 00:01:23.180]  又教訓人遵行
[00:01:23.180 --> 00:01:25.660]  在天國裡稱為大的
[00:01:25.660 --> 00:01:27.060]  我告訴你們
[00:01:27.060 --> 00:01:31.020]  你們的義若不勝過民事和法理賽人的義
[00:01:31.020 --> 00:01:33.500]  斷不能進天國
[00:01:33.500 --> 00:01:35.500]  弟姐妹
[00:01:35.500 --> 00:01:39.740]  耶穌基督來到這個世界上開始去教導人的時候
[00:01:39.740 --> 00:01:43.100]  民事法理賽人就可以看到
[00:01:43.100 --> 00:01:46.100]  他講的道跟我們不同
[00:01:46.100 --> 00:01:50.540]  然後全部的耶穌基督聽完耶穌講的道
[00:01:50.540 --> 00:01:53.780]  都感覺到很特別
[00:01:53.780 --> 00:01:56.900]  這個道不是他們過去聽的
[00:01:56.900 --> 00:01:58.340]  不是法理賽人講的
[00:01:58.340 --> 00:01:59.340]  不是民事講的
[00:01:59.340 --> 00:02:01.340]  不是那些宗教領袖講的
[00:02:01.340 --> 00:02:05.100]  是一個完全革命性的道
[00:02:05.100 --> 00:02:07.740]  有些人是因為這樣的緣故
[00:02:07.740 --> 00:02:11.820]  就開始提出一些異議
[00:02:11.820 --> 00:02:14.340]  他在講另一個宗教
[00:02:14.340 --> 00:02:16.940]  他在講另一類的東西
[00:02:16.940 --> 00:02:21.500]  他想將摩西的律法放在垃圾桶
[00:02:21.500 --> 00:02:23.700]  耶穌在這個時候
[00:02:23.700 --> 00:02:29.620]  他就對著這一班的以色列人
[00:02:29.620 --> 00:02:31.420]  來提出
[00:02:31.420 --> 00:02:33.220]  他不是廢掉
[00:02:33.220 --> 00:02:35.700]  是要成全
[00:02:35.700 --> 00:02:38.700]  現在首先給我們看看
[00:02:38.700 --> 00:02:43.420]  規矩和規條主義
[00:02:43.420 --> 00:02:46.220]  有沒有分別?
[00:02:46.220 --> 00:02:51.100]  你說規條和規條主義有沒有分別?
[00:02:51.100 --> 00:02:53.100]  有規矩好不好?
[00:02:53.100 --> 00:02:54.700]  我想問問大家
[00:02:54.700 --> 00:02:55.700]  有多少人認為好的?
[00:02:55.700 --> 00:02:57.700]  可以舉手嗎?
[00:02:57.700 --> 00:02:59.820]  好了
[00:02:59.820 --> 00:03:07.420]  那如果規矩主義和規條主義有什麼不好?
[00:03:07.420 --> 00:03:09.540]  我給大家知道一下
[00:03:09.540 --> 00:03:13.100]  規矩今天的恩福越來越多
[00:03:13.100 --> 00:03:15.100]  關手提
[00:03:15.100 --> 00:03:18.100]  然後夏天的時候
[00:03:18.100 --> 00:03:19.100]  弟兄都要的了
[00:03:19.100 --> 00:03:20.340]  姐妹穿的
[00:03:20.340 --> 00:03:22.100]  哇,很多規矩
[00:03:22.100 --> 00:03:23.580]  穿的鞋又有規矩
[00:03:23.580 --> 00:03:25.860]  穿的衣服又有規矩
[00:03:25.860 --> 00:03:26.980]  很多樣東西
[00:03:26.980 --> 00:03:29.940]  那些iPad,iPhone
[00:03:29.940 --> 00:03:32.420]  你帶進來的時候又有規矩
[00:03:32.420 --> 00:03:34.980]  相機不要在這裡拍
[00:03:34.980 --> 00:03:36.380]  不要錄影,不要錄音
[00:03:36.380 --> 00:03:37.540]  這個是規矩
[00:03:37.540 --> 00:03:39.620]  同不同意嗎?
[00:03:39.620 --> 00:03:40.820]  那我們在想
[00:03:40.820 --> 00:03:43.300]  沒有這些規矩會怎樣呢?
[00:03:43.300 --> 00:03:44.980]  秩序大亂
[00:03:44.980 --> 00:03:46.260]  講道的時候
[00:03:46.260 --> 00:03:47.540]  叮叮,冷冷
[00:03:47.540 --> 00:03:49.300]  喂?
[00:03:49.300 --> 00:03:50.380]  喂,你在哪裡?
[00:03:50.380 --> 00:03:52.180]  每個人都在哪裡
[00:03:52.180 --> 00:03:53.340]  我相信
[00:03:53.340 --> 00:03:54.980]  我不用講道了
[00:03:54.980 --> 00:03:56.300]  這個肯定
[00:03:56.300 --> 00:03:59.780]  然後一個個走來錄影錄音
[00:03:59.780 --> 00:04:02.340]  也會影響整個回眾
[00:04:02.340 --> 00:04:04.540]  沒辦法專心去敬拜
[00:04:04.540 --> 00:04:06.380]  規矩是需要的
[00:04:06.380 --> 00:04:08.740]  但到底什麼叫規條主義呢?
[00:04:08.740 --> 00:04:10.300]  規條主義
[00:04:10.300 --> 00:04:12.660]  就是將一個人屬靈與否
[00:04:12.660 --> 00:04:15.300]  用他守不守規條來決定
[00:04:15.300 --> 00:04:17.140]  來斷定
[00:04:17.140 --> 00:04:19.060]  另一方面,將一個人得不得救
[00:04:19.060 --> 00:04:22.820]  是看表面的規矩來看他
[00:04:22.820 --> 00:04:24.300]  來決定
[00:04:24.300 --> 00:04:25.860]  而將一些相對的東西
[00:04:25.860 --> 00:04:27.380]  絕對化了他
[00:04:27.380 --> 00:04:28.900]  你這樣做就是
[00:04:28.900 --> 00:04:29.540]  未得救
[00:04:29.540 --> 00:04:30.940]  你這樣做就是不屬靈
[00:04:30.940 --> 00:04:33.860]  你這樣做就不是什麼什麼什麼
[00:04:33.860 --> 00:04:35.420]  論斷了他
[00:04:35.420 --> 00:04:36.900]  審判了他
[00:04:36.900 --> 00:04:40.900]  甚至將一個罪名加在他身上
[00:04:40.900 --> 00:04:43.740]  這個叫規條主義
[00:04:43.740 --> 00:04:45.340]  耶穌的時代
[00:04:45.340 --> 00:04:47.220]  耶穌來到這個世界
[00:04:47.220 --> 00:04:50.700]  特意針對這些問題
[00:04:50.700 --> 00:04:53.100]  有相當長的篇幅
[00:04:53.100 --> 00:04:55.420]  來教導回眾
[00:04:55.420 --> 00:04:58.660]  我們今天一起來看一看
[00:04:58.660 --> 00:05:00.380]  他來到的時間
[00:05:00.380 --> 00:05:03.620]  雖然帶來很多衝擊
[00:05:03.620 --> 00:05:05.300]  但實際上
[00:05:05.300 --> 00:05:07.140]  是有需要的
[00:05:07.140 --> 00:05:08.500]  為什麼呢?
[00:05:08.500 --> 00:05:11.660]  因為一個極端的規條主義
[00:05:11.660 --> 00:05:15.020]  就是什麼都用規條
[00:05:15.020 --> 00:05:17.300]  來限制人
[00:05:17.300 --> 00:05:19.620]  我講講這個規條的時候
[00:05:19.620 --> 00:05:21.340]  你會覺得
[00:05:21.340 --> 00:05:24.780]  真的啼笑皆非
[00:05:24.780 --> 00:05:27.700]  星期五下午六點開始
[00:05:27.700 --> 00:05:29.860]  所有的以色列人
[00:05:29.860 --> 00:05:33.940]  一直到星期六的下午六點為止
[00:05:33.940 --> 00:05:38.940]  不可以走超過五百步
[00:05:38.940 --> 00:05:39.660]  告訴大家
[00:05:39.660 --> 00:05:41.980]  你差不多要睡在這裡了
[00:05:41.980 --> 00:05:44.340]  五百步容易嗎?
[00:05:44.340 --> 00:05:46.140]  第二
[00:05:46.140 --> 00:05:47.900]  有人病了不可以看醫生
[00:05:47.900 --> 00:05:50.340]  不可以醫病
[00:05:50.340 --> 00:05:51.380]  第三
[00:05:51.380 --> 00:05:52.500]  出街
[00:05:52.500 --> 00:05:55.180]  鞋帶掉了不可以綁鞋帶
[00:05:55.180 --> 00:05:58.660]  你任由他掉吧
[00:05:58.660 --> 00:06:00.420]  第四
[00:06:00.420 --> 00:06:03.060]  牛掉下坑你不要拉他上來
[00:06:03.060 --> 00:06:04.180]  你一拉他上來
[00:06:04.180 --> 00:06:05.540]  那些叫做工作
[00:06:05.540 --> 00:06:08.940]  違反安息入條例
[00:06:08.940 --> 00:06:10.980]  那這個是罪
[00:06:10.980 --> 00:06:14.620]  可能要被人用石頭扔
[00:06:14.620 --> 00:06:15.380]  接著
[00:06:15.380 --> 00:06:17.660]  平日每一天
[00:06:17.660 --> 00:06:20.940]  記得寫信的時候
[00:06:20.940 --> 00:06:24.180]  你不要寫下用右手寫
[00:06:24.180 --> 00:06:26.860]  又用左手寫
[00:06:26.860 --> 00:06:29.340]  如果一個人寫信是用右手寫
[00:06:29.340 --> 00:06:30.300]  又用左手寫
[00:06:30.300 --> 00:06:32.020]  這個是犯罪
[00:06:32.020 --> 00:06:35.500]  一個人寫信用兩種顏色來寫
[00:06:35.500 --> 00:06:36.780]  犯罪
[00:06:36.780 --> 00:06:38.220]  一個人寫信
[00:06:38.220 --> 00:06:40.900]  你用了兩種顏料去寫
[00:06:40.900 --> 00:06:42.500]  犯罪
[00:06:42.500 --> 00:06:43.740]  吃飯
[00:06:43.740 --> 00:06:47.180]  不要有時用右手有時用左手
