
[00:00:00.000 --> 00:00:04.200]  今天我們的題目叫做做好我那份
[00:00:04.200 --> 00:00:07.300]  去年在其中一個少年營裏面
[00:00:07.300 --> 00:00:09.060]  有一個破冰問題
[00:00:09.060 --> 00:00:10.480]  就是我和少年人在那裏分享
[00:00:10.480 --> 00:00:12.700]  究竟你有什麼課外活動呢?
[00:00:12.700 --> 00:00:14.660]  說著說著他們就開始問
[00:00:14.660 --> 00:00:18.360]  咦!有些什麼大家是參加過校隊的呢?
[00:00:18.360 --> 00:00:19.780]  有一個少年人就跟我說
[00:00:19.780 --> 00:00:20.760]  哎呀!肥成
[00:00:20.760 --> 00:00:22.480]  我預專是肥成
[00:00:22.480 --> 00:00:24.640]  就是你這樣的身形
[00:00:24.640 --> 00:00:28.400]  你是不可能參加過校隊的了
[00:00:28.400 --> 00:00:30.520]  咦!我說錯了
[00:00:30.520 --> 00:00:33.000]  我說我在英國讀中學的時候
[00:00:33.000 --> 00:00:35.080]  我有一年三年
[00:00:35.080 --> 00:00:38.840]  我是入選了校隊的籃球隊的
[00:00:38.840 --> 00:00:40.520]  於是別人就說
[00:00:40.520 --> 00:00:41.720]  居然
[00:00:41.720 --> 00:00:43.560]  為什麼會這樣
[00:00:43.560 --> 00:00:45.400]  他們開始很好奇地問
[00:00:45.400 --> 00:00:49.040]  咦!你是不是射球射得很厲害
[00:00:49.040 --> 00:00:51.560]  不是啊!我射下去其實也不是很準的
[00:00:51.560 --> 00:00:53.520]  難道你傳球很厲害
[00:00:53.520 --> 00:00:54.240]  你是不是那些
[00:00:54.240 --> 00:00:56.960]  就是看這邊的球可以射到那邊的那些
[00:00:56.960 --> 00:01:00.360]  我說我看這邊也未必傳得到的
[00:01:00.360 --> 00:01:01.520]  他說如果是這樣
[00:01:01.520 --> 00:01:03.640]  你是不是在盤球很厲害的
[00:01:03.640 --> 00:01:04.400]  我說也不是啊
[00:01:04.400 --> 00:01:06.680]  盤盤走走我也不知道球去了哪裡
[00:01:06.680 --> 00:01:07.360]  然後他說
[00:01:07.360 --> 00:01:08.400]  哦!我知道了
[00:01:08.400 --> 00:01:10.040]  你大份
[00:01:10.040 --> 00:01:11.800]  你搶籃球很厲害的
[00:01:11.800 --> 00:01:13.240]  咦!我說搶籃球好一點
[00:01:13.240 --> 00:01:13.960]  是的
[00:01:13.960 --> 00:01:15.760]  不過也不是真的很厲害
[00:01:15.760 --> 00:01:18.200]  他說你樣樣都不是很厲害
[00:01:18.200 --> 00:01:21.400]  你憑什麼能夠進入校隊
[00:01:21.400 --> 00:01:25.120]  他說你猜我憑什麼能夠進入校隊呢?
[00:01:25.120 --> 00:01:27.960]  昨天有一個勁敗隊隊員很厲害
[00:01:27.960 --> 00:01:32.560]  他說你憑妨礙著進入校隊
[00:01:32.560 --> 00:01:33.800]  是真的
[00:01:33.800 --> 00:01:36.280]  你知道我以前在籃球隊的作用是什麼嗎?
[00:01:36.280 --> 00:01:39.720]  就是每一次如果對方有一個很厲害的進攻球員的時候
[00:01:39.720 --> 00:01:41.400]  教練就會說要你出去
[00:01:41.400 --> 00:01:42.440]  幫我妨礙著他
[00:01:42.440 --> 00:01:44.440]  就是你遮著他
[00:01:44.440 --> 00:01:45.880]  最好就是你遮著他
[00:01:45.880 --> 00:01:48.600]  讓他看不到隊友
[00:01:48.600 --> 00:01:50.040]  讓他看不到籃子
[00:01:50.040 --> 00:01:53.640]  攔阻人視線是我其中一個強項
[00:01:53.640 --> 00:01:56.320]  所以這就是我那份
[00:01:56.320 --> 00:01:59.760]  其實很坦白我沒有打過正選
[00:01:59.760 --> 00:02:04.000]  但每一次如果對方有一個很突出的攻擊球員
[00:02:04.000 --> 00:02:05.440]  教練就會說要你出去
[00:02:05.440 --> 00:02:06.240]  出去一段時間
[00:02:06.240 --> 00:02:07.200]  妨礙著他
[00:02:07.200 --> 00:02:08.120]  遮著他
[00:02:08.120 --> 00:02:09.080]  妨礙著他
[00:02:09.080 --> 00:02:11.560]  總之你憑你自己的盡力
[00:02:11.560 --> 00:02:13.440]  去妨礙著他就可以了
[00:02:13.440 --> 00:02:14.520]  於是我就不斷出去
[00:02:14.520 --> 00:02:15.480]  不斷妨礙著他
[00:02:15.480 --> 00:02:16.040]  妨礙著他
[00:02:16.040 --> 00:02:18.880]  希望用我龐大的身軀去遮擋他的視線
[00:02:18.880 --> 00:02:19.680]  就是這樣
[00:02:19.680 --> 00:02:23.200]  我連續三年進入了籃球隊
[00:02:23.200 --> 00:02:26.240]  教練經常跟我說
[00:02:26.240 --> 00:02:28.920]  每一個人都有自己的作用
[00:02:28.920 --> 00:02:31.080]  只要做好自己的作用
[00:02:31.080 --> 00:02:32.920]  你就能夠幫助球隊
[00:02:32.920 --> 00:02:35.120]  你就能夠幫助球隊贏球
[00:02:35.120 --> 00:02:38.640]  所以我很盡力做好我那份
[00:02:38.640 --> 00:02:41.840]  我們現在看回之前我們在哥倫多前書
[00:02:41.840 --> 00:02:44.880]  陳牧師跟我們說的《婚姻秘笈》
[00:02:44.880 --> 00:02:48.600]  接著是Parsifalini跟我們說的《獨生也精彩》
[00:02:48.600 --> 00:02:50.520]  其實裏面有一個訊息
[00:02:50.520 --> 00:02:53.440]  就是無論今天你是一個已婚的弟兄姊妹
[00:02:53.440 --> 00:02:55.280]  或者今天你是一個獨生的弟兄姊妹
[00:02:55.280 --> 00:02:57.840]  其實你都可以活出你的份
[00:02:57.840 --> 00:03:00.840]  以及活出在神裏面的精彩
[00:03:00.840 --> 00:03:03.520]  同樣其實今天我們要說的這段經文
[00:03:03.520 --> 00:03:08.960]  是夾雜在婚姻和獨生中間的一段經文
[00:03:08.960 --> 00:03:12.960]  是哥倫多前書七章十七到二十四節
[00:03:12.960 --> 00:03:14.840]  其實這段經文
[00:03:14.840 --> 00:03:17.640]  跟《婚姻秘笈》和《獨生也精彩》
[00:03:17.640 --> 00:03:19.760]  可以視為一個系列
[00:03:19.760 --> 00:03:21.560]  而中間有一個很重要的訊息
[00:03:21.560 --> 00:03:23.960]  就是無論今天你是甚麼身份
[00:03:23.960 --> 00:03:25.280]  你是甚麼環境
[00:03:25.280 --> 00:03:27.360]  神給你現在的處境是甚麼
[00:03:27.360 --> 00:03:30.560]  你都可以做好你自己的一份
[00:03:30.560 --> 00:03:34.000]  所以今天我們一起去看這段聖經
[00:03:34.000 --> 00:03:36.240]  我們怎樣可以做好我們自己的一份呢?
[00:03:36.240 --> 00:03:38.440]  我們怎樣可以做好神給我們的一份呢?
[00:03:38.440 --> 00:03:42.240]  我們在中間學三個很重要的功課好嗎?
[00:03:42.240 --> 00:03:45.360]  梁家騮哥說今天有三個很重要的功課
[00:03:45.360 --> 00:03:49.440]  好像不是很重要
[00:03:49.440 --> 00:03:53.080]  他跟家騮哥說今天打算學三個很重要的功課
[00:03:53.080 --> 00:03:56.080]  感謝主啊
[00:03:56.080 --> 00:03:57.920]  最多回應是這次了
[00:03:57.920 --> 00:04:01.560]  好,我們一起去看第一個功課好嗎?
[00:04:01.560 --> 00:04:03.680]  第一個功課我們去學習
[00:04:03.680 --> 00:04:06.840]  我們認定環境和處境
[00:04:06.840 --> 00:04:10.760]  都不能夠成為我們做好我們那份的難阻
[00:04:10.760 --> 00:04:14.440]  好,我們首先一起去看第七章的十七節好嗎?
[00:04:14.440 --> 00:04:16.280]  我們一起讀一二三
[00:04:16.280 --> 00:04:19.760]  只要照主所分級各人的
[00:04:19.760 --> 00:04:22.680]  和神所召各人的而行
[00:04:22.680 --> 00:04:26.040]  我吩咐各教會都是這樣
[00:04:26.040 --> 00:04:27.640]  我們看一段聖經
[00:04:27.640 --> 00:04:31.040]  其實保羅說今天你要照著主所分級你的
[00:04:31.040 --> 00:04:34.480]  照著主所召你的而行
[00:04:34.480 --> 00:04:38.280]  而所分級的意思是今天你要按照
[00:04:38.280 --> 00:04:40.840]  今天神所分配給你的
[00:04:40.840 --> 00:04:45.440]  而所召的意思就是今天神呼召你安排在你的崗位裡面
[00:04:45.440 --> 00:04:48.280]  所以今天無論神分配給你的環境是怎麼樣
[00:04:48.280 --> 00:04:50.640]  或者神分配給你的背景是怎麼樣
[00:04:50.640 --> 00:04:54.400]  或者今天神安排你呼召你在一個什麼工作的環境
[00:04:54.400 --> 00:04:57.400]  或者今天神去呼召你在一個什麼處境裡面
[00:04:57.400 --> 00:05:01.040]  你就在那裡去行好神的那一份
[00:05:01.040 --> 00:05:03.000]  但很多時候
[00:05:03.000 --> 00:05:04.720]  我們會覺得
[00:05:04.720 --> 00:05:07.400]  我們是不是真的可以這樣去行呢?
[00:05:07.400 --> 00:05:10.640]  很多人可能會覺得今天神給我們的那一份
[00:05:10.640 --> 00:05:12.480]  我怎麼去做好我的那一份呢?
[00:05:12.760 --> 00:05:16.320]  今天神給我們的處境我們怎麼去做好我的那一份呢?
[00:05:16.320 --> 00:05:20.160]  但是我很喜歡有一個聖經學者這樣說
[00:05:20.160 --> 00:05:23.600]  他說其實今天基督徒的召命
[00:05:23.600 --> 00:05:28.920]  很多時候是透過或者藉著環境的限制
[00:05:28.920 --> 00:05:30.760]  讓我們在那裡侍奉神的
[00:05:30.760 --> 00:05:31.920]  我再說一次
[00:05:31.920 --> 00:05:33.920]  很多時候神給我們的召命
[00:05:33.920 --> 00:05:38.360]  是透過和藉著環境的限制
[00:05:38.360 --> 00:05:40.120]  叫我們在那裡侍奉神
[00:05:40.120 --> 00:05:43.640]  所以當我們很多時候問我這樣的背景我怎麼做好我的那一份呢?
[00:05:43.640 --> 00:05:46.640]  哇!神現在給我這麼困難的環境我怎麼做好我的那一份呢?
[00:05:46.640 --> 00:05:50.160]  神現在擺在我這麼混亂的處境裡面我怎麼做好我的那一份呢?
[00:05:50.160 --> 00:05:53.920]  其實無論什麼都不能夠成為我們的難阻
[00:05:53.920 --> 00:05:58.240]  這一刻我就想起保羅在《肥納比書》裡面說的
[00:05:58.240 --> 00:06:01.600]  所以我們一起讀《肥納比書》一章十二至十四節
[00:06:01.600 --> 00:06:02.600]  我們一起讀
[00:06:02.600 --> 00:06:03.720]  一、二、三
[00:06:03.720 --> 00:06:04.880]  弟兄們
[00:06:05.280 --> 00:06:10.600]  因你們知道我所遭遇的事更是叫福音興旺
[00:06:10.600 --> 00:06:16.440]  以至我所受的困所在遇刑全軍和其餘的人中
[00:06:16.440 --> 00:06:19.520]  已經顯明是為基督的緣故
[00:06:19.520 --> 00:06:26.200]  並且那在主裡的弟兄多半因我受的困所就篤信不疑
[00:06:26.200 --> 00:06:30.600]  於發放膽傳神的道無所懼怕
[00:06:30.600 --> 00:06:32.920]  我們看看保羅在《肥納比書》所說的時候
[00:06:32.920 --> 00:06:35.120]  大家知不知道他寫這段聖經的時候他在哪裡呢?
[00:06:35.120 --> 00:06:37.440]  他在坐牢啊!
[00:06:37.440 --> 00:06:39.520]  但是他不是犯事坐牢
[00:06:39.520 --> 00:06:41.200]  保羅不是犯事坐牢
[00:06:41.200 --> 00:06:43.320]  保羅是為傳福音去坐牢的
