
[00:00:00.000 --> 00:00:02.000]  鳳子明問候定智慧平安
[00:00:02.000 --> 00:00:04.000]  鳳子問候定智慧平安
[00:00:04.000 --> 00:00:13.000]  大家知道我們今天活在一個相當文明的時代
[00:00:13.000 --> 00:00:16.000]  我們現在活在一個相當文明的時代
[00:00:16.000 --> 00:00:21.000]  因為政治的分歧是有的
[00:00:21.000 --> 00:00:23.000]  政治分歧是有的
[00:00:23.000 --> 00:00:26.000]  我們用選舉來解決問題
[00:00:26.000 --> 00:00:28.000]  我們是以選舉來解決問題
[00:00:28.000 --> 00:00:30.000]  所以你看到每個國家
[00:00:30.000 --> 00:00:32.000]  一時是這個黨執政
[00:00:32.000 --> 00:00:33.000]  一時是那個黨執政
[00:00:33.000 --> 00:00:36.000]  你會經常看到這個國家可能是這個黨執政
[00:00:36.000 --> 00:00:38.000]  過一段時間又變成另外一個黨執政
[00:00:38.000 --> 00:00:42.000]  但是這個過程都是很文明的
[00:00:42.000 --> 00:00:44.000]  整個過程相當是比較文明的
[00:00:44.000 --> 00:00:46.000]  沒有人死
[00:00:46.000 --> 00:00:48.000]  沒有人死傷
[00:00:48.000 --> 00:00:51.000]  但是一些沒有那麼文明的國家
[00:00:51.000 --> 00:00:53.000]  沒有這麼文明的國家
[00:00:53.000 --> 00:00:59.000]  每一次中國有一個術語叫做變天
[00:00:59.000 --> 00:01:01.000]  中國有句話叫做變天
[00:01:01.000 --> 00:01:04.000]  變天就是換了統治者的時候
[00:01:04.000 --> 00:01:06.000]  換了統治者的時候
[00:01:06.000 --> 00:01:07.000]  有人死
[00:01:07.000 --> 00:01:08.000]  就會有人死
[00:01:08.000 --> 00:01:11.000]  所以如果一個國家變天沒有人死
[00:01:11.000 --> 00:01:12.000]  這個國家文明
[00:01:12.000 --> 00:01:14.000]  如果這個國家變天沒有人死
[00:01:14.000 --> 00:01:15.000]  這個國家就是文明的
[00:01:15.000 --> 00:01:16.000]  有人死呢
[00:01:16.000 --> 00:01:17.000]  如果有人死呢
[00:01:17.000 --> 00:01:20.000]  仍然是好像以前的野蠻時代
[00:01:20.000 --> 00:01:22.000]  就好像當時的野蠻時代
[00:01:22.000 --> 00:01:24.000]  我們中國歷史是不是看到了?
[00:01:24.000 --> 00:01:25.000]  我們中國歷史是看到了
[00:01:25.000 --> 00:01:26.000]  改朝換代
[00:01:26.000 --> 00:01:27.000]  改朝換代
[00:01:27.000 --> 00:01:28.000]  天下是不是打回來的?
[00:01:28.000 --> 00:01:30.000]  天下是不是要打下來的?
[00:01:30.000 --> 00:01:36.000]  2700年前的以色列
[00:01:36.000 --> 00:01:38.000]  2700年前的以色列
[00:01:38.000 --> 00:01:40.000]  多久了?
[00:01:40.000 --> 00:01:42.000]  好像很久了
[00:01:42.000 --> 00:01:44.000]  相當於什麼中國時代?
[00:01:44.000 --> 00:01:45.000]  相當於中國什麼時代?
[00:01:45.000 --> 00:01:47.000]  七國禁亂
[00:01:47.000 --> 00:01:49.000]  中國的七國
[00:01:49.000 --> 00:01:53.000]  是不是春秋戰國?
[00:01:53.000 --> 00:01:54.000]  春秋戰國
[00:01:54.000 --> 00:01:55.000]  可能還早一點
[00:01:55.000 --> 00:01:58.000]  因為周朝呢
[00:01:58.000 --> 00:02:02.000]  周朝是漢子朝的800年
[00:02:02.000 --> 00:02:04.000]  因為周朝是漢朝前面
[00:02:04.000 --> 00:02:08.000]  漢朝只不過是主秦200年左右
[00:02:08.000 --> 00:02:10.000]  漢朝主秦200年
[00:02:10.000 --> 00:02:12.000]  整個周朝是主秦1000年
[00:02:12.000 --> 00:02:15.000]  周朝主秦1000年
[00:02:15.000 --> 00:02:18.000]  現在的以色列是主秦2700年
[00:02:19.000 --> 00:02:21.000]  這是主秦2700年
[00:02:21.000 --> 00:02:22.000]  之前700年
[00:02:22.000 --> 00:02:23.000]  主秦700年
[00:02:23.000 --> 00:02:26.000]  因為他7月2BCC被亡
[00:02:26.000 --> 00:02:29.000]  因為主秦722年前被亡
[00:02:29.000 --> 00:02:31.000]  現在這個時代是800年主秦
[00:02:31.000 --> 00:02:33.000]  現在大概是主秦800年的時代
[00:02:33.000 --> 00:02:38.000]  是不是相當於我們中國的周朝?
[00:02:38.000 --> 00:02:40.000]  相當於我們中國的周朝
[00:02:40.000 --> 00:02:41.000]  漢商朝
[00:02:41.000 --> 00:02:42.000]  是不是?
[00:02:42.000 --> 00:02:43.000]  大家看到嗎?
[00:02:43.000 --> 00:02:44.000]  很野蠻的
[00:02:44.000 --> 00:02:45.000]  很野蠻的
[00:02:45.000 --> 00:02:46.000]  打仗的
[00:02:46.000 --> 00:02:47.000]  打仗的
[00:02:47.000 --> 00:02:49.000]  現在以色列
[00:02:49.000 --> 00:02:50.000]  現在以色列
[00:02:50.000 --> 00:02:53.000]  每一次改朝換代
[00:02:53.000 --> 00:02:55.000]  每一次改朝換代
[00:02:55.000 --> 00:02:57.000]  統治者要死
[00:02:57.000 --> 00:02:58.000]  統治者要死
[00:02:58.000 --> 00:02:59.000]  是不是?
[00:02:59.000 --> 00:03:00.000]  是很野蠻的時代
[00:03:00.000 --> 00:03:01.000]  是很野蠻的時代
[00:03:01.000 --> 00:03:02.000]  各位聽眾
[00:03:02.000 --> 00:03:04.000]  上帝斯文
[00:03:04.000 --> 00:03:05.000]  上帝斯文
[00:03:05.000 --> 00:03:06.000]  國家
[00:03:06.000 --> 00:03:07.000]  國家
[00:03:07.000 --> 00:03:09.000]  你不要以為很美麗
[00:03:09.000 --> 00:03:10.000]  不要以為很美麗
[00:03:10.000 --> 00:03:11.000]  一樣要見血
[00:03:11.000 --> 00:03:12.000]  一樣要見血
[00:03:12.000 --> 00:03:13.000]  各位聽眾
[00:03:13.000 --> 00:03:16.000]  我們現在讀到列王記下的第15章
[00:03:16.000 --> 00:03:18.000]  我們現在讀到列王記下的第15章
[00:03:18.000 --> 00:03:20.000]  你會看到很多血腥的鏡頭
[00:03:20.000 --> 00:03:22.000]  你會看到很多血腥的鏡頭
[00:03:22.000 --> 00:03:23.000]  血腥的鏡頭
[00:03:23.000 --> 00:03:25.000]  血腥的鏡頭
[00:03:25.000 --> 00:03:27.000]  所以你看到第15章的時候
[00:03:27.000 --> 00:03:28.000]  有兩個字
[00:03:28.000 --> 00:03:29.000]  擊殺這個字
[00:03:29.000 --> 00:03:30.000]  出現很多次
[00:03:30.000 --> 00:03:31.000]  第15章看到兩個字
[00:03:31.000 --> 00:03:32.000]  經常出現
[00:03:32.000 --> 00:03:33.000]  擊殺
[00:03:33.000 --> 00:03:34.000]  出現有人死
[00:03:34.000 --> 00:03:35.000]  出現有人死
[00:03:35.000 --> 00:03:37.000]  各位聽眾
[00:03:37.000 --> 00:03:38.000]  各位聽眾
[00:03:38.000 --> 00:03:40.000]  以色列各種社會
[00:03:40.000 --> 00:03:41.000]  以色列各種社會
[00:03:41.000 --> 00:03:42.000]  它不是出現一個
[00:03:42.000 --> 00:03:43.000]  它不是出現一個
[00:03:43.000 --> 00:03:47.000]  幻想的時代
[00:03:47.000 --> 00:03:48.000]  幻想的景象
[00:03:48.000 --> 00:03:49.000]  不是
[00:03:49.000 --> 00:03:52.000]  不是一個幻想的時代
[00:03:52.000 --> 00:03:53.000]  或者幻想的景象
[00:03:53.000 --> 00:03:57.000]  是有很血腥的味道
[00:03:57.000 --> 00:03:59.000]  活生生的血腥味
[00:03:59.000 --> 00:04:01.000]  是有很多的血腥味
[00:04:01.000 --> 00:04:03.000]  所以看到一件事
[00:04:03.000 --> 00:04:06.000]  如果不是上帝在後面來管治
[00:04:06.000 --> 00:04:08.000]  如果沒有上帝在後面管治
[00:04:08.000 --> 00:04:12.000]  這個國家就是充滿血腥
[00:04:12.000 --> 00:04:14.000]  這個國家就是充滿血腥
[00:04:14.000 --> 00:04:17.000]  我們上次和大家講到
[00:04:17.000 --> 00:04:22.000]  列王記下第15章1到7節
[00:04:22.000 --> 00:04:23.000]  上次我們講到
[00:04:23.000 --> 00:04:25.000]  列王記下第15章1到7節
[00:04:25.000 --> 00:04:28.000]  是講到阿薩尼亞
[00:04:28.000 --> 00:04:31.000]  或者叫烏西亞之字
[00:04:31.000 --> 00:04:32.000]  就是講到
[00:04:32.000 --> 00:04:34.000]  阿薩尼亞或者叫烏西亞之字
[00:04:34.000 --> 00:04:35.000]  這個就是
[00:04:35.000 --> 00:04:36.000]  我想講的是
[00:04:36.000 --> 00:04:37.000]  第一節到第7節
[00:04:37.000 --> 00:04:40.000]  猶大王阿薩尼亞護世之字
[00:04:40.000 --> 00:04:43.000]  他在位52年這麼久
[00:04:43.000 --> 00:04:45.000]  就是說在我15章1到7節
[00:04:45.000 --> 00:04:46.000]  講到阿薩尼亞
[00:04:46.000 --> 00:04:48.000]  也叫烏西亞之字
[00:04:48.000 --> 00:04:50.000]  他坐位有52年之久
[00:04:50.000 --> 00:04:51.000]  作者只講一句
[00:04:51.000 --> 00:04:55.000]  他行耶和華眼中看為正的事
[00:04:55.000 --> 00:04:58.000]  效法他父親阿瑪西一切所作的
[00:04:58.000 --> 00:04:59.000]  第三節
[00:04:59.000 --> 00:05:00.000]  第三節提到
[00:05:00.000 --> 00:05:03.000]  阿薩尼亞行耶和華眼中看為正的事
[00:05:03.000 --> 00:05:07.000]  效法他父親阿瑪西一切所行的
[00:05:07.000 --> 00:05:09.000]  但是沒有具一個任何事實
[00:05:09.000 --> 00:05:10.000]  沒有illustration
[00:05:10.000 --> 00:05:12.000]  但是沒有具任何事實
[00:05:12.000 --> 00:05:13.000]  然後又說
[00:05:13.000 --> 00:05:15.000]  耶和華江河與王
[00:05:15.000 --> 00:05:18.000]  耶和華江河與王
[00:05:18.000 --> 00:05:20.000]  使他長大麻蜂直到死人
[00:05:20.000 --> 00:05:22.000]  使他長大麻蜂直到死人
[00:05:22.000 --> 00:05:23.000]  但是你忘記了
[00:05:23.000 --> 00:05:25.000]  又沒有說他做了什麼事
[00:05:25.000 --> 00:05:26.000]  沒有忘記他做了什麼事
[00:05:26.000 --> 00:05:27.000]  沒有說他做了什麼事
[00:05:27.000 --> 00:05:28.000]  各位聽眾
[00:05:28.000 --> 00:05:29.000]  我上次講了
[00:05:29.000 --> 00:05:32.000]  我用了歷代之下的26章講了
[00:05:32.000 --> 00:05:36.000]  我今天是補充
[00:05:36.000 --> 00:05:38.000]  我不是重複我上次的講題
[00:05:38.000 --> 00:05:40.000]  我今天是補充
