
[00:00:00.000 --> 00:00:01.200]  聽姐妹平安
[00:00:01.200 --> 00:00:02.200]  平安
[00:00:02.200 --> 00:00:06.100]  記得很多年前
[00:00:06.100 --> 00:00:07.700]  已經二十年了
[00:00:07.700 --> 00:00:10.600]  當時我還在做生意
[00:00:10.600 --> 00:00:17.100]  有一次我帶了公司的同事來堅震參加啟發課程
[00:00:17.100 --> 00:00:19.500]  最後一起聽報道會
[00:00:19.500 --> 00:00:21.000]  聽完之後
[00:00:21.000 --> 00:00:23.200]  有一個同事跟我說
[00:00:23.200 --> 00:00:26.200]  他說「我承認自己有犯罪」
[00:00:26.200 --> 00:00:29.700]  「不過人犯罪就是應該死」
[00:00:30.200 --> 00:00:31.600]  「不應該救的」
[00:00:31.600 --> 00:00:33.300]  我當時想
[00:00:33.300 --> 00:00:36.600]  可能他不知道罪的嚴重性
[00:00:36.600 --> 00:00:39.400]  又或者不覺得後果那麼近身
[00:00:39.400 --> 00:00:42.500]  其實死亡對他來說不是那麼緊迫
[00:00:42.500 --> 00:00:46.000]  不過最近我回想起他的疑問
[00:00:46.000 --> 00:00:47.800]  反而又覺得
[00:00:47.800 --> 00:00:50.600]  可能我們都跟他一樣
[00:00:50.600 --> 00:00:53.000]  有時候我們不太明白
[00:00:53.000 --> 00:00:56.500]  上帝的恩惠和慈愛其實有多少
[00:00:57.200 --> 00:01:00.700]  就是在我們所謂都未知死的時候
[00:01:00.700 --> 00:01:04.200]  上帝已經預備好給我們的恩典
[00:01:04.200 --> 00:01:09.600]  上帝的救贖工作實在是超乎人能夠想像
[00:01:09.600 --> 00:01:10.800]  甚至是明白的
[00:01:10.800 --> 00:01:15.800]  因為公義的上帝同時又有無盡的恩惠
[00:01:15.800 --> 00:01:18.200]  兩樣東西都同時存在
[00:01:18.200 --> 00:01:20.200]  都不是那麼容易明白
[00:01:20.200 --> 00:01:24.800]  我們今天讀的經文在詩篇一百零三篇
[00:01:25.400 --> 00:01:27.800]  正正就是講到上帝的恩惠
[00:01:27.800 --> 00:01:30.600]  他的公義和他的掌權
[00:01:30.600 --> 00:01:35.400]  都是一起在這位上帝身上
[00:01:35.400 --> 00:01:38.200]  讓我們可以看到這位奇妙的上帝
[00:01:38.200 --> 00:01:39.800]  認識他多一點
[00:01:39.800 --> 00:01:41.800]  他究竟是一個怎樣的神
[00:01:41.800 --> 00:01:45.600]  詩篇一百零三篇是一首焦點
[00:01:45.600 --> 00:01:49.600]  完全在上帝身上的讚美上帝的詩
[00:01:49.600 --> 00:01:52.600]  我們會一起來讀
[00:01:52.600 --> 00:01:53.600]  讀的時候
[00:01:53.700 --> 00:01:57.600]  你可以留意一下當中的詩人怎樣形容上帝
[00:01:57.600 --> 00:02:02.400]  我常常覺得當我們會眾一齊來中讀經文
[00:02:02.400 --> 00:02:06.400]  你在家裡很難去有這樣的機會
[00:02:06.400 --> 00:02:08.100]  當我們一起讀的時候
[00:02:08.100 --> 00:02:09.400]  特別是詩篇
[00:02:09.400 --> 00:02:11.400]  特別有一番的味道
[00:02:11.400 --> 00:02:14.600]  網上的你我也邀請你一起來中讀
[00:02:14.600 --> 00:02:17.000]  詩篇一百零三篇
[00:02:17.000 --> 00:02:19.600]  我的心啊
[00:02:19.600 --> 00:02:21.800]  你要稱眾耶和華
[00:02:22.000 --> 00:02:24.000]  凡在我裡面的
[00:02:24.000 --> 00:02:26.600]  也要稱眾他的聖名
[00:02:26.600 --> 00:02:28.000]  我的心啊
[00:02:28.000 --> 00:02:30.400]  你要稱眾耶和華
[00:02:30.400 --> 00:02:33.600]  不可忘記他的一切恩惠
[00:02:33.600 --> 00:02:36.600]  他赦免你的一切罪孽
[00:02:36.600 --> 00:02:39.200]  醫治你的一切疾病
[00:02:39.200 --> 00:02:41.400]  他救贖你的命
[00:02:41.400 --> 00:02:42.800]  脫離死亡
[00:02:42.800 --> 00:02:46.800]  以仁愛和慈悲為你的冠冕
[00:02:46.800 --> 00:02:48.400]  他用美物
[00:02:48.400 --> 00:02:51.400]  使你所願的得以知足
[00:02:51.600 --> 00:02:54.600]  以致你如鷹返路還同
[00:02:54.600 --> 00:02:57.200]  耶和華施行公義
[00:02:57.200 --> 00:03:00.200]  為一切受屈的人伸冤
[00:03:00.200 --> 00:03:03.600]  他使摩西知道他的法則
[00:03:03.600 --> 00:03:07.400]  叫以色列人了得他的作為
[00:03:07.400 --> 00:03:09.800]  耶和華有憐憫
[00:03:09.800 --> 00:03:11.000]  有恩典
[00:03:11.000 --> 00:03:12.800]  不輕易發怒
[00:03:12.800 --> 00:03:15.400]  且有豐盛的慈愛
[00:03:15.400 --> 00:03:17.600]  他不長久責備
[00:03:17.600 --> 00:03:19.800]  也不永遠懷怒
[00:03:20.000 --> 00:03:23.600]  他沒有按我們的罪過待我們
[00:03:23.600 --> 00:03:27.600]  也沒有照我們的罪孽報應我們
[00:03:27.600 --> 00:03:30.200]  天離地何等的高
[00:03:30.200 --> 00:03:33.200]  他的慈愛向敬畏他的人
[00:03:33.200 --> 00:03:35.400]  也是何等的大
[00:03:35.400 --> 00:03:38.000]  東離西有多遠
[00:03:38.000 --> 00:03:40.200]  他叫我們的過犯
[00:03:40.200 --> 00:03:42.400]  離我們也有多遠
[00:03:42.400 --> 00:03:45.800]  徒親怎樣憐恤他的兒女
[00:03:45.800 --> 00:03:49.800]  耶和華也怎樣憐恤敬畏他的人
[00:03:50.000 --> 00:03:53.200]  因為他知道我們的本體
[00:03:53.200 --> 00:03:56.600]  思念我們不過是塵土
[00:03:56.600 --> 00:03:58.200]  至於世人
[00:03:58.200 --> 00:04:01.000]  他的年日如草一樣
[00:04:01.000 --> 00:04:03.800]  他發旺如野地的花
[00:04:03.800 --> 00:04:07.000]  輕風一吹便歸無由
[00:04:07.000 --> 00:04:10.600]  他的源處也不再認識他
[00:04:10.600 --> 00:04:15.200]  但耶和華的慈愛歸於敬畏他的人
[00:04:15.200 --> 00:04:17.600]  從耿古到永遠
[00:04:17.800 --> 00:04:21.600]  他的公義也歸於子子孫孫
[00:04:21.600 --> 00:04:24.600]  就是那些遵行他的約
[00:04:24.600 --> 00:04:28.600]  紀念他的訓詞而遵行的人
[00:04:28.600 --> 00:04:32.400]  耶和華在天上立定寶座
[00:04:32.400 --> 00:04:35.400]  他的權柄統管萬有
[00:04:35.400 --> 00:04:37.400]  聽從他命令
[00:04:37.400 --> 00:04:39.200]  承傳他旨意
[00:04:39.200 --> 00:04:41.400]  有大能的天使
[00:04:41.400 --> 00:04:43.800]  都要稱重耶和華
[00:04:43.800 --> 00:04:46.400]  你們作他的諸君
[00:04:46.600 --> 00:04:48.200]  作他的僕人
[00:04:48.200 --> 00:04:50.200]  行他所喜悅的
[00:04:50.200 --> 00:04:52.800]  都要稱重耶和華
[00:04:52.800 --> 00:04:55.600]  你們一切被他造的
[00:04:55.600 --> 00:04:58.400]  在他所治理的各處
[00:04:58.400 --> 00:05:01.000]  都要稱重耶和華
[00:05:01.000 --> 00:05:02.400]  我的心啊
[00:05:02.400 --> 00:05:05.200]  你要稱重耶和華
[00:05:05.200 --> 00:05:07.200]  在大衛的詩當中
[00:05:07.200 --> 00:05:10.800]  103篇跟其他的詩有點不同
[00:05:10.800 --> 00:05:14.400]  這篇詩幾乎完全沒有說到
[00:05:14.600 --> 00:05:18.000]  私人經歷的一些患難或者掙扎
[00:05:18.000 --> 00:05:20.000]  沒有提到仇敵
[00:05:20.000 --> 00:05:23.000]  甚至沒有很詳細地說到
[00:05:23.000 --> 00:05:25.200]  私人究竟犯了什麼罪
[00:05:25.200 --> 00:05:28.800]  這首是一首徹底的讚美詩
[00:05:28.800 --> 00:05:32.200]  內容是由個人的唱頌開始
[00:05:32.200 --> 00:05:35.600]  然後轉向整個群體一起去唱頌
[00:05:35.600 --> 00:05:39.000]  私人一開始就說出
[00:05:39.000 --> 00:05:41.600]  他心裡面的頌歌
[00:05:41.600 --> 00:05:43.400]  是要發自內心的
[00:05:43.600 --> 00:05:44.800]  我的心啊
[00:05:44.800 --> 00:05:46.600]  你要稱重耶和華
[00:05:46.600 --> 00:05:48.400]  這句重複的唱頌
[00:05:48.400 --> 00:05:51.200]  帶出了這首詩的優美
[00:05:51.200 --> 00:05:53.400]  可能你也唱過這首詩
[00:05:53.400 --> 00:05:56.200]  編成的中文詩歌
[00:05:56.200 --> 00:06:00.200]  然後到詩的第六節
[00:06:00.200 --> 00:06:05.000]  詩文由個人發展成會眾層面的讚美
[00:06:05.000 --> 00:06:07.400]  講述耶和華上主
[00:06:07.400 --> 00:06:10.800]  在他們當中做了什麼
[00:06:10.800 --> 00:06:12.600]  通過上帝的作為
[00:06:12.800 --> 00:06:16.200]  就顯示出這一位是怎樣的上帝
[00:06:16.200 --> 00:06:17.400]  經文裡面說
[00:06:17.400 --> 00:06:20.000]  上帝向他的百姓施恩
[00:06:20.000 --> 00:06:23.400]  不單止將他們拯救
[00:06:23.400 --> 00:06:28.400]  還以喜樂和新生命來充滿他們
[00:06:28.400 --> 00:06:32.000]  就好像第五節這樣說
[00:06:32.000 --> 00:06:34.400]  如鷹返路還童
[00:06:34.400 --> 00:06:37.200]  這個形容如鷹返路還童
[00:06:37.200 --> 00:06:38.800]  那是什麼意思呢
[00:06:38.800 --> 00:06:41.200]  根據猶太人的傳說
[00:06:41.400 --> 00:06:46.000]  鷹年老的時候會躲在山洞裡
[00:06:46.000 --> 00:06:50.000]  將自己的毛拔掉
[00:06:50.000 --> 00:06:52.800]  然後等新的毛生出來
[00:06:52.800 --> 00:06:57.800]  然後他們就會充滿活力地飛上天空
[00:06:57.800 --> 00:07:02.600]  因為鷹比其他的雀鳥飛得更高
[00:07:02.600 --> 00:07:05.000]  好像很接近太陽一樣
[00:07:05.000 --> 00:07:06.800]  所以猶太人就傳說
[00:07:06.800 --> 00:07:09.600]  他們可以支取天上的力量
