
[00:00:00.000 --> 00:00:03.200]  如果我們留意,今年我們教會的主題已經掛出來了
[00:00:03.200 --> 00:00:07.200]  就是「以禱操年暫住身邊」
[00:00:07.200 --> 00:00:10.400]  其實這個是延續我們去年那個方向
[00:00:10.400 --> 00:00:12.200]  在未來這三年裡面
[00:00:12.200 --> 00:00:15.000]  其實我們很想提升弟兄姊妹那個屬靈的生命
[00:00:15.000 --> 00:00:19.600]  所以去年我們很著緊的就是弟兄姊妹那個的靈修生活
[00:00:19.600 --> 00:00:22.600]  所以我們是從零開始到主跟前
[00:00:22.600 --> 00:00:26.000]  但是今年我們會較為著重的就是禱告
[00:00:26.400 --> 00:00:30.600]  我想禱告是每一個基督徒都會知道有好的一面
[00:00:30.600 --> 00:00:32.000]  但是很真
[00:00:32.000 --> 00:00:36.000]  在我們實際的生活裡面我們又很少很享受祈禱
[00:00:36.000 --> 00:00:38.800]  所以今年我們會較為著重在這裡
[00:00:38.800 --> 00:00:40.400]  但是也很感恩
[00:00:40.400 --> 00:00:42.400]  今天是剛剛新的一年開始
[00:00:42.400 --> 00:00:43.800]  我是繼續講大衛
[00:00:43.800 --> 00:00:48.200]  但是今天的信息是跟禱告是有密切的關係的
[00:00:48.200 --> 00:00:51.400]  我們上一次看到大衛他犯姦淫
[00:00:51.400 --> 00:00:55.600]  他搶了人的妻子,殺了人的丈夫
[00:00:56.200 --> 00:00:57.800]  而在這個過程裡面
[00:00:57.800 --> 00:01:02.400]  這個女士為他孕育了一個小孩子
[00:01:02.400 --> 00:01:06.200]  但是神不容許這件事繼續下去
[00:01:06.200 --> 00:01:08.000]  在適當時間
[00:01:08.000 --> 00:01:12.400]  神就差派拿丹仙芝去責備大衛
[00:01:12.400 --> 00:01:17.000]  大衛當面對仙芝的指責之後
[00:01:17.000 --> 00:01:19.600]  他沒有去否認
[00:01:19.600 --> 00:01:23.600]  他沒有用一些言語藝術去掩飾他的錯
[00:01:24.200 --> 00:01:27.600]  他很坦誠的承認就是「我得罪了」
[00:01:27.600 --> 00:01:31.200]  正正這個真正的認罪
[00:01:31.200 --> 00:01:33.000]  神可以赦免他
[00:01:33.000 --> 00:01:36.400]  但是神仍然是要讓刑罰淋在身上
[00:01:36.400 --> 00:01:38.600]  這個顯出神的公義和慈愛
[00:01:38.600 --> 00:01:40.800]  記住神會赦免我們的罪
[00:01:40.800 --> 00:01:42.800]  這個是赦免了我們永遠的刑罰
[00:01:42.800 --> 00:01:46.200]  不代表我們不需要受一些刑罰
[00:01:46.200 --> 00:01:48.200]  神的宣告是什麼呢?
[00:01:48.200 --> 00:01:52.800]  我們一起來看《撒慕爾記》第十二章十三到第十四節
[00:01:52.800 --> 00:01:54.000]  我們一起來讀出
[00:01:55.000 --> 00:01:58.800]  「大衛對拿丹說:我得罪耶和華了
[00:01:58.800 --> 00:02:02.400]  拿丹說:耶和華已經除掉你的罪
[00:02:02.400 --> 00:02:04.200]  你必不至於死
[00:02:04.200 --> 00:02:07.800]  只是你行者是叫耶和華的仇敵
[00:02:07.800 --> 00:02:09.800]  帶得褻瀆的機會
[00:02:09.800 --> 00:02:13.600]  故此你所得的孩子必定要死」
[00:02:13.600 --> 00:02:16.800]  神很清楚的宣告我會赦免你的罪
[00:02:16.800 --> 00:02:20.400]  不過你的細蚊仔會死
[00:02:21.600 --> 00:02:25.600]  今天我們會透過大衛面對自己兒子病重
[00:02:25.600 --> 00:02:28.000]  很懇切的禱告
[00:02:28.000 --> 00:02:30.600]  但結果這個細蚊仔也死了
[00:02:30.600 --> 00:02:34.200]  我們探討到祈禱和神的主權
[00:02:34.200 --> 00:02:36.200]  兩者之間的關係
[00:02:36.200 --> 00:02:39.600]  《撒慕爾記》第十二章第十五節
[00:02:39.600 --> 00:02:41.000]  我們一起來讀出好不好?
[00:02:41.000 --> 00:02:44.000]  「拿丹就回家去了
[00:02:44.000 --> 00:02:46.400]  耶和華擊打烏利亞妻
[00:02:46.400 --> 00:02:48.600]  及大衛所生的孩子
[00:02:48.600 --> 00:02:50.400]  使他得重病」
[00:02:51.000 --> 00:02:55.200]  大家讀聖經最好留意一下那些細節
[00:02:55.200 --> 00:02:57.800]  這裡怎樣稱大衛的妻子?
[00:02:57.800 --> 00:02:58.800]  有沒有留意到?
[00:02:58.800 --> 00:03:03.000]  仍然稱他為烏利亞的妻子
[00:03:03.000 --> 00:03:06.000]  但那時候他們已經正式結婚一段時間了
[00:03:06.000 --> 00:03:09.000]  但仍然稱他為烏利亞的妻子
[00:03:09.000 --> 00:03:11.600]  神就擊打這個孩子
[00:03:11.600 --> 00:03:15.400]  擊打這個字是一個很重的動詞
[00:03:15.400 --> 00:03:17.800]  就好像一個人
[00:03:17.800 --> 00:03:21.200]  被人帶去找磚頭來打磚頭一樣
[00:03:21.200 --> 00:03:23.800]  大家知道這個社會有些人很恐怖
[00:03:23.800 --> 00:03:26.000]  有一段時間有一個叫做「扑頭黨」
[00:03:26.000 --> 00:03:28.800]  現在有一個歌星叫做彭嘉麗
[00:03:28.800 --> 00:03:30.600]  就是當她回家的時候
[00:03:30.600 --> 00:03:32.400]  就被人找磚頭來打磚頭
[00:03:32.400 --> 00:03:34.000]  然後搶了她的錢
[00:03:34.000 --> 00:03:35.600]  她頭骨破裂
[00:03:35.600 --> 00:03:37.200]  差點死
[00:03:37.200 --> 00:03:39.200]  所以今天你看到原來
[00:03:39.200 --> 00:03:42.200]  這個擊打是一個很沉重的字
[00:03:42.200 --> 00:03:45.000]  這個細蚊仔結果七天之後就死了
[00:03:45.000 --> 00:03:47.600]  聖經裡面沒有提到他患什麼病
[00:03:48.000 --> 00:03:49.800]  但至少知道他病了七天之後
[00:03:49.800 --> 00:03:51.000]  就離開世界
[00:03:51.000 --> 00:03:53.200]  在這裡停一停我們會想一想
[00:03:53.200 --> 00:03:54.600]  神是不是很不公平呢?
[00:03:54.600 --> 00:03:56.000]  這個細蚊仔是沒有罪的
[00:03:56.000 --> 00:03:59.800]  聖經裡面是很清楚地說明
[00:03:59.800 --> 00:04:02.600]  《生命記》二十四章第十六節說到
[00:04:02.600 --> 00:04:04.200]  「不可因子殺父
[00:04:04.200 --> 00:04:06.000]  不可因父殺子
[00:04:06.000 --> 00:04:09.000]  凡被殺的都為本身的罪」
[00:04:09.000 --> 00:04:10.400]  這裡很清楚地說
[00:04:10.400 --> 00:04:11.800]  如果兒子犯了錯
[00:04:11.800 --> 00:04:13.800]  他爸爸沒有參與的時候
[00:04:13.800 --> 00:04:15.200]  罪不及他的父親
[00:04:15.200 --> 00:04:17.400]  如果他爸爸犯錯
[00:04:17.400 --> 00:04:19.600]  兒子沒有參與的時候
[00:04:19.600 --> 00:04:21.200]  亦都罪不及子
[00:04:21.200 --> 00:04:22.200]  很清楚
[00:04:22.200 --> 00:04:23.800]  大家都會接受這件事
[00:04:23.800 --> 00:04:26.000]  但接著有另一段經文
[00:04:26.000 --> 00:04:28.600]  就在《出埃及記》裡面第三十四章
[00:04:28.600 --> 00:04:29.600]  第七節
[00:04:29.600 --> 00:04:31.600]  神自己親自宣告
[00:04:31.600 --> 00:04:33.200]  我們一起讀出來好嗎?
[00:04:33.200 --> 00:04:36.600]  「為千萬人存留慈哀
[00:04:36.600 --> 00:04:39.800]  赦免罪孽過犯和罪惡
[00:04:39.800 --> 00:04:42.800]  萬不以為有罪的為無罪
[00:04:42.800 --> 00:04:44.600]  必罪討他的罪
[00:04:44.600 --> 00:04:47.600]  致父及子直到三、四代」
[00:04:47.600 --> 00:04:49.600]  這裡神很清楚地宣告
[00:04:49.600 --> 00:04:52.600]  我是一個滿有恩典、慈愛、憐憫的神
[00:04:52.600 --> 00:04:54.600]  我樂於寬恕罪孽
[00:04:54.600 --> 00:04:55.800]  赦免罪惡
[00:04:55.800 --> 00:04:57.600]  但亦都顯出祂的公義
[00:04:57.600 --> 00:04:59.200]  我萬不以有罪的為無罪
[00:04:59.200 --> 00:05:00.400]  無罪的為有罪
[00:05:00.400 --> 00:05:02.200]  但有一句話我們很難去接受
[00:05:02.200 --> 00:05:04.200]  當我們要追討這個罪的時候
[00:05:04.200 --> 00:05:07.400]  就致父及子直到三、四代
[00:05:07.400 --> 00:05:11.000]  前面你只是在說禍匹及自己的兒女
[00:05:11.000 --> 00:05:13.600]  為什麼這裡就致父及子直到三、四代?
[00:05:14.600 --> 00:05:16.600]  其實是兩個不同的角度
[00:05:16.600 --> 00:05:18.400]  《生命記》你要留意
[00:05:18.400 --> 00:05:20.400]  這個是律法上的條文
[00:05:20.400 --> 00:05:22.400]  即是法官審案
[00:05:22.400 --> 00:05:24.800]  如果那個父親犯事
[00:05:24.800 --> 00:05:26.600]  但兒子沒有參與的時候
[00:05:26.600 --> 00:05:28.000]  只是懲罰父親而已
[00:05:28.000 --> 00:05:29.600]  就不關兒子的事
[00:05:29.600 --> 00:05:31.600]  這個都是我們今天的法律精神
[00:05:31.600 --> 00:05:34.800]  但是在《出乃及記》那裡
[00:05:34.800 --> 00:05:36.400]  神是在說他的屬性
[00:05:36.400 --> 00:05:40.200]  其實是在說罪的那種蠶食性
[00:05:40.200 --> 00:05:42.400]  延續性和可怕性
[00:05:43.200 --> 00:05:44.800]  原來香港人犯罪的時候
[00:05:44.800 --> 00:05:46.800]  不只是他一人做事一人當
[00:05:46.800 --> 00:05:49.000]  法律上是你要承擔這個責任
[00:05:49.000 --> 00:05:51.000]  但你家人都會受害的
[00:05:51.000 --> 00:05:53.000]  當一個人被人拘捕的時候
[00:05:53.000 --> 00:05:54.000]  他是一家之處
[00:05:54.000 --> 00:05:56.200]  好了,他被拘捕的時候
[00:05:56.200 --> 00:05:58.600]  他的妻子或者兒女
[00:05:58.600 --> 00:06:00.600]  就沒有父親來帶他照顧
[00:06:00.600 --> 00:06:01.800]  他都受影響
[00:06:01.800 --> 00:06:03.600]  最簡單舉一個例
[00:06:03.600 --> 00:06:05.400]  我說如果一個家庭
[00:06:05.400 --> 00:06:07.800]  雙方父母是很和諧生活
[00:06:07.800 --> 00:06:10.000]  子女在一個和諧的環境裡面長大
[00:06:10.000 --> 00:06:11.800]  都容易來帶他做得好
[00:06:12.400 --> 00:06:14.200]  但如果有一方不忠於對方
[00:06:14.200 --> 00:06:15.800]  他們來帶他分開了
[00:06:15.800 --> 00:06:19.400]  於是小孩子就活在一個單親家庭裡面
[00:06:19.400 --> 00:06:21.400]  或者父母經常吵吵鬧鬧的時候
[00:06:21.400 --> 00:06:22.400]  他都不喜歡回家
[00:06:22.400 --> 00:06:24.800]  於是他的成長產生很多的問題
[00:06:24.800 --> 00:06:28.200]  這個就是上一代延伸下去的
[00:06:28.200 --> 00:06:30.600]  所以自父及子直到三四代
[00:06:30.600 --> 00:06:32.800]  那個意思就是什麼呢?
[00:06:32.800 --> 00:06:35.400]  就是罪的那種可怕性
[00:06:35.400 --> 00:06:37.200]  一個人犯罪
[00:06:37.200 --> 00:06:39.000]  引來的後果
[00:06:39.000 --> 00:06:40.800]  是永遠不能夠磨滅的
