
[00:00:00.000 --> 00:00:02.000]  我哋上一次同大家講
[00:00:02.000 --> 00:00:05.000]  但以你係一位不妥協嘅僕人
[00:00:05.000 --> 00:00:08.000]  我哋講要給妥協
[00:00:08.000 --> 00:00:10.000]  係要點樣呀
[00:00:10.000 --> 00:00:15.000]  係要係喺神話語若果係劃清界線嘅時候
[00:00:15.000 --> 00:00:18.000]  話俾我哋聽乜嘢係啱乜嘢係錯
[00:00:18.000 --> 00:00:20.000]  我哋同樣都係要劃清界線
[00:00:20.000 --> 00:00:23.000]  我哋又話到
[00:00:23.000 --> 00:00:26.000]  係我哋唔會用不正確嘅手段
[00:00:26.000 --> 00:00:28.000]  嚟到做正確嘅事
[00:00:28.000 --> 00:00:30.000]  我哋亦都話過不妥協
[00:00:30.000 --> 00:00:33.000]  就係要從小事上嚟到中心
[00:00:33.000 --> 00:00:37.000]  以至我哋大事上都能夠係站立得穩
[00:00:37.000 --> 00:00:41.000]  但我哋見到呢一切都係講
[00:00:41.000 --> 00:00:44.000]  嗰個不妥協嘅僕人所做嘅事
[00:00:44.000 --> 00:00:46.000]  係同事情有關
[00:00:46.000 --> 00:00:48.000]  今日我哋要注意嘅
[00:00:48.000 --> 00:00:50.000]  就係僕人嘅本身
[00:00:50.000 --> 00:00:52.000]  好奇怪
[00:00:52.000 --> 00:00:55.000]  我哋時時係會將注意力
[00:00:55.000 --> 00:00:58.000]  係放喺神叫我哋所做嘅事上高
[00:00:58.000 --> 00:01:02.000]  但係神往往係將佢嘅注意力
[00:01:02.000 --> 00:01:07.000]  係放喺做佢工作嘅人嘅身上嗰個人
[00:01:07.000 --> 00:01:13.000]  其實神係準備佢嘅工人
[00:01:13.000 --> 00:01:15.000]  嚟到做佢嘅時工
[00:01:15.000 --> 00:01:19.000]  係多過準備工作俾佢嘅工人做
[00:01:19.000 --> 00:01:20.000]  我再講一次
[00:01:20.000 --> 00:01:24.000]  神準備佢嘅工人嚟到做佢嘅時工
[00:01:24.000 --> 00:01:28.000]  係重要過準備一件事俾佢嘅工人嚟到做
[00:01:28.000 --> 00:01:30.000]  因為點解呀
[00:01:30.000 --> 00:01:35.000]  因為佢知道如果佢嘅僕人係合佢心意嘅話
[00:01:35.000 --> 00:01:39.000]  做出嚟嘅事亦都會合佢嘅心意
[00:01:39.000 --> 00:01:42.000]  但係如果呢個僕人唔合佢嘅心意嘅話
[00:01:42.000 --> 00:01:45.000]  做出嚟嘅事亦都唔會合佢嘅心意
[00:01:45.000 --> 00:01:49.000]  所以準備呢個僕人係非常非常之重要
[00:01:49.000 --> 00:01:54.000]  而我哋見到神係好早好早以前已經係準備
[00:01:54.000 --> 00:01:57.000]  但爾利嚟到係做佢嘅工作
[00:01:57.000 --> 00:02:01.000]  早過個巴比倫係入侵係耶路撒冷
[00:02:01.000 --> 00:02:05.000]  當但爾利仲係一個小孩子嘅時候
[00:02:05.000 --> 00:02:09.000]  神已經係準備但爾利為佢嚟到工作
[00:02:09.000 --> 00:02:13.000]  喺度但爾利書一章一節話畀我哋聽
[00:02:13.000 --> 00:02:17.000]  但爾利係以色列人嘅宗室同埋貴州
[00:02:17.000 --> 00:02:19.000]  即係話佢係皇親貴戚嚟
[00:02:19.000 --> 00:02:24.000]  如果你係想過我哋舊約聖經歷史
[00:02:24.000 --> 00:02:27.000]  你知道當但爾利出世嘅時候
[00:02:27.000 --> 00:02:30.000]  猶太人嘅王係邊一位呀
[00:02:30.000 --> 00:02:32.000]  係約西亞
[00:02:32.000 --> 00:02:36.000]  約西亞係猶太人少有嘅皇帝之一
[00:02:36.000 --> 00:02:39.000]  佢八歲嘅時候係登基
[00:02:39.000 --> 00:02:42.000]  佢在位成三十一年咁耐
[00:02:42.000 --> 00:02:46.000]  歷代之下三十四章三節話畀我哋聽
[00:02:46.000 --> 00:02:49.000]  佢係在位咗八年之後
[00:02:49.000 --> 00:02:51.000]  佢就開始尋求神
[00:02:51.000 --> 00:02:54.000]  佢在位咗係十二年之後
[00:02:54.000 --> 00:02:58.000]  佢就係潔淨猶太同埋耶路撒冷
[00:02:58.000 --> 00:03:00.000]  佢係廢去一切嘅優壇
[00:03:00.000 --> 00:03:02.000]  佢係廢去一切嘅偶像
[00:03:02.000 --> 00:03:06.000]  佢要係獨一咁嚟到敬拜呢一位真神
[00:03:06.000 --> 00:03:11.000]  佢嘅祖父馬拿西我哋知道係一個非常之
[00:03:11.000 --> 00:03:13.000]  係邪惡嘅皇帝
[00:03:13.000 --> 00:03:15.000]  佢在位五十四年
[00:03:15.000 --> 00:03:17.000]  連聖殿都荒廢
[00:03:17.000 --> 00:03:18.000]  荒廢咗
[00:03:18.000 --> 00:03:22.000]  呢一個係非常之荒淫無度嘅皇
[00:03:22.000 --> 00:03:26.000]  所以因為聖殿荒廢咗
[00:03:26.000 --> 00:03:28.000]  所以係約西亞
[00:03:28.000 --> 00:03:30.000]  當佢在位十八年嘅時候
[00:03:30.000 --> 00:03:32.000]  佢要係修理聖殿
[00:03:32.000 --> 00:03:35.000]  當佢修理聖殿嗰陣時
[00:03:35.000 --> 00:03:39.000]  有人發現咗一部係神嘅律法書
[00:03:39.000 --> 00:03:43.000]  重新係搵到神嘅律法書出嚟
[00:03:43.000 --> 00:03:46.000]  你話神嘅律法書都會唔見咗嘅咩
[00:03:46.000 --> 00:03:49.000]  其實唔出奇嘅
[00:03:49.000 --> 00:03:51.000]  好多基督徒都係一樣
[00:03:51.000 --> 00:03:53.000]  我哋係有返嚟敬拜
[00:03:53.000 --> 00:03:55.000]  我哋係有返教會
[00:03:55.000 --> 00:03:57.000]  但係好多時返到屋企
[00:03:57.000 --> 00:03:59.000]  係唔會打開部聖經嚟到睇
[00:03:59.000 --> 00:04:02.000]  甚至時時都唔會打開嘅
[00:04:02.000 --> 00:04:04.000]  嗰部聖經就擺喺度
[00:04:04.000 --> 00:04:06.000]  係堆滿咗係塵埃
[00:04:06.000 --> 00:04:10.000]  呢個同埋唔見咗嘅律法書有咩分別呀
[00:04:10.000 --> 00:04:12.000]  係完全一樣
[00:04:14.000 --> 00:04:16.000]  但我哋知道
[00:04:16.000 --> 00:04:20.000]  當約西亞搵返呢部律法書嗰陣時
[00:04:20.000 --> 00:04:22.000]  佢非常之感動
[00:04:22.000 --> 00:04:24.000]  佢係痛哭流淚
[00:04:24.000 --> 00:04:26.000]  佢係撕爛佢嘅衣服
[00:04:26.000 --> 00:04:28.000]  表示佢係非常之哀痛
[00:04:28.000 --> 00:04:31.000]  佢係立志係要守神嘅華語
[00:04:31.000 --> 00:04:35.000]  佢係立志係要遵行神嘅一切嘅律例典章
[00:04:35.000 --> 00:04:39.000]  我哋亦都知道同佢同時嘅時候
[00:04:39.000 --> 00:04:42.000]  佢係得到耶利米先知嘅幫助
[00:04:43.000 --> 00:04:47.000]  同埋耶利米先知係一齊係有咗一個改革
[00:04:47.000 --> 00:04:51.000]  呢個改革喺猶太人嘅歷史當中係非常之重要
[00:04:51.000 --> 00:04:55.000]  而當時喺度宮廷入面
[00:04:55.000 --> 00:04:58.000]  係有個細路仔係跑嚟跑去
[00:04:58.000 --> 00:05:00.000]  呢個細路仔係邊個呀
[00:05:00.000 --> 00:05:02.000]  呢個細路仔就係達爾尼
[00:05:02.000 --> 00:05:05.000]  佢係目睹呢一切嘅改革
[00:05:05.000 --> 00:05:11.000]  達爾尼嘅年紀係同西底加係非常之係相若
[00:05:11.000 --> 00:05:13.000]  兩個人嘅年紀差唔多
[00:05:13.000 --> 00:05:15.000]  有好多歷史學家都話
[00:05:15.000 --> 00:05:19.000]  達爾尼同埋西底加其實係好朋友
[00:05:19.000 --> 00:05:21.000]  係有好密切嘅關係
[00:05:21.000 --> 00:05:25.000]  若西亞如果我哋睇佢呢個改革
[00:05:25.000 --> 00:05:28.000]  以佢家庭直接嘅家庭嘅成員
