
[00:00:00.000 --> 00:00:06.000]  求生者是我們繼續探討和學習
[00:00:06.000 --> 00:00:11.000]  在屬靈裏面怎樣去做一個求生者
[00:00:11.000 --> 00:00:17.000]  今日的講題叫做物無契機
[00:00:17.000 --> 00:00:19.000]  都幾難讀 物無契機
[00:00:19.000 --> 00:00:21.000]  每逢我們在人生當中
[00:00:21.000 --> 00:00:25.000]  遇到生存生活的危機的時候
[00:00:25.000 --> 00:00:28.000]  其實我們都會遇到很多的契機
[00:00:28.000 --> 00:00:30.000]  我不知道你們有沒有覺得
[00:00:30.000 --> 00:00:35.000]  很可惜我們很容易會錯過這些轉機
[00:00:35.000 --> 00:00:37.000]  契機即是轉機
[00:00:37.000 --> 00:00:40.000]  因為這些轉機很多時候都需要
[00:00:40.000 --> 00:00:44.000]  需要你在千針一髮
[00:00:44.000 --> 00:00:47.000]  在那一剎那間做一個很重要的決定
[00:00:47.000 --> 00:00:50.000]  否則你就會一下子就錯過了
[00:00:50.000 --> 00:00:52.000]  沒有了 好像小鳥一樣
[00:00:52.000 --> 00:00:55.000]  你想去捉牠 但捉不到牠就飛走了
[00:00:55.000 --> 00:00:58.000]  所以這些契機是不容易
[00:00:58.000 --> 00:01:01.000]  危機就不和你說了
[00:01:01.000 --> 00:01:04.000]  就這樣來到 不客氣
[00:01:04.000 --> 00:01:09.000]  有一個牧師有一次很危險
[00:01:09.000 --> 00:01:16.000]  因為他住的教會下大雨
[00:01:16.000 --> 00:01:18.000]  下到很大 傾盆大雨
[00:01:18.000 --> 00:01:23.000]  不斷下 像昔日羅亞洪水一樣不斷下
[00:01:23.000 --> 00:01:27.000]  下到一個地步 他要有一天一路走上去
[00:01:27.000 --> 00:01:31.000]  由地下一路走上一樓 走上二樓
[00:01:31.000 --> 00:01:34.000]  一路走上去的時候 差不多到天台
[00:01:34.000 --> 00:01:36.000]  那些水真的很高
[00:01:36.000 --> 00:01:40.000]  就很緊張 祈禱求神救我
[00:01:40.000 --> 00:01:45.000]  那裡有個山板 你知道山板吧
[00:01:45.000 --> 00:01:49.000]  那個人原來有個救生員在裡面
[00:01:49.000 --> 00:01:53.000]  他說牧師 牧師 快點下來吧
[00:01:53.000 --> 00:01:56.000]  雨越來越大了 淹死你了
[00:01:56.000 --> 00:02:00.000]  那牧師說 不用了 你先走吧
[00:02:00.000 --> 00:02:03.000]  上帝會救我的 你先走吧
[00:02:03.000 --> 00:02:08.000]  那他就走了 他不肯上船
[00:02:08.000 --> 00:02:12.000]  但那些水開始越來越高 去到腰那裡
[00:02:12.000 --> 00:02:14.000]  他都開始寸步難行 有少少
[00:02:14.000 --> 00:02:19.000]  在他很緊張求救的期間
[00:02:19.000 --> 00:02:26.000]  又看到一艘快艇 又是同樣的救生員
[00:02:26.000 --> 00:02:30.000]  他說牧師 牧師 雨很大 快點來吧
[00:02:30.000 --> 00:02:34.000]  上船吧 否則淹死你了
[00:02:34.000 --> 00:02:38.000]  那牧師再次說同一句話
[00:02:38.000 --> 00:02:41.000]  他說 不用了 你先走吧
[00:02:41.000 --> 00:02:45.000]  上帝會救我的
[00:02:45.000 --> 00:02:48.000]  如是者 雨就不停了
[00:02:48.000 --> 00:02:52.000]  真的好像洪水一樣 去到頸那裡
[00:02:52.000 --> 00:02:55.000]  突然間他很危險
[00:02:55.000 --> 00:02:57.000]  那牧師看著上面
[00:02:57.000 --> 00:03:00.000]  神啊 你救我吧 你救我吧
[00:03:00.000 --> 00:03:03.000]  然後遠處看到一架直升機
[00:03:03.000 --> 00:03:07.000]  即是那些很厲害的直升機
[00:03:07.000 --> 00:03:11.000]  他說 牧師 快點上來吧
[00:03:11.000 --> 00:03:13.000]  然後他把梯子固定下來
[00:03:13.000 --> 00:03:16.000]  你快點拉著梯子 我拉你上來吧
[00:03:16.000 --> 00:03:19.000]  還有機會的 不要錯過
[00:03:19.000 --> 00:03:22.000]  大家都知道牧師說什麼
[00:03:22.000 --> 00:03:23.000]  你也知道嗎
[00:03:23.000 --> 00:03:28.000]  不用了 上帝會救我的
[00:03:28.000 --> 00:03:32.000]  大家知道直升機就走了
[00:03:32.000 --> 00:03:35.000]  大家也知道結局是怎樣
[00:03:35.000 --> 00:03:40.000]  回到天家
[00:03:40.000 --> 00:03:43.000]  回到天家的時候 他就問上帝
[00:03:43.000 --> 00:03:47.000]  上帝啊 為何我這麼忠心為守主的教會
[00:03:47.000 --> 00:03:49.000]  為何你不救我
[00:03:49.000 --> 00:03:52.000]  上帝怎麼說呢
[00:03:52.000 --> 00:03:54.000]  我沒有救你 不是吧
[00:03:54.000 --> 00:03:57.000]  我第一次接生板過來
[00:03:57.000 --> 00:04:00.000]  我以為你覺得牧師很危險
[00:04:00.000 --> 00:04:03.000]  那你不上船吧
[00:04:03.000 --> 00:04:07.000]  我第二次找快艇來 你也不肯
[00:04:07.000 --> 00:04:12.000]  我第三次找專人直升機來接你 你也不肯
[00:04:12.000 --> 00:04:16.000]  我沒辦法 一定要接你回來
[00:04:16.000 --> 00:04:19.000]  當然這是一個故事 一個笑話
[00:04:19.000 --> 00:04:22.000]  一個虛構
[00:04:22.000 --> 00:04:24.000]  但告訴我們 其實在我們人生當中
[00:04:24.000 --> 00:04:28.000]  很多時候我們都錯過了很多神拯救的機會
[00:04:28.000 --> 00:04:32.000]  很多神在危機當中幫助我們時刻
[00:04:32.000 --> 00:04:34.000]  但與此同時我們有祈禱
[00:04:34.000 --> 00:04:35.000]  神啊 你救我
[00:04:35.000 --> 00:04:37.000]  我們人生就是這樣很矛盾
[00:04:37.000 --> 00:04:39.000]  有些神曾經感動過你
[00:04:39.000 --> 00:04:41.000]  希望你回應的那一刻
[00:04:41.000 --> 00:04:43.000]  但你錯過了
[00:04:43.000 --> 00:04:44.000]  或者說一句話給你
[00:04:44.000 --> 00:04:46.000]  是聖經也好 藉著人也好
[00:04:46.000 --> 00:04:47.000]  說一句話給你
[00:04:47.000 --> 00:04:50.000]  希望幫助你做一個正確的決定
[00:04:50.000 --> 00:04:53.000]  但你也錯過了
[00:04:53.000 --> 00:04:58.000]  很多時候我們人生錯過了很多契機
[00:04:58.000 --> 00:05:01.000]  錯過契機 錯過轉機
[00:05:01.000 --> 00:05:05.000]  往往帶來的很多遺憾和可惜
[00:05:05.000 --> 00:05:07.000]  這些遺憾和可惜不是說
[00:05:07.000 --> 00:05:09.000]  一會大家去吃飯的時候
[00:05:09.000 --> 00:05:12.000]  叫錯了一碟菜
[00:05:12.000 --> 00:05:14.000]  不是那麼好吃
[00:05:14.000 --> 00:05:15.000]  這種遺憾不是這樣
[00:05:15.000 --> 00:05:17.000]  這種遺憾 這種屬靈的遺憾
[00:05:17.000 --> 00:05:24.000]  錯過是讓你一生一直都經歷不到神的恩典和豐盛
[00:05:24.000 --> 00:05:31.000]  以致你的生命經常都在拯救我的階段
[00:05:31.000 --> 00:05:33.000]  我不知道有沒有人跟你說過
[00:05:33.000 --> 00:05:36.000]  這個是最後的機會
[00:05:36.000 --> 00:05:38.000]  你快點把握吧
[00:05:38.000 --> 00:05:41.000]  否則就沒有了
[00:05:41.000 --> 00:05:43.000]  如果你的人生仍然是
[00:05:43.000 --> 00:05:47.000]  你錯過了很多神給你的感動的一刻
[00:05:47.000 --> 00:05:50.000]  很多時候你覺得是瑣事的感動
[00:05:50.000 --> 00:05:54.000]  這些都是神給你一些時間和機會轉機
[00:05:54.000 --> 00:05:59.000]  如果你的生命是充滿著這種遺憾和惋惜的時候
[00:05:59.000 --> 00:06:03.000]  今天神藉著我們要去看的經文
[00:06:03.000 --> 00:06:08.000]  告訴你 神繼續給你機會
[00:06:08.000 --> 00:06:10.000]  耶穌有一個門徒
[00:06:10.000 --> 00:06:14.000]  他的一生當中 跟隨耶穌那幾年
[00:06:14.000 --> 00:06:18.000]  充滿著這種錯過的遺憾
[00:06:18.000 --> 00:06:20.000]  錯失的機會
[00:06:20.000 --> 00:06:23.000]  我不知道他是否心靈遲鈍
[00:06:23.000 --> 00:06:25.000]  好像剛才那位牧師那麼固執
[00:06:25.000 --> 00:06:28.000]  他錯過了很多次機會
[00:06:28.000 --> 00:06:30.000]  耶穌給了他很多次機會
[00:06:30.000 --> 00:06:32.000]  哪個門徒呢?
[00:06:32.000 --> 00:06:35.000]  十二個吧
[00:06:35.000 --> 00:06:37.000]  說到十二個 其中一個就是了
[00:06:37.000 --> 00:06:39.000]  不是猶大
[00:06:39.000 --> 00:06:41.000]  猶大是一個機會主義者
[00:06:41.000 --> 00:06:43.000]  他把握每一個機會
[00:06:43.000 --> 00:06:47.000]  這個人是彼得
[00:06:47.000 --> 00:06:51.000]  彼得可以說是一個很熟悉的名字
[00:06:51.000 --> 00:06:55.000]  我們叫他做一個熟悉的陌生人
[00:06:55.000 --> 00:06:58.000]  熟悉的陌生人
[00:06:58.000 --> 00:07:00.000]  為什麼好像這麼矛盾呢?
[00:07:00.000 --> 00:07:02.000]  因為很多人都很熟悉他
[00:07:02.000 --> 00:07:04.000]  但其實你對他很陌生
[00:07:04.000 --> 00:07:07.000]  我們對彼得這個名字都很熟悉
[00:07:07.000 --> 00:07:10.000]  沒有人不認識西門彼得
[00:07:10.000 --> 00:07:14.000]  但你對他那三年跟隨主的心路歷程
[00:07:14.000 --> 00:07:16.000]  可能有點陌生
[00:07:16.000 --> 00:07:20.000]  尤其是每次他錯過了神給他機會的一刻
[00:07:20.000 --> 00:07:24.000]  可能你未能觸摸到他內心心靈的深處
[00:07:24.000 --> 00:07:26.000]  神想怎樣跟我們說話
[00:07:26.000 --> 00:07:31.000]  今天弟兄姊妹 神要我們一起去學習的是
[00:07:31.000 --> 00:07:33.000]  無論你錯過了多少次機會
[00:07:33.000 --> 00:07:37.000]  無論你怎樣在機會當中迷失
[00:07:37.000 --> 00:07:39.000]  神說今天你可以再把握
[00:07:39.000 --> 00:07:44.000]  因為一切的機會仍然在神的手中
[00:07:44.000 --> 00:07:48.000]  彼得從一個失敗軟弱的跟隨者
[00:07:48.000 --> 00:07:52.000]  他怎樣成為一個德性的門徒和偉大的牧者
[00:07:52.000 --> 00:07:56.000]  我們接下來要一起去咀嚼和思想
[00:07:56.000 --> 00:08:00.000]  希望今天你完了崇拜神的話語
[00:08:00.000 --> 00:08:01.000]  再一次建立你
[00:08:01.000 --> 00:08:04.000]  就好像昔日建立彼得一樣
[00:08:04.000 --> 00:08:09.000]  相信我們對彼得的認識都是很零碎和片段
[00:08:09.000 --> 00:08:10.000]  如果我問你
[00:08:10.000 --> 00:08:12.000]  你記得彼得有什麼特別的事情
[00:08:12.000 --> 00:08:14.000]  說一兩件來聽聽
[00:08:14.000 --> 00:08:17.000]  你會說哪一兩件
[00:08:17.000 --> 00:08:20.000]  很可能你會說第一件
[00:08:20.000 --> 00:08:25.000]  你會覺得他在水上走的時候
[00:08:25.000 --> 00:08:26.000]  見到耶穌
[00:08:26.000 --> 00:08:27.000]  他說如果你是耶穌
[00:08:27.000 --> 00:08:30.000]  你叫我走過來那裡
[00:08:30.000 --> 00:08:33.000]  但是他掉進水裡
[00:08:33.000 --> 00:08:36.000]  或者第二件事想到的是
[00:08:36.000 --> 00:08:37.000]  這是第一件事
[00:08:37.000 --> 00:08:40.000]  如果是你叫我從水面上走
[00:08:40.000 --> 00:08:42.000]  就像他剛才說的
[00:08:42.000 --> 00:08:44.000]  第二件事可能你想到的是什麼
[00:08:44.000 --> 00:08:47.000]  可能你想到的是他被耶穌罵
[00:08:47.000 --> 00:08:52.000]  當耶穌問你們覺得我是誰的時候
[00:08:52.000 --> 00:08:55.000]  他說你是基督你是耶穌
[00:08:55.000 --> 00:08:57.000]  永生神的兒子
[00:08:57.000 --> 00:09:00.000]  但是他最後換來的是被耶穌罵了一頓
[00:09:00.000 --> 00:09:05.000]  撒旦推在我後面
[00:09:05.000 --> 00:09:10.000]  第三件事很記憶猶新
[00:09:10.000 --> 00:09:12.000]  他最後三次不認主
[00:09:12.000 --> 00:09:14.000]  很多這樣的零碎片段
[00:09:14.000 --> 00:09:21.000]  讓我們看到彼得每次的錯過和挫敗
[00:09:21.000 --> 00:09:22.000]  剛才說這些事情
[00:09:22.000 --> 00:09:26.000]  你會發覺其實是一些危機
[00:09:26.000 --> 00:09:28.000]  是一個屬靈的危機
[00:09:28.000 --> 00:09:31.000]  也許你也曾經有屬靈的危機
[00:09:31.000 --> 00:09:36.000]  每一個危機其實神都想彼得經歷他自己
[00:09:36.000 --> 00:09:38.000]  剛才說第一件事
[00:09:38.000 --> 00:09:40.000]  他要在水上走
[00:09:40.000 --> 00:09:41.000]  其實想他經歷什麼
[00:09:41.000 --> 00:09:45.000]  想他經歷神這個偉大大自然的主
[00:09:45.000 --> 00:09:46.000]  他是很偉大的
[00:09:46.000 --> 00:09:47.000]  但很可惜他換來的
[00:09:47.000 --> 00:09:49.000]  剛才我們聽到的那句話
[00:09:49.000 --> 00:09:50.000]  你只是小信的人
[00:09:50.000 --> 00:09:52.000]  為什麼要懷疑
[00:09:52.000 --> 00:09:54.000]  第二件事就是
[00:09:54.000 --> 00:09:57.000]  當耶穌問你是誰的時候
[00:09:57.000 --> 00:09:59.000]  耶穌經常問你是誰
[00:09:59.000 --> 00:10:01.000]  祂想你知道神是誰
[00:10:01.000 --> 00:10:03.000]  你經常回答是基督
[00:10:03.000 --> 00:10:05.000]  經常回答你是永生神的兒子
[00:10:05.000 --> 00:10:07.000]  但每逢基督說他的使命的時候
[00:10:07.000 --> 00:10:09.000]  你就會說耶穌是不行的
[00:10:09.000 --> 00:10:12.000]  彼得就說耶穌你不可以上十字架
[00:10:12.000 --> 00:10:13.000]  這件事是不行的
[00:10:13.000 --> 00:10:16.000]  聖經說明了他還責罵耶穌
[00:10:16.000 --> 00:10:19.000]  也許你的生命當中曾經有這樣跟神說過
[00:10:19.000 --> 00:10:20.000]  你是基督
[00:10:20.000 --> 00:10:22.000]  但我今天遇到這件事是不可能的
[00:10:22.000 --> 00:10:25.000]  然後耶穌就跟你說撒旦
[00:10:25.000 --> 00:10:27.000]  退去我後面
[00:10:27.000 --> 00:10:28.000]  很嚴重吧
[00:10:28.000 --> 00:10:31.000]  最後三次不認主的行為
[00:10:31.000 --> 00:10:34.000]  令彼得
[00:10:34.000 --> 00:10:35.000]  不只是彼得
[00:10:35.000 --> 00:10:37.000]  其他人都很失望
[00:10:37.000 --> 00:10:40.000]  眼鏡都掉了
[00:10:40.000 --> 00:10:42.000]  你是不是也曾經有彼得那樣
[00:10:42.000 --> 00:10:45.000]  不認主的行為呢
[00:10:45.000 --> 00:10:48.000]  或者你連得罪主你現在都不知道
[00:10:48.000 --> 00:10:49.000]  但無論怎樣也好
[00:10:49.000 --> 00:10:52.000]  我們發覺在聖經裏面
[00:10:52.000 --> 00:10:54.000]  幾乎每一本的福音書
[00:10:54.000 --> 00:10:57.000]  到最後結束
[00:10:57.000 --> 00:11:01.000]  都是用彼得三次不認主來結束
[00:11:01.000 --> 00:11:03.000]  當我們看到聖經的時候
[00:11:03.000 --> 00:11:04.000]  我們發覺
[00:11:04.000 --> 00:11:06.000]  先不計時行轉
[00:11:06.000 --> 00:11:07.000]  當你看聖經
[00:11:07.000 --> 00:11:09.000]  你不要先看時行轉
[00:11:09.000 --> 00:11:11.000]  你看四本福音書怎樣也好
[00:11:11.000 --> 00:11:13.000]  你發覺彼得三次不認主
[00:11:13.000 --> 00:11:15.000]  就是彼得的結局
[00:11:15.000 --> 00:11:20.000]  你如果是福音書裏面的其中一人
[00:11:20.000 --> 00:11:23.000]  如果你的結局最後是三次不認主
[00:11:23.000 --> 00:11:24.000]  四次不認主
[00:11:24.000 --> 00:11:26.000]  五次不認主
[00:11:26.000 --> 00:11:29.000]  我不知道你回到天家的時候
[00:11:29.000 --> 00:11:30.000]  你會怎樣
[00:11:30.000 --> 00:11:31.000]  有神啊
[00:11:31.000 --> 00:11:33.000]  為什麼你不救我
[00:11:33.000 --> 00:11:36.000]  但今天我們要看的是
[00:11:36.000 --> 00:11:38.000]  約翰福音第21章
