
[00:00:00.000 --> 00:00:03.280]  今天早上我們一起去思想神的話語
[00:00:03.280 --> 00:00:05.880]  今天早上我們一起去分享神的話語
[00:00:05.880 --> 00:00:09.160]  在我知道教會今年的主題
[00:00:09.160 --> 00:00:13.000]  是講到耶和華怎樣吩咐就照樣行
[00:00:13.000 --> 00:00:16.680]  我知道以馬來的法輪功基督會今天主題是
[00:00:16.680 --> 00:00:19.720]  耶和華怎樣吩咐就照樣行
[00:00:19.720 --> 00:00:22.280]  這段經文我相信是出自在舊約裏面
[00:00:22.280 --> 00:00:26.400]  大家可能很熟悉的就是約書亞記十四章第五節
[00:00:26.400 --> 00:00:31.040]  大家都知道這是出自於約書亞記第十四章第五節
[00:00:31.040 --> 00:00:36.200]  從神的話語而來的感動我們就知道有話可以聽了
[00:00:36.200 --> 00:00:39.800]  從神的話語的感動我們知道有話可以聽了
[00:00:39.800 --> 00:00:42.320]  聽到神的話語我們越去讀的時候
[00:00:42.320 --> 00:00:44.360]  我們就會越相信了
[00:00:44.360 --> 00:00:46.760]  我們去讀的時候就會相信
[00:00:46.760 --> 00:00:49.640]  所以我們有話可聽有話可信
[00:00:49.640 --> 00:00:52.360]  更加能夠越讀我們就越相信
[00:00:52.360 --> 00:00:56.160]  有話可聽有話可信我們越讀就越相信
[00:00:56.160 --> 00:00:58.440]  這就是我們讀經的操練
[00:00:58.440 --> 00:01:00.160]  這就是我們讀經的操練
[00:01:00.160 --> 00:01:02.880]  然後讀了之後去行道的操練
[00:01:02.880 --> 00:01:05.800]  就是說讀完經以後就有行道的操練
[00:01:05.800 --> 00:01:08.960]  所以今天和大家分享的講題就叫做
[00:01:08.960 --> 00:01:13.600]  操練兩個好的習慣
[00:01:13.600 --> 00:01:18.440]  就是說今天講到的主題就是操練兩個好習慣
[00:01:18.440 --> 00:01:20.920]  剛才展妹已經和我讀了七節
[00:01:20.920 --> 00:01:23.640]  就是在同一派前書四章七節到十節
[00:01:23.640 --> 00:01:26.560]  剛才展妹已經和我們讀了經文出去
[00:01:26.560 --> 00:01:29.640]  是題目在前書四章七到十節
[00:01:29.640 --> 00:01:34.160]  所以我們知道最能夠將神的話語能夠可以榮耀神的
[00:01:34.160 --> 00:01:37.120]  能夠將神的話語營養什麼的
[00:01:37.120 --> 00:01:39.520]  就是聽了之後就照樣去行
[00:01:39.520 --> 00:01:42.000]  就是聽了之後照樣行
[00:01:42.000 --> 00:01:46.400]  我今天也是第一次認識大家
[00:01:46.400 --> 00:01:48.400]  我今天第一次認識大家
[00:01:48.400 --> 00:01:50.400]  不可能我都不太認識的
[00:01:50.400 --> 00:01:52.480]  可能還不太熟悉
[00:01:52.480 --> 00:01:55.800]  當然我的職銜可以叫我是一個牧師
[00:01:55.800 --> 00:01:58.160]  我的特點是一個牧師
[00:01:58.160 --> 00:02:00.960]  但原來我有其他才幹可以做廚師的
[00:02:00.960 --> 00:02:03.640]  我還有其他才幹可以做廚師的
[00:02:03.640 --> 00:02:06.600]  我中間有時候喜歡來不及做幾道菜
[00:02:06.600 --> 00:02:10.520]  就是時不時我會做幾道菜
[00:02:10.520 --> 00:02:12.360]  有幾道菜是很出名的
[00:02:12.360 --> 00:02:13.880]  有幾道菜是很出名的
[00:02:13.880 --> 00:02:17.000]  其中一道菜就叫做古方鹽焗雞
[00:02:17.000 --> 00:02:20.000]  其中有一道菜叫做古方鹽焗雞
[00:02:20.000 --> 00:02:22.880]  吃古方鹽焗雞不是吃它的味道
[00:02:22.880 --> 00:02:24.920]  就是吃不光是吃這個味道
[00:02:24.920 --> 00:02:26.880]  是吃那個骨香
[00:02:26.880 --> 00:02:29.320]  是要吃到其中的骨香
[00:02:29.320 --> 00:02:30.720]  焗出來的那種骨香
[00:02:30.720 --> 00:02:33.600]  特別是焗出來的那種骨香
[00:02:33.600 --> 00:02:35.600]  肉脆卻不膩
[00:02:35.600 --> 00:02:38.600]  就是說肉脆就不爛
[00:02:38.600 --> 00:02:39.640]  不肥膩
[00:02:39.640 --> 00:02:40.960]  不肥膩
[00:02:40.960 --> 00:02:43.040]  所以牧師聽了你這樣說
[00:02:43.040 --> 00:02:44.520]  我又很想試一下怎麼煮
[00:02:44.520 --> 00:02:47.800]  牧師聽你這麼說我就很想知道怎麼做
[00:02:47.800 --> 00:02:51.080]  如果有一天你真的有興趣跟我進廚房
[00:02:51.080 --> 00:02:53.880]  有一天你必須跟我進廚房才知道
[00:02:53.880 --> 00:02:56.440]  當他聽了你不能夠懂得煮
[00:02:56.440 --> 00:02:58.720]  當你聽了你不一定會煮
[00:02:58.720 --> 00:03:00.960]  所以你跟我做一次的預備功夫
[00:03:00.960 --> 00:03:03.160]  原來整個過程是這樣預備的
[00:03:03.160 --> 00:03:06.000]  你跟我看一次以後
[00:03:06.000 --> 00:03:08.000]  你知道原來要這樣預備
[00:03:08.000 --> 00:03:09.160]  操練一次
[00:03:09.160 --> 00:03:10.280]  操練一次
[00:03:10.280 --> 00:03:11.480]  操練第二次
[00:03:11.480 --> 00:03:12.480]  操練第二次
[00:03:12.480 --> 00:03:14.960]  你開始發覺原來這個古方的秘製
[00:03:14.960 --> 00:03:17.800]  在國宗裡面原來有一些這麼巧妙的東西
[00:03:17.800 --> 00:03:21.520]  原來發現這個秘方有這麼奇妙的東西
[00:03:21.520 --> 00:03:22.480]  操練人生
[00:03:22.480 --> 00:03:24.880]  操練我們成為神喜悅的基督徒
[00:03:24.880 --> 00:03:25.960]  都是一樣
[00:03:25.960 --> 00:03:26.960]  操練人生
[00:03:26.960 --> 00:03:30.520]  操練神所喜悅的基督徒也是一樣
[00:03:30.520 --> 00:03:32.800]  我們知道我們要成為一個
[00:03:32.800 --> 00:03:34.760]  今天想說的一個習慣
[00:03:34.760 --> 00:03:36.760]  我們今天所講的一個習慣
[00:03:36.760 --> 00:03:38.760]  習慣其實是要一個時間
[00:03:38.760 --> 00:03:41.120]  去慢慢學著學著才會成為習慣
[00:03:41.120 --> 00:03:43.360]  習慣是要慢慢學習才能成為習慣
[00:03:43.360 --> 00:03:44.800]  好像每個人都有習慣
[00:03:44.800 --> 00:03:46.520]  每個人都有自己的習慣
[00:03:46.520 --> 00:03:49.040]  但是經過成長的路裡面
[00:03:49.040 --> 00:03:50.840]  都是要操練到成為一個習慣
[00:03:50.840 --> 00:03:52.120]  甚至成為品格
[00:03:52.120 --> 00:03:55.960]  就是說操練過程中的習慣
[00:03:55.960 --> 00:03:57.840]  然後才成為品格
[00:03:57.840 --> 00:04:00.520]  我在香港的時候有機會去了一個碼頭
[00:04:00.520 --> 00:04:01.800]  不知道有沒有人聽過
[00:04:01.800 --> 00:04:03.880]  這個叫天星小輪碼頭
[00:04:03.880 --> 00:04:05.800]  我在香港的時候去過一個碼頭
[00:04:05.800 --> 00:04:07.280]  叫做天星
[00:04:07.280 --> 00:04:08.520]  天星小輪
[00:04:08.520 --> 00:04:10.800]  鬥輪碼頭
[00:04:10.800 --> 00:04:12.360]  天星鬥輪碼頭
[00:04:12.360 --> 00:04:13.880]  不知道大家知不知道
[00:04:13.880 --> 00:04:16.280]  不知道現在香港還有沒有這個地方
[00:04:16.280 --> 00:04:17.560]  應該好像沒有了
[00:04:17.560 --> 00:04:18.560]  (現在搬了)
[00:04:18.560 --> 00:04:19.720]  搬了而已 不是沒有了
[00:04:19.720 --> 00:04:20.720]  搬了而已
