
[00:00:00.000 --> 00:00:05.000]  我是主的羊,即是我們讀過詩篇23篇
[00:00:05.000 --> 00:00:09.000]  大家都很熟悉的一首詩歌
[00:00:09.000 --> 00:00:13.000]  我是主的羊就是按著詩篇23篇
[00:00:13.000 --> 00:00:20.000]  整個的意境和信心去寫的
[00:00:20.000 --> 00:00:28.000]  其實我是主的羊是一個很重要的觀念
[00:00:28.000 --> 00:00:33.000]  特別如果你用《約翰福音》十章作為一個基礎去看
[00:00:33.000 --> 00:00:36.000]  什麼是主的羊呢?
[00:00:36.000 --> 00:00:40.000]  在這裡聖經這樣說
[00:00:40.000 --> 00:00:45.000]  他說我的羊懂得聽我的聲音
[00:00:45.000 --> 00:00:53.000]  這個正正是耶穌在宣告我是好牧人
[00:00:53.000 --> 00:00:55.000]  好牧人為羊寫命
[00:00:55.000 --> 00:00:58.000]  當時可以這樣說
[00:00:58.000 --> 00:01:02.000]  聽的主要的群眾是猶太人
[00:01:02.000 --> 00:01:07.000]  是接受不到耶穌是一個好牧人
[00:01:07.000 --> 00:01:10.000]  接受不到耶穌的寫命
[00:01:10.000 --> 00:01:13.000]  對他們來說是一個祝福
[00:01:13.000 --> 00:01:15.000]  或者是一種保護
[00:01:15.000 --> 00:01:19.000]  是一種在那種位置上去成就他們所渴求的
[00:01:19.000 --> 00:01:22.000]  接下來的彌撮
[00:01:22.000 --> 00:01:27.000]  當時在第十章所記載的
[00:01:27.000 --> 00:01:31.000]  都是說這群猶太人
[00:01:31.000 --> 00:01:35.000]  當耶穌宣告他們是神的兒子
[00:01:35.000 --> 00:01:37.000]  是神的時候他們不相信
[00:01:37.000 --> 00:01:39.000]  法理錯人問事
[00:01:39.000 --> 00:01:41.000]  甚至一些猶太人
[00:01:41.000 --> 00:01:45.000]  去到二十六節耶穌說
[00:01:45.000 --> 00:01:46.000]  只是你們不信
[00:01:46.000 --> 00:01:48.000]  因為你們不是我的羊
[00:01:48.000 --> 00:01:51.000]  是一個很大的提醒
[00:01:51.000 --> 00:01:57.000]  一個很大的指責
[00:01:57.000 --> 00:02:00.000]  今天上星期劉牧師說
[00:02:00.000 --> 00:02:02.000]  很重要的留了一個
[00:02:02.000 --> 00:02:03.000]  要講清楚一點
[00:02:03.000 --> 00:02:04.000]  就是我是主的羊
[00:02:04.000 --> 00:02:06.000]  所以都成為了我的提醒
[00:02:06.000 --> 00:02:09.000]  因為很多弟兄姊妹在聽的時候
[00:02:09.000 --> 00:02:12.000]  有時候我們會代人去聽到
[00:02:12.000 --> 00:02:14.000]  不是自己去聽到
[00:02:14.000 --> 00:02:16.000]  上星期很清楚
[00:02:16.000 --> 00:02:18.000]  我們浸水會的信仰提醒我們
[00:02:18.000 --> 00:02:19.000]  我們每一個人是什麼
[00:02:19.000 --> 00:02:21.000]  祭祀
[00:02:21.000 --> 00:02:24.000]  每一個人都是僑娘
[00:02:24.000 --> 00:02:26.000]  每一個人
[00:02:26.000 --> 00:02:27.000]  相信耶穌的人
[00:02:27.000 --> 00:02:30.000]  都是一個小牧人
[00:02:30.000 --> 00:02:31.000]  在這段經文裡面
[00:02:31.000 --> 00:02:34.000]  哪一個才是唯一的
[00:02:34.000 --> 00:02:37.000]  真正的善牧呢
[00:02:37.000 --> 00:02:38.000]  在第十六節說
[00:02:38.000 --> 00:02:40.000]  我另外有羊
[00:02:40.000 --> 00:02:42.000]  不是這圈裡的
[00:02:42.000 --> 00:02:43.000]  我必須領他們來
[00:02:43.000 --> 00:02:45.000]  他們也要聽我的聲音
[00:02:45.000 --> 00:02:49.000]  且要合成一群歸一個牧人
[00:02:49.000 --> 00:02:51.000]  耶穌很清楚告訴我們
[00:02:51.000 --> 00:02:55.000]  只有神是善牧
[00:02:55.000 --> 00:02:58.000]  唯有耶穌才能夠做到一個
[00:02:58.000 --> 00:03:02.000]  好牧人為羊捨命的一個牧人
[00:03:02.000 --> 00:03:05.000]  其他的小牧人呢
[00:03:05.000 --> 00:03:06.000]  我們都背負著
[00:03:06.000 --> 00:03:08.000]  我們生命很多的限制
[00:03:08.000 --> 00:03:10.000]  去成為牧人
[00:03:10.000 --> 00:03:11.000]  所以我們真的很容易
[00:03:11.000 --> 00:03:15.000]  把羊私有化
[00:03:15.000 --> 00:03:18.000]  在耳塞書34章提醒我們
[00:03:18.000 --> 00:03:21.000]  神說你們不可以再
[00:03:21.000 --> 00:03:23.000]  為你自己的利益
[00:03:23.000 --> 00:03:25.000]  去牧養牠的羊
[00:03:25.000 --> 00:03:28.000]  不可以再將你們這些羊
[00:03:28.000 --> 00:03:30.000]  成為牠的食物
[00:03:30.000 --> 00:03:32.000]  成為牠得利益
[00:03:32.000 --> 00:03:36.000]  肯定得價值的一個資源
[00:03:36.000 --> 00:03:38.000]  所以其實人要跟隨
[00:03:38.000 --> 00:03:40.000]  耶穌作為牧人的時候
[00:03:40.000 --> 00:03:42.000]  我們必須要認識那些羊
[00:03:42.000 --> 00:03:43.000]  真的是主耶穌
[00:03:43.000 --> 00:03:46.000]  不是我們
[00:03:46.000 --> 00:03:49.000]  你們每個人都有牧養羊
[00:03:49.000 --> 00:03:50.000]  最簡單
[00:03:50.000 --> 00:03:52.000]  父母神就託付了
[00:03:52.000 --> 00:03:54.000]  你的子女做你的小羊
[00:03:54.000 --> 00:03:56.000]  託付給你
[00:03:56.000 --> 00:03:58.000]  你有沒有私有化他們
[00:03:58.000 --> 00:04:00.000]  肯定有
[00:04:00.000 --> 00:04:03.000]  所以我們就太愛他們
[00:04:03.000 --> 00:04:05.000]  會過份保護他們
[00:04:05.000 --> 00:04:06.000]  甚至有些人說
[00:04:06.000 --> 00:04:08.000]  多數說媽媽
[00:04:08.000 --> 00:04:09.000]  很少說爸爸
[00:04:09.000 --> 00:04:11.000]  子女的成績表
[00:04:11.000 --> 00:04:13.000]  是誰的成績表
[00:04:13.000 --> 00:04:16.000]  子女的成績就是媽媽的成績
[00:04:16.000 --> 00:04:18.000]  所以媽媽要肯定自己成績的時候
[00:04:18.000 --> 00:04:21.000]  有時候是過份的投入
[00:04:21.000 --> 00:04:22.000]  去推動小朋友
[00:04:22.000 --> 00:04:24.000]  去溫書讀書
[00:04:24.000 --> 00:04:26.000]  到那個地步變成怎樣呢
[00:04:26.000 --> 00:04:29.000]  出現了很多被動的學習者
[00:04:29.000 --> 00:04:31.000]  甚至出現了很多被動的男性
[00:04:31.000 --> 00:04:35.000]  就因為我們不是用耶穌的方式
[00:04:35.000 --> 00:04:39.000]  去把神所託付給我們的生命
[00:04:39.000 --> 00:04:42.000]  小羊去養育
[00:04:42.000 --> 00:04:44.000]  有沒有這樣的情況呢
[00:04:44.000 --> 00:04:46.000]  有沒有一些牧者
[00:04:46.000 --> 00:04:47.000]  我自己也試過
[00:04:47.000 --> 00:04:48.000]  有一段時間
[00:04:48.000 --> 00:04:49.000]  我很需要弟兄姊妹需要我
[00:04:49.000 --> 00:04:51.000]  明白嗎
[00:04:51.000 --> 00:04:52.000]  我很需要你們需要我
[00:04:52.000 --> 00:04:53.000]  如果你不需要我
[00:04:53.000 --> 00:04:55.000]  那我有什麼價值呢
[00:04:55.000 --> 00:04:57.000]  所以我有一段時間
[00:04:57.000 --> 00:04:59.000]  在我侍奉的成長裡面
[00:04:59.000 --> 00:05:00.000]  不斷提醒自己
[00:05:00.000 --> 00:05:02.000]  我侍奉的是誰呢
[00:05:02.000 --> 00:05:06.000]  我侍奉整個生命的價值
[00:05:06.000 --> 00:05:09.000]  是在乎肯定自己
[00:05:09.000 --> 00:05:13.000]  還是要成就神的心意呢
[00:05:13.000 --> 00:05:16.000]  所以今天再一次
[00:05:16.000 --> 00:05:18.000]  講我自己養的時候
[00:05:18.000 --> 00:05:19.000]  提醒大家
[00:05:19.000 --> 00:05:22.000]  你牧養的是主的羊的時候
[00:05:22.000 --> 00:05:26.000]  你就要知道主的羊的特性
[00:05:26.000 --> 00:05:28.000]  就是要知道
[00:05:28.000 --> 00:05:30.000]  我們怎樣跟他們配合
[00:05:30.000 --> 00:05:31.000]  怎樣跟耶穌的配合
[00:05:31.000 --> 00:05:34.000]  也要知道自己生命的限制
[00:05:34.000 --> 00:05:37.000]  不要以為自己在做什麼
[00:05:37.000 --> 00:05:38.000]  一定是對的
[00:05:38.000 --> 00:05:40.000]  一定是能夠祝福小羊
[00:05:40.000 --> 00:05:41.000]  不是的
[00:05:41.000 --> 00:05:42.000]  要不斷回到
[00:05:42.000 --> 00:05:46.000]  我們唯一的善牧的榜樣裡面
[00:05:46.000 --> 00:05:48.000]  去看回自己的牧羊
[00:05:48.000 --> 00:05:49.000]  看回自己對小朋友
[00:05:49.000 --> 00:05:52.000]  對小羊的關心
[00:05:52.000 --> 00:05:54.000]  今天很多人信耶穌
[00:05:54.000 --> 00:05:56.000]  有困難跟神交往
[00:05:56.000 --> 00:05:57.000]  其中的原因
[00:05:57.000 --> 00:05:59.000]  特別信二代
[00:05:59.000 --> 00:06:00.000]  其中的原因
[00:06:00.000 --> 00:06:02.000]  是因為爸爸媽媽
[00:06:02.000 --> 00:06:05.000]  沒有真實地活出神的屬性
[00:06:05.000 --> 00:06:07.000]  他們只是用口去教訓
[00:06:07.000 --> 00:06:08.000]  去講
[00:06:08.000 --> 00:06:11.000]  將神很多原本是恩典的東西
[00:06:11.000 --> 00:06:16.000]  不自覺地慢慢退化
[00:06:16.000 --> 00:06:18.000]  成為很多的規條律法
[00:06:18.000 --> 00:06:20.000]  將信仰的活潑的生命
[00:06:20.000 --> 00:06:22.000]  變成宗教的生活
[00:06:22.000 --> 00:06:25.000]  和宗教的很多的規條
[00:06:25.000 --> 00:06:27.000]  這個都不是神的心意
[00:06:27.000 --> 00:06:30.000]  所以我們需要明白
[00:06:30.000 --> 00:06:32.000]  主的羊是怎樣的
[00:06:32.000 --> 00:06:33.000]  主的羊第一樣東西
[00:06:33.000 --> 00:06:35.000]  第一個印記是什麼
[00:06:35.000 --> 00:06:37.000]  他說我的羊
[00:06:37.000 --> 00:06:41.000]  是懂得聽我的聲音
[00:06:41.000 --> 00:06:42.000]  這個聽
