
[00:00:00.000 --> 00:00:02.740]  母親節快樂
[00:00:02.740 --> 00:00:05.640]  特別是如果你聽完小朋友唱歌
[00:00:05.640 --> 00:00:08.200]  你可能都記得這首歌怎麼唱
[00:00:08.200 --> 00:00:09.640]  「主耶穌愛我」
[00:00:09.640 --> 00:00:15.040]  我記得我媽媽在離世前在老人院
[00:00:15.040 --> 00:00:17.740]  半夜就唱這首歌
[00:00:17.740 --> 00:00:20.040]  這首歌唱完之後
[00:00:20.040 --> 00:00:24.040]  沒多久她就斷氣了
[00:00:24.040 --> 00:00:28.740]  後來因為她不在醫院許世
[00:00:28.740 --> 00:00:37.960]  要向警察寫一些報告關於她的死亡
[00:00:37.960 --> 00:00:41.760]  警察就問她臨死前做了什麼
[00:00:41.760 --> 00:00:47.200]  老人院就說她臨死前是唱聖詩
[00:00:47.200 --> 00:00:50.300]  警察就說這樣寫
[00:00:50.300 --> 00:00:53.100]  唱完聖詩之後就死了
[00:00:53.100 --> 00:00:57.900]  我都可以這樣說
[00:00:57.900 --> 00:01:01.740]  但回想起來人生都是很幸福的
[00:01:01.740 --> 00:01:06.400]  最後有一首歌陪你做一件事
[00:01:06.400 --> 00:01:10.000]  你有沒有想過這是幸福呢
[00:01:10.000 --> 00:01:12.400]  因為你唱的話
[00:01:12.400 --> 00:01:15.440]  是一個天上的神愛你
[00:01:15.440 --> 00:01:18.900]  然後銜接你的生命到永生
[00:01:18.900 --> 00:01:23.040]  這是一個最好的銜接點
[00:01:23.040 --> 00:01:24.740]  而不是恐懼
[00:01:24.740 --> 00:01:27.940]  不是擔憂、不是後悔
[00:01:27.940 --> 00:01:30.640]  而是主耶穌愛我
[00:01:30.640 --> 00:01:34.640]  所以今天有機會大家一起研究一下
[00:01:34.640 --> 00:01:37.340]  我相信有很多第一次來教會
[00:01:37.340 --> 00:01:40.040]  在母親節可能有朋友帶你來
[00:01:40.040 --> 00:01:41.340]  於是我特別在想
[00:01:41.340 --> 00:01:45.940]  哪個題目名字最有記得很久的可能呢
[00:01:45.940 --> 00:01:48.440]  於是我想起了故事
[00:01:48.440 --> 00:01:50.840]  故事是令人記得很久的事
[00:01:50.840 --> 00:01:52.600]  但是加一個形容
[00:01:52.600 --> 00:01:56.140]  最好是甚麼呢 就是希望故事
[00:01:56.140 --> 00:02:01.940]  希望這個詩是最難解釋給小朋友聽的
[00:02:01.940 --> 00:02:04.540]  希望吧
[00:02:04.540 --> 00:02:07.240]  希望吧
[00:02:07.240 --> 00:02:09.940]  那是否實是呢
[00:02:09.940 --> 00:02:12.740]  好像說希望的人
[00:02:12.740 --> 00:02:15.340]  我希望讀大學吧
[00:02:15.340 --> 00:02:19.840]  有一點暗示可能不是讀大學
[00:02:19.840 --> 00:02:21.640]  只是希望而已
[00:02:21.640 --> 00:02:25.140]  好像希望一個脆弱的人說的說話
[00:02:25.140 --> 00:02:27.140]  但如果你說
[00:02:27.140 --> 00:02:30.140]  我對我的將來有希望
[00:02:30.140 --> 00:02:34.140]  而好像是一個很堅強的人說的說話
[00:02:34.140 --> 00:02:37.940]  所以讀哲學時希望是一個很吊詭的詩
[00:02:37.940 --> 00:02:39.840]  又是脆弱
[00:02:39.840 --> 00:02:42.140]  又是堅強同時存在
[00:02:42.140 --> 00:02:43.840]  這是一個可能
[00:02:43.840 --> 00:02:46.140]  但在教會
[00:02:46.140 --> 00:02:50.540]  希望的字的演繹是堅強那邊的
[00:02:50.540 --> 00:02:52.840]  是軟弱的人說
[00:02:52.840 --> 00:02:57.040]  但他心裡很堅強地知道
[00:02:57.040 --> 00:02:59.340]  後果是好的
[00:02:59.340 --> 00:03:00.940]  所以很不同
[00:03:00.940 --> 00:03:03.340]  如果你在醫院裡說
[00:03:03.340 --> 00:03:05.340]  希望呢
[00:03:05.340 --> 00:03:07.540]  其實越說越害怕
[00:03:07.540 --> 00:03:08.840]  可能會說
[00:03:08.840 --> 00:03:11.540]  嘩 即是多少成
[00:03:11.540 --> 00:03:13.740]  可能你的那些保留
[00:03:13.740 --> 00:03:16.540]  會不會有些可能不是
[00:03:16.540 --> 00:03:18.340]  所以可能今天你聽完之後
[00:03:18.340 --> 00:03:23.040]  你會覺得原來心裡存著幾個希望故事
[00:03:23.040 --> 00:03:26.040]  度過這一世是很需要的
[00:03:26.040 --> 00:03:28.040]  因為這些故事是絕對的
[00:03:28.040 --> 00:03:29.840]  而不是相對的
[00:03:29.840 --> 00:03:34.340]  所以可能大家讀很多書
[00:03:34.340 --> 00:03:38.040]  但始終九成九都是相對的
[00:03:38.040 --> 00:03:40.040]  隔了幾十年
[00:03:40.040 --> 00:03:41.540]  不流行說的
[00:03:41.540 --> 00:03:44.840]  也有些人說已經不是這樣了
[00:03:44.840 --> 00:03:48.740]  但當你學一件事是絕對的
[00:03:48.740 --> 00:03:50.540]  是一千年兩千年
[00:03:50.540 --> 00:03:52.540]  都還是正確的
[00:03:52.540 --> 00:03:54.940]  嘩 這樣就不得了
[00:03:54.940 --> 00:03:58.140]  所以今天我們這半小時是研究絕對的
[00:03:58.140 --> 00:03:59.740]  所以我選擇的時候
[00:03:59.740 --> 00:04:02.340]  我今天全部是選擇《聖經》
[00:04:02.340 --> 00:04:05.140]  可能你會看到一些很絕對的標準
[00:04:05.140 --> 00:04:07.740]  可能你聽完之後覺得很有意思
[00:04:07.740 --> 00:04:10.440]  值得你回家再看過
[00:04:10.440 --> 00:04:12.540]  這段不是驗眼的
[00:04:12.540 --> 00:04:15.340]  但因為比較長
[00:04:15.340 --> 00:04:17.340]  可能你會覺得真的好
[00:04:17.340 --> 00:04:20.040]  我回家叫兒子讀給我聽
[00:04:20.040 --> 00:04:21.540]  但不用怕
[00:04:21.540 --> 00:04:23.040]  我有我的筆記
[00:04:23.040 --> 00:04:24.040]  撤要了你
[00:04:24.040 --> 00:04:26.040]  容易記很多
[00:04:26.040 --> 00:04:28.040]  第一件事就是
[00:04:28.040 --> 00:04:29.040]  有一個人
[00:04:29.040 --> 00:04:30.540]  這是爸爸
[00:04:30.540 --> 00:04:32.540]  他去找耶穌
[00:04:32.540 --> 00:04:35.540]  如果你想像一下在醫院
[00:04:35.540 --> 00:04:37.040]  他帶不帶希望呢
[00:04:37.040 --> 00:04:39.540]  他說 主啊
[00:04:39.540 --> 00:04:41.540]  你可憐一下我的兒子
[00:04:41.540 --> 00:04:43.540]  他有癲間病
[00:04:43.540 --> 00:04:45.040]  很痛苦
[00:04:45.040 --> 00:04:47.040]  整天都蹤在火上
[00:04:47.040 --> 00:04:50.040]  自己自毀
[00:04:50.040 --> 00:04:51.540]  自己毀滅自己
[00:04:51.540 --> 00:04:54.040]  有時掉進水裡可能會淹死
[00:04:54.040 --> 00:04:56.040]  因為鬼控制他
[00:04:56.040 --> 00:04:58.040]  令他癲癲狂狂
[00:04:58.040 --> 00:05:00.040]  我帶他來你的門徒那裡
[00:05:00.040 --> 00:05:01.540]  即是你的弟子那裡
[00:05:01.540 --> 00:05:03.040]  你的馬仔
