
[00:00:00.000 --> 00:00:03.520]  今天和大家分享的題目是
[00:00:03.520 --> 00:00:06.980]  「從實作門徒群體的呼召」
[00:00:06.980 --> 00:00:08.880]  我們看到這幅圖
[00:00:08.880 --> 00:00:13.940]  就是說我們信靠主越來越走向十字架
[00:00:13.940 --> 00:00:16.220]  當然我們也背起十字架
[00:00:16.220 --> 00:00:18.980]  但是我們的生命也是走向十字架
[00:00:18.980 --> 00:00:21.920]  但我們走向十字架這條路不是一個人的事情
[00:00:21.920 --> 00:00:25.280]  我們是一群人一起走向十字架
[00:00:25.280 --> 00:00:30.200]  教會就是一群走向十字架的人的組合
[00:00:30.200 --> 00:00:34.200]  以及我們有一個共同的目標和方向前進
[00:00:34.200 --> 00:00:36.540]  我們怎樣去看門訓呢?
[00:00:36.540 --> 00:00:40.280]  其實門訓就是一個走向十字架的人
[00:00:40.280 --> 00:00:44.680]  向另一個將要走向十字架的人指引他
[00:00:44.680 --> 00:00:47.500]  應該怎樣一起同一個目標方向走
[00:00:47.500 --> 00:00:51.360]  所以這個就是門訓最簡單的意思
[00:00:51.360 --> 00:00:54.960]  我們也知道當我們要走向十字架的時候
[00:00:54.960 --> 00:00:57.420]  神頒佈了一個大使命給我們
[00:00:57.420 --> 00:00:59.240]  我不知道大家是否熟悉
[00:00:59.240 --> 00:01:02.640]  大使命是記載在聖經的哪一個地方
[00:01:02.640 --> 00:01:06.120]  《馬太福音》28章18-20節
[00:01:06.120 --> 00:01:07.880]  經文是這樣說的
[00:01:07.880 --> 00:01:09.560]  當耶穌復活之後
[00:01:09.560 --> 00:01:12.760]  天上地下所有的權柄都已經賜給我了
[00:01:12.760 --> 00:01:15.760]  所以你們要去使萬民作愛的門徒
[00:01:15.760 --> 00:01:18.640]  奉父子聖靈的名給他們施浸
[00:01:18.640 --> 00:01:21.440]  凡我所吩咐你們的都教訓他們遵守
[00:01:21.440 --> 00:01:26.280]  我就常與你們同在直到世代的終結
[00:01:26.280 --> 00:01:28.160]  這段經文特別提到
[00:01:28.160 --> 00:01:31.160]  我們要在這一代去完成大使命
[00:01:31.160 --> 00:01:32.760]  在這一代
[00:01:32.760 --> 00:01:34.080]  當我們看到這幅圖的時候
[00:01:34.080 --> 00:01:36.080]  我們看到一個世界的地圖
[00:01:36.080 --> 00:01:38.760]  其實如果從一個講義的角度
[00:01:38.760 --> 00:01:41.520]  從每一個地理上的國家來說
[00:01:41.520 --> 00:01:44.040]  其實福音已經傳遍每一個國家
[00:01:44.040 --> 00:01:45.760]  但是宣派學者提醒我們
[00:01:45.760 --> 00:01:49.640]  原來世上也有很多的未得之文
[00:01:49.640 --> 00:01:51.280]  它是超越國境的
[00:01:51.280 --> 00:01:53.720]  所以他未有機會聽聞福音
[00:01:53.720 --> 00:01:55.560]  又或者他聽聞福音
[00:01:55.560 --> 00:01:57.840]  但是他的人口不足以
[00:01:57.840 --> 00:02:01.160]  將他自己整個群族令他信主
[00:02:01.160 --> 00:02:03.680]  所以我們這些叫做未得之文
[00:02:03.680 --> 00:02:08.440]  未得之文仍然是我們在宣教裏面的目標和方向
[00:02:08.440 --> 00:02:09.600]  很多人都提醒我們
[00:02:09.600 --> 00:02:12.720]  我們要在這一世代完成大使命
