
[00:00:00.000 --> 00:00:04.000]  神在我們人生當中給我們許多不同的關係
[00:00:04.000 --> 00:00:06.000]  有一些是選擇來的
[00:00:06.000 --> 00:00:08.000]  有一些是沒有辦法選擇
[00:00:08.000 --> 00:00:09.000]  比方說
[00:00:09.000 --> 00:00:11.000]  你可以選擇你的朋友
[00:00:11.000 --> 00:00:12.000]  你的同事
[00:00:12.000 --> 00:00:13.000]  你的鄰居
[00:00:13.000 --> 00:00:15.000]  但是有些關係
[00:00:15.000 --> 00:00:17.000]  你卻沒有辦法來選擇
[00:00:17.000 --> 00:00:21.000]  你沒有辦法選擇我要不要成為這個家的女兒或者兒子
[00:00:21.000 --> 00:00:24.000]  你沒有辦法跟你的兒子說
[00:00:24.000 --> 00:00:25.000]  今天你很壞
[00:00:25.000 --> 00:00:27.000]  你不要成為我的兒子
[00:00:27.000 --> 00:00:30.000]  我們都知道人當中有一個很實在的經驗
[00:00:30.000 --> 00:00:33.000]  這個就是關係的經驗
[00:00:33.000 --> 00:00:36.000]  這個關係的經驗直接影響你
[00:00:36.000 --> 00:00:38.000]  所以若是你的婚姻生活好
[00:00:38.000 --> 00:00:40.000]  你一定是一個喜得的人
[00:00:40.000 --> 00:00:43.000]  若是你跟同事之間的關係不好的時候
[00:00:43.000 --> 00:00:47.000]  你就會覺得那一天很難去熬過去
[00:00:47.000 --> 00:00:49.000]  錢財是次要的
[00:00:49.000 --> 00:00:51.000]  關係是重要的
[00:00:51.000 --> 00:00:56.000]  我不是講中國那種有關係就能夠做事那種的方便
[00:00:56.000 --> 00:00:59.000]  我是講到在神永傳的計劃的裡面
[00:00:59.000 --> 00:01:03.000]  神為我們傳來一種特有的關係
[00:01:03.000 --> 00:01:06.000]  這種的關係叫做與神同行
[00:01:06.000 --> 00:01:09.000]  或者與神相交的這種關係
[00:01:09.000 --> 00:01:11.000]  所以今天我願意以這個
[00:01:11.000 --> 00:01:15.000]  作為跟大家分享的主題
[00:01:15.000 --> 00:01:18.000]  神與人可以相交
[00:01:18.000 --> 00:01:22.000]  並且在其中能夠領受生命跟救恩
[00:01:22.000 --> 00:01:26.000]  絕對不是人思想的推考
[00:01:26.000 --> 00:01:30.000]  也絕對不是人虛談的結論
[00:01:30.000 --> 00:01:36.000]  那是因為神子耶穌基督的確行走在人間
[00:01:36.000 --> 00:01:40.000]  是一個救贖的結果
[00:01:40.000 --> 00:01:44.000]  約翰這個年長的神的門徒
[00:01:44.000 --> 00:01:47.000]  他為介紹了耶穌的神性
[00:01:47.000 --> 00:01:51.000]  就寫下了約翰福音大家都曉得
[00:01:51.000 --> 00:01:55.000]  同時間為著維護耶穌的神性
[00:01:55.000 --> 00:01:57.000]  他就寫下了約翰一書
[00:01:57.000 --> 00:02:00.000]  就是今天我門口看到的這個經文
[00:02:00.000 --> 00:02:03.000]  其中在這個書卷的裡面
[00:02:03.000 --> 00:02:05.000]  特別的講到
[00:02:05.000 --> 00:02:08.000]  特出了一個住在神裡面
[00:02:08.000 --> 00:02:13.000]  滿有滿足喜樂的生命關係
[00:02:13.000 --> 00:02:16.000]  其實若是大家在教會裡面的
[00:02:16.000 --> 00:02:17.000]  有參加主義學就曉得
[00:02:17.000 --> 00:02:20.000]  約翰書信跟約翰福音裡面
[00:02:20.000 --> 00:02:23.000]  經常反復提到幾個字
[00:02:23.000 --> 00:02:26.000]  比方說在他裡面
[00:02:26.000 --> 00:02:30.000]  或者住在裡面這些字
[00:02:30.000 --> 00:02:33.000]  其實裡面是講出一個事情來
[00:02:33.000 --> 00:02:38.000]  就是關係是需要人住在其中的
[00:02:38.000 --> 00:02:41.000]  關係需要人住在其中
[00:02:41.000 --> 00:02:44.000]  當神與我們有相交的關係
[00:02:44.000 --> 00:02:49.000]  這種的關係讓我們能夠經驗神
[00:02:49.000 --> 00:02:52.000]  能夠經驗愛
[00:02:52.000 --> 00:02:56.000]  也叫我們生命有所改變
[00:02:56.000 --> 00:02:57.000]  所以這種的關係
[00:02:57.000 --> 00:03:00.000]  特有的地方就寫在聖經裡面
[00:03:00.000 --> 00:03:02.000]  我願今年我們過年
[00:03:02.000 --> 00:03:05.000]  我要送給你不是一個紅包
[00:03:05.000 --> 00:03:06.000]  不是五塊錢
[00:03:06.000 --> 00:03:07.000]  不是請你吃飯
[00:03:07.000 --> 00:03:11.000]  那是要重新把神與我們的關係
[00:03:11.000 --> 00:03:13.000]  我在這個時候重新地來解釋
[00:03:13.000 --> 00:03:16.000]  盼望今天我們離開這個教會
[00:03:16.000 --> 00:03:18.000]  離開這個聚會的場所
[00:03:18.000 --> 00:03:20.000]  你能夠在神的面前得著
[00:03:20.000 --> 00:03:22.000]  最豐富的一個禮物
[00:03:22.000 --> 00:03:26.000]  就是與神相交的這個禮物
[00:03:26.000 --> 00:03:28.000]  那麼在這個關係的裡面
[00:03:28.000 --> 00:03:30.000]  有什麼特殊的地方
[00:03:30.000 --> 00:03:32.000]  約翰一書裡面講到
[00:03:32.000 --> 00:03:34.000]  最主要有三個地方
[00:03:34.000 --> 00:03:38.000]  是這種的關係跟人的這種的關係不一樣
[00:03:38.000 --> 00:03:39.000]  第一個
[00:03:39.000 --> 00:03:43.000]  這是人可以與神相交往的原因
[00:03:43.000 --> 00:03:49.000]  那是因為我們有一位道成肉身的主
[00:03:49.000 --> 00:03:51.000]  約翰一書第一章
[00:03:51.000 --> 00:03:55.000]  第一跟第二節是個非常難翻譯的一句話
[00:03:55.000 --> 00:03:57.000]  老實說有些人說
[00:03:57.000 --> 00:04:00.000]  前面的四節經文是一句話
[00:04:00.000 --> 00:04:03.000]  但是在當中要把它解開
[00:04:03.000 --> 00:04:07.000]  來解釋當中的意思是非常困難的
[00:04:07.000 --> 00:04:09.000]  但是我也在看到這個經文的當中
[00:04:09.000 --> 00:04:11.000]  我大概有一點的領略
[00:04:11.000 --> 00:04:14.000]  所以我就把前面的第一句
[00:04:14.000 --> 00:04:15.000]  第一節跟第二節
[00:04:15.000 --> 00:04:18.000]  我稍微跟大家重新的翻譯
[00:04:18.000 --> 00:04:21.000]  讓大家能夠明白當中所講的是什麼意思
[00:04:21.000 --> 00:04:23.000]  這個意思大概是這樣子
[00:04:23.000 --> 00:04:26.000]  他說第一章的第一跟第二節
[00:04:26.000 --> 00:04:31.000]  這個就是約翰自己的見證
[00:04:31.000 --> 00:04:33.000]  這個見證是什麼呢
[00:04:33.000 --> 00:04:37.000]  就是我們所曾經聽過的
[00:04:37.000 --> 00:04:40.000]  眼睛看過的
[00:04:40.000 --> 00:04:44.000]  並且在手中親自證實過的
[00:04:44.000 --> 00:04:47.000]  這個生命的道理
[00:04:47.000 --> 00:04:51.000]  已經彰顯在你的眼前
[00:04:51.000 --> 00:04:54.000]  而這個彰顯出來的這個生命
[00:04:54.000 --> 00:04:58.000]  其實是我們已經見過了
[00:04:58.000 --> 00:05:01.000]  也在當中知道原來這個是
[00:05:01.000 --> 00:05:04.000]  關福上帝與我們交往的
[00:05:04.000 --> 00:05:07.000]  這個永恆的生命
[00:05:07.000 --> 00:05:11.000]  已經在書卷的當中傳說給你知道
[00:05:11.000 --> 00:05:13.000]  是這個意思
[00:05:13.000 --> 00:05:17.000]  那為什麼年長的約翰特別的談到
[00:05:17.000 --> 00:05:21.000]  在書信的當中先談到這個範圍
[00:05:21.000 --> 00:05:24.000]  是因為老約翰曉得
[00:05:24.000 --> 00:05:27.000]  與神交往的裡面最重要的
[00:05:27.000 --> 00:05:32.000]  就是這一種應做道臣肉身的耶穌
[00:05:32.000 --> 00:05:35.000]  進到我們生命中的這種的關係
[00:05:35.000 --> 00:05:40.000]  原來這位坐在寶座上面的神
[00:05:40.000 --> 00:05:43.000]  是那位自有擁有的神
[00:05:43.000 --> 00:05:46.000]  借助耶穌基督道臣的肉身
[00:05:46.000 --> 00:05:50.000]  顯明瞭這種生命在我們的眼前
[00:05:50.000 --> 00:05:55.000]  在我們的生活中可以經歷它
[00:05:55.000 --> 00:05:59.000]  原來信仰不是思維
[00:05:59.000 --> 00:06:01.000]  不是推考
[00:06:01.000 --> 00:06:03.000]  原來信仰的重點
[00:06:03.000 --> 00:06:05.000]  是因為有一位活著的神
[00:06:05.000 --> 00:06:07.000]  猜測他的愛子
[00:06:07.000 --> 00:06:10.000]  進到我們的生活的圈子的裡面
[00:06:10.000 --> 00:06:12.000]  不僅僅要進到歷史
[00:06:12.000 --> 00:06:15.000]  來進到我們所有的經驗範圍的裡面
[00:06:15.000 --> 00:06:20.000]  來顯露出原來這位的上帝帶有生命
[00:06:20.000 --> 00:06:25.000]  而且這個生命是可以與你連在一起
[00:06:25.000 --> 00:06:30.000]  所以聖經裡面最少有三個記載是講到
[00:06:30.000 --> 00:06:35.000]  神如何的把他的經歷切示顯露給我們
[00:06:35.000 --> 00:06:39.000]  你知道當西門彼得他承認
[00:06:39.000 --> 00:06:44.000]  耶穌基督是基督是永生上帝的兒子的時候
[00:06:44.000 --> 00:06:46.000]  耶穌就做了這個回答
[00:06:46.000 --> 00:06:48.000]  在馬太福音的第十六章十七節
[00:06:48.000 --> 00:06:50.000]  他說你是有福的
[00:06:50.000 --> 00:06:55.000]  因為不是學肉的子嗣你
[00:06:55.000 --> 00:06:59.000]  乃是我們在天上的父子嗣你
[00:06:59.000 --> 00:07:02.000]  只是這個意思就是打開的意思
[00:07:02.000 --> 00:07:07.000]  就是把面紗拿開看見真面貌的這個意思
[00:07:07.000 --> 00:07:08.000]  是一個隱藏的東西
[00:07:08.000 --> 00:07:12.000]  因著有光進去顯露出來的這個意思
[00:07:12.000 --> 00:07:15.000]  原來在我們肉身的生命的裡面
[00:07:15.000 --> 00:07:17.000]  我們只曉得一種的關係
[00:07:17.000 --> 00:07:19.000]  就是人的關係
[00:07:19.000 --> 00:07:23.000]  我們不曉得原來神要切入一個更美的關係
[00:07:23.000 --> 00:07:25.000]  無比美麗的這個關係
[00:07:25.000 --> 00:07:28.000]  這個關係就是神能夠進到我們的肉身
[00:07:28.000 --> 00:07:33.000]  我們的生命當中來彰顯祂自己的榮耀
[00:07:33.000 --> 00:07:35.000]  在使徒行傳的十七章
[00:07:35.000 --> 00:07:39.000]  保羅像做這個雅典人傳福音的時候
[00:07:39.000 --> 00:07:43.000]  他就講到這位上帝是怎麼樣的一位上帝
[00:07:43.000 --> 00:07:46.000]  他說這個是天地的主
[00:07:46.000 --> 00:07:48.000]  不住在人手所造的殿
[00:07:48.000 --> 00:07:51.000]  也不用人手來服侍
[00:07:51.000 --> 00:07:53.000]  因為這位的神
[00:07:53.000 --> 00:07:58.000]  把祂的生命、氣使、萬物都賜給人
[00:07:58.000 --> 00:08:03.000]  為要讓人來尋求上帝
[00:08:03.000 --> 00:08:06.000]  保羅講到福音的闕句的時候
[00:08:06.000 --> 00:08:07.000]  他說
[00:08:07.000 --> 00:08:10.000]  我所領受的不是人所教導我的
[00:08:10.000 --> 00:08:13.000]  乃是從基督耶穌的啓示來
[00:08:13.000 --> 00:08:14.000]  意思就是說
[00:08:14.000 --> 00:08:16.000]  今天我們認識上帝
[00:08:16.000 --> 00:08:21.000]  是因為有一位神把祂的愛子帶到人間
[00:08:21.000 --> 00:08:25.000]  讓我們在當中能夠明白當中的原理
[00:08:25.000 --> 00:08:29.000]  一個人在黑暗的當中是找不到方向
[00:08:29.000 --> 00:08:31.000]  這個人需要找到一個證據
[00:08:31.000 --> 00:08:36.000]  就是當中的光所給他的根據點
[00:08:36.000 --> 00:08:39.000]  才可以看見周圍的事物
[00:08:39.000 --> 00:08:40.000]  所以比方說
[00:08:40.000 --> 00:08:43.000]  若是我把這個房間的燈關掉的話
[00:08:43.000 --> 00:08:45.000]  你大概不曉得怎麼樣出去
[00:08:45.000 --> 00:08:47.000]  但若是燈打開了以後
[00:08:47.000 --> 00:08:49.000]  我們找到我們的方向感
[00:08:49.000 --> 00:08:51.000]  找到定點的時候
[00:08:51.000 --> 00:08:53.000]  我們就可以看到我們的路程
[00:08:53.000 --> 00:08:55.000]  人生也是一樣
[00:08:55.000 --> 00:09:00.000]  沒有一個神所啓示寶貴的人氣經驗
[00:09:00.000 --> 00:09:01.000]  我們沒有辦法
[00:09:01.000 --> 00:09:04.000]  透過這個神所給我們相交的
[00:09:04.000 --> 00:09:06.000]  這個的體會
[00:09:06.000 --> 00:09:09.000]  來明白我們的人生
[00:09:09.000 --> 00:09:12.000]  你沒有從神的這個豐富的關係得來的
[00:09:12.000 --> 00:09:13.000]  這種的經驗
[00:09:13.000 --> 00:09:14.000]  就沒有辦法
[00:09:14.000 --> 00:09:19.000]  讓這個的豐富流露在你的家庭生活裡面
[00:09:19.000 --> 00:09:21.000]  所以這裡特別的講到
[00:09:21.000 --> 00:09:25.000]  原來神是一個啓示的上帝
[00:09:25.000 --> 00:09:29.000]  有很多生活在無神論的背景的人
[00:09:29.000 --> 00:09:30.000]  常常這樣說
[00:09:30.000 --> 00:09:36.000]  他說宗教信仰只是出於人的無知跟恐懼
[00:09:36.000 --> 00:09:39.000]  他說是因為對自然界的不瞭解
[00:09:39.000 --> 00:09:46.000]  所以發明一些東西來解釋自己不能夠解釋的東西
[00:09:46.000 --> 00:09:47.000]  其實老實說
[00:09:47.000 --> 00:09:51.000]  這個就是我們在思想的當中的偏差
[00:09:51.000 --> 00:09:56.000]  很多時候人創造了自己的神
[00:09:56.000 --> 00:09:59.000]  比方說一隻牛
[00:09:59.000 --> 00:10:02.000]  若是他要描述神的存在的話
[00:10:02.000 --> 00:10:07.000]  他的描述就是一頭牛
[00:10:07.000 --> 00:10:09.000]  只可以一頭牛
[00:10:09.000 --> 00:10:11.000]  羊也是一樣
[00:10:11.000 --> 00:10:15.000]  若是羊真的有辦法來描述上帝的話
[00:10:15.000 --> 00:10:18.000]  他描述的那個自己的神就是羊
[00:10:18.000 --> 00:10:20.000]  也只可以是羊
[00:10:20.000 --> 00:10:24.000]  同樣的很多人在瞭解上帝的時候
[00:10:24.000 --> 00:10:29.000]  他們很多時候是把自己的心思意念放在裡面去
[00:10:29.000 --> 00:10:33.000]  就說這個是神
[00:10:33.000 --> 00:10:37.000]  古時候在中國裡面常有一個比喻說
[00:10:37.000 --> 00:10:40.000]  瞎子來摸這個大象
[00:10:40.000 --> 00:10:45.000]  你猜想若是有一個瞎子摸到那個大象
[00:10:45.000 --> 00:10:48.000]  他的腿是好像一個柱子的一樣
[00:10:48.000 --> 00:10:52.000]  他就說大象像柱子的話
[00:10:52.000 --> 00:10:57.000]  你猜想這個大象會不會變成一個柱子
[00:10:57.000 --> 00:11:03.000]  比方說若是另外一個瞎子摸到的就是大象的尾巴
[00:11:03.000 --> 00:11:05.000]  一條繩子的一樣
[00:11:05.000 --> 00:11:08.000]  你猜想他摸到他說大象就是繩子
[00:11:08.000 --> 00:11:11.000]  你說這個的象會不會變成一個繩子
[00:11:11.000 --> 00:11:12.000]  不會
[00:11:12.000 --> 00:11:16.000]  因為他們所看見的沒有神的啓示
[00:11:16.000 --> 00:11:19.000]  永遠不是完美
[00:11:19.000 --> 00:11:22.000]  永遠不是傳輩
[00:11:22.000 --> 00:11:26.000]  神在聖經裡面講得非常的清楚
[00:11:26.000 --> 00:11:29.000]  這位我們相信的神是自由
[00:11:29.000 --> 00:11:30.000]  擁有
[00:11:30.000 --> 00:11:32.000]  是帶有啓示的
[00:11:32.000 --> 00:11:35.000]  是不受我們的思想所塑造
[00:11:35.000 --> 00:11:36.000]  就是因為這個緣故
[00:11:36.000 --> 00:11:39.000]  我們就曉得原來今天像我們啓示
[00:11:39.000 --> 00:11:42.000]  從心底當中領受的這種的關係
[00:11:42.000 --> 00:11:44.000]  不是扣想出來
[00:11:44.000 --> 00:11:46.000]  我碰到很多福音的朋友
[00:11:46.000 --> 00:11:47.000]  信耶穌
[00:11:47.000 --> 00:11:49.000]  他們有些經驗講不出來
[00:11:49.000 --> 00:11:50.000]  我就告訴他
[00:11:50.000 --> 00:11:51.000]  是的
[00:11:51.000 --> 00:11:53.000]  沒有辦法解釋出來
[00:11:53.000 --> 00:11:56.000]  是因為這個不是出於你的扣想
[00:11:56.000 --> 00:11:58.000]  不是應作你的思想
[00:11:58.000 --> 00:12:01.000]  乃是因為道成肉身的主
[00:12:01.000 --> 00:12:04.000]  用另外一個方式跟你溝通
[00:12:04.000 --> 00:12:06.000]  讓你知道你靈裡面的真需要
[00:12:06.000 --> 00:12:09.000]  讓你知道你生命當中的真方向
[00:12:09.000 --> 00:12:10.000]  就在那個時候
[00:12:10.000 --> 00:12:13.000]  你發現了寶貝的主耶穌基督
[00:12:13.000 --> 00:12:17.000]  你知道主耶穌可以來到地上
[00:12:17.000 --> 00:12:22.000]  為做十字架的緣故奔向這個的使命
[00:12:22.000 --> 00:12:24.000]  然而大家看到
[00:12:24.000 --> 00:12:27.000]  在主耶穌出來開始傳道理以後
[00:12:27.000 --> 00:12:30.000]  整整發了三年半的時間
[00:12:30.000 --> 00:12:32.000]  停留在我們的中間
[00:12:32.000 --> 00:12:35.000]  馬來福音第九章三十五節
[00:12:35.000 --> 00:12:37.000]  耶穌走遍各城各廂
[00:12:37.000 --> 00:12:39.000]  傳天國的福音的時候
[00:12:39.000 --> 00:12:41.000]  井然看見我們的需要
[00:12:41.000 --> 00:12:43.000]  主耶穌就停頓下來
[00:12:43.000 --> 00:12:46.000]  發出了使命的呼喊說
[00:12:46.000 --> 00:12:49.000]  你們當仇莊稼的主
[00:12:49.000 --> 00:12:53.000]  打發工人出去收他的莊稼
[00:12:53.000 --> 00:12:55.000]  馬來福音第六章三十五節
[00:12:55.000 --> 00:12:58.000]  主耶穌講道結束了以後
[00:12:58.000 --> 00:13:00.000]  應該是收息了
[00:13:00.000 --> 00:13:01.000]  門徒也說
[00:13:01.000 --> 00:13:05.000]  你們聽到的人快去鄉下裡面找食物
[00:13:05.000 --> 00:13:09.000]  耶穌竟然反過來跟他們說
[00:13:09.000 --> 00:13:14.000]  你們這些門徒給他們吃
[00:13:14.000 --> 00:13:16.000]  路加福音第六章十二節
[00:13:16.000 --> 00:13:19.000]  耶穌整天的晚上禱告
[00:13:19.000 --> 00:13:20.000]  為什麼
[00:13:20.000 --> 00:13:21.000]  因為到了天上
[00:13:21.000 --> 00:13:25.000]  他要挑選十二個門徒與他一起來生活
[00:13:25.000 --> 00:13:27.000]  大家有沒有看見過
[00:13:27.000 --> 00:13:31.000]  主耶穌可以從他出生的那一個沙那
[00:13:31.000 --> 00:13:33.000]  奔上了十幾架
[00:13:33.000 --> 00:13:35.000]  不停留在人間
[00:13:35.000 --> 00:13:39.000]  然而主耶穌為要建立與我們的關係
[00:13:39.000 --> 00:13:43.000]  井然停頓在我們生活每一個角落的裡面
[00:13:43.000 --> 00:13:45.000]  當你憂傷的時候
[00:13:45.000 --> 00:13:46.000]  原來主耶穌在那一邊
[00:13:46.000 --> 00:13:47.000]  當你困苦的時候
[00:13:47.000 --> 00:13:49.000]  原來主耶穌在那一邊
