
[00:00:00.000 --> 00:00:02.000]  各位觀眾午安
[00:00:02.000 --> 00:00:05.000]  今天在講道開始的時候
[00:00:05.000 --> 00:00:07.000]  先帶大家去一個地方
[00:00:07.000 --> 00:00:09.000]  相信我一講出來
[00:00:09.000 --> 00:00:10.000]  你一定知道在哪裏
[00:00:10.000 --> 00:00:12.000]  這個叫死海
[00:00:12.000 --> 00:00:14.000]  有多少人去過這個地方
[00:00:14.000 --> 00:00:18.000]  真是很多的朋友去參加過
[00:00:18.000 --> 00:00:23.000]  死海其實位處在約旦和以色列之間
[00:00:23.000 --> 00:00:26.000]  是世界著名的一個來陸咸水湖泊
[00:00:26.000 --> 00:00:28.000]  自古就稱為炎海
[00:00:28.000 --> 00:00:30.000]  有聖經的出處
[00:00:30.000 --> 00:00:33.000]  遠自創世紀十四章三節
[00:00:33.000 --> 00:00:35.000]  舊約裏頭講到西定谷
[00:00:35.000 --> 00:00:38.000]  就是指在炎海這個地區
[00:00:38.000 --> 00:00:40.000]  若書下記三章十六節
[00:00:40.000 --> 00:00:42.000]  那裏講阿拉巴的海
[00:00:42.000 --> 00:00:44.000]  就是炎海
[00:00:44.000 --> 00:00:47.000]  就是在講這個死海
[00:00:47.000 --> 00:00:48.000]  顧名思義
[00:00:48.000 --> 00:00:50.000]  如果說它是炎海的時候
[00:00:50.000 --> 00:00:53.000]  即是說這個死海的水一定很鹹
[00:00:53.000 --> 00:00:55.000]  有沒有人猜到
[00:00:55.000 --> 00:00:59.000]  那裏的鹹的程度比我們維港的鹹水
[00:00:59.000 --> 00:01:01.000]  鹹多少倍
[00:01:01.000 --> 00:01:03.000]  你猜猜
[00:01:03.000 --> 00:01:07.000]  一百倍
[00:01:07.000 --> 00:01:09.000]  這樣真是死得人好
[00:01:09.000 --> 00:01:12.000]  不經意著涼的話
[00:01:12.000 --> 00:01:15.000]  那就很容易葬身死海
[00:01:15.000 --> 00:01:18.000]  一百倍
[00:01:18.000 --> 00:01:20.000]  我昨晚講到的時候
[00:01:20.000 --> 00:01:21.000]  有些人猜一百倍
[00:01:21.000 --> 00:01:23.000]  我說未必這麼厲害
[00:01:23.000 --> 00:01:26.000]  比起一般的海水
[00:01:26.000 --> 00:01:28.000]  是鹹多六至八倍
[00:01:28.000 --> 00:01:31.000]  所以不可以喝的
[00:01:31.000 --> 00:01:33.000]  喝多點鹹水吧
[00:01:33.000 --> 00:01:34.000]  不是的
[00:01:34.000 --> 00:01:36.000]  有些人喜歡淹死海
[00:01:36.000 --> 00:01:38.000]  因為它鹽分夠高
[00:01:38.000 --> 00:01:41.000]  還有礦物質很多
[00:01:41.000 --> 00:01:44.000]  它給我們身體的皮膚
[00:01:44.000 --> 00:01:47.000]  有一種療治性的作用
[00:01:47.000 --> 00:01:49.000]  ABC的新聞
[00:01:49.000 --> 00:01:51.000]  美國的電視台
[00:01:51.000 --> 00:01:52.000]  在幾年前
[00:01:52.000 --> 00:01:55.000]  做過一個研究
[00:01:55.000 --> 00:01:57.000]  寫了一篇文章說
[00:01:57.000 --> 00:01:59.000]  死海不可能遇溺
[00:01:59.000 --> 00:02:00.000]  因為大家都知道
[00:02:00.000 --> 00:02:02.000]  死海的鹽分這麼高
[00:02:02.000 --> 00:02:04.000]  浮力很強
[00:02:04.000 --> 00:02:05.000]  不懂游泳都可以
[00:02:05.000 --> 00:02:06.000]  躺下去
[00:02:06.000 --> 00:02:07.000]  不要掙扎就行了
[00:02:07.000 --> 00:02:10.000]  仰望天賦地躺在死海上
[00:02:10.000 --> 00:02:12.000]  你就會浮上來
[00:02:12.000 --> 00:02:17.000]  但是仍然有人遇溺
[00:02:17.000 --> 00:02:19.000]  2010年有21個人
[00:02:19.000 --> 00:02:21.000]  在死海遇溺
[00:02:21.000 --> 00:02:24.000]  要救生員把他們救上來
[00:02:24.000 --> 00:02:25.000]  不救他們上來
[00:02:25.000 --> 00:02:27.000]  他們會變成鹹魚
[00:02:27.000 --> 00:02:29.000]  你去聽修師也可以
[00:02:29.000 --> 00:02:33.000]  其實死海這個地方
[00:02:33.000 --> 00:02:36.000]  其實是一個倒楣的聖地
[00:02:36.000 --> 00:02:38.000]  對於很多人來說
[00:02:38.000 --> 00:02:40.000]  但是我們每次去以色列
[00:02:40.000 --> 00:02:41.000]  一定會去那個地方
[00:02:41.000 --> 00:02:45.000]  其實我們是聖地的一部分
[00:02:45.000 --> 00:02:47.000]  在聖經的時代
[00:02:47.000 --> 00:02:49.000]  大希律王都已經懂得
[00:02:49.000 --> 00:02:55.000]  這個地區是他度假的地方之一
[00:02:55.000 --> 00:03:00.000]  我們每一次去死海之前
[00:03:00.000 --> 00:03:03.000]  其實導遊都一定會警告大家
[00:03:03.000 --> 00:03:06.000]  那個地方不是讓你去游泳的
[00:03:06.000 --> 00:03:08.000]  你不要樂而忘返
[00:03:08.000 --> 00:03:11.000]  或者你走到那裡
[00:03:11.000 --> 00:03:13.000]  就當是游出去的浮台
[00:03:13.000 --> 00:03:14.000]  其實是不行的
[00:03:14.000 --> 00:03:16.000]  他是讓你浮水的
[00:03:16.000 --> 00:03:17.000]  就好像下一張照片
[00:03:17.000 --> 00:03:20.000]  好像這樣浮在那裡
[00:03:20.000 --> 00:03:21.000]  講得很清楚
[00:03:21.000 --> 00:03:23.000]  因為你不要把水喝下去
[00:03:23.000 --> 00:03:24.000]  也不要把死海的水
[00:03:24.000 --> 00:03:26.000]  噎到你的眼睛
[00:03:26.000 --> 00:03:27.000]  如果遇到這樣的情況
[00:03:27.000 --> 00:03:30.000]  你盡快找些清水就要清洗
[00:03:30.000 --> 00:03:34.000]  這個是保障所有旅客的安全
[00:03:34.000 --> 00:03:35.000]  不過很可惜
[00:03:35.000 --> 00:03:37.000]  有很多人為什麼
[00:03:37.000 --> 00:03:39.000]  仍然會在死海遇溺呢
[00:03:39.000 --> 00:03:41.000]  因為他聽到指示
[00:03:41.000 --> 00:03:43.000]  但是不遵從
[00:03:43.000 --> 00:03:44.000]  在今年年初
[00:03:44.000 --> 00:03:47.000]  我聽聞有一個大陸的旅行團
[00:03:47.000 --> 00:03:49.000]  有一個團友就是這樣遇溺
[00:03:49.000 --> 00:03:52.000]  所以我們說原來今天重要的
[00:03:52.000 --> 00:03:56.000]  是你要聽見一些指示
[00:03:56.000 --> 00:03:59.000]  你要很慎重
[00:03:59.000 --> 00:04:00.000]  你要對待
[00:04:00.000 --> 00:04:02.000]  你不要當無所謂
[00:04:02.000 --> 00:04:08.000]  今天你有沒有聽崇拜剛才的報告呢
[00:04:08.000 --> 00:04:12.000]  Andy傳導剛才講得很清楚
[00:04:12.000 --> 00:04:14.000]  我們現在專門將很多的報告
[00:04:14.000 --> 00:04:17.000]  已經是揀選分類出來
[00:04:17.000 --> 00:04:19.000]  然後找PowerPoint掣出來
[00:04:19.000 --> 00:04:21.000]  記不記得剛才報告什麼
[00:04:21.000 --> 00:04:23.000]  大家很自然反應
[00:04:23.000 --> 00:04:24.000]  不記得了
[00:04:24.000 --> 00:04:25.000]  因為太多了
[00:04:25.000 --> 00:04:27.000]  我也試過在外面
[00:04:27.000 --> 00:04:31.000]  跟大家崇拜完了握手的時候
[00:04:31.000 --> 00:04:33.000]  有些姐妹問我
[00:04:33.000 --> 00:04:35.000]  我們什麼時候有唐慶音樂劇
[00:04:35.000 --> 00:04:39.000]  我們什麼時候有唐慶崇拜
[00:04:39.000 --> 00:04:41.000]  我說剛才報告了
[00:04:41.000 --> 00:04:42.000]  是嗎
[00:04:42.000 --> 00:04:43.000]  你沒有聽到嗎
[00:04:43.000 --> 00:04:44.000]  沒有
[00:04:44.000 --> 00:04:46.000]  不知道為什麼沒有聽到
[00:04:46.000 --> 00:04:49.000]  我就說你剛才沒有聽到
[00:04:49.000 --> 00:04:50.000]  你有沒有看到
[00:04:50.000 --> 00:04:52.000]  我們程序表也有刊登
[00:04:52.000 --> 00:04:53.000]  是嗎
[00:04:53.000 --> 00:04:55.000]  刊登了一個月
[00:04:55.000 --> 00:05:01.000]  原來我們對於很多我們聽到的東西
[00:05:01.000 --> 00:05:02.000]  見到的東西
[00:05:02.000 --> 00:05:05.000]  如果你不是很著重的時候
[00:05:05.000 --> 00:05:08.000]  你好像水掛背
[00:05:08.000 --> 00:05:10.000]  我希望你聽到不是這樣
[00:05:10.000 --> 00:05:12.000]  你聽完你要知道
[00:05:12.000 --> 00:05:14.000]  好像我們今天這個題目
[00:05:14.000 --> 00:05:16.000]  活出上帝的誡命
[00:05:16.000 --> 00:05:18.000]  為什麼你要認識神的話
[00:05:18.000 --> 00:05:21.000]  因為這個對你我都是很有益處的
[00:05:21.000 --> 00:05:24.000]  上帝給我們的律例誡命典章
[00:05:24.000 --> 00:05:27.000]  不是叫我們所謂受束縛
[00:05:27.000 --> 00:05:31.000]  而是叫我們得真正的生命和自由
[00:05:31.000 --> 00:05:33.000]  得到真正的釋放
[00:05:33.000 --> 00:05:35.000]  你要享受真正的人生
[00:05:35.000 --> 00:05:39.000]  就是你要認識和去進行上帝的話
[00:05:39.000 --> 00:05:41.000]  聖本督會章第四章六十三條
[00:05:41.000 --> 00:05:44.000]  就是我們今天這個講題
[00:05:44.000 --> 00:05:48.000]  它說 to live by God's commandments daily
[00:05:48.000 --> 00:05:50.000]  我沒有將 daily 翻譯出來
[00:05:50.000 --> 00:05:53.000]  因為我認為活著就是敬拜
[00:05:53.000 --> 00:05:57.000]  而且你懂得神的誡命是要活出來的時候
[00:05:57.000 --> 00:06:01.000]  你沒有理由你是選擇性時間去活出的
[00:06:01.000 --> 00:06:05.000]  我只是Sunday才活出上帝的誡命
[00:06:05.000 --> 00:06:06.000]  不可能這樣的
[00:06:06.000 --> 00:06:11.000]  我們七天無時無刻都應該活出上帝的誡命
[00:06:11.000 --> 00:06:13.000]  它選擇的經題
[00:06:13.000 --> 00:06:17.000]  聖經的出處很有意思
[00:06:17.000 --> 00:06:22.000]  它選擇了耶穌基督登山部分的結論部分
[00:06:22.000 --> 00:06:25.000]  剛才主席帶我們已經讀過了
[00:06:25.000 --> 00:06:28.000]  是說到一個聰明人怎樣建房屋
[00:06:28.000 --> 00:06:32.000]  所以凡聽見我這話就去行
[00:06:32.000 --> 00:06:34.000]  重要的就不只是聽
[00:06:34.000 --> 00:06:36.000]  聽完之後你怎樣
[00:06:36.000 --> 00:06:40.000]  你是願意去實踐出來
[00:06:40.000 --> 00:06:43.000]  這個才是一個聰明人去建房屋
[00:06:43.000 --> 00:06:46.000]  建房屋它說蓋在這個盤石上
[00:06:46.000 --> 00:06:49.000]  當你遇到那些考驗來到了
[00:06:49.000 --> 00:06:51.000]  那些衝擊來到了
[00:06:51.000 --> 00:06:53.000]  好像雨淋水沖風吹
[00:06:53.000 --> 00:06:55.000]  這間房子都屹立不倒
[00:06:55.000 --> 00:06:56.000]  為什麼呢
[00:06:56.000 --> 00:06:59.000]  因為它是建基在盤石上
[00:06:59.000 --> 00:07:00.000]  我想問大家
[00:07:00.000 --> 00:07:03.000]  這個盤石是指什麼呢
[00:07:03.000 --> 00:07:05.000]  是指什麼呢
[00:07:05.000 --> 00:07:07.000]  有些人說指耶穌
