
[00:00:00.000 --> 00:00:02.480]  相信我們都同意
[00:00:02.480 --> 00:00:05.200]  當我們讀聖經的時候
[00:00:05.200 --> 00:00:10.880]  我們看到神期望他的子民
[00:00:10.880 --> 00:00:12.880]  期望他的子民
[00:00:12.880 --> 00:00:18.320]  一直活在一種歡欣快樂的境況中
[00:00:18.320 --> 00:00:21.120]  也是生命豐盛
[00:00:21.120 --> 00:00:24.320]  也是遵行神的旨意
[00:00:24.320 --> 00:00:26.640]  這是一件很美好的事
[00:00:26.640 --> 00:00:29.280]  也是神所期待的
[00:00:29.280 --> 00:00:30.880]  不僅如此
[00:00:30.880 --> 00:00:32.880]  當我們讀聖經的時候也知道
[00:00:32.880 --> 00:00:37.920]  神也很想他的子民能夠充滿活力
[00:00:37.920 --> 00:00:43.520]  充滿熱誠去宣揚神的名
[00:00:43.520 --> 00:00:46.000]  不僅向周圍的人去宣揚
[00:00:46.000 --> 00:00:50.480]  甚至地上的萬族萬民都去宣揚
[00:00:50.480 --> 00:00:52.880]  我們看到在聖經裏面
[00:00:52.880 --> 00:00:54.880]  我們的神就是這樣
[00:00:54.880 --> 00:00:59.840]  向屬祂的子民有一些這樣的期望
[00:00:59.840 --> 00:01:02.560]  而當我們神的子民
[00:01:02.560 --> 00:01:07.120]  就在剛才那個描述的境況中的時候
[00:01:07.120 --> 00:01:10.880]  不知道大家覺得是一種什麼狀況
[00:01:10.880 --> 00:01:13.920]  一種什麼狀態
[00:01:13.920 --> 00:01:14.720]  如果你問我
[00:01:14.720 --> 00:01:19.040]  我就會稱它為一種復興
[00:01:19.040 --> 00:01:22.800]  當神的子民能夠在剛才所描述的境況
[00:01:22.800 --> 00:01:26.640]  充滿活力、歡欣愉快、生命豐盛
[00:01:26.640 --> 00:01:28.160]  努力作見證的時候
[00:01:28.160 --> 00:01:32.080]  其實就是神的子民這個群體
[00:01:32.080 --> 00:01:35.840]  是一種生命的復興的狀態裏面
[00:01:35.840 --> 00:01:37.440]  這是神所期望
[00:01:37.440 --> 00:01:42.320]  也是我們很喜歡體會得到的
[00:01:42.320 --> 00:01:44.080]  但是同樣
[00:01:44.080 --> 00:01:46.080]  當我們讀聖經的時候也知道
[00:01:46.080 --> 00:01:47.760]  有時候
[00:01:47.760 --> 00:01:50.000]  不知道從何時開始
[00:01:50.000 --> 00:01:55.760]  慢慢慢慢神的子民不達標
[00:01:55.760 --> 00:01:57.760]  做不到這一種的境況
[00:01:57.760 --> 00:02:01.120]  去不到這個位
[00:02:01.120 --> 00:02:07.520]  慢慢慢慢和剛才我們所說的境況有落差
[00:02:07.520 --> 00:02:11.120]  而有時候落差也挺大的
[00:02:11.120 --> 00:02:16.560]  所以我們有失望、有沮喪、有迷惘
[00:02:16.560 --> 00:02:23.600]  因為我們好像不是一種復興、興旺的狀態
[00:02:23.600 --> 00:02:24.800]  那怎麼辦呢?
[00:02:24.800 --> 00:02:26.160]  弟兄姊妹
[00:02:26.160 --> 00:02:29.920]  如果萬一我們都是在這方面體會深的時候
[00:02:29.920 --> 00:02:32.880]  我們怎麼辦呢?
[00:02:32.880 --> 00:02:34.400]  不需要怕
[00:02:34.400 --> 00:02:35.360]  弟兄姊妹
[00:02:35.360 --> 00:02:37.120]  不需要怕
[00:02:37.120 --> 00:02:38.640]  為什麼呢?
[00:02:38.640 --> 00:02:41.200]  因為神曾經應許過
[00:02:41.200 --> 00:02:45.600]  祂會再一次將這一種美好的狀況
[00:02:45.600 --> 00:02:49.680]  警方賜給我們
[00:02:49.680 --> 00:02:51.360]  是可以再一次
[00:02:51.360 --> 00:02:56.400]  帶我們去到這種興旺的狀態裏面
[00:02:56.400 --> 00:02:57.760]  不需要怕
[00:02:57.760 --> 00:03:00.480]  因為上帝答應過
[00:03:00.480 --> 00:03:02.000]  對祂的子民說
[00:03:02.000 --> 00:03:07.360]  「我可以給你莫大的福分」
[00:03:07.360 --> 00:03:09.120]  弟兄姊妹
[00:03:09.120 --> 00:03:13.600]  為什麼我這麼大膽去說呢?
[00:03:13.600 --> 00:03:15.680]  不是因為我有什麼厲害
[00:03:15.680 --> 00:03:18.160]  是因為上帝的話語
[00:03:18.160 --> 00:03:21.040]  是很清楚地告訴我們
[00:03:21.040 --> 00:03:24.240]  神是會這樣做
[00:03:24.240 --> 00:03:25.920]  是在上帝的話語裏面
[00:03:25.920 --> 00:03:28.400]  聖經的話語裏面告訴我們
[00:03:28.400 --> 00:03:31.440]  神是會這樣做、願意這樣做的
[00:03:31.440 --> 00:03:32.960]  弟兄姊妹
[00:03:32.960 --> 00:03:35.760]  我們在哪裏可以知道呢?
[00:03:35.760 --> 00:03:38.640]  就是剛才我們所讀的經文
[00:03:38.640 --> 00:03:40.960]  就是剛才我們所讀的經文
[00:03:40.960 --> 00:03:43.360]  歷代之下七章十四節
[00:03:43.360 --> 00:03:45.360]  就是神的應許
[00:03:45.360 --> 00:03:46.640]  復興的應許
[00:03:46.640 --> 00:03:48.400]  復興的承諾
[00:03:48.400 --> 00:03:52.880]  神是會說「我給你這些美好的福分」
[00:03:52.880 --> 00:03:55.520]  就是這一節的經文
[00:03:55.520 --> 00:03:59.440]  或者當我們看到這一節的經文的時候
[00:03:59.440 --> 00:04:02.240]  我們第一個反應就會說
[00:04:02.240 --> 00:04:04.000]  「咦?不是喎」
[00:04:04.000 --> 00:04:06.400]  「那裏沒有說復興喎」
[00:04:06.400 --> 00:04:08.400]  「那又真是喎」
[00:04:08.400 --> 00:04:10.160]  我們剛才一直讀這一節經文
[00:04:10.160 --> 00:04:14.000]  是真的沒有提到復興這個字眼、這個用字
[00:04:14.000 --> 00:04:16.320]  為甚麼你會說這是一個復興的應許
[00:04:16.320 --> 00:04:18.880]  是一個復興的承諾呢?
[00:04:18.880 --> 00:04:20.400]  弟兄姊妹
[00:04:20.400 --> 00:04:26.960]  雖然這一節的經文沒有用到復興的用詞觀
[00:04:26.960 --> 00:04:28.400]  這個表達
[00:04:28.400 --> 00:04:31.920]  但是事實上裏面所包含的意思
[00:04:31.920 --> 00:04:36.080]  就正是一種復興的狀態
[00:04:36.080 --> 00:04:39.440]  我們看回這一節的經文下半節
[00:04:39.440 --> 00:04:41.600]  我們看回下半節的神怎樣說
[00:04:41.600 --> 00:04:44.800]  祂說「我必從天上垂聽
[00:04:44.800 --> 00:04:46.960]  赦免他們的罪
[00:04:46.960 --> 00:04:48.960]  醫治他們的地」
[00:04:48.960 --> 00:04:52.640]  是神對象以色列國、以色列民來說
[00:04:52.640 --> 00:04:54.720]  「我會聽他們的祈禱
[00:04:54.720 --> 00:04:55.920]  赦免他們的罪
[00:04:55.920 --> 00:04:58.640]  醫治他們的地」
[00:04:58.640 --> 00:05:03.600]  是神說「我會把這東西給他們」
[00:05:03.600 --> 00:05:04.480]  弟兄姊妹
[00:05:04.480 --> 00:05:08.160]  我們稍為了解一下這一節的經文說甚麼呢?
[00:05:08.160 --> 00:05:10.720]  「神垂聽禱告」不用我多說了
[00:05:10.720 --> 00:05:12.960]  即是說神閲納了我們的呈獻
[00:05:12.960 --> 00:05:15.440]  神應允我們所祈求的
[00:05:15.440 --> 00:05:16.960]  然後祂會怎樣做呢?
[00:05:16.960 --> 00:05:22.000]  祂會是赦免我們的罪
[00:05:22.000 --> 00:05:24.800]  神人的左隔在於甚麼?
[00:05:24.800 --> 00:05:26.560]  大家很清楚了嗎?
[00:05:26.560 --> 00:05:27.680]  罪
[00:05:27.680 --> 00:05:28.880]  如果不是
[00:05:28.880 --> 00:05:30.480]  也不會耶穌基督來到世上
[00:05:30.480 --> 00:05:31.360]  釘身十架
[00:05:31.360 --> 00:05:32.240]  除去罪孽
[00:05:32.240 --> 00:05:37.360]  帶我們回到光明的神裏面
[00:05:37.360 --> 00:05:41.040]  是罪孽將我們和神人之間左隔了
[00:05:41.040 --> 00:05:45.040]  所以當神說「我從天上垂聽赦免他們的罪」的時候
[00:05:45.040 --> 00:05:48.560]  意思就是清除了這些罪孽
[00:05:48.560 --> 00:05:51.920]  神人之間的關係再次恢復了
[00:05:51.920 --> 00:05:54.000]  是重新通了
[00:05:54.000 --> 00:05:57.760]  我們真是和這位永會的主人有一種生命的結連
[00:05:57.760 --> 00:05:59.680]  和祂的關係很緊密
[00:05:59.680 --> 00:06:00.560]  很認識祂
[00:06:00.560 --> 00:06:01.680]  祂很認識我們
[00:06:01.680 --> 00:06:03.120]  我們馬上發現
[00:06:03.120 --> 00:06:05.360]  屬靈的世界是很真實的
[00:06:05.360 --> 00:06:07.360]  原來在這樣的狀況裏
