
[00:00:00.000 --> 00:00:02.660]  弟兄妹平安
[00:00:02.660 --> 00:00:04.940]  一個簡單的問題
[00:00:04.940 --> 00:00:08.700]  在座有誰是真心喜歡去看醫生的
[00:00:08.700 --> 00:00:11.480]  請舉手
[00:00:11.480 --> 00:00:13.680]  這個舉手的可能是醫生本人
[00:00:13.680 --> 00:00:17.120]  或是醫生的家人 知道
[00:00:17.120 --> 00:00:20.920]  我是屬於那種不喜歡看醫生的那類人
[00:00:20.920 --> 00:00:23.160]  尤其到了這個醫院呢
[00:00:23.160 --> 00:00:25.880]  這個護士會要我脫下衣服
[00:00:25.880 --> 00:00:30.360]  然後換上那件永遠綁不緊的藍色長袍
[00:00:30.360 --> 00:00:33.760]  然後醫生就會在我最痛的地方戳來戳去
[00:00:33.760 --> 00:00:35.800]  然後問說痛嗎
[00:00:35.800 --> 00:00:38.440]  廢話當然痛啊
[00:00:38.440 --> 00:00:41.100]  正因如此我總是為自己找進藉口
[00:00:41.100 --> 00:00:42.600]  能脫就脫
[00:00:42.600 --> 00:00:44.680]  絕不踏進醫院一步
[00:00:44.680 --> 00:00:46.480]  但親愛的弟兄姊妹
[00:00:46.480 --> 00:00:51.840]  我們心裡都明白這不是明智的決定 對嗎
[00:00:51.840 --> 00:00:55.420]  醫生只是在盡他們的本職工作
[00:00:55.420 --> 00:00:59.220]  他們的目標不是要讓我覺得舒服或是開心
[00:00:59.220 --> 00:01:04.220]  而是要分析和診斷我身體的真實狀況
[00:01:04.220 --> 00:01:08.200]  他們必須找出那個我自以為沒事的
[00:01:08.200 --> 00:01:10.000]  那些隱藏問題
[00:01:10.000 --> 00:01:13.300]  即使過程令人非常不舒服
[00:01:13.300 --> 00:01:18.000]  那麼既然我們知道身體健康需要定期去檢查
[00:01:18.000 --> 00:01:21.680]  那我們靈魂的健康是否更需要
[00:01:21.680 --> 00:01:25.440]  一位靈魂的醫生來檢查呢
[00:01:25.440 --> 00:01:26.880]  而你可知道嗎
[00:01:26.880 --> 00:01:28.620]  聖經告訴我們
[00:01:28.620 --> 00:01:32.320]  耶穌基督就是那一個自備X光
[00:01:32.320 --> 00:01:36.220]  跟CT scan的靈魂醫生
[00:01:36.220 --> 00:01:38.360]  啟示錄一章十四節說
[00:01:38.360 --> 00:01:42.700]  祂的頭與髮皆白如白羊毛如雪
[00:01:42.700 --> 00:01:46.040]  眼目如同什麼 火焰
[00:01:46.040 --> 00:01:49.540]  然後希伯來書四章十三節繼續告訴我們說
[00:01:49.540 --> 00:01:54.380]  並且被造的沒有一樣在祂面前不顯然的
[00:01:54.380 --> 00:01:58.780]  原來萬物在那與我們有關係的主面前
[00:01:58.780 --> 00:02:03.160]  都是赤露敞開的
[00:02:03.160 --> 00:02:06.360]  雖然有時候我們會覺得說我還不錯
[00:02:06.360 --> 00:02:08.220]  我沒有什麼問題
