
[00:00:00.000 --> 00:00:07.060]  各位姐妹請我們一起再同心禱告
[00:00:07.060 --> 00:00:12.880]  人生的主求你帶領著主導著我們的生命
[00:00:12.880 --> 00:00:17.620]  正因為我們對前路無法掌控
[00:00:17.620 --> 00:00:23.560]  我們連下一刻我們的生命是怎樣都無法知道
[00:00:23.560 --> 00:00:27.320]  所以我們去倚靠祢 仰望祢
[00:00:27.320 --> 00:00:30.080]  求主因手拖帶著我們
[00:00:30.080 --> 00:00:32.200]  在生命任何的境況
[00:00:32.200 --> 00:00:36.600]  我們去感受得到 經歷到主你的實在
[00:00:36.600 --> 00:00:38.440]  和你的眷顧
[00:00:38.440 --> 00:00:41.680]  以上禱告奉主耶穌基督的聖名祈求
[00:00:41.680 --> 00:00:43.680]  阿們
[00:00:43.680 --> 00:00:52.600]  弟兄姊妹我相信你一定聽過一句話是莊子所講的
[00:00:52.600 --> 00:00:58.080]  他說:愛莫大於心死 聽過了嗎?
[00:00:58.080 --> 00:01:00.920]  愛莫大於心死的意思就是說
[00:01:00.920 --> 00:01:07.320]  有什麼比心死更加令人悲哀呢?
[00:01:07.320 --> 00:01:11.800]  心死就是可能已經不再有快樂的感覺
[00:01:11.800 --> 00:01:16.760]  不再有愛恨 不再有悲傷 不再有難過
[00:01:16.760 --> 00:01:22.040]  不再有存在著任何感情感覺
[00:01:22.040 --> 00:01:25.840]  心死是已經不再有感情
[00:01:25.840 --> 00:01:30.280]  心死可能只剩下一個軀殼
[00:01:30.280 --> 00:01:34.920]  心死是因為對外面周遭的環境
[00:01:34.920 --> 00:01:40.800]  或者是人和事變得麻木
[00:01:40.800 --> 00:01:43.480]  如果引用周星馳所講的就是
[00:01:43.480 --> 00:01:48.560]  和鹹魚有什麼分別呢?
[00:01:48.560 --> 00:01:51.000]  有一篇文章這樣去形容
[00:01:51.000 --> 00:01:55.360]  他說如果有一天你愛的人不再跟你爭拗
[00:01:55.360 --> 00:01:57.160]  不再向你發脾氣
[00:01:57.160 --> 00:02:00.400]  那一定是對你已經麻木了
[00:02:00.400 --> 00:02:05.400]  如果有一天愛你的人不再跟你討論去商量
[00:02:05.400 --> 00:02:10.080]  那一定是他對你已經死心了
[00:02:10.080 --> 00:02:12.200]  因為是愛
[00:02:12.200 --> 00:02:16.880]  所以格外的在意和在乎
[00:02:16.880 --> 00:02:20.160]  在意你的一言一行
[00:02:20.160 --> 00:02:26.440]  在乎你的一舉一動
[00:02:26.440 --> 00:02:29.880]  究竟聖經裏面所講的「哀歌」
[00:02:29.880 --> 00:02:34.680]  和剛才莊子所講的「愛莫大於心死」的「哀」
[00:02:34.680 --> 00:02:37.600]  是不是很相似呢?
[00:02:37.600 --> 00:02:40.440]  原來在聖經裏面的「哀歌」
[00:02:40.440 --> 00:02:45.080]  剛剛和「哀莫大於心死」的「哀」是完全的相反
[00:02:45.080 --> 00:02:48.400]  因為「哀歌」是滿載著情感的
[00:02:48.400 --> 00:02:52.400]  「哀歌」是用文字來表達內心那份悲哀
[00:02:52.400 --> 00:02:55.120]  那份哭泣
[00:02:55.120 --> 00:02:57.320]  古時的人要唱「哀歌」
[00:02:57.320 --> 00:03:00.440]  是因為他心愛的人已經死去
[00:03:00.440 --> 00:03:03.680]  所以他要透過「哀歌」來表達
[00:03:03.680 --> 00:03:06.680]  內心那份悲哀
[00:03:06.680 --> 00:03:08.560]  那份記掛
[00:03:08.560 --> 00:03:11.560]  那份揮之不去的愛
[00:03:11.560 --> 00:03:18.280]  是對死去的人那份在意和在乎
[00:03:18.280 --> 00:03:21.320]  阿摩斯書五章一到十七節
[00:03:21.320 --> 00:03:23.520]  就是一首的「哀歌」
[00:03:23.520 --> 00:03:27.600]  我都想大家一起打開這段經文
[00:03:27.600 --> 00:03:30.280]  記載在阿摩斯書
[00:03:30.280 --> 00:03:36.120]  舊約聖經一千二百四十四年
[00:03:36.120 --> 00:03:40.280]  雖然我今日的經文基本上都打在螢幕上
[00:03:40.280 --> 00:03:44.000]  但我都想大家打開這段經文
[00:03:44.000 --> 00:03:50.280]  從聖經裡面的鋪排去做一個比較
[00:03:50.280 --> 00:03:53.280]  阿摩斯書五章第一節
[00:03:53.280 --> 00:03:54.320]  經文這樣說
[00:03:54.320 --> 00:03:59.960]  「以色列家要聽我為你們所作的哀歌」
[00:03:59.960 --> 00:04:04.240]  才知道阿摩斯為何要對著以色列人唱哀歌
[00:04:04.240 --> 00:04:07.200]  如果照我剛才對哀歌的形容
[00:04:07.200 --> 00:04:10.080]  就是對死去的人類去唱哀歌
[00:04:10.080 --> 00:04:13.440]  如果他對當時以色列民族的國家
[00:04:13.440 --> 00:04:16.200]  是將要滅亡甚至已經滅亡了
[00:04:16.200 --> 00:04:17.800]  而去唱哀歌
[00:04:17.800 --> 00:04:21.560]  這個來得是相當的合理
[00:04:21.560 --> 00:04:26.920]  但對於當時一個軍事力量極強盛
[00:04:26.920 --> 00:04:28.520]  經濟極富裕
[00:04:28.520 --> 00:04:31.680]  物質豐富的一個國家來說
[00:04:31.680 --> 00:04:33.800]  要唱哀歌
[00:04:33.800 --> 00:04:38.080]  似乎來得有些不合理
[00:04:38.080 --> 00:04:42.960]  但為何才知道他要唱哀歌呢?
[00:04:42.960 --> 00:04:45.440]  究竟原因是什麼呢?
[00:04:45.440 --> 00:04:48.280]  因為對著一個強盛的國家唱哀歌
[00:04:48.280 --> 00:04:52.920]  是要喚醒他們對自己真實的情況
[00:04:52.920 --> 00:04:55.320]  有得覺醒
[00:04:55.320 --> 00:05:00.840]  原來當以色列人以為自己正經歷一個美好的日子
[00:05:00.840 --> 00:05:04.640]  正經歷一個豐盛的生命的時候
[00:05:04.640 --> 00:05:07.320]  這個正正就是末日
[00:05:07.320 --> 00:05:12.160]  和上帝的審判和懲罰來到的時間
[00:05:12.160 --> 00:05:16.840]  當時的以色列國民因為國家的強盛和成功
[00:05:16.840 --> 00:05:19.200]  引以為傲
[00:05:19.200 --> 00:05:22.520]  他們心裏覺得是因為上帝多愛我們
[00:05:22.520 --> 00:05:25.160]  所以你看,賜那麼多給我們
[00:05:25.160 --> 00:05:28.160]  所以我們是多麼的豐足
[00:05:28.160 --> 00:05:31.480]  因著他們的自滿和自豪
[00:05:31.480 --> 00:05:35.280]  在貿易上他們製造了很多的富豪
[00:05:35.280 --> 00:05:40.200]  但因為這樣產生了很多的貪婪和不義
[00:05:40.200 --> 00:05:42.680]  窮人最初是被忽視
[00:05:42.680 --> 00:05:46.000]  漸漸更加被迫害
[00:05:46.000 --> 00:05:51.560]  在宗教上越來越形式化、機械化
[00:05:51.560 --> 00:06:02.680]  而人逐漸的一步一步遠離了耶和華上帝
[00:06:02.680 --> 00:06:09.440]  我相信這個不單止是昔日描述以色列人
[00:06:09.440 --> 00:06:13.160]  這個警方也可以在我們今天
[00:06:13.160 --> 00:06:17.080]  世界和社會裏面可以看得到
[00:06:17.080 --> 00:06:21.960]  到處都有很多強欺弱
[00:06:21.960 --> 00:06:28.000]  到處都有很多富、剝削、窮
[00:06:28.000 --> 00:06:32.840]  這個也是今天世界的寫照
[00:06:32.840 --> 00:06:35.960]  其實耶和華上帝已經向以色列宣戰
[00:06:35.960 --> 00:06:40.080]  多次警告他們因著他們當時的屬靈光景
[00:06:40.080 --> 00:06:42.080]  要懲罰他們
[00:06:42.080 --> 00:06:45.240]  在阿摩斯書2章第6節
[00:06:45.240 --> 00:06:46.240]  聖經這樣說
[00:06:46.240 --> 00:06:49.240]  以色列人三番四次地犯罪
[00:06:49.240 --> 00:06:52.560]  我必不免去他們的刑罰
[00:06:52.560 --> 00:06:54.040]  在第3章第2節
[00:06:54.040 --> 00:06:55.040]  耶和華上帝再說
[00:06:55.040 --> 00:06:59.200]  在地上萬族中我只認識你們
[00:06:59.200 --> 00:07:07.600]  因此我必追討你們的一切罪孽
[00:07:07.600 --> 00:07:17.080]  先知因著對以色列人民的在意和在乎
[00:07:17.080 --> 00:07:24.960]  所以當他看到上帝一次又一次地提醒
[00:07:24.960 --> 00:07:26.680]  去警告以色列人
[00:07:26.680 --> 00:07:33.480]  而以色列人一次又一次自虐亡民的時候
[00:07:33.480 --> 00:07:36.320]  先知因著對民族的愛
[00:07:36.320 --> 00:07:40.720]  他唱出了這首愛歌
[00:07:40.720 --> 00:07:44.160]  愛歌是一個很有力的表達方式
[00:07:44.160 --> 00:07:47.480]  因為愛歌不是一個指控
[00:07:47.480 --> 00:07:51.960]  也不是一個譴責
[00:07:51.960 --> 00:07:53.800]  我相信在座
[00:07:53.800 --> 00:07:59.040]  沒有多少人喜歡被指控說你怎樣錯怎樣錯
[00:07:59.040 --> 00:08:03.720]  有時別人當面說我們心裏咕咕聲
[00:08:03.720 --> 00:08:10.640]  就算不是當面說我們也會對號入座覺得就是說我了
[00:08:10.640 --> 00:08:15.440]  其實有誰想被人指出自己的錯誤呢
[00:08:15.440 --> 00:08:17.840]  心裏總是難受
[00:08:17.840 --> 00:08:21.800]  我們今天說這個年代的人不能說的
[00:08:21.800 --> 00:08:24.720]  是不是這樣
[00:08:24.720 --> 00:08:28.920]  愛歌就是發自內心
[00:08:28.920 --> 00:08:34.040]  用真誠的愛承載著所出來的一首詩歌
[00:08:34.040 --> 00:08:40.320]  愛歌是希望唱的人和聽的人建立一個溝通的橋樑
[00:08:40.320 --> 00:08:44.840]  不過在愛歌裏同樣很清楚表達一個強烈的訊息
[00:08:44.840 --> 00:08:49.120]  就是上帝是有審判
[00:08:49.120 --> 00:08:54.720]  上帝是會有懲罰的
[00:08:54.720 --> 00:08:59.720]  唱愛歌的人不是想去操控其他人
[00:08:59.720 --> 00:09:07.840]  唱愛歌的人乃是對他身邊親愛的人那份在乎和在意
[00:09:07.840 --> 00:09:13.960]  冒著那份別人對他反面對他黑面
[00:09:13.960 --> 00:09:20.040]  和他絕交那種危險仍然去唱出來
[00:09:20.040 --> 00:09:23.920]  我相信這個就正正好像保羅在羅馬書所形容
[00:09:23.920 --> 00:09:26.600]  各位我弟兄我骨肉之親
[00:09:26.600 --> 00:09:30.440]  就是自己被咒詛與基督分離
[00:09:30.440 --> 00:09:34.160]  我也願意
[00:09:34.160 --> 00:09:37.440]  是那份的情那份的愛
[00:09:37.440 --> 00:09:41.640]  那份的著急那份的痛心
[00:09:41.640 --> 00:09:47.040]  所以唱出愛歌
[00:09:47.040 --> 00:09:50.200]  弟兄姊妹我想我們不能否認一個事實
[00:09:50.200 --> 00:09:55.120]  就是我們很多時候身邊總是有一些弟兄姊妹
[00:09:55.120 --> 00:10:00.360]  他們的屬靈光景越來越不理想
[00:10:00.360 --> 00:10:05.600]  你知道他已經有一段時間沒有看聖經
[00:10:05.600 --> 00:10:09.600]  他有一段時間沒有祈禱
[00:10:09.600 --> 00:10:13.000]  他對上帝懷疑
[00:10:13.000 --> 00:10:16.760]  他對生命很多的無奈不滿
[00:10:16.760 --> 00:10:21.480]  他甚至去質問上帝
[00:10:21.480 --> 00:10:27.640]  他的信仰瀕臨崩潰
[00:10:27.640 --> 00:10:34.320]  這個可能也是你自己的寫照
[00:10:34.320 --> 00:10:37.040]  我們心裏有沒有一首的愛歌
[00:10:37.040 --> 00:10:40.360]  去為這些弟兄姊妹來唱呢?
[00:10:40.360 --> 00:10:42.200]  是因為我們在乎他們
[00:10:42.200 --> 00:10:45.320]  是因為我們在意他們的屬靈生命
[00:10:45.320 --> 00:10:48.240]  是因為我們對他們那份的愛
[00:10:48.240 --> 00:10:54.000]  所以我們冒著絕交、反面
[00:10:54.000 --> 00:10:58.920]  我們都用愛心來唱出這首的愛歌
[00:10:58.920 --> 00:11:04.120]  為的是提醒他們去離開罪
[00:11:04.120 --> 00:11:14.440]  為的是提醒他們需要和上帝重新建立一個好的關係
[00:11:14.440 --> 00:11:19.600]  又或者我們心目中有沒有一首的愛歌
[00:11:19.600 --> 00:11:24.240]  向自己來唱呢?
[00:11:24.240 --> 00:11:26.880]  因為唯有唱愛歌的時候
[00:11:26.880 --> 00:11:33.800]  我們才看到我們是多在乎和在意自己和上帝的關係
[00:11:33.800 --> 00:11:35.800]  我們是多在乎和在意
