
[00:00:00.000 --> 00:00:02.980]  我們今天講老家福音
[00:00:02.980 --> 00:00:07.220]  是講到耶穌出生之後
[00:00:07.220 --> 00:00:08.920]  大一點
[00:00:08.920 --> 00:00:11.000]  我給一個題目
[00:00:11.000 --> 00:00:12.720]  就叫做
[00:00:12.720 --> 00:00:16.100]  敬虔相愛父母慾耶穌
[00:00:16.100 --> 00:00:19.820]  我也嘗試從一個父母的角度
[00:00:19.820 --> 00:00:23.340]  去看看耶穌的成長
[00:00:23.340 --> 00:00:27.420]  過往可能講很多就是講耶穌本身
[00:00:27.420 --> 00:00:30.000]  怎樣長大
[00:00:30.000 --> 00:00:34.660]  不過這次想從一個父母的角度去看看
[00:00:34.660 --> 00:00:38.360]  一起打開聖經
[00:00:38.360 --> 00:00:44.440]  老家福音第二章
[00:00:44.440 --> 00:00:46.380]  上次有跟公講第一章
[00:00:46.380 --> 00:00:49.800]  講到撒加利亞和伊麗莎白
[00:00:49.800 --> 00:00:52.200]  就施洗約翰的出生
[00:00:52.200 --> 00:00:55.740]  預言耶穌會降生
[00:00:55.740 --> 00:01:00.020]  第二章就講耶穌降生
[00:01:00.020 --> 00:01:03.160]  和講祂童年的成長
[00:01:03.160 --> 00:01:05.500]  整章聖經都很長
[00:01:05.500 --> 00:01:09.380]  讀完也不需要讀完
[00:01:09.380 --> 00:01:12.320]  一邊講一邊讀
[00:01:12.320 --> 00:01:16.440]  我先想請大家一起讀讀第二章
[00:01:16.440 --> 00:01:19.360]  二十一節開始
[00:01:19.360 --> 00:01:21.080]  二十一
[00:01:21.080 --> 00:01:25.720]  讀到二十四節
[00:01:25.720 --> 00:01:27.220]  二十一到二十四
[00:01:27.220 --> 00:01:31.220]  講到耶穌出生後第八天
[00:01:31.220 --> 00:01:33.000]  發生了甚麼事
[00:01:33.000 --> 00:01:35.580]  二章二十一節
[00:01:35.580 --> 00:01:36.580]  預備請
[00:01:36.580 --> 00:01:40.560]  「割八天就給孩子行割禮
[00:01:40.560 --> 00:01:42.920]  與他起名叫耶穌
[00:01:42.920 --> 00:01:45.860]  這就是沒有成胎以前
[00:01:45.860 --> 00:01:47.860]  天使所起的名
[00:01:47.860 --> 00:01:51.800]  按摩西律法滿了潔淨的日子
[00:01:51.800 --> 00:01:55.480]  他們帶著孩子上耶路撒冷去
[00:01:55.480 --> 00:01:57.740]  把他獻於主
[00:01:57.740 --> 00:02:00.920]  正如主的律法上所記
[00:02:00.920 --> 00:02:08.120]  凡投生的男子必稱為歸主
[00:02:08.120 --> 00:02:11.800]  又要照主的律法上所說
[00:02:11.800 --> 00:02:14.000]  或用一對班溝
[00:02:14.000 --> 00:02:17.260]  或用兩隻初甲獻祭」
[00:02:17.260 --> 00:02:22.320]  接著二十五節就提到他們去耶路撒冷獻祭
[00:02:22.320 --> 00:02:24.680]  有一個人名叫西冕
[00:02:24.680 --> 00:02:27.160]  出來向他祝福
[00:02:27.160 --> 00:02:30.200]  接著跳到第三十六節
[00:02:30.200 --> 00:02:33.440]  又有一位女仙姿出現在聖殿裏
[00:02:33.440 --> 00:02:35.160]  名叫瓦那
[00:02:35.160 --> 00:02:36.700]  又是為他祝福
[00:02:36.700 --> 00:02:39.460]  還將耶穌的事宣講
[00:02:39.460 --> 00:02:41.660]  而第三十三節又提到
[00:02:41.660 --> 00:02:44.400]  他的父母聽到這些言論
[00:02:44.400 --> 00:02:46.400]  都是稀奇的
[00:02:46.400 --> 00:02:48.020]  讀到這裏
[00:02:48.020 --> 00:02:49.860]  第一點我想說的是
[00:02:49.860 --> 00:02:54.280]  耶穌有一對敬虔的父母
[00:02:54.280 --> 00:02:56.740]  當耶穌第八天的時候
[00:02:56.740 --> 00:02:59.700]  他的父母約瑟和瑪利亞
[00:02:59.700 --> 00:03:03.120]  就和孩子行割禮
[00:03:03.120 --> 00:03:07.580]  大家相信耶穌也有一段時間知道割禮的意思
[00:03:07.580 --> 00:03:12.460]  舊約在猶太的男孩子生出來第八天
[00:03:12.460 --> 00:03:13.760]  就要行割禮
[00:03:13.760 --> 00:03:19.360]  就在男孩子的性器官的包皮上切一塊
[00:03:19.360 --> 00:03:21.040]  這是神所定的
[00:03:21.040 --> 00:03:22.700]  就是代表了這樣做了禮
[00:03:22.700 --> 00:03:27.660]  之後這個男孩就屬於神的了
[00:03:27.660 --> 00:03:29.660]  所以有這樣的意義在裏面
[00:03:29.660 --> 00:03:35.500]  所以約瑟都是按照他們的信仰
[00:03:35.500 --> 00:03:36.940]  不一定是傳統的
[00:03:36.940 --> 00:03:37.980]  有一個精神
[00:03:37.980 --> 00:03:39.340]  有一個精義
[00:03:39.340 --> 00:03:43.680]  就是要將這個小孩子帶去給神
[00:03:43.680 --> 00:03:45.680]  成為神割的一份子
[00:03:45.680 --> 00:03:50.080]  這是很重要的一個屬靈的遺產
[00:03:50.080 --> 00:03:51.140]  要給他的
[00:03:51.140 --> 00:03:52.440]  然後繼續承繼的
[00:03:52.440 --> 00:03:54.100]  約瑟做過這件事
[00:03:54.100 --> 00:03:56.880]  然後為他起名
[00:03:56.880 --> 00:03:59.580]  這個名字是天使已經給他的了
[00:03:59.580 --> 00:04:01.380]  未成胎之前
[00:04:01.380 --> 00:04:03.600]  天使已經說叫做耶穌
[00:04:03.600 --> 00:04:06.100]  所以在那天行割禮的時候
[00:04:06.100 --> 00:04:09.880]  禮儀就要為孩子起名
[00:04:09.880 --> 00:04:11.380]  就是耶穌
[00:04:11.380 --> 00:04:14.640]  耶穌的名字原來當時是很普遍的
[00:04:14.640 --> 00:04:24.820]  就像現在的彼得、Mary、阿希、阿朗之類
[00:04:24.820 --> 00:04:28.280]  我們的年代就是阿紅、阿明、阿文
[00:04:28.280 --> 00:04:30.280]  我們的年代那些
[00:04:30.280 --> 00:04:32.080]  那麼起名
[00:04:32.080 --> 00:04:33.580]  起名的意思是甚麼呢?
[00:04:33.580 --> 00:04:37.360]  是要講出耶穌的離世的意義
[00:04:37.360 --> 00:04:39.360]  名字的意義是甚麼?
[00:04:39.360 --> 00:04:44.320]  是要將罪人從罪裏面拯救出來的意思
[00:04:44.320 --> 00:04:46.320]  這樣就表達出來了
[00:04:46.320 --> 00:04:48.320]  我猜大家有小朋友
[00:04:48.320 --> 00:04:50.320]  你有一個屬靈遺產的
[00:04:50.320 --> 00:04:53.300]  都會為你的孩子起名的
[00:04:53.300 --> 00:04:57.000]  是不是很多時候都是跟聖經有關的那些名字?
[00:04:57.000 --> 00:04:59.000]  有沒有?
[00:04:59.000 --> 00:05:01.000]  沒有啊?
[00:05:01.000 --> 00:05:04.800]  我講特別是你夫婦已經是信耶穌
[00:05:04.800 --> 00:05:06.800]  通常都會這樣想的
[00:05:06.800 --> 00:05:07.800]  是不是?
[00:05:07.800 --> 00:05:09.800]  那我三個小孩都有經典的
[00:05:09.800 --> 00:05:11.800]  有名字的
[00:05:11.800 --> 00:05:13.800]  有聖經的根據
[00:05:13.800 --> 00:05:15.800]  就像耶利曼的哀歌
[00:05:15.800 --> 00:05:17.800]  每早晨都是新的
[00:05:17.800 --> 00:05:18.800]  這樣的
[00:05:18.800 --> 00:05:20.800]  軒字也有的
[00:05:20.800 --> 00:05:22.800]  立字也有的
[00:05:22.800 --> 00:05:24.800]  我猜大家都會這樣想的
[00:05:24.800 --> 00:05:25.800]  是不是?
[00:05:25.800 --> 00:05:27.800]  其實很想將一個意義
[00:05:27.800 --> 00:05:29.800]  賦予給我們的小朋友
