
[00:00:00.000 --> 00:00:05.880]  請我們先低頭祈禱
[00:00:05.880 --> 00:00:10.680]  親愛的天父感謝祢賜下祢的話語
[00:00:10.680 --> 00:00:15.280]  來教導我們應該在世上怎樣行
[00:00:15.280 --> 00:00:17.080]  祢做了我們的榜樣
[00:00:17.080 --> 00:00:22.740]  求天父祢來此刻
[00:00:22.740 --> 00:00:26.140]  參與祢的聖靈在我們當中運行
[00:00:26.140 --> 00:00:28.740]  教導我們去認識祢的話
[00:00:28.740 --> 00:00:31.160]  並且將祢的話傳在心裏
[00:00:31.160 --> 00:00:34.180]  亦有力量行出來
[00:00:34.180 --> 00:00:39.800]  我們這樣祈禱奉祖耶穌基督的名禱
[00:00:39.800 --> 00:00:42.700]  在南美洲有一個國家叫哥倫比亞
[00:00:42.700 --> 00:00:44.620]  大家都聽過了
[00:00:44.620 --> 00:00:49.940]  世界盃他們也有參與足球
[00:00:49.940 --> 00:00:54.080]  其實這個國家過去五十多年都有內戰
[00:00:54.080 --> 00:00:59.060]  這個國家有很多大毒梟在裏面
[00:00:59.060 --> 00:01:03.880]  所以這一場這麼久的內戰
[00:01:03.880 --> 00:01:06.780]  是一場毒品戰
[00:01:06.780 --> 00:01:08.980]  近年有一位新的總統
[00:01:08.980 --> 00:01:11.260]  他就想想怎樣可以
[00:01:11.260 --> 00:01:16.360]  叫這些革命份子來迴轉
[00:01:16.360 --> 00:01:21.340]  因為很多這些革命份子躲藏在森林裏面
[00:01:21.340 --> 00:01:25.620]  他們時不時就出來打游擊戰
[00:01:25.620 --> 00:01:30.060]  政府用了不少創意的方法
[00:01:30.060 --> 00:01:35.180]  在2013年他們用了一個方法
[00:01:35.180 --> 00:01:40.260]  就是他們找了二十七位革命份子的母親
[00:01:40.260 --> 00:01:43.300]  叫他們提供一些照片
[00:01:43.300 --> 00:01:48.300]  他們將這些照片掛在森林裏面
[00:01:48.300 --> 00:01:51.340]  並且在照片下面他們就寫
[00:01:51.340 --> 00:01:55.700]  呼喚他們的兒子來迴轉
[00:01:55.700 --> 00:01:57.860]  結果是怎樣呢?
[00:01:57.860 --> 00:02:06.020]  那一年裏有218個革命份子迴轉回到家裏
[00:02:06.020 --> 00:02:09.740]  愛的力量是多麼的偉大
[00:02:09.740 --> 00:02:12.260]  有人一書是使徒約翰
[00:02:12.260 --> 00:02:16.420]  在當時的教會面對一些假教師的情況
[00:02:16.420 --> 00:02:21.340]  他寫這封書信給教會
[00:02:21.340 --> 00:02:24.660]  我們可以打開《猶人之書》第二章
[00:02:24.660 --> 00:02:26.700]  我們剛才讀過的經文
[00:02:26.700 --> 00:02:28.980]  當時的假教師
[00:02:28.980 --> 00:02:32.860]  他們認為屬靈的事才是最好的
[00:02:32.860 --> 00:02:35.220]  物質是邪惡的
[00:02:35.220 --> 00:02:37.580]  他們說自己認識神
[00:02:37.580 --> 00:02:40.380]  但是又不去進行神的誡命
[00:02:40.380 --> 00:02:42.260]  他們說自己沒有罪
[00:02:42.260 --> 00:02:43.820]  沒有犯罪
[00:02:43.820 --> 00:02:46.780]  和神有很深的團契
[00:02:46.780 --> 00:02:50.340]  但是他們對弟兄卻是很冷漠
[00:02:50.340 --> 00:02:52.540]  他們沒有愛心
[00:02:52.540 --> 00:02:57.660]  他們甚至不信耶穌就是那位的基督
[00:02:57.660 --> 00:02:59.860]  所以約翰寫這封書信
[00:02:59.860 --> 00:03:03.540]  是說明一個真正認識神的人
[00:03:03.540 --> 00:03:06.660]  應該是怎樣的
[00:03:06.660 --> 00:03:07.660]  今天的經文
[00:03:07.660 --> 00:03:11.300]  約翰一書二章七至十一節
[00:03:11.300 --> 00:03:16.580]  約翰講到基督徒應該怎樣去愛人
[00:03:16.580 --> 00:03:20.300]  我們看第七節和八節
[00:03:20.300 --> 00:03:22.780]  「親愛的,我捨給你們的
[00:03:22.780 --> 00:03:24.860]  不是一條新命令
[00:03:24.860 --> 00:03:27.860]  而是你們本來就有的舊命令
[00:03:27.860 --> 00:03:30.780]  這舊命令就是你們聽過的道
[00:03:30.780 --> 00:03:34.180]  然而,因為黑暗漸漸消逝
[00:03:34.180 --> 00:03:36.860]  真光已在照耀
[00:03:36.860 --> 00:03:41.100]  我捨給你們的也是一條新命令
[00:03:41.100 --> 00:03:45.620]  借在神和你們來說都是真的」
[00:03:45.620 --> 00:03:47.420]  講到愛弟兄
[00:03:47.420 --> 00:03:49.180]  約翰先有一個榜樣
[00:03:49.180 --> 00:03:51.860]  留意他怎樣稱呼他的讀者
[00:03:51.860 --> 00:03:54.660]  他說「親愛的」
[00:03:54.660 --> 00:03:59.900]  即是說這班讀者是他所愛
[00:03:59.900 --> 00:04:02.420]  這裡講到舊命令
[00:04:02.420 --> 00:04:05.020]  但又講到新命令
[00:04:05.020 --> 00:04:06.540]  究竟是怎樣呢
[00:04:06.540 --> 00:04:09.300]  是新還是舊呢
[00:04:09.300 --> 00:04:10.900]  這不是一條舊命令
[00:04:10.900 --> 00:04:12.100]  不是一條新命令
[00:04:12.100 --> 00:04:13.580]  是一條舊命令
[00:04:13.580 --> 00:04:16.460]  是指愛的誡命
[00:04:16.460 --> 00:04:21.900]  舊約利美記十九章十七十八節說
[00:04:21.900 --> 00:04:24.740]  「你不可心裡恨你的弟兄
[00:04:24.740 --> 00:04:26.380]  不可報復
[00:04:26.380 --> 00:04:29.460]  也不可向你的族人懷恨
[00:04:29.460 --> 00:04:31.380]  卻要愛你的鄰舍
[00:04:31.380 --> 00:04:32.740]  好像愛自己
[00:04:32.740 --> 00:04:34.860]  我是耶和華」
[00:04:34.860 --> 00:04:37.580]  舊約的律法已經很清楚講到
[00:04:37.580 --> 00:04:40.380]  要愛鄰舍如同自己
[00:04:40.380 --> 00:04:43.820]  當時的以色列人是很清楚的
[00:04:43.820 --> 00:04:46.620]  加拉太書五章十四節也說到
[00:04:46.620 --> 00:04:48.540]  「因為全部的律法
[00:04:48.540 --> 00:04:53.700]  都在愛人如己這一句話裡承傳了」
[00:04:53.700 --> 00:04:58.420]  所以愛的誡命其實不是一條新命令
[00:04:58.420 --> 00:05:01.540]  況且耶穌基督也是這樣教的
[00:05:01.540 --> 00:05:03.580]  剛才我們也讀過
[00:05:03.580 --> 00:05:05.580]  我想請大家再讀一次
[00:05:05.580 --> 00:05:06.780]  看你的周刊就可以了
[00:05:06.780 --> 00:05:10.540]  剛才的金句就是這兩節的經文
[00:05:10.540 --> 00:05:12.540]  我們一起再讀吧
[00:05:12.540 --> 00:05:20.660]  「要你們彼此相愛
[00:05:20.660 --> 00:05:22.740]  我怎樣愛你們
[00:05:22.740 --> 00:05:25.660]  你們也要怎樣相愛
[00:05:25.660 --> 00:05:28.820]  如果有彼此相愛的心
[00:05:28.820 --> 00:05:30.940]  眾人因此就認出
[00:05:30.940 --> 00:05:35.060]  你們是我的門徒了」
[00:05:35.060 --> 00:05:37.500]  相信當時的使徒
