
[00:00:00.000 --> 00:00:02.000]  在過去幾個月
[00:00:02.000 --> 00:00:04.200]  大家都知道香港發生了什麼事
[00:00:04.200 --> 00:00:08.000]  可能大家都在聽不同人講不同的東西
[00:00:08.000 --> 00:00:13.200]  我最近幾個星期都聽了楊興求博士的一篇講道
[00:00:13.200 --> 00:00:15.200]  他提醒我們
[00:00:15.200 --> 00:00:19.000]  今天在香港這個動盪的時間
[00:00:19.000 --> 00:00:21.400]  我們信耶穌的人最重要分清楚
[00:00:21.400 --> 00:00:23.400]  什麼是絕對的東西
[00:00:23.400 --> 00:00:25.400]  什麼是相對的東西
[00:00:25.400 --> 00:00:27.000]  什麼是相對呢
[00:00:27.000 --> 00:00:29.200]  相對是今天覺得對
[00:00:29.200 --> 00:00:31.000]  明天可以覺得不對
[00:00:31.000 --> 00:00:33.000]  今天很認同可能過了一段時間之後
[00:00:33.000 --> 00:00:35.000]  是完全相反的感覺
[00:00:35.000 --> 00:00:39.000]  楊博士舉了一個歷史上的例子
[00:00:39.000 --> 00:00:40.000]  我是讀歷史的
[00:00:40.000 --> 00:00:42.000]  所以我很認同這個例子
[00:00:42.000 --> 00:00:45.000]  1789年法國大革命
[00:00:45.000 --> 00:00:50.000]  當時推翻了絕對君主專制
[00:00:50.000 --> 00:00:53.000]  當時他建立的一些核心價值
[00:00:53.000 --> 00:00:55.000]  是平等、博愛、自由
[00:00:55.000 --> 00:00:57.000]  大家見到今天的法國旗
[00:00:57.000 --> 00:00:59.000]  紅白藍三四就代表這件事
[00:00:59.000 --> 00:01:02.000]  建立民主、全民作主
[00:01:02.000 --> 00:01:04.000]  這是核心價值
[00:01:04.000 --> 00:01:06.000]  永遠不會改變
[00:01:06.000 --> 00:01:07.000]  也不會回頭
[00:01:07.000 --> 00:01:10.000]  爲了證明不會回頭
[00:01:10.000 --> 00:01:13.000]  就將當時的皇帝和皇后
[00:01:13.000 --> 00:01:14.000]  推上斷頭臺
[00:01:14.000 --> 00:01:16.000]  斬了他們的頭
[00:01:16.000 --> 00:01:17.000]  在那個時間
[00:01:17.000 --> 00:01:19.000]  歷史上叫做恐怖時代
[00:01:19.000 --> 00:01:20.000]  爲什麼
[00:01:20.000 --> 00:01:22.000]  因爲反對這些核心價值
[00:01:22.000 --> 00:01:24.000]  反對這些傾向的人
[00:01:24.000 --> 00:01:28.000]  全部被人拉上斷頭臺斬頭
[00:01:28.000 --> 00:01:30.000]  還有幾萬人
[00:01:30.000 --> 00:01:34.000]  由於法國推翻了絕對君主專制
[00:01:34.000 --> 00:01:36.000]  鄰近的歐洲國家
[00:01:36.000 --> 00:01:38.000]  分別出兵圍攻法國
[00:01:38.000 --> 00:01:39.000]  就在這個時間
[00:01:39.000 --> 00:01:41.000]  有一個傳奇人物冒起
[00:01:41.000 --> 00:01:43.000]  這個人叫做拿破崙
[00:01:43.000 --> 00:01:45.000]  拿破崙帶領法國人
[00:01:45.000 --> 00:01:47.000]  打敗了其他圍攻他們的國家
[00:01:47.000 --> 00:01:49.000]  成爲民族英雄
[00:01:49.000 --> 00:01:51.000]  在今天凡爾賽宮博物館裏面
[00:01:51.000 --> 00:01:54.000]  最美的那幅畫就是拿破崙的畫
[00:01:54.000 --> 00:01:56.000]  拿破崙作爲民族英雄
[00:01:56.000 --> 00:01:58.000]  在1789年15年後
[00:01:58.000 --> 00:02:00.000]  1804年
[00:02:00.000 --> 00:02:02.000]  拿破崙對全法國的人民說
[00:02:02.000 --> 00:02:04.000]  我要做皇帝
[00:02:04.000 --> 00:02:06.000]  你留意
[00:02:06.000 --> 00:02:07.000]  這個核心價值
[00:02:07.000 --> 00:02:09.000]  推翻了絕對君主專制
[00:02:09.000 --> 00:02:11.000]  永遠不會回頭
[00:02:11.000 --> 00:02:12.000]  還殺了那麼多人
[00:02:12.000 --> 00:02:13.000]  流了那麼多血
[00:02:13.000 --> 00:02:15.000]  那些法國人怎麼反應呢
[00:02:15.000 --> 00:02:17.000]  法國人說
[00:02:17.000 --> 00:02:19.000]  好啊,我們要做皇帝
[00:02:19.000 --> 00:02:21.000]  相對
[00:02:21.000 --> 00:02:23.000]  今天和明天可以不同
[00:02:23.000 --> 00:02:25.000]  這些是會改變的,動搖的
[00:02:25.000 --> 00:02:27.000]  什麼是絕對的
[00:02:27.000 --> 00:02:29.000]  絕對的是我們的上帝
[00:02:29.000 --> 00:02:31.000]  永遠掌權,釋在今在永在的主
[00:02:31.000 --> 00:02:33.000]  我們的上帝
[00:02:33.000 --> 00:02:35.000]  的旨意臨到我們當中
[00:02:35.000 --> 00:02:37.000]  耶穌有一天要回到這個世界
[00:02:37.000 --> 00:02:39.000]  絕對的是聖經
[00:02:39.000 --> 00:02:41.000]  吩咐我們的真理
[00:02:41.000 --> 00:02:43.000]  要我們行的真理,我舉個例子
[00:02:43.000 --> 00:02:45.000]  我聽到袁國勇
[00:02:45.000 --> 00:02:47.000]  和傳媒這樣說
[00:02:47.000 --> 00:02:49.000]  他說我和高永文的政見
[00:02:49.000 --> 00:02:51.000]  是完全不同
[00:02:51.000 --> 00:02:53.000]  高永文覺得
[00:02:53.000 --> 00:02:55.000]  不應該
[00:02:55.000 --> 00:02:57.000]  設立獨立調查委員會
[00:02:57.000 --> 00:02:59.000]  而我覺得一定要
[00:02:59.000 --> 00:03:01.000]  我們的政見是天冤之別
[00:03:01.000 --> 00:03:03.000]  但我們永遠是好朋友
[00:03:03.000 --> 00:03:05.000]  一句的說話
[00:03:05.000 --> 00:03:07.000]  就講出真理
[00:03:07.000 --> 00:03:09.000]  已忽所書四章一至三節
[00:03:09.000 --> 00:03:11.000]  竭力保守聖靈所賜
[00:03:11.000 --> 00:03:13.000]  合而爲一的心
[00:03:13.000 --> 00:03:15.000]  什麼是見證呢
[00:03:15.000 --> 00:03:17.000]  見證不是那些高言大字
[00:03:17.000 --> 00:03:19.000]  見證是我們
[00:03:19.000 --> 00:03:21.000]  每日如何生活
[00:03:21.000 --> 00:03:23.000]  如何待人
[00:03:23.000 --> 00:03:25.000]  如何彼此相交
[00:03:25.000 --> 00:03:27.000]  見證是實踐
[00:03:27.000 --> 00:03:29.000]  神的真理
[00:03:29.000 --> 00:03:31.000]  在教會里竭力保守
[00:03:31.000 --> 00:03:33.000]  聖靈所賜,合而爲一的心
[00:03:33.000 --> 00:03:35.000]  教會是怎麼來的
[00:03:35.000 --> 00:03:37.000]  教會是神的約
[00:03:37.000 --> 00:03:39.000]  耶穌爲我們捨生流血
[00:03:39.000 --> 00:03:41.000]  受痛苦,以至建立教會
[00:03:41.000 --> 00:03:43.000]  所以我們今天教會
[00:03:43.000 --> 00:03:45.000]  也在神的約裏面
[00:03:45.000 --> 00:03:47.000]  弟兄姊妹我們彼此相交
[00:03:47.000 --> 00:03:49.000]  也在神的約裏面
[00:03:49.000 --> 00:03:51.000]  今天讓我們真的明白
[00:03:51.000 --> 00:03:53.000]  你的恩典是白白的
[00:03:53.000 --> 00:03:55.000]  你讓我們領受恩典
[00:03:55.000 --> 00:03:57.000]  也讓我們將恩典
[00:03:57.000 --> 00:03:59.000]  能夠分出去
[00:03:59.000 --> 00:04:01.000]  以至主你降下更多的恩典
[00:04:01.000 --> 00:04:03.000]  在你的子民
[00:04:03.000 --> 00:04:05.000]  在你的教會上面
[00:04:05.000 --> 00:04:07.000]  主要是今天讓我們帶着一個感恩
[00:04:07.000 --> 00:04:09.000]  帶着一個讚美
[00:04:09.000 --> 00:04:11.000]  我們願意去親近你
[00:04:11.000 --> 00:04:13.000]  繼續去經歷你的慈愛
[00:04:13.000 --> 00:04:15.000]  聖靈讓你幫助我們
[00:04:15.000 --> 00:04:17.000]  經歷你長撥高深的愛
[00:04:17.000 --> 00:04:19.000]  真理的靈來到
[00:04:19.000 --> 00:04:21.000]  讓我們明白,領受,知道
[00:04:21.000 --> 00:04:23.000]  主在你自己的教導
[00:04:23.000 --> 00:04:25.000]  我們奉耶穌基督的名
[00:04:25.000 --> 00:04:27.000]  吩咐一切驕傲,心硬,難阻
[00:04:27.000 --> 00:04:29.000]  矇蔽我們的黑暗勢力要離開我們
[00:04:29.000 --> 00:04:31.000]  主這個殿是屬於你
[00:04:31.000 --> 00:04:33.000]  我們弟兄姊妹都是屬於你
[00:04:33.000 --> 00:04:35.000]  所以主讓我們今天
[00:04:35.000 --> 00:04:37.000]  有這個時間,空間
[00:04:37.000 --> 00:04:39.000]  分別爲聖歸向你
[00:04:39.000 --> 00:04:41.000]  多謝你聽我們的禱告
[00:04:41.000 --> 00:04:43.000]  奉耶穌基督的特性是明
[00:04:43.000 --> 00:04:45.000]  阿們,弟兄姊妹請坐
[00:04:47.000 --> 00:04:49.000]  在1944年
[00:04:49.000 --> 00:04:51.000]  當第二次世界大戰打得最激烈的時候
[00:04:51.000 --> 00:04:53.000]  發生一件這樣的真人真事
[00:04:53.000 --> 00:04:55.000]  有一個美國的士兵
[00:04:55.000 --> 00:04:57.000]  在歐洲的叢林
[00:04:57.000 --> 00:04:59.000]  和他的隊友失散了
[00:04:59.000 --> 00:05:01.000]  就只有他一個的時候
[00:05:01.000 --> 00:05:03.000]  他突然間聽到一大隊德軍的聲音
[00:05:03.000 --> 00:05:05.000]  並且越來越接近
[00:05:05.000 --> 00:05:07.000]  於是他們沒什麼辦法
[00:05:07.000 --> 00:05:09.000]  唯有躲在附近
[00:05:09.000 --> 00:05:11.000]  一個山洞裏面
[00:05:11.000 --> 00:05:13.000]  這個士兵
[00:05:13.000 --> 00:05:15.000]  是一個神槍手,槍法很準
[00:05:15.000 --> 00:05:17.000]  也是一個美軍的追擊手
[00:05:17.000 --> 00:05:19.000]  曾經追擊過無數的敵人
[00:05:19.000 --> 00:05:21.000]  但是面對
[00:05:21.000 --> 00:05:23.000]  敵人的人多勢衆
[00:05:23.000 --> 00:05:25.000]  怎樣槍法好都無辜
[00:05:25.000 --> 00:05:27.000]  唯有跪在山洞裏面
[00:05:27.000 --> 00:05:29.000]  向上帝祈禱
[00:05:29.000 --> 00:05:31.000]  祂說主啊,今天我大難臨頭
[00:05:31.000 --> 00:05:33.000]  求禰伸出大力的手
[00:05:33.000 --> 00:05:35.000]  去幫助我
[00:05:35.000 --> 00:05:37.000]  在他一路祈禱的時候,他發現有一隻蜘蛛
[00:05:37.000 --> 00:05:39.000]  在山洞的牆壁
[00:05:39.000 --> 00:05:41.000]  走到山洞洞口那裏
[00:05:41.000 --> 00:05:43.000]  開始織網
[00:05:43.000 --> 00:05:45.000]  他看見
[00:05:45.000 --> 00:05:47.000]  也不知道好生氣還是好笑
[00:05:47.000 --> 00:05:49.000]  他說主啊,我現在需要的不是這個蜘蛛
[00:05:49.000 --> 00:05:51.000]  我是需要一封石牆
[00:05:51.000 --> 00:05:53.000]  封住這個山洞口
