
[00:00:00.000 --> 00:00:02.580]  既往記記十八章
[00:00:02.580 --> 00:00:05.580]  我們從三十節讀到四十節
[00:00:05.580 --> 00:00:17.280]  在舊約聖經446頁
[00:00:17.280 --> 00:00:24.780]  我們一起來讀
[00:00:24.780 --> 00:00:28.360]  以亞對眾民說 你們到我這裡來
[00:00:28.360 --> 00:00:30.360]  眾民就到他那裡
[00:00:30.360 --> 00:00:33.620]  他便從修以經毀壞耶化的壇
[00:00:33.620 --> 00:00:37.000]  以利亞照雅各子孫支派的樹木
[00:00:37.000 --> 00:00:38.840]  取了十二塊石頭
[00:00:38.840 --> 00:00:41.400]  耶化的話曾臨到雅各說
[00:00:41.400 --> 00:00:43.400]  你的名要叫以色列
[00:00:43.400 --> 00:00:46.880]  用這些石頭為耶化的名逐一做壇
[00:00:46.880 --> 00:00:49.040]  在壇的四圍挖溝
[00:00:49.040 --> 00:00:51.040]  可容古種二四養
[00:00:51.040 --> 00:00:53.600]  又在壇上擺好了柴
[00:00:53.600 --> 00:00:56.960]  把牛犢切成筷子放在柴上
[00:00:56.960 --> 00:00:59.660]  對眾人說 你們用四個桶
[00:00:59.660 --> 00:01:02.840]  盛滿水 倒在斑跡和柴上
[00:01:02.840 --> 00:01:06.320]  又說倒第二次 他們就到第二次
[00:01:06.320 --> 00:01:10.040]  又說倒第三次 他們就到第三次
[00:01:10.040 --> 00:01:13.760]  水流往溝裡也滿了水
[00:01:13.760 --> 00:01:15.760]  到了獻完祭的時候
[00:01:15.760 --> 00:01:17.760]  先知以利亞進前來
[00:01:17.760 --> 00:01:20.800]  說 亞伯海以撒以色列的神
[00:01:20.800 --> 00:01:23.600]  耶化求你今日使人知道
[00:01:23.600 --> 00:01:25.280]  你是以色列的神
[00:01:25.280 --> 00:01:27.280]  也知道我是你的僕人
[00:01:27.280 --> 00:01:30.240]  又是奉你的命行這一切事
[00:01:30.240 --> 00:01:32.240]  耶化求你孕育我
[00:01:32.240 --> 00:01:35.920]  孕育我 使這民知道你耶化是神
[00:01:35.920 --> 00:01:39.280]  又知道你孝這民的心轉回
[00:01:39.280 --> 00:01:41.880]  於是 耶化降下火來
[00:01:41.880 --> 00:01:45.160]  燒盡斑跡 木柴 石頭 塵土
[00:01:45.160 --> 00:01:47.160]  又燒乾溝裡的水
[00:01:47.160 --> 00:01:50.200]  眾民看見了就伏伏在地說
[00:01:50.200 --> 00:01:52.960]  耶化是神 耶化是神
[00:01:52.960 --> 00:01:54.640]  以利亞對他們說
[00:01:54.640 --> 00:01:58.160]  拿住巴黎的先知 不容一人逃脫
[00:01:58.160 --> 00:01:59.840]  眾人就拿住他們
[00:01:59.840 --> 00:02:02.400]  以利亞帶他們到基順河邊
[00:02:02.400 --> 00:02:04.400]  在那裡殺了他們
[00:02:04.400 --> 00:02:06.400]  我們一張圖來講講
[00:02:06.400 --> 00:02:08.400]  現在祝我們謝謝你
[00:02:08.400 --> 00:02:10.000]  今天早晨讓我們聚齊
[00:02:10.000 --> 00:02:12.400]  在你的寶座前來向你敬拜
[00:02:12.400 --> 00:02:14.000]  祝我們也深深的知道
[00:02:14.000 --> 00:02:16.000]  主你要向我們的心來說話
[00:02:16.000 --> 00:02:19.360]  幫助我們明白你實在是真神
[00:02:19.360 --> 00:02:21.360]  在我們每一天的生活當中
[00:02:21.360 --> 00:02:22.960]  顯出你的心意來
[00:02:22.960 --> 00:02:26.000]  祝我們謝謝你 從你繼續來指教我們的心
[00:02:26.000 --> 00:02:28.640]  釋下四人智慧 起四個靈
[00:02:28.640 --> 00:02:30.640]  幫助我們真認識你
[00:02:30.640 --> 00:02:33.440]  謝謝主 奉耶穌基督的名禱告
[00:02:33.440 --> 00:02:35.440]  Amen
[00:02:35.440 --> 00:02:40.400]  這段經文是提到
[00:02:40.400 --> 00:02:45.840]  整個以色列國來面臨一件事情
[00:02:45.840 --> 00:02:48.240]  就是其實基已經
[00:02:48.240 --> 00:02:50.240]  就是很久沒有下雨
[00:02:50.240 --> 00:02:52.240]  因為基已經得罪上帝
[00:02:52.240 --> 00:02:54.240]  他們拜偶像
[00:02:54.240 --> 00:02:56.240]  所以亞哈王跟王后
[00:02:56.240 --> 00:02:58.240]  約習別
[00:02:58.240 --> 00:03:00.240]  他們引進偶像在整個全帝就來敬拜
[00:03:00.240 --> 00:03:02.240]  所以不是只有王宮裡面
[00:03:02.240 --> 00:03:04.240]  這樣來敬拜
[00:03:04.240 --> 00:03:06.240]  是連全民都一起來拜偶像
[00:03:06.240 --> 00:03:08.240]  所以是一個很艱難的環境
[00:03:08.240 --> 00:03:10.240]  以利亞在那邊成為一個先知
[00:03:10.240 --> 00:03:12.240]  要來侍奉
[00:03:12.240 --> 00:03:14.240]  所以他就得到神的感動
[00:03:14.240 --> 00:03:16.240]  他就告訴亞哈王
[00:03:16.240 --> 00:03:18.240]  你把這些巴利跟亞瑟拉
[00:03:18.240 --> 00:03:20.240]  這些偶像的先知
[00:03:20.240 --> 00:03:22.240]  告加密山上
[00:03:22.240 --> 00:03:24.240]  我們要做一點事情
[00:03:24.240 --> 00:03:26.240]  所以這是在這段經文當中的背景
[00:03:26.240 --> 00:03:28.240]  所以其實我們在
[00:03:28.240 --> 00:03:30.240]  這個月
[00:03:30.240 --> 00:03:32.240]  我們跟弟兄們來分享
[00:03:32.240 --> 00:03:34.240]  就是我們要進入一個新的季節
[00:03:34.240 --> 00:03:36.240]  所以請你跟隔壁說
[00:03:36.240 --> 00:03:38.240]  你預備好進入新的季節了嗎
[00:03:38.240 --> 00:03:44.240]  其實不是只是在宣告
[00:03:44.240 --> 00:03:46.240]  進入一個新的季節
[00:03:46.240 --> 00:03:48.240]  我們就等在那裡
[00:03:48.240 --> 00:03:50.240]  其實我們是在有一個心思
[00:03:50.240 --> 00:03:52.240]  跟意念要預備
[00:03:52.240 --> 00:03:54.240]  要進入那個新的季節
[00:03:54.240 --> 00:03:56.240]  因為在轉化的過程當中
[00:03:56.240 --> 00:03:58.240]  神一定有一些東西要告訴我們
[00:03:58.240 --> 00:04:00.240]  怎麼樣來調整 怎麼樣來轉化
[00:04:00.240 --> 00:04:02.240]  我們在新的季節裡面
[00:04:02.240 --> 00:04:04.240]  是用新的模式來生活
[00:04:04.240 --> 00:04:06.240]  是用新的思考來回應
[00:04:06.240 --> 00:04:08.240]  是用我們所有的全能
[00:04:08.240 --> 00:04:10.240]  回應新的一個神所要做的事情
[00:04:10.240 --> 00:04:12.240]  所以其實
[00:04:12.240 --> 00:04:14.240]  上上之前那個禮拜
[00:04:14.240 --> 00:04:16.240]  已經跟弟兄們來分享
[00:04:16.240 --> 00:04:18.240]  就是我來問神說
[00:04:18.240 --> 00:04:20.240]  主啊 我們該怎麼樣
[00:04:20.240 --> 00:04:22.240]  預備進入新的季節當中
[00:04:22.240 --> 00:04:24.240]  上一次已經分享了
[00:04:24.240 --> 00:04:26.240]  叩過夜王祭下
[00:04:26.240 --> 00:04:28.240]  那個以利莎先知跟先知寡婦
[00:04:28.240 --> 00:04:30.240]  所做的事情
[00:04:30.240 --> 00:04:32.240]  來預備我們
[00:04:32.240 --> 00:04:34.240]  原來我們要準備好
[00:04:34.240 --> 00:04:36.240]  我們要預備好 讓更多的神的高揚
[00:04:36.240 --> 00:04:38.240]  進到我們的生命裡頭來
[00:04:38.240 --> 00:04:40.240]  我們願意獻上多少 神就多多的供應
[00:04:40.240 --> 00:04:42.240]  只要我們願意來相信
[00:04:42.240 --> 00:04:44.240]  任何危難 神都會幫我們解決
[00:04:44.240 --> 00:04:46.240]  但其實在那時候的禱告裡面
[00:04:46.240 --> 00:04:48.240]  神是給我兩段經文的
[00:04:48.240 --> 00:04:50.240]  一段就是那一段 一段就是今天要跟弟兄們來分享的
[00:04:50.240 --> 00:04:52.240]  所以我深信叩過
[00:04:52.240 --> 00:04:54.240]  這個以利莎先知
[00:04:54.240 --> 00:04:56.240]  所帶來的侍奉
[00:04:56.240 --> 00:04:58.240]  幫助我們要來進入一個新的季節
[00:04:58.240 --> 00:05:00.240]  那也正在那時候是進入一個新的季節
[00:05:00.240 --> 00:05:02.240]  為什麼呢
[00:05:02.240 --> 00:05:04.240]  因為當這件事發生的結束以後
[00:05:04.240 --> 00:05:06.240]  神就預備好
[00:05:06.240 --> 00:05:08.240]  要把雨降在地上
[00:05:08.240 --> 00:05:10.240]  整個以色列百姓的心
[00:05:10.240 --> 00:05:12.240]  開始有一點轉換
[00:05:12.240 --> 00:05:14.240]  要回轉歸向主
[00:05:14.240 --> 00:05:16.240]  所以其實我們深深知道說
[00:05:16.240 --> 00:05:18.240]  我們要回應的不是只是一個
[00:05:18.240 --> 00:05:20.240]  很單純的一件事
